,PLAYER,Pos,GP,G,A,PTS,PS,EV,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CAP HIT,exchange cap
93,Milan Lucic,LW,82,23,27,50,5.7,11,12,0,3,14,13,0,175,13.1,1407,17:10,20,202,4,3,57.1,6000000,6130993.0
94,Jason Spezza,C,68,15,35,50,4.5,12,2,1,4,18,17,0,149,10.1,1100,16:10,31,13,354,324,52.2,7500000,7826198.0
95,Joe Thornton,C,79,7,43,50,4.3,6,1,0,0,25,18,0,81,8.6,1427,18:04,31,52,374,362,50.8,6750000,6978595.0
96,Sebastian Aho,RW,82,24,25,49,5.9,17,6,1,4,13,11,1,214,11.2,1377,16:47,14,51,17,18,48.6,925000,395547.0
97,Kevin Hayes,RW,76,17,32,49,5.3,15,1,1,4,20,6,6,143,11.9,1258,16:34,30,40,442,526,45.7,2600000,2288527.0
98,Roman Josi,D,72,12,37,49,8.7,5,7,0,1,25,11,1,217,5.5,1805,25:04,119,54,0,0,,4000000,3870719.0
99,John Klingberg,D,80,13,36,49,8.1,9,4,0,3,23,13,0,124,10.5,1868,23:21,117,42,1,0,100.0,4250000,4153253.0
100,Jakob Silfverberg,RW,79,23,26,49,6.1,17,5,1,5,22,4,0,227,10.1,1460,18:29,46,47,1,6,14.3,3750000,3588184.0
101,Gustav Nyquist,RW,76,12,36,48,4.7,10,2,0,2,29,7,0,165,7.3,1325,17:26,20,54,4,1,80.0,4750000,4718321.0
102,Alex Pietrangelo,D,80,14,34,48,9.2,8,6,0,4,21,13,0,181,7.7,2023,25:17,158,38,0,1,0.0,6500000,6696061.0
103,Matthew Tkachuk,LW,76,13,35,48,5.4,10,3,0,2,25,10,0,142,9.2,1114,14:40,22,65,8,15,34.8,925000,395547.0
104,Thomas Vanek,LW,68,17,31,48,5.5,12,5,0,2,23,8,0,133,12.8,979,14:24,5,29,6,9,40.0,2600000,2288527.0
105,Justin Williams,RW,80,24,24,48,6.2,19,5,0,4,19,5,0,167,14.4,1238,15:29,41,28,64,53,54.7,3250000,3023116.0
106,Bryan Little,C,59,21,26,47,5.3,15,6,0,3,20,6,0,119,17.6,1036,17:33,23,35,610,487,55.6,4700000,4661815.0
107,Jason Pominville,RW,78,13,34,47,4.6,13,0,0,2,27,7,0,176,7.4,1110,14:14,39,44,39,39,50.0,5600000,5678938.0
108,Sam Reinhart,C,79,17,30,47,4.6,8,9,0,3,22,8,0,178,9.6,1360,17:13,40,21,86,124,41.0,894167,360702.0
109,Jason Zucker,LW,79,22,25,47,6.7,21,1,0,3,25,0,0,172,12.8,1208,15:17,42,73,1,4,20.0,2000000,1610445.0
110,Jaromír Jágr,RW,82,16,30,46,4.9,8,8,0,2,25,5,0,181,8.8,1394,17:00,4,21,1,1,50.0,4000000,3870719.0
111,Nick Leddy,D,81,11,35,46,7.0,8,3,0,1,23,12,0,137,8.0,1840,22:43,109,77,0,0,,5500000,5565924.0
112,Patrick Marleau,LW,82,27,19,46,6.0,20,7,0,6,10,9,0,190,14.2,1407,17:09,32,82,115,99,53.7,6666667,6884418.0
113,David Perron,LW,82,18,28,46,4.7,14,3,1,3,18,10,0,151,11.9,1418,17:18,28,87,32,34,48.5,3750000,3588184.0
114,Artem Anisimov,C,64,22,23,45,5.6,18,4,0,7,19,4,0,105,21.0,1142,17:51,27,18,416,506,45.1,4550000,4492294.0
115,Tyler Johnson,C,66,19,26,45,4.8,13,6,0,3,15,11,0,130,14.6,1242,18:49,30,46,583,539,52.0,3333333,3117294.0
116,Elias Lindholm,C,72,11,34,45,4.1,8,2,1,0,21,9,4,151,7.3,1309,18:11,43,99,353,282,55.6,2700000,2401541.0
117,Brock Nelson,LW,81,20,25,45,4.7,19,1,0,4,19,5,1,173,11.6,1268,15:39,48,50,346,445,43.7,2500000,2175513.0
118,Kyle Okposo,RW,65,19,26,45,5.0,12,7,0,2,10,16,0,156,12.2,1233,18:58,25,53,54,45,54.5,6000000,6130993.0
119,Mathieu Perreault,C,65,13,32,45,4.0,10,3,0,3,20,12,0,134,9.7,1059,16:17,26,97,97,92,51.3,3000000,2740582.0
120,Victor Rask,C,82,16,29,45,4.2,12,4,0,3,22,6,1,186,8.6,1418,17:18,33,43,457,461,49.8,4000000,3870719.0
121,Rasmus Ristolainen,D,79,6,39,45,7.6,5,1,0,2,14,24,1,186,3.2,2091,26:28,161,195,0,0,,5400000,5452910.0
122,Jordan Staal,C,75,16,29,45,4.6,11,4,1,3,25,4,0,164,9.8,1400,18:40,29,139,688,477,59.1,6000000,6130993.0
123,Travis Zajac,C,80,14,31,45,4.2,7,6,1,1,24,6,1,126,11.1,1578,19:44,26,81,880,733,54.6,5750000,5848458.0
124,Drew Doughty,D,82,12,32,44,10.5,7,5,0,1,17,14,1,181,6.6,2226,27:09,109,129,1,0,100.0,7000000,7261130.0
125,Michael Frolík,RW,82,17,27,44,4.9,12,3,2,1,21,5,1,202,8.4,1401,17:05,48,60,13,16,44.8,4300000,4209760.0
126,Alex Galchenyuk,C,61,17,27,44,4.9,11,6,0,6,18,9,0,104,16.3,972,15:56,32,36,274,368,42.7,2800000,2514554.0
127,Patric Hörnqvist,RW,70,21,23,44,5.5,11,10,0,6,16,7,0,223,9.4,1117,15:57,62,227,3,8,27.3,4250000,4153253.0
128,Richard Pánik,RW,82,22,22,44,5.6,18,4,0,5,17,5,0,155,14.2,1208,14:44,45,147,2,5,28.6,875000,339041.0
129,Tanner Pearson,LW,80,24,20,44,6.0,20,3,1,5,14,5,1,187,12.8,1306,16:19,31,124,10,14,41.7,1400000,932363.0
130,Paul Byron,LW,81,22,21,43,6.0,21,0,1,6,17,4,0,96,22.9,1220,15:04,34,119,10,5,66.7,1166667,668664.0
131,Jake Gardiner,D,82,9,34,43,8.7,7,2,0,2,23,11,0,127,7.1,1766,21:32,83,69,0,0,,4050000,3927226.0
132,Evander Kane,LW,70,28,15,43,5.1,25,3,0,5,10,5,0,260,10.8,1344,19:12,29,109,55,67,45.1,5250000,5283390.0
133,Ryan Nugent-Hopkins,C,82,18,25,43,4.0,13,5,0,4,19,6,0,200,9.0,1451,17:42,35,47,556,712,43.8,6000000,6130993.0
134,Valtteri Filppula,C,79,12,30,42,3.7,12,0,0,1,23,7,0,97,12.4,1375,17:24,39,26,556,606,47.8,5000000,5000856.0
135,Mike Fisher,C,72,18,24,42,4.7,11,7,0,3,14,10,0,120,15.0,1196,16:37,64,160,703,577,54.9,4400000,4322773.0
136,Seth Jones,D,75,12,30,42,7.8,11,1,0,3,24,6,0,152,7.9,1755,23:24,118,61,0,0,,5400000,5452910.0
137,Ryan McDonagh,D,77,6,36,42,7.8,4,1,1,1,22,14,0,153,3.9,1876,24:21,160,80,0,0,,4700000,4661815.0
138,Zach Parise,LW,69,19,23,42,4.3,13,6,0,4,17,6,0,194,9.8,1203,17:26,69,46,8,5,61.5,7538462,7869665.0
139,Teuvo Teräväinen,LW,81,15,27,42,4.1,10,5,0,2,17,10,0,169,8.9,1315,16:14,33,27,193,220,46.7,894167,360702.0
140,Shea Weber,D,78,17,25,42,10.1,5,12,0,4,13,10,2,183,9.3,1955,25:04,157,140,0,0,,7857143,8229819.0
141,Brandon Dubinsky,C,80,12,29,41,4.1,10,1,1,5,26,3,0,115,10.4,1432,17:54,60,248,770,718,51.7,5850000,5961472.0
142,Matt Duchene,C,77,18,23,41,3.1,14,3,1,3,17,6,0,160,11.3,1409,18:18,41,42,687,411,62.6,6000000,6130993.0
143,James Neal,RW,70,23,18,41,4.6,18,5,0,5,10,8,0,202,11.4,1239,17:42,18,84,3,3,50.0,5000000,5000856.0
144,Frans Nielsen,C,79,17,24,41,3.6,11,4,2,0,13,11,0,162,10.5,1355,17:09,54,64,653,561,53.8,5250000,5283390.0
145,Keith Yandle,D,82,5,36,41,6.9,3,2,0,0,19,16,1,178,2.8,1807,22:02,76,28,0,0,,6350000,6526541.0
146,Phillip Danault,LW,82,13,27,40,3.9,13,0,0,3,24,2,1,133,9.8,1278,15:35,52,76,533,498,51.7,912500,381421.0
147,Michael Grabner,RW,76,27,13,40,6.3,26,0,1,3,11,0,2,162,16.7,1071,14:06,34,41,7,6,53.8,1650000,1214897.0
148,Adam Henrique,C,82,20,20,40,3.9,12,6,2,2,15,4,1,142,14.1,1490,18:10,67,87,585,628,48.2,4000000,3870719.0
149,Brayden Point,C,68,18,22,40,4.7,13,5,0,2,15,7,0,122,14.8,1165,17:08,31,39,238,294,44.7,686667,126199.0
150,Paul Stastny,C,66,18,22,40,4.5,13,5,0,5,14,8,0,112,16.1,1263,19:08,35,51,786,624,55.7,7000000,7261130.0
151,Lee Stempniak,RW,82,16,24,40,4.3,14,2,0,2,20,4,0,131,12.2,1299,15:51,16,113,3,5,37.5,2500000,2175513.0
152,P.K. Subban,D,66,10,30,40,6.1,7,3,0,2,16,13,1,142,7.0,1611,24:24,104,78,0,0,,9000000,9521404.0
153,Ryan Suter,D,82,9,31,40,9.3,4,4,1,1,22,8,1,164,5.5,2208,26:55,105,72,0,0,,7538462,7869665.0
154,Derick Brassard,C,81,14,25,39,4.1,11,3,0,3,21,4,0,195,7.2,1408,17:23,24,92,612,613,50.0,5000000,5000856.0
155,Oliver Ekman-Larsson,D,79,12,27,39,5.6,4,8,0,1,16,11,0,145,8.3,1945,24:37,85,112,0,0,,5500000,5565924.0
156,Cam Fowler,D,80,11,28,39,8.3,5,5,1,3,17,10,1,186,5.9,1988,24:51,134,29,0,0,,4000000,3870719.0
157,Mark Giordano,D,81,12,27,39,9.4,7,3,2,4,15,11,1,151,7.9,1910,23:35,184,78,0,0,,6750000,6978595.0
158,Shayne Gostisbehere,D,76,7,32,39,5.2,5,2,0,1,11,21,0,198,3.5,1489,19:36,94,43,0,0,,925000,395547.0
159,Martin Hanzal,C,71,20,19,39,3.7,15,5,0,2,15,4,0,169,11.8,1258,17:43,58,145,767,593,56.4,3100000,2853595.0
160,Alec Martinez,D,82,9,30,39,6.8,6,2,1,3,17,13,0,144,6.3,1775,21:38,167,137,0,1,0.0,4000000,3870719.0
161,Matt Niskanen,D,78,5,34,39,7.4,4,1,0,2,25,8,1,154,3.2,1730,22:11,93,147,0,0,,5750000,5848458.0
162,Brent Seabrook,D,79,3,36,39,6.0,1,2,0,0,24,12,0,131,2.3,1729,21:54,147,111,0,1,0.0,6875000,7119863.0
163,Brady Skjei,D,80,5,34,39,6.4,5,0,0,0,27,7,0,127,3.9,1397,17:28,69,147,0,1,0.0,925000,395547.0
164,Ryan Spooner,C,78,11,28,39,3.7,8,3,0,3,12,15,1,145,7.6,1099,14:06,17,24,79,124,38.9,950000,423801.0
165,David Backes,RW,74,17,21,38,4.5,15,2,0,2,16,5,0,175,9.7,1267,17:07,47,225,60,63,48.8,6000000,6130993.0
166,Tyson Barrie,D,74,7,31,38,4.4,6,1,0,2,22,9,0,182,3.8,1725,23:18,75,32,0,0,,5500000,5565924.0
167,Max Domi,LW,59,9,29,38,3.2,8,1,0,1,22,7,0,108,8.3,1002,16:59,21,28,5,5,50.0,863333,325855.0
168,Ryan Ellis,D,71,16,22,38,8.7,11,4,1,3,13,7,2,140,11.4,1701,23:57,137,64,0,0,,2500000,2175513.0
169,Oscar Klefbom,D,82,12,26,38,7.6,9,3,0,3,12,13,1,201,6.0,1834,22:22,146,43,0,0,,4167000,4059452.0
170,Rick Nash,RW,67,23,15,38,5.0,16,6,1,3,12,3,0,195,11.8,1103,16:28,35,63,0,1,0.0,7800000,8165239.0
171,Mikko Rantanen,RW,75,20,18,38,3.5,16,4,0,2,12,6,0,133,15.0,1354,18:03,33,29,29,21,58.0,894167,360702.0
172,Jared Spurgeon,D,76,10,28,38,8.9,9,1,0,2,23,4,1,144,6.9,1827,24:02,140,49,0,0,,5187500,5212756.0
173,Nick Bonino,C,80,18,19,37,3.0,11,6,1,1,14,5,0,142,12.7,1332,16:39,99,60,582,631,48.0,1900000,1497431.0
174,John Carlson,D,72,9,28,37,6.5,6,3,0,3,14,13,1,180,5.0,1635,22:43,127,58,0,0,,3966667,3833048.0
175,Justin Faulk,D,75,17,20,37,6.6,13,4,0,2,11,9,0,225,7.6,1736,23:08,84,117,0,0,,4833333,4812499.0
176,Scott Hartnell,LW,78,13,24,37,4.6,11,2,0,1,23,1,0,104,12.5,941,12:04,40,94,3,3,50.0,4750000,4718321.0
177,Reilly Smith,RW,80,15,22,37,3.1,8,6,1,3,17,5,0,160,9.4,1468,18:21,34,75,3,3,50.0,3425000,3220890.0
178,Kris Versteeg,RW,69,15,22,37,3.9,7,8,0,1,14,8,0,136,11.0,1016,14:44,28,5,53,49,52.0,950000,423801.0
179,Mika Zibanejad,C,56,14,23,37,4.2,10,4,0,2,16,7,0,119,11.8,956,17:04,27,23,494,456,52.0,2625000,2316780.0
180,Connor Brown,RW,82,20,16,36,4.0,17,2,1,4,12,4,0,139,14.4,1329,16:12,46,50,2,6,25.0,686667,126199.0
181,Dustin Brown,RW,80,14,22,36,3.7,9,4,1,1,20,2,0,175,8.0,1280,16:00,31,190,2,3,40.0,5875000,5989726.0
182,Alex Goligoski,D,82,6,30,36,5.9,4,1,1,0,22,7,1,112,5.4,1913,23:20,143,137,0,0,,5475000,5537671.0
183,Mike Green,D,72,14,22,36,5.8,11,3,0,2,15,7,0,125,11.2,1696,23:33,92,67,0,0,,6000000,6130993.0
184,Alex Killorn,LW,81,19,17,36,3.3,14,4,1,4,10,6,1,176,10.8,1458,18:00,25,99,4,8,33.3,4450000,4379280.0
185,Anthony Mantha,RW,60,17,19,36,4.9,16,1,0,3,17,2,0,133,12.8,954,15:54,33,46,5,6,45.5,863333,325855.0
186,Andrei Markov,D,62,6,30,36,7.5,5,1,0,1,18,11,1,98,6.1,1354,21:50,73,39,0,0,,5750000,5848458.0
187,Nikita Zaitsev,D,82,4,32,36,3.6,3,1,0,0,20,11,1,106,3.8,1806,22:01,136,176,0,0,,925000,395547.0
188,Sven Baertschi,LW,68,18,17,35,4.1,16,2,0,5,13,4,0,114,15.8,1080,15:53,29,52,1,0,100.0,1850000,1440924.0
