,PLAYER,Pos,GP,G,A,PTS,PS,EV,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CAP HIT,exchange cap
245,Lars Eller,C,77,12,14,26,1.8,9,2,1,3,12,1,1,137,8.8,1229,15:58,58.0,130,521.0,458.0,53.2,1150000,801905.0
246,Michael Grabner,RW,64,12,14,26,2.3,9,0,3,2,14,0,0,137,8.8,908,14:12,25.0,68,7.0,8.0,46.7,3000000,3175544.0
247,Niklas Hjalmarsson,D,81,4,22,26,4.8,3,0,1,1,19,0,3,98,4.1,1724,21:17,157.0,39,0.0,0.0,,3500000,3817068.0
248,Brock Nelson,C,72,14,12,26,2.3,11,3,0,1,8,4,0,132,10.6,1027,14:16,38.0,74,191.0,260.0,42.4,900000,481143.0
249,Ben Smith,RW,75,14,12,26,2.7,13,1,0,2,11,1,0,90,15.6,955,12:44,58.0,40,200.0,194.0,50.8,562500,48114.0
250,Jared Spurgeon,D,67,5,21,26,6.3,3,2,0,1,16,5,0,91,5.5,1517,22:38,107.0,80,0.0,0.0,,2666667,2747862.0
251,Chris Stewart,RW,63,15,11,26,3.2,12,3,0,3,8,3,0,110,13.6,862,13:41,9.0,80,12.0,23.0,34.3,4150000,4651049.0
252,Brandon Sutter,C,81,13,13,26,1.9,8,2,3,1,10,3,0,144,9.0,1277,15:46,40.0,69,549.0,601.0,47.7,2066667,1978033.0
253,Fedor Tyutin,D,69,4,22,26,5.4,3,1,0,0,12,8,2,87,4.6,1477,21:25,83.0,89,0.0,0.0,,4500000,5100116.0
254,Dainius Zubrus,C,82,13,13,26,2.4,13,0,0,1,13,0,0,121,10.7,1440,17:33,39.0,107,216.0,208.0,50.9,3100000,3303849.0
255,Daniel Brière,C,69,13,12,25,3.0,9,4,0,1,10,2,0,118,11.0,881,12:46,11.0,23,171.0,179.0,48.9,4000000,4458592.0
256,Trevor Daley,D,67,9,16,25,5.6,8,1,0,3,13,3,0,107,8.4,1417,21:09,94.0,42,0.0,0.0,,3300000,3560458.0
257,Marcel Goc,C,74,11,14,25,1.7,11,0,0,1,12,2,0,117,9.4,1208,16:20,43.0,119,658.0,575.0,53.4,1700000,1507581.0
258,Dougie Hamilton,D,64,7,18,25,5.9,5,2,0,1,14,4,0,114,6.1,1223,19:06,53.0,73,0.0,0.0,,925000,513219.0
259,Nick Holden,D,54,10,15,25,5.3,8,2,0,2,9,5,1,66,15.2,1009,18:41,57.0,118,0.0,0.0,,600000,96228.0
260,Seth Jones,D,77,6,19,25,3.0,4,2,0,2,12,7,0,100,6.0,1511,19:37,99.0,55,0.0,0.0,,925000,513219.0
261,Lauri Korpikoski,LW,64,9,16,25,1.7,8,1,0,0,12,1,3,109,8.3,1029,16:05,38.0,136,5.0,12.0,29.4,2500000,2534020.0
262,Brenden Morrow,LW,71,13,12,25,2.9,9,4,0,3,9,3,0,56,23.2,845,11:54,20.0,110,9.0,20.0,31.0,1500000,1250972.0
263,Brandon Pirri,C,49,13,12,25,3.4,10,3,0,0,9,3,0,80,16.3,636,12:59,15.0,24,204.0,250.0,44.9,618333,119750.0
264,Aleksander Barkov,C,54,8,16,24,1.9,5,3,0,1,13,3,0,87,9.2,923,17:06,27.0,16,400.0,419.0,48.8,925000,513219.0
265,Matt Beleskey,LW,55,9,15,24,2.7,9,0,0,2,10,4,1,112,8.0,684,12:26,24.0,132,8.0,10.0,44.4,1350000,1058514.0
266,Kevin Bieksa,D,76,4,20,24,4.7,3,1,0,1,13,7,0,167,2.4,1731,22:46,130.0,144,1.0,0.0,100.0,4600000,5228421.0
267,Kyle Brodziak,C,81,8,16,24,1.4,7,0,1,1,15,1,0,115,7.0,1314,16:13,41.0,73,590.0,633.0,48.2,2833333,2961702.0
268,Matt Calvert,LW,56,9,15,24,2.2,7,2,0,1,13,2,0,90,10.0,902,16:06,28.0,108,3.0,6.0,33.3,987500,593409.0
269,Steve Downie,RW,62,4,20,24,1.6,1,3,0,1,17,3,0,88,4.5,874,14:06,18.0,70,4.0,3.0,57.1,2650000,2726477.0
270,Dan Girardi,D,81,5,19,24,6.1,4,1,0,0,15,2,2,100,5.0,1873,23:07,174.0,191,0.0,0.0,,3325000,3592534.0
271,Curtis Glencross,LW,38,12,12,24,2.5,9,3,0,2,7,5,0,77,15.6,669,17:37,27.0,59,14.0,27.0,34.1,2550000,2598172.0
272,Jake Muzzin,D,76,5,19,24,5.9,4,1,0,0,15,4,0,175,2.9,1446,19:02,82.0,169,0.0,0.0,,1000000,609447.0
273,Riley Nash,C,73,10,14,24,2.5,9,1,0,3,11,2,1,86,11.6,925,12:40,22.0,81,306.0,360.0,45.9,575000,64152.0
274,Tuomo Ruutu,RW,76,8,16,24,1.2,5,3,0,2,16,0,0,105,7.6,1107,14:34,34.0,216,14.0,23.0,37.8,4750000,5420878.0
275,Riley Sheahan,C,42,9,15,24,3.1,7,2,0,1,12,3,0,59,15.3,607,14:27,16.0,25,251.0,261.0,49.0,785000,333592.0
276,Marc-Édouard Vlasic,D,81,5,19,24,7.3,4,0,1,0,17,1,1,138,3.6,1678,20:43,150.0,51,0.0,0.0,,4250000,4779354.0
277,Nail Yakupov,RW,63,11,13,24,1.1,7,4,0,1,11,2,0,122,9.0,902,14:19,23.0,64,0.0,0.0,,925000,513219.0
278,Johnny Boychuk,D,75,5,18,23,6.4,5,0,0,1,15,0,3,142,3.5,1589,21:12,151.0,158,0.0,0.0,,3366667,3645995.0
279,Danny DeKeyser,D,65,4,19,23,5.1,2,1,1,0,16,3,0,84,4.8,1407,21:38,116.0,64,0.0,0.0,,925000,513219.0
280,Vernon Fiddler,C,76,6,17,23,1.6,6,0,0,1,14,1,2,109,5.5,1010,13:17,52.0,44,504.0,463.0,52.1,1800000,1635886.0
281,Shawn Matthias,C,77,12,11,23,2.2,12,0,0,0,11,0,0,127,9.4,1002,13:01,29.0,93,183.0,250.0,42.3,1750000,1571734.0
282,Marc Methot,D,75,6,17,23,4.1,6,0,0,1,14,3,0,117,5.1,1632,21:45,110.0,181,0.0,0.0,,3000000,3175544.0
283,Steve Ott,C,82,9,14,23,0.0,3,6,0,1,12,2,0,127,7.1,1495,18:14,35.0,246,494.0,423.0,53.9,2950000,3111391.0
284,Brad Richardson,RW,73,11,12,23,2.3,8,1,2,2,11,0,1,85,12.9,1088,14:54,52.0,63,533.0,433.0,55.2,1150000,801905.0
285,Jakob Silfverberg,RW,52,10,13,23,2.3,7,1,2,1,13,0,0,119,8.4,742,14:16,20.0,31,1.0,11.0,8.3,863333,434097.0
286,Ryan Smyth,LW,72,10,13,23,1.2,5,5,0,1,11,2,0,129,7.8,1111,15:25,29.0,58,91.0,91.0,50.0,2250000,2213258.0
287,Patrick Wiercioch,D,53,4,19,23,3.4,1,3,0,0,10,9,0,97,4.1,868,16:22,48.0,54,0.0,2.0,0.0,2000000,1892496.0
288,Patrick Dwyer,RW,75,8,14,22,1.7,6,0,2,2,14,0,0,134,6.0,1099,14:39,48.0,107,9.0,15.0,37.5,900000,481143.0
289,Alexander Edler,D,63,7,15,22,1.8,3,4,0,0,7,8,0,178,3.9,1467,23:17,136.0,112,2.0,1.0,66.7,5000000,5741640.0
290,Zemgus Girgensons,C,70,8,14,22,1.8,7,0,1,1,13,0,1,115,7.0,1072,15:19,43.0,161,100.0,140.0,41.7,894167,473659.0
291,Sergei Gonchar,D,76,2,20,22,2.5,1,1,0,1,7,13,0,89,2.2,1338,17:37,80.0,70,0.0,0.0,,5000000,5741640.0
292,Radko Gudas,D,73,3,19,22,3.8,2,1,0,1,16,3,0,114,2.6,1396,19:08,138.0,273,0.0,0.0,,991667,598756.0
293,Dan Hamhuis,D,79,5,17,22,6.6,5,0,0,0,14,3,0,150,3.3,1893,23:57,130.0,87,0.0,0.0,,4500000,5100116.0
294,Thomas Hickey,D,82,4,18,22,4.6,4,0,0,0,16,1,1,96,4.2,1547,18:52,132.0,72,0.0,0.0,,675000,192457.0
295,Kris Letang,D,37,11,11,22,4.0,5,6,0,1,5,6,0,108,10.2,897,24:14,51.0,43,0.0,0.0,,3500000,3817068.0
296,Andrei Loktionov,C,68,7,15,22,1.9,5,2,0,2,11,4,0,78,9.0,883,12:59,15.0,33,154.0,215.0,41.7,725000,256609.0
297,Alec Martinez,D,61,11,11,22,6.5,8,3,0,2,6,5,0,79,13.9,957,15:41,75.0,96,0.0,0.0,,1100000,737752.0
298,Tyler Myers,D,62,9,13,22,3.7,6,3,0,0,7,6,0,99,9.1,1358,21:54,81.0,107,0.0,0.0,,5500000,6383164.0
299,Michael Raffl,LW,68,9,13,22,2.0,9,0,0,3,13,0,0,101,8.9,883,12:59,44.0,113,52.0,41.0,55.9,792500,343215.0
300,Zack Smith,C,82,13,9,22,1.1,12,0,1,4,7,1,1,154,8.4,1274,15:32,28.0,175,680.0,611.0,52.7,1887500,1748153.0
301,Paul Byron,C,47,7,14,21,2.3,4,2,1,1,10,1,3,46,15.2,679,14:27,10.0,63,7.0,25.0,21.9,643500,152041.0
302,Gregory Campbell,C,82,8,13,21,1.4,7,0,1,2,11,1,1,84,9.5,976,11:54,46.0,134,358.0,391.0,47.8,1600000,1379276.0
303,Justin Fontaine,RW,66,13,8,21,2.7,12,1,0,1,7,1,0,79,16.5,809,12:15,23.0,9,2.0,0.0,100.0,600000,96228.0
304,Paul Gaustad,C,75,10,11,21,1.4,10,0,0,0,11,0,0,74,13.5,1036,13:48,55.0,122,696.0,504.0,58.0,3250000,3496306.0
305,Boyd Gordon,C,74,8,13,21,0.9,6,1,1,1,9,3,1,80,10.0,1092,14:45,89.0,27,843.0,649.0,56.5,3000000,3175544.0
306,Elias Lindholm,C,58,9,12,21,1.5,5,4,0,2,9,3,0,70,12.9,843,14:32,17.0,51,106.0,123.0,46.3,925000,513219.0
307,Ryan Murray,D,66,4,17,21,4.5,1,3,0,0,12,4,1,62,6.5,1311,19:52,94.0,25,0.0,0.0,,894167,473659.0
308,Eric Nystrom,LW,79,15,6,21,0.9,14,0,1,1,6,0,0,120,12.5,1174,14:52,35.0,154,2.0,8.0,20.0,2500000,2534020.0
309,Michael Stone,D,70,8,13,21,3.6,6,2,0,1,8,4,1,105,7.6,1274,18:12,114.0,153,0.0,0.0,,1150000,801905.0
310,Sami Vatanen,D,48,6,15,21,3.9,4,2,0,0,10,5,0,73,8.2,838,17:27,47.0,66,0.0,0.0,,785000,333592.0
311,Dennis Wideman,D,46,4,17,21,2.8,2,2,0,0,14,2,1,102,3.9,1044,22:42,75.0,62,0.0,0.0,,5250000,6062402.0
312,Jordie Benn,D,78,3,17,20,4.9,2,1,0,0,15,1,1,91,3.3,1494,19:09,121.0,117,1.0,0.0,100.0,700000,224533.0
313,Kyle Chipchura,C,80,5,15,20,1.6,5,0,0,0,15,0,0,46,10.9,777,9:43,9.0,116,176.0,155.0,53.2,875000,449066.0
314,Pascal Dupuis,LW,39,7,13,20,2.1,7,0,0,0,13,0,0,97,7.2,690,17:42,29.0,68,2.0,4.0,33.3,3750000,4137830.0
315,Jannik Hansen,RW,71,11,9,20,1.5,10,0,1,3,8,1,0,112,9.8,1112,15:40,22.0,99,12.0,17.0,41.4,1350000,1058514.0
316,Darren Helm,C,42,12,8,20,2.6,9,1,2,3,8,0,0,83,14.5,637,15:10,16.0,73,269.0,279.0,49.1,2125000,2052877.0
317,Shawn Horcoff,C,77,7,13,20,1.3,2,4,1,0,13,0,0,68,10.3,990,12:52,28.0,62,209.0,208.0,50.1,5500000,6383164.0
318,Rob Klinkhammer,C,72,11,9,20,2.3,10,1,0,1,9,0,0,103,10.7,818,11:22,7.0,168,1.0,5.0,16.7,625000,128304.0
319,Nikolai Kulemin,LW,70,9,11,20,1.1,9,0,0,4,11,0,0,81,11.1,1136,16:14,63.0,153,38.0,70.0,35.2,2800000,2918934.0
320,James Sheppard,LW,67,4,16,20,1.4,4,0,0,0,15,1,0,84,4.8,815,12:10,34.0,105,105.0,128.0,45.1,830000,391329.0
321,David Booth,LW,66,9,10,19,1.9,9,0,0,0,9,1,0,117,7.7,889,13:28,17.0,121,13.0,10.0,56.5,4250000,4779354.0
322,Jonas Brodin,D,79,8,11,19,5.0,5,3,0,0,7,4,0,74,10.8,1888,23:54,117.0,33,0.0,0.0,,925000,513219.0
323,J.T. Brown,RW,63,4,15,19,0.7,4,0,0,0,12,2,1,113,3.5,821,13:02,32.0,70,7.0,15.0,31.8,874125,447944.0
324,Cal Clutterbuck,RW,73,12,7,19,1.3,9,0,3,1,6,0,1,172,7.0,1046,14:20,14.0,270,7.0,9.0,43.8,2750000,2854782.0
325,Marcus Foligno,LW,74,7,12,19,0.8,6,0,1,3,11,1,0,79,8.9,1115,15:04,43.0,206,146.0,155.0,48.5,826667,387053.0
326,Nathan Horton,RW,36,5,14,19,1.6,3,2,0,2,12,2,0,48,10.4,556,15:27,14.0,53,1.0,0.0,100.0,5300000,6126555.0
327,Matt Irwin,D,62,2,17,19,3.7,1,1,0,0,12,6,0,147,1.4,1167,18:49,93.0,62,0.0,1.0,0.0,1000000,609447.0
328,Jakub Kindl,D,66,2,17,19,3.0,2,0,0,0,10,7,0,93,2.2,1137,17:14,42.0,57,0.0,0.0,,2400000,2405715.0
329,Dmitry Kulikov,D,81,8,11,19,2.3,5,2,1,0,8,3,0,127,6.3,1757,21:42,92.0,125,0.0,0.0,,2500000,2534020.0
330,Brendan Smith,D,71,5,14,19,3.7,4,1,0,0,14,0,0,90,5.6,1306,18:23,69.0,57,0.0,0.0,,1262500,946248.0
331,Karl Alzner,D,82,2,16,18,3.0,2,0,0,1,13,1,2,95,2.1,1684,20:32,158.0,73,0.0,0.0,,2800000,2918934.0
332,Mark Arcobello,C,41,4,14,18,1.2,3,1,0,1,12,2,0,70,5.7,618,15:04,23.0,78,206.0,198.0,51.0,600000,96228.0
333,Matt Bartkowski,D,64,0,18,18,4.3,0,0,0,0,18,0,0,91,0.0,1250,19:32,56.0,155,0.0,0.0,,650000,160381.0
334,Brian Boyle,C,82,6,12,18,1.1,5,1,0,1,9,1,2,137,4.4,1047,12:46,54.0,154,306.0,272.0,52.9,1700000,1507581.0
335,Andrew Ference,D,71,3,15,18,2.4,3,0,0,1,13,2,0,77,3.9,1495,21:04,108.0,135,2.0,1.0,66.7,3250000,3496306.0
336,Travis Hamonic,D,69,3,15,18,3.9,1,2,0,0,14,1,0,134,2.2,1726,25:01,132.0,93,0.0,0.0,,3857143,4275300.0
337,Jimmy Hayes,RW,55,11,7,18,2.1,8,3,0,0,6,1,0,72,15.3,603,10:58,19.0,115,11.0,19.0,36.7,654167,165727.0
338,Chris Kelly,C,57,9,9,18,1.5,8,0,1,0,9,0,0,69,13.0,838,14:42,29.0,72,283.0,296.0,48.9,3000000,3175544.0
339,Nikita Kucherov,RW,52,9,9,18,1.9,6,3,0,3,8,1,0,102,8.8,682,13:07,19.0,15,1.0,0.0,100.0,711667,239502.0
340,Ben Lovejoy,D,78,5,13,18,4.5,5,0,0,2,12,1,0,107,4.7,1513,19:24,150.0,215,0.0,0.0,,1100000,737752.0
341,Derek MacKenzie,C,71,9,9,18,1.7,7,0,2,0,8,0,1,70,12.9,800,11:16,32.0,237,251.0,236.0,51.5,1000000,609447.0
342,Colin McDonald,RW,70,8,10,18,0.5,8,0,0,0,10,0,0,96,8.3,867,12:23,15.0,217,7.0,8.0,46.7,637500,144342.0
343,Dominic Moore,C,73,6,12,18,1.4,5,0,1,1,10,0,2,96,6.3,856,11:44,24.0,62,354.0,294.0,54.6,1000000,609447.0
344,Daniel Paille,LW,72,9,9,18,1.9,8,0,1,1,9,0,0,71,12.7,789,10:58,30.0,70,11.0,6.0,64.7,1300000,994362.0
345,Ryan Strome,C,37,7,11,18,1.8,3,4,0,1,8,3,0,89,7.9,562,15:11,8.0,29,165.0,209.0,44.1,863333,434097.0
346,Jesse Winchester,C,52,9,9,18,1.9,8,1,0,2,9,0,0,100,9.0,662,12:44,21.0,65,63.0,67.0,48.5,600000,96228.0
347,Joakim Andersson,C,65,8,9,17,0.8,8,0,0,1,8,0,1,78,10.3,899,13:50,25.0,26,345.0,326.0,51.4,732500,266232.0
348,Justin Braun,D,82,4,13,17,5.4,3,1,0,1,13,0,0,121,3.3,1721,20:59,146.0,77,0.0,0.0,,1250000,930209.0
349,Eric Brewer,D,77,4,13,17,4.0,4,0,0,2,11,0,2,83,4.8,1352,17:33,99.0,139,0.0,0.0,,3875000,4298211.0
350,Braydon Coburn,D,82,5,12,17,3.3,4,0,1,2,12,0,0,122,4.1,1840,22:27,115.0,109,0.0,0.0,,4500000,5100116.0
351,Andrew Desjardins,C,81,3,14,17,0.3,3,0,0,1,14,0,0,95,3.2,903,11:09,43.0,103,371.0,304.0,55.0,750000,288685.0
352,Brenden Dillon,D,80,6,11,17,4.4,4,0,2,1,11,0,0,97,6.2,1687,21:06,148.0,165,0.0,0.0,,743333,280131.0
353,Alexei Emelin,D,59,3,14,17,3.6,2,1,0,0,12,2,0,58,5.2,1136,19:15,127.0,189,0.0,0.0,,2000000,1892496.0
354,Brian Gibbons,C,41,5,12,17,1.9,4,1,0,0,11,0,1,29,17.2,490,11:57,19.0,24,9.0,13.0,40.9,550000,32076.0
355,Colin Greening,C,76,6,11,17,-0.1,4,2,0,1,10,1,0,108,5.6,1045,13:45,30.0,225,22.0,37.0,37.3,816666,374221.0
356,Carl Gunnarsson,D,80,3,14,17,4.3,3,0,0,1,13,1,0,48,6.3,1553,19:25,176.0,166,0.0,0.0,,3150000,3368001.0
357,Jan Hejda,D,78,6,11,17,4.0,6,0,0,0,11,0,0,75,8.0,1741,22:20,144.0,170,0.0,0.0,,3250000,3496306.0
358,David Jones,RW,48,9,8,17,1.8,7,2,0,1,8,0,0,104,8.7,742,15:28,31.0,102,38.0,35.0,52.1,4000000,4458592.0
359,Tyler Kennedy,RW,67,4,13,17,0.4,4,0,0,1,12,1,0,143,2.8,852,12:43,11.0,54,57.0,79.0,41.9,2350000,2341562.0
360,Jamie McBain,D,69,6,11,17,3.9,4,2,0,0,7,3,1,98,6.1,1391,20:10,113.0,34,0.0,0.0,,1800000,1635886.0
361,Derek Morris,D,63,5,12,17,3.5,5,0,0,0,11,1,0,82,6.1,1225,19:27,104.0,99,0.0,0.0,,2750000,2854782.0
362,Jeff Petry,D,80,7,10,17,2.6,6,1,0,0,9,1,0,96,7.3,1727,21:35,132.0,181,0.0,0.0,,1750000,1571734.0
363,Sami Salo,D,71,4,13,17,4.1,4,0,0,0,7,6,0,81,4.9,1292,18:11,66.0,57,0.0,0.0,,3750000,4137830.0
364,Marco Scandella,D,76,3,14,17,4.6,3,0,0,1,14,0,0,80,3.8,1430,18:49,102.0,70,0.0,0.0,,1025000,641524.0
365,Todd Bertuzzi,RW,59,9,7,16,0.6,3,6,0,0,6,1,0,100,9.0,865,14:39,14.0,72,9.0,9.0,50.0,2075000,1988724.0
366,Rene Bourque,RW,63,9,7,16,1.4,6,3,0,2,6,1,0,118,7.6,894,14:11,15.0,90,4.0,4.0,50.0,3333333,3603226.0
367,Chris Butler,D,82,2,14,16,2.1,2,0,0,1,13,0,1,83,2.4,1662,20:16,211.0,68,0.0,0.0,,1700000,1507581.0
368,Casey Cizikas,C,80,6,10,16,0.1,5,1,0,1,7,1,2,79,7.6,1070,13:22,48.0,128,489.0,522.0,48.4,793333,344284.0
369,Blake Comeau,LW,61,5,11,16,1.0,5,0,0,0,11,0,0,107,4.7,736,12:04,14.0,193,10.0,7.0,58.8,1000000,609447.0
370,Erik Condra,RW,76,6,10,16,0.8,5,0,1,0,9,0,1,85,7.1,885,11:39,44.0,28,1.0,14.0,6.7,1250000,930209.0
371,Matt Donovan,D,52,2,14,16,2.0,1,1,0,0,9,5,0,86,2.3,940,18:04,72.0,68,0.0,0.0,,875000,449066.0
372,Johnny Oduya,D,77,3,13,16,3.5,3,0,0,1,12,0,1,83,3.6,1548,20:06,114.0,49,1.0,0.0,100.0,3375000,3656687.0
373,Ryan Stanton,D,64,1,15,16,3.6,1,0,0,0,15,0,0,65,1.5,942,14:43,81.0,97,1.0,0.0,100.0,550000,32076.0
374,Nate Thompson,C,81,9,7,16,1.0,7,0,2,1,7,0,0,105,8.6,1042,12:52,45.0,114,496.0,478.0,50.9,1600000,1379276.0
375,Dale Weise,RW,61,6,10,16,1.9,5,1,0,1,10,0,0,41,14.6,513,8:25,26.0,103,0.0,4.0,0.0,750000,288685.0
376,Bryan Bickell,LW,59,11,4,15,1.3,11,0,0,2,4,0,0,93,11.8,670,11:21,10.0,105,1.0,1.0,50.0,4000000,4458592.0
377,Lance Bouma,LW,78,5,10,15,0.5,4,0,1,0,10,0,0,82,6.1,983,12:36,87.0,181,22.0,63.0,25.9,577500,67360.0
378,Alexandre Burrows,LW,49,5,10,15,0.6,3,2,0,0,5,4,1,104,4.8,873,17:49,33.0,84,23.0,32.0,41.8,4500000,5100116.0
379,Jared Cowen,D,68,6,9,15,3.0,6,0,0,2,8,1,0,68,8.8,1395,20:31,99.0,214,0.0,0.0,,3100000,3303849.0
380,Raphael Diaz,D,63,2,13,15,3.1,2,0,0,0,8,4,1,68,2.9,1133,17:59,127.0,36,0.0,1.0,0.0,1225000,898133.0
381,Ron Hainsey,D,82,4,11,15,3.3,4,0,0,1,10,0,1,72,5.6,1758,21:26,124.0,96,0.0,0.0,,2000000,1892496.0
382,Jay Harrison,D,68,4,11,15,3.3,3,1,0,1,6,5,0,103,3.9,1131,16:38,82.0,141,0.0,0.0,,1500000,1250972.0
383,Erik Haula,C,46,6,9,15,2.2,5,0,1,1,9,0,0,56,10.7,467,10:09,17.0,23,161.0,187.0,46.3,900000,481143.0
384,Barret Jackman,D,79,3,12,15,4.4,3,0,0,1,12,0,0,83,3.6,1416,17:56,130.0,96,0.0,1.0,0.0,3166667,3389386.0
385,Brooks Laich,C,51,8,7,15,0.8,6,1,1,1,4,2,1,75,10.7,880,17:15,35.0,62,203.0,257.0,44.1,4500000,5100116.0
386,Maxim Lapierre,C,71,9,6,15,1.2,9,0,0,1,6,0,0,78,11.5,793,11:10,18.0,87,301.0,292.0,50.8,1100000,737752.0
387,Ville Leino,LW,58,0,15,15,-0.1,0,0,0,0,9,6,0,38,0.0,837,14:26,25.0,26,125.0,162.0,43.6,4500000,5100116.0
388,Ryan Malone,LW,57,5,10,15,0.7,5,0,0,0,7,3,0,95,5.3,671,11:47,26.0,75,2.0,5.0,28.6,4500000,5100116.0
389,Paul Martin,D,39,3,12,15,2.8,2,1,0,2,4,8,0,54,5.6,958,24:34,74.0,30,0.0,0.0,,5000000,5741640.0
390,Drew Miller,LW,82,7,8,15,0.0,7,0,0,1,8,0,0,117,6.0,1159,14:08,63.0,122,9.0,14.0,39.1,1350000,1058514.0
391,John Moore,D,74,4,11,15,4.1,4,0,0,2,9,2,0,115,3.5,1134,15:20,57.0,59,0.0,0.0,,840000,404160.0
392,Nikita Nikitin,D,66,2,13,15,3.8,2,0,0,1,13,0,0,95,2.1,1130,17:07,72.0,84,0.0,0.0,,2150000,2084953.0
393,Chris Phillips,D,70,1,14,15,1.2,0,1,0,0,7,7,0,90,1.1,1346,19:14,95.0,140,0.0,0.0,,3083333,3282464.0
394,David Savard,D,70,5,10,15,3.7,4,1,0,1,7,3,0,63,7.9,1248,17:50,81.0,149,1.0,0.0,100.0,709275,236433.0
395,Brandon Bollig,LW,82,7,7,14,0.6,7,0,0,1,7,0,0,109,6.4,843,10:17,22.0,203,1.0,0.0,100.0,575000,64152.0
396,Josh Gorges,D,66,1,13,14,3.9,1,0,0,0,11,1,1,35,2.9,1402,21:15,177.0,97,0.0,1.0,0.0,3900000,4330287.0
397,Nicklas Grossmann,D,78,1,13,14,2.2,1,0,0,0,12,0,1,71,1.4,1491,19:07,174.0,189,0.0,0.0,,3500000,3817068.0
398,Anders Lee,C,22,9,5,14,2.1,7,2,0,0,5,0,0,68,13.2,346,15:43,2.0,48,1.0,5.0,16.7,900000,481143.0
399,Matt Martin,LW,79,8,6,14,0.4,8,0,0,3,6,0,0,120,6.7,940,11:54,42.0,359,3.0,6.0,33.3,1000000,609447.0
400,Chris Neil,RW,76,8,6,14,0.3,8,0,0,0,5,1,0,99,8.1,897,11:48,18.0,253,1.0,2.0,33.3,1900000,1764191.0
401,Paul Ranger,D,53,6,8,14,2.8,5,0,1,0,8,0,0,59,10.2,923,17:25,72.0,115,0.0,0.0,,1000000,609447.0
402,Robyn Regehr,D,79,3,11,14,4.4,3,0,0,1,11,0,0,73,4.1,1498,18:57,96.0,211,0.0,0.0,,3000000,3175544.0
403,Marc Staal,D,72,3,11,14,3.6,2,1,0,0,10,0,1,92,3.3,1477,20:31,84.0,83,1.0,0.0,100.0,3975000,4426516.0
404,Joe Vitale,C,53,1,13,14,0.7,1,0,0,1,12,1,0,42,2.4,582,10:58,22.0,89,200.0,120.0,62.5,550000,32076.0
405,Brian Flynn,C,79,6,7,13,0.3,5,0,1,0,7,0,0,102,5.9,1139,14:25,55.0,51,184.0,205.0,47.3,637500,144342.0
406,Tanner Glass,LW,67,4,9,13,0.2,4,0,0,0,9,0,0,56,7.1,790,11:47,57.0,247,9.0,10.0,47.4,1100000,737752.0
407,Manny Malhotra,C,69,7,6,13,1.1,7,0,0,1,5,0,1,53,13.2,800,11:36,56.0,82,566.0,386.0,59.5,600000,96228.0
408,Cody McLeod,LW,71,5,8,13,0.6,4,0,1,0,8,0,0,76,6.6,733,10:20,33.0,148,2.0,8.0,20.0,1150000,801905.0
409,Brooks Orpik,D,72,2,11,13,3.2,2,0,0,0,11,0,0,50,4.0,1526,21:12,143.0,221,0.0,0.0,,3750000,4137830.0
410,Richard Pánik,RW,50,3,10,13,0.2,3,0,0,0,6,4,0,56,5.4,635,12:42,16.0,70,3.0,5.0,37.5,740000,275855.0
411,Roman Polák,D,72,4,9,13,3.4,4,0,0,0,9,0,0,83,4.8,1248,17:20,131.0,151,0.0,0.0,,2750000,2854782.0
412,Brandon Prust,LW,52,6,7,13,1.1,6,0,0,3,5,1,1,49,12.2,667,12:49,35.0,92,65.0,60.0,52.0,2500000,2534020.0
413,Kyle Quincey,D,82,4,9,13,2.9,4,0,0,1,9,0,0,106,3.8,1706,20:48,109.0,88,0.0,0.0,,3775000,4169906.0
414,Anton Strålman,D,81,1,12,13,4.3,1,0,0,0,12,0,0,104,1.0,1571,19:24,64.0,75,0.0,0.0,,1700000,1507581.0
415,Mark Stuart,D,69,2,11,13,3.6,2,0,0,0,11,0,0,73,2.7,1286,18:38,160.0,229,0.0,0.0,,1700000,1507581.0
416,Mike Weaver,D,72,1,12,13,2.8,1,0,0,0,12,0,0,53,1.9,1331,18:29,128.0,121,1.0,0.0,100.0,1100000,737752.0
417,Steve Bernier,RW,78,3,9,12,-0.3,3,0,0,1,8,1,0,104,2.9,971,12:27,23.0,118,6.0,12.0,33.3,775000,320762.0
418,Dave Bolland,C,23,8,4,12,1.7,6,1,1,2,3,1,0,33,24.2,333,14:28,13.0,38,152.0,185.0,45.1,3375000,3656687.0
419,Drayson Bowman,LW,70,4,8,12,0.6,4,0,0,0,8,0,0,80,5.0,725,10:21,18.0,45,6.0,4.0,60.0,600000,96228.0
420,Grant Clitsome,D,32,2,10,12,1.6,2,0,0,0,8,2,0,42,4.8,633,19:47,42.0,51,0.0,0.0,,2066667,1978033.0
421,Matt D'Agostini,RW,57,5,7,12,0.2,3,2,0,2,7,0,0,110,4.5,847,14:51,40.0,55,5.0,10.0,33.3,550000,32076.0
422,Deryk Engelland,D,56,6,6,12,2.3,6,0,0,1,5,1,0,59,10.2,730,13:03,52.0,117,0.0,0.0,,566667,53460.0
423,Scott Gomez,C,46,2,10,12,0.1,2,0,0,0,8,2,0,56,3.6,604,13:08,16.0,16,239.0,276.0,46.4,900000,481143.0
