Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
13,Eric Staal,26,CAR,C,81,33,43,76,-10,72,8.4,18,12,3,8,26,17,0,296,11.1,1777,21:56,31,80,827,901,47.9,staaler01
14,Jonathan Toews,22,CHI,C,80,32,44,76,25,26,9.8,21,10,1,8,28,15,1,233,13.7,1661,20:46,28,74,937,716,56.7,toewsjo01
15,Loui Eriksson,25,DAL,LW,79,27,46,73,10,8,8.8,16,10,1,6,29,15,2,179,15.1,1625,20:34,46,26,1,3,25.0,erikslo01
16,Patrick Kane,22,CHI,RW,73,27,46,73,7,28,8.6,22,5,0,2,27,19,0,216,12.5,1408,19:17,17,17,2,12,14.3,kanepa01
17,Ryan Kesler,26,VAN,C,82,41,32,73,24,66,10.4,23,15,3,7,16,15,1,260,15.8,1681,20:30,80,124,859,637,57.4,keslery01
18,Anže Kopitar,23,LAK,C,75,25,48,73,25,20,9.2,18,6,1,6,36,12,0,233,10.7,1619,21:35,45,92,579,581,49.9,kopitan01
19,Patrick Marleau,31,SJS,C,82,37,36,73,-3,16,8.8,24,11,2,9,20,15,1,279,13.3,1705,20:47,31,86,288,261,52.5,marlepa01
20,Thomas Vanek,27,BUF,LW,80,32,41,73,2,24,9.1,21,11,0,5,24,17,0,238,13.4,1388,17:21,12,30,8,18,30.8,vanekth01
21,Mike Ribeiro,30,DAL,C,82,19,52,71,-4,28,7.0,12,7,0,4,36,16,0,161,11.8,1637,19:58,33,95,565,648,46.6,ribeimi01
22,Bobby Ryan,23,ANA,RW,82,34,37,71,15,61,9.2,28,5,1,5,32,5,0,270,12.6,1655,20:11,34,156,87,132,39.7,ryanbo01
23,Patrick Sharp,29,CHI,C,74,34,37,71,-1,38,8.8,20,12,2,6,22,14,1,268,12.7,1437,19:25,26,76,244,264,48.0,sharppa01
24,Joe Thornton,31,SJS,C,80,21,49,70,4,47,7.2,10,9,2,3,25,24,0,149,14.1,1590,19:52,35,56,675,565,54.4,thornjo01
25,Alex Tanguay,31,CGY,LW,79,22,47,69,0,24,7.1,19,3,0,2,30,17,0,120,18.3,1561,19:46,38,31,42,65,39.3,tangual01
26,Daniel Brière,33,PHI,C,77,34,34,68,20,87,9.3,28,6,0,6,25,9,0,246,13.8,1410,18:19,17,36,395,425,48.2,brierda01
27,Ľubomír Višňovský,34,ANA,D,81,18,50,68,18,24,12.8,13,5,0,4,24,26,0,152,11.8,1968,24:18,116,52,0,0,,visnolu01
28,Matt Duchene,20,COL,C,80,27,40,67,-8,33,7.1,24,3,0,2,28,12,0,202,13.4,1516,18:57,48,57,628,618,50.4,duchema01
29,John Tavares,20,NYI,C,79,29,38,67,-16,53,7.4,20,9,0,4,23,15,0,243,11.9,1521,19:15,23,21,681,616,52.5,tavarjo01
30,Jeff Carter,26,PHI,C,80,36,30,66,27,39,9.5,28,8,0,7,21,9,0,335,10.7,1460,18:15,41,65,331,274,54.7,carteje01
31,Sidney Crosby,23,PIT,C,41,32,34,66,20,31,10.1,21,10,1,3,25,9,0,161,19.9,899,21:55,23,31,546,435,55.7,crosbsi01
32,Rick Nash,26,CBJ,LW,75,32,34,66,2,34,8.1,26,6,0,7,26,8,0,305,10.5,1420,18:56,19,91,7,17,29.2,nashri01
33,Joe Pavelski,26,SJS,C,74,20,46,66,10,24,7.2,8,11,1,5,27,17,2,282,7.1,1454,19:39,67,61,554,466,54.3,paveljo01
34,Mike Richards,25,PHI,C,81,23,43,66,11,62,7.2,15,5,3,4,24,16,3,184,12.5,1529,18:53,73,104,606,610,49.8,richami02
35,Nicklas Bäckström,23,WSH,C,77,18,47,65,24,40,7.5,13,4,1,2,29,18,0,202,8.9,1586,20:36,62,68,679,619,52.3,backsni02
36,Dany Heatley,30,SJS,RW,80,26,38,64,8,56,7.3,14,11,1,5,18,19,1,217,12.0,1572,19:39,29,104,9,11,45.0,heatlda01
37,Phil Kessel,23,TOR,RW,82,32,32,64,-20,24,6.9,19,12,1,6,21,11,0,325,9.8,1611,19:39,22,11,24,35,40.7,kesseph01
38,Jeff Skinner,18,CAR,RW,82,31,32,63,3,46,8.1,25,6,0,2,20,12,0,215,14.4,1372,16:44,28,70,58,97,37.4,skinnje01
39,David Backes,26,STL,RW,82,31,31,62,32,93,8.8,26,5,0,2,20,10,1,211,14.7,1616,19:42,40,213,506,632,44.5,backeda01
40,Ryane Clowe,28,SJS,LW,75,24,38,62,13,100,7.5,19,5,0,2,30,8,0,185,13.0,1347,17:58,22,153,17,24,41.5,clowery01
41,Patrik Eliáš,34,NJD,LW,81,21,41,62,-4,16,7.2,13,7,1,5,28,13,0,204,10.3,1510,18:38,25,62,224,274,45.0,eliaspa01
42,Martin Havlát,29,MIN,LW,78,22,40,62,-10,52,6.4,19,3,0,4,29,11,0,229,9.6,1431,18:21,24,34,3,7,30.0,havlama01
43,Mikko Koivu,27,MIN,C,71,17,45,62,4,50,6.6,9,7,1,3,30,15,0,191,8.9,1384,19:29,29,63,683,609,52.9,koivumi01
44,David Krejčí,24,BOS,C,75,13,49,62,23,28,6.5,12,1,0,2,38,11,0,157,8.3,1414,18:51,40,56,560,589,48.7,krejcda01
45,Nicklas Lidström*,40,DET,D,82,16,46,62,-2,20,9.5,9,7,0,1,13,32,1,175,9.1,1924,23:28,92,49,0,0,,lidstni01
46,Milan Lucic,22,BOS,LW,79,30,32,62,28,121,8.8,25,5,0,7,23,9,0,173,17.3,1310,16:35,22,167,21,33,38.9,lucicmi01
47,Clarke MacArthur,25,TOR,LW,82,21,41,62,-3,37,6.6,15,6,0,3,28,13,0,154,13.6,1403,17:07,20,115,9,7,56.3,macarcl01
48,Shane Doan,34,PHX,RW,72,20,40,60,5,67,6.3,9,11,0,6,30,10,0,221,9.0,1389,19:17,28,172,73,86,45.9,doansh01
49,Ilya Kovalchuk,27,NJD,LW,81,31,29,60,-26,28,6.8,22,9,0,9,17,12,0,245,12.7,1828,22:34,12,28,9,22,29.0,kovalil01
50,Pavel Datsyuk,32,DET,C,56,23,36,59,11,15,7.3,16,6,1,5,24,12,0,137,16.8,1082,19:19,20,54,429,356,54.6,datsypa01
51,Andrew Ladd,25,ATL,LW,81,29,30,59,-10,39,6.5,18,9,2,2,20,9,1,195,14.9,1626,20:04,43,68,15,28,34.9,laddan01
52,Keith Yandle,24,PHX,D,82,11,48,59,12,68,9.9,8,3,0,0,24,23,1,199,5.5,1999,24:23,103,30,0,0,,yandlke01
53,Mikhail Grabovski,27,TOR,C,81,29,29,58,14,60,7.4,19,10,0,4,24,5,0,239,12.1,1568,19:22,25,44,642,684,48.4,grabomi01
54,Patrice Bergeron,25,BOS,C,80,22,35,57,20,26,6.7,17,3,2,4,26,8,1,211,10.4,1431,17:53,56,45,815,624,56.6,bergepa01
55,Dustin Brown,26,LAK,RW,82,28,29,57,17,67,7.5,21,7,0,2,21,8,0,228,12.3,1588,19:22,29,300,18,19,48.6,browndu01
56,Marián Hossa*,32,CHI,RW,65,25,32,57,9,32,7.0,15,8,2,2,20,11,1,205,12.2,1281,19:42,23,48,3,1,75.0,hossama01
57,Nikolai Kulemin,24,TOR,LW,82,30,27,57,7,26,7.4,24,5,1,5,19,8,0,173,17.3,1421,17:19,48,101,60,51,54.1,kulemni01
58,Tomáš Plekanec,28,MTL,C,77,22,35,57,8,60,6.5,18,3,1,4,19,15,1,227,9.7,1559,20:15,45,53,788,789,50.0,plekato01
59,Tuomo Ruutu,27,CAR,C,82,19,38,57,1,54,6.0,12,7,0,1,29,9,0,148,12.8,1380,16:50,38,307,256,369,41.0,ruututu01
60,Jason Spezza,27,OTT,C,62,21,36,57,-7,28,6.6,14,7,0,2,25,10,1,188,11.2,1252,20:12,24,14,681,529,56.3,spezzja01
61,Paul Stastny,25,COL,C,74,22,35,57,-7,56,5.6,17,4,1,3,20,15,0,181,12.2,1460,19:44,31,74,810,714,53.1,stastpa01
62,R.J. Umberger,28,CBJ,C,82,25,32,57,3,38,6.1,14,8,3,3,27,5,0,220,11.4,1576,19:13,70,114,111,109,50.5,umberrj01
63,Ray Whitney,38,PHX,LW,75,17,40,57,0,24,5.6,14,3,0,1,17,23,0,156,10.9,1272,16:57,15,29,45,55,45.0,whitnra01
64,Justin Williams,29,LAK,RW,73,22,35,57,14,59,7.3,17,5,0,3,27,8,0,213,10.3,1259,17:15,29,51,7,7,50.0,williju01
65,Jamie Benn,21,DAL,LW,69,22,34,56,-5,52,6.3,12,6,4,3,27,5,2,177,12.4,1243,18:01,41,124,84,111,43.1,bennja01
66,Logan Couture,21,SJS,C,79,32,24,56,18,41,7.8,22,10,0,8,20,4,0,253,12.6,1408,17:49,66,60,474,414,53.4,coutulo01
67,Milan Hejduk,34,COL,RW,71,22,34,56,-23,18,5.2,12,10,0,2,20,14,0,170,12.9,1273,17:55,31,9,2,3,40.0,hejdumi01
68,Brenden Morrow,32,DAL,LW,82,33,23,56,-3,76,7.1,23,9,1,5,19,4,0,209,15.8,1577,19:14,43,225,1,10,9.1,morrobr01
69,Brad Boyes,28,TOT,C,83,17,38,55,13,36,6.0,11,6,0,3,31,7,0,178,9.6,1410,17:00,33,67,136,184,42.5,boyesbr01
70,Johan Franzén,31,DET,C,76,28,27,55,5,58,6.7,18,10,0,5,20,7,0,248,11.3,1325,17:26,29,143,74,73,50.3,franzjo01
71,Brandon Dubinsky,24,NYR,C,77,24,30,54,-3,100,5.9,18,4,2,2,21,7,2,202,11.9,1557,20:14,31,141,459,416,52.5,dubinbr01
72,Olli Jokinen,32,CGY,C,79,17,37,54,-17,44,4.5,12,5,0,1,23,14,0,208,8.2,1404,17:47,35,56,552,613,47.4,jokinol01
73,Vincent Lecavalier,30,TBL,C,65,25,29,54,-5,43,6.4,13,12,0,5,13,16,0,210,11.9,1200,18:27,25,93,591,570,50.9,lecavvi01
74,Alexander Semin,26,WSH,LW,65,28,26,54,22,71,8.0,21,6,1,4,14,12,0,196,14.3,1175,18:04,6,27,4,8,33.3,seminal01
75,Dustin Byfuglien,25,ATL,D,81,20,33,53,-2,93,9.6,12,8,0,6,17,16,0,347,5.8,1888,23:18,71,138,0,0,,byfugdu01
76,Nathan Horton,25,BOS,C,80,26,27,53,29,85,7.4,20,6,0,2,25,2,0,188,13.8,1303,16:17,14,74,8,11,42.1,hortona01
77,Ville Leino,27,PHI,LW,81,19,34,53,14,22,5.9,14,5,0,2,28,6,0,117,16.2,1297,16:01,40,35,78,58,57.4,leinovi01
78,Matt Moulson,27,NYI,LW,82,31,22,53,-10,24,6.2,22,9,0,3,16,6,0,237,13.1,1547,18:52,47,84,5,4,55.6,moulsma01
79,P.A. Parenteau,27,NYI,LW,81,20,33,53,-8,46,5.2,11,9,0,2,22,11,0,161,12.4,1476,18:13,28,117,11,19,36.7,parenpi01
80,Chris Stewart,23,TOT,RW,62,28,25,53,-6,53,6.7,16,12,0,5,21,4,0,162,17.3,1084,17:29,18,56,13,19,40.6,stewach02
81,Patrik Berglund,22,STL,C,81,22,30,52,-3,26,5.6,14,8,0,1,20,9,1,175,12.6,1392,17:11,33,116,450,524,46.2,berglpa01
82,Erik Cole,32,CAR,LW,82,26,26,52,-1,49,5.9,22,3,1,9,20,5,1,201,12.9,1514,18:27,34,223,7,27,20.6,coleer01
83,Michael Grabner,23,NYI,RW,76,34,18,52,13,10,8.1,26,2,6,3,15,2,1,228,14.9,1146,15:05,24,22,2,4,33.3,grabnmi01
84,Jussi Jokinen,27,CAR,LW,70,19,33,52,3,24,5.8,11,8,0,1,23,10,0,136,14.0,1206,17:13,36,43,166,148,52.9,jokinju01
85,Jason Pominville,28,BUF,RW,73,22,30,52,1,15,5.8,16,5,1,2,21,9,0,215,10.2,1325,18:09,50,35,67,88,43.2,pominja01
86,Drew Stafford,25,BUF,RW,62,31,21,52,13,34,7.8,20,11,0,4,13,8,0,179,17.3,1025,16:32,5,53,17,39,30.4,staffdr01
87,Toby Enström,26,ATL,D,72,10,41,51,-10,54,7.4,4,6,0,0,18,22,1,113,8.8,1705,23:41,137,30,0,0,,enstrto01
88,Teddy Purcell,25,TBL,RW,81,17,34,51,5,10,5.7,14,3,0,1,16,18,0,196,8.7,1142,14:06,16,21,12,25,32.4,purcete01
89,Alexander Steen,26,STL,C,72,20,31,51,-3,26,5.3,17,1,2,5,22,9,0,218,9.2,1408,19:33,28,39,41,65,38.7,steenal01
90,James Wisniewski,26,TOT,D,75,10,41,51,-14,38,7.6,3,7,0,2,19,22,0,158,6.3,1721,22:56,119,105,0,0,,wisnija01
91,Rene Bourque,29,CGY,LW,80,27,23,50,-17,42,5.1,20,6,1,6,12,9,2,218,12.4,1420,17:45,26,90,7,17,29.2,bourqre01
92,Dan Boyle,34,SJS,D,76,9,41,50,2,67,8.3,5,4,0,2,18,23,0,199,4.5,1994,26:14,139,55,0,2,0.0,boyleda01
93,Christian Ehrhoff,28,VAN,D,79,14,36,50,19,52,10.4,8,6,0,3,13,22,1,209,6.7,1895,23:59,108,54,0,0,,ehrhoch01
94,Martin Erat,29,NSH,LW,64,17,33,50,14,22,5.9,10,7,0,3,25,8,0,135,12.6,1158,18:06,21,57,19,25,43.2,eratma01
95,Sergei Kostitsyn,23,NSH,LW,77,23,27,50,10,20,6.4,18,4,1,2,18,9,0,93,24.7,1170,15:11,15,41,1,5,16.7,kostise01
96,Kris Letang,23,PIT,D,82,8,42,50,15,101,9.8,4,4,0,2,21,20,1,236,3.4,1971,24:02,109,167,1,0,100.0,letankr01
97,Andy McDonald,33,STL,C,58,20,30,50,18,26,6.5,14,5,1,3,18,12,0,180,11.1,1162,20:02,27,40,207,142,59.3,mcdonan01
98,Mikael Samuelsson,34,VAN,RW,75,18,32,50,8,36,5.5,13,5,0,2,18,14,0,215,8.4,1247,16:38,21,76,9,19,32.1,samuemi01
99,Tyler Ennis,21,BUF,C,82,20,29,49,0,30,5.3,15,5,0,1,20,9,0,210,9.5,1285,15:40,27,42,2,7,22.2,ennisty01
100,Scott Hartnell,28,PHI,RW,82,24,25,49,14,142,5.9,20,4,0,4,19,6,0,177,13.6,1362,16:36,38,168,5,5,50.0,hartnsc01
101,Stephen Weiss,27,FLA,C,76,21,28,49,-9,49,4.9,16,3,2,1,12,16,0,172,12.2,1528,20:06,44,52,689,590,53.9,weissst01
102,Alexandre Burrows,29,VAN,LW,72,26,22,48,26,77,6.9,24,1,1,4,21,0,1,152,17.1,1226,17:02,24,84,6,8,42.9,burroal01
103,Ryan Callahan,25,NYR,RW,60,23,25,48,-7,46,5.6,13,10,0,5,18,5,2,179,12.8,1194,19:54,77,224,2,15,11.8,callary01
104,Marián Gáborík,28,NYR,RW,62,22,26,48,8,18,6.2,15,7,0,4,17,9,0,192,11.5,1121,18:05,22,46,0,0,,gaborma01
105,Patric Hörnqvist,24,NSH,RW,79,21,27,48,11,47,5.9,15,6,0,5,19,8,0,265,7.9,1242,15:44,36,86,22,23,48.9,hornqpa01
106,Chris Kunitz,31,PIT,LW,66,23,25,48,18,47,6.5,15,7,1,2,20,4,1,133,17.3,1206,18:17,14,155,4,4,50.0,kunitch01
107,Brooks Laich,27,WSH,C,82,16,32,48,14,46,5.1,11,4,1,3,21,9,2,207,7.7,1511,18:25,54,112,268,254,51.3,laichbr01
108,Bryan Little,23,ATL,C,76,18,30,48,11,33,5.3,14,2,2,1,21,8,1,158,11.4,1403,18:27,30,40,607,704,46.3,littlbr01
109,Brian Rafalski,37,DET,D,63,4,44,48,11,22,7.4,4,0,0,0,27,17,0,106,3.8,1287,20:25,54,49,0,0,,rafalbr01
110,Mark Recchi*,42,BOS,RW,81,14,34,48,13,35,4.8,8,6,0,6,22,11,1,132,10.6,1304,16:06,25,81,52,45,53.6,recchma01
111,Brent Seabrook,25,CHI,D,82,9,39,48,0,47,7.7,4,5,0,1,22,15,2,135,6.7,2000,24:23,154,227,0,0,,seabrbr01
112,Radim Vrbata,29,PHX,RW,79,19,29,48,5,20,5.0,9,10,0,2,22,7,0,240,7.9,1293,16:22,22,42,2,5,28.6,vrbatra01
113,Shea Weber,25,NSH,D,82,16,32,48,7,56,10.1,9,6,1,3,21,11,0,254,6.3,2076,25:19,113,211,0,0,,webersh01
114,Derick Brassard,23,CBJ,C,74,17,30,47,-11,55,4.1,11,6,0,3,20,10,0,183,9.3,1260,17:02,14,121,414,474,46.6,brassde01
115,Mike Cammalleri,28,MTL,C,67,19,28,47,2,33,5.4,12,7,0,2,14,14,0,193,9.8,1238,18:29,19,17,33,41,44.6,cammami01
116,Tomáš Kaberle,32,TOT,D,82,4,43,47,4,18,7.5,4,0,0,1,18,25,0,130,3.1,1813,22:07,140,37,0,0,,kaberto01
117,Ryan Smyth,34,LAK,LW,82,23,24,47,-1,35,5.3,14,9,0,2,19,5,0,195,11.8,1479,18:02,18,25,57,75,43.2,smythry01
118,Antoine Vermette,28,CBJ,C,82,19,28,47,0,60,4.3,15,3,1,3,21,7,0,183,10.4,1543,18:49,47,123,856,684,55.6,vermean01
119,Andrew Brunette,37,MIN,LW,82,18,28,46,-7,16,4.5,10,8,0,3,18,10,0,117,15.4,1378,16:48,31,27,7,11,38.9,brunean01
120,Brent Burns,25,MIN,D,80,17,29,46,-10,98,8.6,9,8,0,3,22,6,1,170,10.0,2004,25:03,106,133,1,1,50.0,burnsbr01
121,Daniel Cleary,32,DET,LW,68,26,20,46,-1,20,5.6,21,5,0,8,17,3,0,192,13.5,1131,16:38,25,112,35,56,38.5,clearda01
122,Blake Comeau,24,NYI,RW,77,24,22,46,-17,43,4.6,18,5,1,3,15,7,0,182,13.2,1439,18:41,32,118,34,77,30.6,comeabl01
123,Matt D'Agostini,24,STL,RW,82,21,25,46,8,40,5.6,15,6,0,5,17,8,0,163,12.9,1210,14:46,36,70,21,34,38.2,dagosma01
124,Brian Gionta,32,MTL,RW,82,29,17,46,3,24,5.8,20,7,2,6,13,4,0,298,9.7,1609,19:37,31,87,19,40,32.2,giontbr01
125,Alex Goligoski,25,TOT,D,83,14,32,46,20,40,10.2,7,7,0,4,15,17,0,162,8.6,1846,22:14,106,75,0,0,,goligal01
126,John-Michael Liles,30,COL,D,76,6,40,46,-9,35,6.1,3,3,0,0,25,15,0,163,3.7,1673,22:01,153,59,0,0,,lilesjo01
127,Kris Versteeg,24,TOT,RW,80,21,25,46,-9,53,4.4,14,6,1,0,17,8,0,180,11.7,1418,17:44,56,45,63,67,48.5,verstkr01
128,Jakub Voráček,21,CBJ,RW,80,14,32,46,-3,26,3.9,12,2,0,2,26,6,0,183,7.7,1358,16:58,22,55,24,41,36.9,voracja01
129,Todd Bertuzzi,35,DET,RW,81,16,29,45,-7,71,3.8,14,2,0,2,24,5,0,138,11.6,1293,15:57,21,110,18,22,45.0,bertuto01
130,David Jones,26,COL,RW,77,27,18,45,-2,28,5.2,21,6,0,4,14,3,1,153,17.6,1361,17:41,38,93,10,11,47.6,jonesda01
131,Erik Karlsson,20,OTT,D,75,13,32,45,-30,50,6.7,9,4,0,4,14,17,1,182,7.1,1764,23:31,74,32,0,0,,karlser01
132,Duncan Keith,27,CHI,D,82,7,38,45,-1,22,7.2,3,3,1,1,19,19,0,173,4.0,2205,26:53,149,45,0,0,,keithdu01
133,Tyler Kennedy,24,PIT,C,80,21,24,45,1,37,5.4,14,7,0,2,17,7,0,234,9.0,1162,14:32,23,95,27,33,45.0,kennety01
134,Saku Koivu,36,ANA,C,75,15,30,45,-8,36,3.7,11,4,0,3,19,11,0,104,14.4,1435,19:08,35,48,707,632,52.8,koivusa01
135,Andrei Kostitsyn,25,MTL,LW,81,20,25,45,3,36,5.2,15,5,0,6,19,6,0,196,10.2,1287,15:53,26,140,0,2,0.0,kostian01
136,James Neal,23,TOT,LW,79,22,23,45,7,66,5.4,17,5,0,3,18,5,0,212,10.4,1382,17:30,26,159,8,15,34.8,nealja01
137,Dustin Penner,28,TOT,RW,81,23,22,45,-12,47,4.4,16,6,1,3,20,2,0,173,13.3,1468,18:07,30,90,131,175,42.8,pennedu01
138,Derek Stepan,20,NYR,C,82,21,24,45,8,20,5.4,18,3,0,3,17,7,0,166,12.7,1348,16:27,26,83,277,442,38.5,stepade01
139,Artem Anisimov,22,NYR,C,82,18,26,44,3,20,4.8,15,3,0,2,21,5,0,190,9.5,1329,16:12,45,74,306,382,44.5,anisiar01
140,Zdeno Chára,33,BOS,D,81,14,30,44,33,88,10.0,5,8,1,2,22,7,1,264,5.3,2060,25:26,111,153,0,0,,charazd01
141,Frans Nielsen,26,NYI,C,71,13,31,44,13,38,4.7,6,0,7,1,22,8,1,156,8.3,1261,17:46,62,22,439,512,46.2,nielsfr01
142,Blake Wheeler,24,TOT,RW,81,18,26,44,10,46,4.8,18,0,0,2,21,5,0,179,10.1,1316,16:15,47,74,52,96,35.1,wheelbl01
143,Travis Zajac,25,NJD,C,82,13,31,44,-6,24,4.1,10,2,1,1,22,8,1,173,7.5,1622,19:47,31,55,707,571,55.3,zajactr01
144,Jordan Eberle,20,EDM,C,69,18,25,43,-12,22,4.0,12,4,2,5,18,7,0,158,11.4,1220,17:41,17,32,11,15,42.3,eberljo01
145,Mark Giordano,27,CGY,D,82,8,35,43,-8,67,6.4,3,5,0,1,15,20,0,165,4.8,1898,23:08,193,140,0,0,,giordma01
146,Curtis Glencross,28,CGY,LW,79,24,19,43,6,59,5.3,19,3,2,4,16,2,1,149,16.1,1283,16:15,54,105,57,84,40.4,glenccu01
147,Evander Kane,19,ATL,C,73,19,24,43,-12,68,4.1,15,4,0,2,20,4,0,234,8.1,1304,17:52,30,151,26,38,40.6,kaneev01
148,Brendan Morrison,35,CGY,C,66,9,34,43,13,16,4.2,5,3,1,1,24,9,1,89,10.1,1102,16:42,18,22,378,384,49.6,morribr01
149,Alex Pietrangelo,21,STL,D,79,11,32,43,18,19,8.9,7,4,0,1,21,10,1,161,6.8,1738,22:00,121,57,0,0,,pietral01
150,Kevin Shattenkirk,22,TOT,D,72,9,34,43,-4,36,6.5,6,3,0,2,22,12,0,108,8.3,1429,19:50,96,66,0,0,,shattke01
151,Jarret Stoll,28,LAK,C,82,20,23,43,-6,42,4.5,15,4,1,5,13,8,2,187,10.7,1407,17:10,41,164,753,557,57.5,stollja01
152,Tim Connolly,29,BUF,C,68,13,29,42,-10,20,3.5,7,6,0,3,16,13,0,151,8.6,1150,16:55,53,24,445,524,45.9,connoti01
153,Sam Gagner,21,EDM,C,68,15,27,42,-17,37,3.4,11,3,1,2,21,6,0,138,10.9,1207,17:45,29,24,410,525,43.9,gagnesa01
154,Taylor Hall,19,EDM,LW,65,22,20,42,-9,27,4.5,14,8,0,4,17,3,0,186,11.8,1184,18:13,37,48,42,63,40.0,hallta02
155,Aleš Hemský,27,EDM,RW,47,14,28,42,3,18,4.7,12,1,1,1,19,8,1,100,14.0,859,18:17,18,29,1,6,14.3,hemskal01
156,Jack Johnson,24,LAK,D,82,5,37,42,-21,44,6.2,2,3,0,0,11,25,1,153,3.3,1902,23:12,133,84,0,0,,johnsja02
157,Tomáš Kopecký,28,CHI,RW,81,15,27,42,-13,60,3.4,12,3,0,2,17,10,0,178,8.4,1241,15:19,24,77,120,164,42.3,kopecto01
158,Nik Antropov,30,ATL,C,76,16,25,41,-17,42,3.5,11,5,0,2,14,11,0,105,15.2,1189,15:39,38,61,260,273,48.8,antroni01
159,David Legwand,30,NSH,C,64,17,24,41,13,24,4.8,15,0,2,3,20,4,0,130,13.1,1204,18:48,20,36,395,442,47.2,legwada01
160,Brad Marchand,22,BOS,C,77,21,20,41,25,51,5.8,14,2,5,2,18,1,1,149,14.1,1077,13:59,30,89,8,17,32.0,marchbr03
161,Rich Peverley,28,TOT,C,82,18,23,41,-17,37,3.1,10,6,2,3,16,6,1,201,9.0,1497,18:15,40,32,643,512,55.7,peverri01
162,Michael Ryder,30,BOS,RW,79,18,23,41,-1,26,4.2,10,8,0,6,17,6,0,165,10.9,1144,14:29,19,70,5,3,62.5,rydermi01
163,Mike Santorelli,25,FLA,C,82,20,21,41,-17,20,3.8,14,5,1,1,14,7,0,193,10.4,1368,16:41,22,60,518,514,50.2,santomi01
164,Devin Setoguchi,24,SJS,RW,72,22,19,41,-2,37,4.8,18,4,0,5,13,6,0,199,11.1,1095,15:12,25,138,5,6,45.5,setogde01
165,Éric Bélanger,33,PHX,C,82,13,27,40,11,36,3.5,11,1,1,2,23,4,0,127,10.2,1422,17:21,45,71,717,580,55.3,belaner01
166,David Booth,26,FLA,LW,82,23,17,40,-31,26,3.1,15,8,0,3,15,2,0,280,8.2,1550,18:54,25,129,24,24,50.0,boothda01
167,Matt Carle,26,PHI,D,82,1,39,40,30,23,7.7,1,0,0,0,37,2,0,117,0.9,1803,21:59,157,51,0,0,,carlema01
168,Joe Corvo,33,CAR,D,82,11,29,40,-14,18,6.2,5,5,1,1,11,18,0,191,5.8,2032,24:47,116,53,0,1,0.0,corvojo01
169,Drew Doughty,21,LAK,D,76,11,29,40,13,68,9.6,6,5,0,3,19,10,0,139,7.9,1949,25:39,101,137,0,0,,doughdr01
170,Cam Fowler,19,ANA,D,76,10,30,40,-25,20,5.0,4,6,0,3,13,17,0,123,8.1,1682,22:08,93,45,0,0,,fowleca01
171,Simon Gagné,30,TBL,LW,63,17,23,40,-12,20,3.9,10,7,0,3,15,8,0,154,11.0,1064,16:53,20,49,6,10,37.5,gagnesi01
172,Mike Knuble,38,WSH,RW,79,24,16,40,10,36,5.1,16,7,1,1,10,5,1,203,11.8,1413,17:53,30,74,10,23,30.3,knublmi01
