,PLAYER,Pos,GP,G,A,PTS,PS,EV,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CAP HIT,exchange cap
189,Alex Goligoski,D,70,4,28,32,6.4,2,2,0,0,19,9,0,101,4.0,1614,23:03,134,91,0,0,,5475000,4833588.0
190,Patric Hörnqvist,RW,52,17,15,32,3.9,14,3,0,2,11,4,0,168,10.1,828,15:56,41,107,2,4,33.3,5300000,4656441.0
191,Adrian Kempe,LW,69,11,21,32,2.4,7,2,2,2,11,8,2,148,7.4,1105,16:01,17,71,92,131,41.3,2000000,1315950.0
192,John Klingberg,D,58,6,26,32,5.0,4,2,0,0,11,15,0,120,5.0,1286,22:10,72,29,0,0,,4250000,3593558.0
193,Andrew Mangiapane,LW,68,17,15,32,3.8,17,0,0,2,14,1,0,109,15.6,932,13:42,25,73,12,31,27.9,715000,15184.0
194,Charlie McAvoy,D,67,5,27,32,6.9,4,1,0,1,25,1,1,101,5.0,1552,23:10,131,131,0,0,,4900000,4251533.0
195,Jared Spurgeon,D,62,12,20,32,5.4,9,3,0,2,10,10,0,112,10.7,1400,22:34,102,61,0,1,0.0,5187500,4542561.0
196,Pavel Zacha,C,65,8,24,32,2.0,3,3,2,1,17,5,2,97,8.2,1057,16:16,19,62,283,371,43.3,2250000,1569018.0
197,J.T. Compher,LW,67,11,20,31,2.6,10,1,0,3,13,4,3,106,10.4,1122,16:45,60,36,341,374,47.7,3500000,2834355.0
198,Nick Foligno,LW,67,10,21,31,2.3,8,2,0,1,18,2,1,131,7.6,1251,18:40,50,212,159,160,49.8,5500000,4858895.0
199,Mark Giordano,D,60,5,26,31,5.4,3,2,0,0,15,9,2,157,3.2,1433,23:53,148,42,0,0,,6750000,6124233.0
200,Rocco Grimaldi,C,66,10,21,31,3.1,10,0,0,1,21,0,0,122,8.2,835,12:39,14,23,1,5,16.7,1000000,303680.0
201,Filip Hronek,D,65,9,22,31,3.6,8,1,0,0,13,9,0,125,7.2,1553,23:54,74,105,0,0,,714166,14339.0
202,Tyler Johnson,C,65,14,17,31,3.1,13,1,0,2,11,6,0,113,12.4,945,14:33,22,62,173,180,49.0,5000000,4352760.0
203,Dominik Kahun,C,56,12,19,31,3.4,11,1,0,2,18,1,0,87,13.8,744,13:17,22,5,29,31,48.3,925000,227760.0
204,Luke Kunin,C,63,15,16,31,2.6,14,0,1,1,14,2,0,128,11.7,974,15:28,54,64,210,262,44.5,925000,227760.0
205,Vladislav Namestnikov,C,65,17,14,31,3.0,11,2,4,2,10,2,2,98,17.3,979,15:03,47,108,22,25,46.8,4000000,3340490.0
206,James Neal,LW,55,19,12,31,3.0,7,12,0,2,7,5,0,112,17.0,897,16:18,17,88,11,20,35.5,5750000,5111963.0
207,Joe Pavelski,C,67,14,17,31,3.2,8,6,0,3,11,5,1,125,11.2,1134,16:56,52,62,351,301,53.8,7000000,6377300.0
208,Nate Schmidt,D,59,7,24,31,5.6,6,1,0,0,18,6,0,112,6.3,1279,21:41,91,25,0,0,,5950000,5314417.0
209,Damon Severson,D,69,8,23,31,4.4,5,3,0,2,16,7,0,114,7.0,1584,22:58,97,81,0,0,,4166666,3509201.0
210,Craig Smith,C,69,18,13,31,4.0,14,4,0,2,10,3,0,184,9.8,926,13:25,19,60,14,15,48.3,4250000,3593558.0
211,Joe Thornton,C,70,7,24,31,1.6,4,3,0,1,19,5,0,76,9.2,1085,15:30,29,20,323,331,49.4,2000000,1315950.0
212,Kyle Turris,C,62,9,22,31,2.0,7,2,0,4,14,8,0,88,10.2,956,15:25,25,18,246,272,47.5,6000000,5365030.0
213,Joel Armia,RW,58,16,14,30,3.2,10,3,3,2,12,1,1,155,10.3,999,17:14,25,146,4,7,36.4,2600000,1923312.0
214,Oliver Ekman-Larsson,D,66,9,21,30,5.7,6,2,1,1,16,5,0,135,6.7,1519,23:01,65,129,0,0,,8250000,7642638.0
215,Warren Foegele,LW,68,13,17,30,3.1,10,0,3,1,17,0,0,129,10.1,932,13:43,17,64,18,21,46.2,746667,47239.0
216,Yanni Gourde,C,70,10,20,30,2.0,7,1,2,5,14,5,1,110,9.1,985,14:04,20,78,93,79,54.1,5166666,4521471.0
217,Mikael Granlund,C,63,17,13,30,2.6,12,4,1,4,11,2,0,130,13.1,1122,17:48,55,42,73,77,48.7,5750000,5111963.0
218,Marcus Johansson,C,60,9,21,30,1.9,8,1,0,1,16,5,0,87,10.3,1029,17:09,22,39,197,294,40.1,4500000,3846625.0
219,Seth Jones,D,56,6,24,30,6.5,4,2,0,0,16,7,1,126,4.8,1416,25:17,123,62,0,0,,5400000,4757668.0
220,Tyler Bozak,C,67,13,16,29,2.6,10,2,1,2,14,2,0,109,11.9,1026,15:19,33,32,363,297,55.0,5000000,4352760.0
221,Ryan Dzingel,C,64,8,21,29,2.3,4,4,0,1,16,5,0,98,8.2,906,14:09,25,36,9,20,31.0,3375000,2707822.0
222,Jesper Fast,RW,69,12,17,29,2.5,10,0,2,1,17,0,0,84,14.3,1146,16:36,53,125,9,17,34.6,1850000,1164110.0
223,Cam Fowler,D,59,9,20,29,5.3,7,2,0,2,14,6,0,117,7.7,1297,21:59,58,25,0,0,,6500000,5871165.0
224,Denis Gurianov,RW,64,20,9,29,4.0,13,7,0,4,4,5,0,132,15.2,831,12:59,18,63,0,0,,894166,196548.0
225,Erik Gustafsson,D,66,6,23,29,3.9,4,2,0,0,16,7,0,103,5.8,1345,20:23,58,86,0,0,,1200000,506134.0
226,Nino Niederreiter,RW,67,11,18,29,2.2,7,4,0,2,11,7,0,115,9.6,993,14:49,19,52,1,3,25.0,5250000,4605828.0
227,Jack Roslovic,C,71,12,17,29,2.5,11,1,0,0,16,1,0,117,10.3,1058,14:54,21,58,70,78,47.3,894166,196548.0
228,Derek Ryan,C,68,10,19,29,2.8,8,1,1,0,15,3,1,102,9.8,989,14:33,34,12,383,349,52.3,3125000,2454754.0
229,Viktor Arvidsson,LW,57,15,13,28,2.6,11,4,0,1,9,4,0,127,11.8,924,16:12,24,27,11,8,57.9,4250000,3593558.0
230,Jonas Brodin,D,69,2,26,28,5.2,2,0,0,0,23,1,2,103,1.9,1487,21:33,112,41,0,0,,4166667,3509202.0
231,Jordan Greenway,LW,67,8,20,28,2.0,8,0,0,1,17,3,0,93,8.6,949,14:10,44,95,15,12,55.6,916666,219324.0
232,Alexander Kerfoot,C,65,9,19,28,1.8,8,1,0,1,17,2,0,88,10.2,960,14:46,41,48,191,216,46.9,3500000,2834355.0
233,Colton Parayko,D,64,10,18,28,5.7,7,3,0,1,15,2,1,162,6.2,1472,23:00,106,87,0,0,,5500000,4858895.0
234,Derek Stepan,C,70,10,18,28,2.0,8,1,1,2,12,6,0,158,6.3,1235,17:39,54,43,569,628,47.5,6500000,5871165.0
235,Devon Toews,D,68,6,22,28,5.0,5,1,0,1,17,5,0,122,4.9,1395,20:31,75,55,0,0,,700000,0.0
236,Noel Acciari,C,66,20,7,27,2.9,19,0,1,5,7,0,0,108,18.5,1054,15:58,103,121,381,414,47.9,1666667,978527.0
237,Jeff Carter,C,60,17,10,27,2.2,14,3,0,7,8,2,0,182,9.3,1016,16:56,23,66,382,364,51.2,5272727,4628834.0
238,Duncan Keith,D,61,3,24,27,4.2,1,2,0,0,15,9,0,111,2.7,1488,24:23,117,26,0,0,,5538462,4897829.0
239,Scott Laughton,C,49,13,14,27,3.3,13,0,0,2,14,0,0,74,17.6,716,14:36,26,109,146,125,53.9,2300000,1619631.0
240,Artturi Lehkonen,LW,70,13,14,27,2.4,12,0,1,1,14,0,0,140,9.3,1080,15:26,38,120,12,14,46.2,2400000,1720858.0
241,Valeri Nichushkin,RW,65,13,14,27,3.4,11,1,1,3,14,0,0,113,11.5,915,14:04,22,84,2,3,40.0,850000,151840.0
242,Dmitry Orlov,D,69,4,23,27,4.0,3,1,0,2,18,4,1,105,3.8,1530,22:10,82,106,0,0,,5100000,4453987.0
243,Morgan Rielly,D,47,3,24,27,3.9,3,0,0,2,17,7,0,123,2.4,1137,24:12,67,38,0,1,0.0,5000000,4352760.0
244,Jordan Staal,C,68,8,19,27,1.6,6,2,0,0,18,1,0,125,6.4,1190,17:30,36,149,699,585,54.4,6000000,5365030.0
245,Jacob Trouba,D,70,7,20,27,3.3,3,4,0,1,14,4,2,168,4.2,1580,22:34,128,173,0,0,,8000000,7389570.0
246,Andreas Athanasiou,C,55,11,15,26,0.8,8,3,0,2,11,4,0,129,8.5,871,15:51,24,36,43,60,41.7,3000000,2328220.0
247,Cam Atkinson,RW,44,12,14,26,2.9,9,3,0,2,9,5,0,148,8.1,785,17:51,21,18,27,30,47.4,5875000,5238496.0
248,Ivan Barbashev,C,69,11,15,26,2.4,9,0,2,2,14,0,1,75,14.7,928,13:27,33,144,149,179,45.4,1475000,784509.0
249,Jakob Chychrun,D,63,12,14,26,6.0,7,5,0,2,11,3,0,149,8.1,1413,22:26,95,75,0,0,,4600000,3947852.0
250,Ian Cole,D,65,4,22,26,5.1,4,0,0,1,22,0,0,92,4.3,1150,17:42,122,83,0,0,,4250000,3593558.0
251,Andrew Copp,C,63,10,16,26,1.6,9,1,0,5,13,0,3,121,8.3,1115,17:42,27,59,310,275,53.0,2280000,1599386.0
252,Barclay Goodrow,RW,70,8,18,26,1.5,8,0,0,2,15,2,1,102,7.8,1115,15:56,66,162,393,406,49.2,925000,227760.0
253,Ryan Graves,D,69,9,17,26,7.2,9,0,0,0,15,0,2,134,6.7,1307,18:57,150,112,0,0,,735000,35429.0
254,Danton Heinen,C,67,10,16,26,2.1,7,3,0,2,13,3,0,109,9.2,969,14:28,34,35,5,8,38.5,2800000,2125766.0
255,Ilya Kovalchuk,LW,46,10,16,26,2.3,8,2,0,3,13,3,0,115,8.7,780,16:58,23,52,8,16,33.3,6250000,5618098.0
257,John Marino,D,56,6,20,26,5.6,5,1,0,0,17,3,0,61,9.8,1134,20:15,77,72,0,0,,925000,227760.0
258,Alexander Nylander,LW,65,10,16,26,2.2,10,0,0,1,14,2,0,94,10.6,789,12:08,14,29,5,14,26.3,863333,165337.0
259,Chandler Stephenson,C,65,11,15,26,3.1,8,1,2,5,13,1,1,73,15.1,931,14:19,32,52,233,281,45.3,1050000,354294.0
260,Kailer Yamamoto,RW,27,11,15,26,3.7,9,2,0,0,15,0,0,44,25.0,469,17:23,13,45,1,0,100.0,894166,196548.0
261,Matt Calvert,LW,50,12,13,25,3.0,9,0,3,1,12,0,1,89,13.5,705,14:05,22,58,12,14,46.2,2850000,2176380.0
262,Nick Cousins,C,65,10,15,25,2.2,7,3,0,0,13,2,0,115,8.7,878,13:31,31,91,35,38,47.9,1000000,303680.0
263,Lawson Crouse,LW,66,15,10,25,2.8,14,0,1,3,10,0,0,109,13.8,896,13:35,29,201,24,23,51.1,1533333,843557.0
264,Marcus Foligno,LW,59,11,14,25,2.4,11,0,0,0,14,0,0,86,12.8,861,14:35,36,184,9,15,37.5,2875000,2201687.0
265,Derek Grant,C,56,15,10,25,2.9,10,2,3,5,8,0,2,94,16.0,779,13:55,25,54,358,336,51.6,700000,0.0
266,Carl Hagelin,LW,58,8,17,25,2.3,7,0,1,2,15,0,2,107,7.5,831,14:19,19,24,13,15,46.4,2750000,2075153.0
267,Travis Sanheim,D,69,8,17,25,4.7,8,0,0,0,13,4,0,110,7.3,1391,20:09,79,41,0,0,,3250000,2581288.0
268,Wayne Simmonds,RW,68,8,17,25,1.0,3,5,0,1,13,4,0,119,6.7,1015,14:55,29,145,29,45,39.2,5000000,4352760.0
269,Jason Spezza,C,58,9,16,25,2.1,7,2,0,0,11,5,0,73,12.3,628,10:50,19,13,215,183,54.0,700000,0.0
270,Brandon Tanev,LW,68,11,14,25,1.9,9,0,2,4,12,1,1,95,11.6,1004,14:46,65,244,6,9,40.0,3500000,2834355.0
271,Lucas Wallmark,C,67,12,13,25,2.3,9,3,0,0,9,3,1,84,14.3,856,12:47,26,57,379,374,50.3,675000,-25306.0
272,Travis Zajac,C,69,9,16,25,1.2,7,1,1,1,14,0,2,72,12.5,1180,17:06,39,58,576,514,52.8,5750000,5111963.0
273,Alex Chiasson,RW,65,11,13,24,2.2,5,6,0,3,6,7,0,97,11.3,853,13:07,15,56,0,4,0.0,2150000,1467791.0
274,Alex Galchenyuk,C,59,8,16,24,1.8,6,2,0,0,11,5,0,86,9.3,726,12:18,17,52,67,64,51.1,4900000,4251533.0
275,Jake Gardiner,D,68,4,20,24,2.0,3,1,0,2,10,10,0,87,4.6,1133,16:40,42,43,0,0,,4050000,3391104.0
276,Erik Haula,LW,48,12,12,24,2.4,8,4,0,2,8,4,0,92,13.0,760,15:50,15,27,381,323,54.1,2750000,2075153.0
277,Boone Jenner,C,70,11,13,24,1.2,9,2,0,1,10,2,1,179,6.1,1268,18:07,80,109,644,523,55.2,3750000,3087423.0
278,Brady Skjei,D,67,8,16,24,3.2,8,0,0,1,14,0,2,139,5.8,1386,20:41,96,103,0,0,,5250000,4605828.0
279,Sean Walker,D,70,5,19,24,3.8,5,0,0,0,14,5,0,127,3.9,1319,18:50,84,81,0,0,,745000,45552.0
280,Filip Chytil,C,60,14,9,23,1.8,13,1,0,2,7,2,0,114,12.3,890,14:50,31,13,198,317,38.4,894166,196548.0
281,Kirby Dach,C,64,8,15,23,1.5,8,0,0,2,12,3,0,101,7.9,913,14:16,23,33,75,147,33.8,925000,227760.0
282,Ryan Donato,C,62,14,9,23,2.8,14,0,0,1,7,2,0,95,14.7,659,10:38,14,53,40,62,39.2,1900000,1214723.0
283,Vince Dunn,D,71,9,14,23,5.3,5,4,0,1,8,6,0,138,6.5,1155,16:16,47,50,0,0,,722500,22776.0
284,Tyson Jost,C,67,8,15,23,2.0,7,1,0,0,11,4,0,115,7.0,855,12:46,18,58,85,170,33.3,885833,188113.0
285,Kaapo Kakko,RW,66,10,13,23,0.5,8,2,0,3,2,11,0,109,9.2,942,14:17,11,20,2,4,33.3,925000,227760.0
286,Sean Kuraly,C,69,6,17,23,1.4,6,0,0,0,15,1,1,95,6.3,917,13:17,31,145,254,267,48.8,1275000,582055.0
287,Esa Lindell,D,69,3,20,23,5.4,2,1,0,2,11,6,3,98,3.1,1615,23:25,127,89,0,0,,5800000,5162576.0
288,Blake Lizotte,C,65,6,17,23,1.5,2,2,2,0,15,1,1,87,6.9,907,13:58,22,42,312,310,50.2,925000,227760.0
289,Ilya Mikheyev,F,39,8,15,23,2.3,7,0,1,1,15,0,0,98,8.2,607,15:35,13,26,3,1,75.0,925000,227760.0
290,Sonny Milano,LW,55,7,16,23,1.8,6,1,0,2,14,2,0,75,9.3,720,13:06,13,26,0,0,,874125,176261.0
291,Jake Muzzin,D,53,6,17,23,4.3,6,0,0,1,16,0,1,99,6.1,1145,21:36,110,109,0,0,,4000000,3340490.0
292,Conor Sheary,LW,63,10,13,23,1.9,9,1,0,1,11,2,0,102,9.8,826,13:06,26,28,1,3,25.0,3000000,2328220.0
293,Jeff Skinner,LW,59,14,9,23,1.4,14,0,0,1,6,3,0,183,7.7,973,16:29,11,29,32,54,37.2,9000000,8401840.0
294,Oskar Sundqvist,C,57,12,11,23,2.4,11,0,1,1,10,0,1,97,12.4,820,14:23,26,60,105,132,44.3,2750000,2075153.0
295,Sami Vatanen,D,47,5,18,23,3.2,4,1,0,0,8,9,1,95,5.3,1022,21:45,80,50,0,0,,4875000,4226226.0
296,Colin White,C,61,7,16,23,1.0,6,1,0,0,13,3,0,83,8.4,958,15:42,30,47,275,305,47.4,4750000,4099693.0
297,Miles Wood,LW,68,11,12,23,1.4,11,0,0,1,12,0,0,141,7.8,900,13:14,26,102,0,1,0.0,2750000,2075153.0
298,Rasmus Andersson,D,70,5,17,22,3.8,5,0,0,0,13,4,0,124,4.0,1396,19:56,83,51,0,0,,755833,56518.0
299,Pierre-Édouard Bellemare,LW,69,9,13,22,1.5,7,0,2,0,11,0,2,85,10.6,926,13:25,46,43,419,371,53.0,1800000,1113496.0
300,Teddy Blueger,C,69,9,13,22,1.4,9,0,0,2,11,0,2,102,8.8,1091,15:49,35,83,402,489,45.1,750000,50613.0
301,Noah Hanifin,D,70,5,17,22,3.5,4,1,0,0,13,4,0,132,3.8,1482,21:10,89,82,0,0,,4950000,4302147.0
302,Vinnie Hinostroza,C,68,5,17,22,1.5,5,0,0,0,15,1,1,132,3.8,891,13:06,26,51,26,35,42.6,1500000,809815.0
303,Hampus Lindholm,D,55,2,20,22,3.0,1,1,0,1,11,7,2,109,1.8,1269,23:04,71,34,0,0,,5205556,4560838.0
304,Patrick Marleau,C,66,11,11,22,1.7,10,1,0,3,11,0,0,117,9.4,1028,15:35,24,57,36,40,47.4,700000,0.0
305,Richard Pánik,RW,59,9,13,22,2.5,9,0,0,1,13,0,0,67,13.4,669,11:20,19,75,11,8,57.9,2750000,2075153.0
306,Marcus Pettersson,D,69,2,20,22,4.3,2,0,0,0,18,2,0,79,2.5,1339,19:24,84,106,0,0,,874125,176261.0
307,Dominik Simon,C,64,7,15,22,1.1,7,0,0,0,14,1,0,102,6.9,922,14:24,20,57,15,27,35.7,750000,50613.0
308,Sam Steel,C,65,6,16,22,0.8,5,1,0,1,9,7,0,85,7.1,1011,15:33,25,24,369,365,50.3,863333,165337.0
309,Alexander Wennberg,C,57,5,17,22,1.2,4,1,0,1,13,4,0,72,6.9,951,16:41,31,21,309,364,45.9,4900000,4251533.0
310,Josh Archibald,RW,62,12,9,21,1.8,10,0,2,3,8,0,1,64,18.8,820,13:14,44,165,0,2,0.0,1000000,303680.0
311,Ethan Bear,D,71,5,16,21,4.0,4,1,0,1,15,1,0,99,5.1,1560,21:58,106,59,0,0,,720000,20245.0
312,Will Butcher,D,56,4,17,21,3.1,4,0,0,1,16,1,0,62,6.5,1003,17:55,75,31,0,0,,3733333,3070551.0
313,Ben Chiarot,D,69,9,12,21,4.9,9,0,0,3,12,0,0,130,6.9,1596,23:08,128,152,0,0,,3500000,2834355.0
314,Jason Dickinson,C,65,9,12,21,1.9,9,0,0,1,11,0,1,85,10.6,973,14:59,55,89,196,251,43.8,1500000,809815.0
315,Joel Farabee,LW,52,8,13,21,1.9,7,1,0,1,12,1,0,81,9.9,733,14:06,18,31,3,7,30.0,925000,227760.0
316,Valtteri Filppula,C,70,6,15,21,-0.4,4,1,1,0,11,4,0,63,9.5,1163,16:37,31,28,324,398,44.9,3000000,2328220.0
317,Matt Grzelcyk,D,68,4,17,21,4.7,3,1,0,1,10,6,1,112,3.6,1228,18:04,67,56,0,0,,1400000,708588.0
318,Jack Hughes,C,61,7,14,21,0.4,3,4,0,2,9,5,0,123,5.7,968,15:52,21,12,167,295,36.1,925000,227760.0
319,Mattias Janmark,C,62,6,15,21,1.3,4,1,1,0,10,4,1,86,7.0,906,14:37,37,22,30,39,43.5,2300000,1619631.0
320,Andreas Johnsson,LW,43,8,13,21,1.6,4,4,0,1,12,1,0,78,10.3,677,15:45,21,43,0,2,0.0,3400000,2733128.0
321,Mikko Koivu,C,55,4,17,21,1.1,3,1,0,0,10,6,1,74,5.4,856,15:34,33,25,431,380,53.1,5500000,4858895.0
322,Nick Leddy,D,60,3,18,21,3.7,2,1,0,0,15,3,0,72,4.2,1267,21:07,72,62,0,0,,5500000,4858895.0
323,Tyler Myers,D,68,6,15,21,3.3,4,1,1,1,9,6,0,134,4.5,1463,21:30,108,99,0,0,,6000000,5365030.0
324,Corey Perry,RW,57,5,16,21,1.5,4,1,0,0,10,6,0,77,6.5,782,13:43,33,60,4,6,40.0,1500000,809815.0
325,Nick Ritchie,LW,48,9,12,21,2.1,7,2,0,2,11,1,0,78,11.5,680,14:10,17,102,1,7,12.5,1498925,808727.0
326,Artem Anisimov,C,49,15,5,20,1.9,10,5,0,1,4,1,0,87,17.2,679,13:51,25,6,185,185,50.0,4550000,3897239.0
327,Emil Bemström,C,56,10,10,20,1.7,5,5,0,4,7,3,0,97,10.3,687,12:16,17,52,4,9,30.8,925000,227760.0
328,Joel Edmundson,D,68,7,13,20,4.3,7,0,0,0,13,0,0,97,7.2,1255,18:27,91,118,0,0,,3100000,2429447.0
329,Radek Faksa,C,66,11,9,20,1.4,8,3,0,3,9,0,0,109,10.1,1049,15:53,44,84,404,407,49.8,2200000,1518404.0
330,Ryan Hartman,RW,69,9,11,20,1.6,8,1,0,1,11,0,0,114,7.9,846,12:15,54,44,83,69,54.6,1900000,1214723.0
331,Milan Lucic,LW,68,8,12,20,1.2,3,5,0,1,9,3,0,83,9.6,907,13:20,20,198,20,26,43.5,6000000,5365030.0
332,Tyler Pitlick,C,63,8,12,20,1.9,8,0,0,1,12,0,0,76,10.5,759,12:03,42,132,5,13,27.8,1000000,303680.0
333,Michael Raffl,LW,58,8,12,20,1.5,7,0,1,2,11,1,0,66,12.1,717,12:22,25,73,99,98,50.3,1600000,911042.0
334,Jimmy Vesey,LW,64,9,11,20,2.0,8,0,1,2,10,1,0,93,9.7,883,13:48,20,43,0,5,0.0,2275000,1594325.0
335,Anders Bjork,LW,58,9,10,19,1.8,8,1,0,0,10,0,0,66,13.6,750,12:56,21,43,2,4,33.3,925000,227760.0
336,Justin Braun,D,62,3,16,19,2.9,3,0,0,0,15,1,0,70,4.3,1071,17:16,84,91,0,0,,3800000,3138036.0
337,Brandon Carlo,D,67,4,15,19,4.7,4,0,0,0,15,0,0,111,3.6,1372,20:29,76,126,0,0,,2850000,2176380.0
338,William Carrier,LW,71,7,12,19,1.4,7,0,0,1,12,0,0,99,7.1,701,9:52,11,213,9,5,64.3,725000,25306.0
339,Zemgus Girgensons,C,69,12,7,19,1.6,11,0,1,1,7,0,0,85,14.1,952,13:48,20,110,30,43,41.1,1600000,911042.0
340,Brett Howden,C,70,9,10,19,0.6,8,1,0,2,7,1,2,64,14.1,920,13:09,67,69,251,270,48.2,863333,165337.0
341,Brad Hunt,D,59,8,11,19,2.8,5,3,0,0,4,7,0,106,7.5,893,15:08,39,12,0,0,,700000,0.0
342,Josh Leivo,LW,36,7,12,19,1.7,7,0,0,0,7,5,0,69,10.1,540,15:01,8,17,10,7,58.8,1500000,809815.0
343,Connor Murphy,D,58,5,14,19,3.5,5,0,0,0,13,0,1,117,4.3,1233,21:15,138,128,0,0,,3850000,3188650.0
344,Kyle Okposo,RW,52,9,10,19,1.7,8,1,0,2,10,0,0,82,11.0,668,12:51,15,55,38,33,53.5,6000000,5365030.0
345,Carter Rowney,RW,71,8,11,19,1.6,6,0,2,1,9,0,2,63,12.7,910,12:49,42,189,47,56,45.6,1133333,438649.0
346,Anton Strålman,D,69,5,14,19,2.6,5,0,0,3,13,0,1,89,5.6,1454,21:04,96,68,0,0,,5500000,4858895.0
347,Mark Borowiecki,D,53,7,11,18,3.4,6,0,1,0,11,0,0,63,11.1,951,17:56,120,199,0,0,,1200000,506134.0
348,Vladislav Gavrikov,D,69,5,13,18,4.3,5,0,0,1,13,0,0,81,6.2,1310,18:59,92,79,0,0,,925000,227760.0
349,Justin Holl,D,68,2,16,18,3.5,2,0,0,0,16,0,0,89,2.2,1259,18:31,83,89,0,0,,675000,-25306.0
350,Michal Kempný,D,58,3,15,18,3.9,3,0,0,0,15,0,0,73,4.1,1081,18:38,72,42,0,0,,2500000,1822085.0
351,Johan Larsson,LW,62,6,12,18,1.3,6,0,0,0,12,0,0,60,10.0,924,14:54,31,85,322,347,48.1,1550000,860429.0
352,Brendan Lemieux,LW,59,6,12,18,0.4,3,2,1,0,8,3,1,86,7.0,759,12:52,52,164,18,31,36.7,925000,227760.0
353,Oskar Lindblom,LW,30,11,7,18,2.2,8,3,0,0,6,1,0,72,15.3,528,17:37,16,31,13,19,40.6,925000,227760.0
354,Brandon Montour,D,54,5,13,18,4.4,5,0,0,0,11,2,0,86,5.8,1053,19:30,53,60,0,0,,3387500,2720475.0
355,Cédric Paquette,C,61,7,11,18,1.0,6,0,1,0,10,0,1,78,9.0,796,13:03,49,175,316,305,50.9,1650000,961656.0
356,Brett Pesce,D,61,4,14,18,3.9,4,0,0,0,12,0,2,104,3.8,1335,21:53,91,22,0,0,,4025000,3365797.0
357,Mark Pysyk,D,58,9,9,18,3.3,9,0,0,1,9,0,0,64,14.1,740,12:45,38,47,3,3,50.0,2733333,2058281.0
358,Matt Roy,D,70,4,14,18,5.2,4,0,0,0,13,1,0,112,3.6,1268,18:07,100,132,0,0,,700000,0.0
359,P.K. Subban,D,68,7,11,18,2.8,5,2,0,3,7,4,0,151,4.6,1504,22:07,90,88,0,0,,9000000,8401840.0
360,MacKenzie Weegar,D,45,7,11,18,3.4,7,0,0,1,11,0,0,77,9.1,905,20:07,71,76,0,0,,1600000,911042.0
361,Madison Bowey,D,53,3,14,17,2.3,3,0,0,0,13,1,0,70,4.3,949,17:54,58,53,0,0,,1000000,303680.0
362,Kyle Clifford,LW,69,7,10,17,1.0,7,0,0,0,10,0,0,110,6.4,772,11:11,15,133,6,4,60.0,1600000,911042.0
363,Olli Määttä,D,65,4,13,17,3.0,4,0,0,0,11,0,2,80,5.0,1197,18:25,110,119,0,0,,4083333,3424846.0
364,Brock McGinn,LW,68,7,10,17,0.8,5,0,2,1,10,0,0,93,7.5,898,13:12,28,80,15,24,38.5,2100000,1417177.0
365,Troy Stecher,D,69,5,12,17,3.8,5,0,0,0,12,0,0,86,5.8,1059,15:21,70,69,0,0,,2325000,1644938.0
366,Alexander Steen,C,55,7,10,17,1.4,7,0,0,0,9,1,0,71,9.9,772,14:02,47,26,8,7,53.3,5750000,5111963.0
367,Brandon Sutter,C,44,8,9,17,1.4,7,1,0,0,7,2,0,76,10.5,653,14:51,15,18,185,193,48.9,4375000,3720092.0
368,Alex Tuch,RW,42,8,9,17,1.1,5,3,0,2,5,4,0,98,8.2,614,14:37,20,58,8,20,28.6,4750000,4099693.0
369,Michael Amadio,C,68,6,10,16,0.5,6,0,0,0,7,3,0,99,6.1,885,13:01,22,21,233,249,48.3,700000,0.0
370,Blake Comeau,RW,55,8,8,16,1.1,7,0,1,2,7,0,1,74,10.8,822,14:56,24,107,42,54,43.8,2400000,1720858.0
371,Dillon Dubé,C,45,6,10,16,1.4,5,1,0,2,9,1,0,60,10.0,571,12:41,13,59,0,2,0.0,778333,79294.0
372,Justin Faulk,D,69,5,11,16,3.0,4,1,0,1,8,2,1,147,3.4,1419,20:34,76,82,0,0,,4833333,4184048.0
373,Garnet Hathaway,RW,66,9,7,16,1.5,9,0,0,1,6,0,1,80,11.3,711,10:47,46,189,9,20,31.0,1500000,809815.0
374,Darren Helm,C,68,9,7,16,1.1,8,0,1,0,6,0,1,102,8.8,934,13:44,26,88,15,13,53.6,3850000,3188650.0
375,Ben Hutton,D,65,4,12,16,4.0,4,0,0,1,12,0,0,114,3.5,1187,18:16,76,51,0,0,,1500000,809815.0
376,Erik Johnson,D,59,3,13,16,3.1,3,0,0,1,13,0,0,99,3.0,1242,21:03,115,97,0,0,,6000000,5365030.0
377,David Kämpf,C,70,8,8,16,0.3,7,0,1,2,8,0,0,90,8.9,957,13:40,26,52,313,285,52.3,1000000,303680.0
378,Alec Martinez,D,51,3,13,16,3.0,3,0,0,0,9,4,0,75,4.0,1097,21:30,117,43,0,0,,4000000,3340490.0
379,Philippe Myers,D,50,4,12,16,4.0,4,0,0,0,12,0,0,78,5.1,855,17:06,44,80,0,0,,678889,-21370.0
380,Tucker Poolman,D,57,4,12,16,2.8,3,0,1,1,12,0,0,64,6.3,995,17:27,59,58,0,0,,775000,75920.0
381,Mike Reilly,D,44,1,15,16,1.9,0,1,0,1,6,8,1,85,1.2,793,18:01,46,39,0,0,,1500000,809815.0
382,Colton Sceviour,C,69,6,10,16,0.6,6,0,0,0,10,0,0,114,5.3,914,13:15,72,91,65,82,44.2,1200000,506134.0
