,PLAYER,Pos,GP,G,A,PTS,PS,EV,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CAP HIT,exchange cap
42,Derick Brassard,C,80,19,41,60,6.9,13,6,0,3,29,12,0,168,11.3,1392,17:24,13.0,104,669.0,699.0,48.9,5000000,5350543.0
43,Brent Burns,D,82,17,43,60,9.5,10,7,0,2,26,17,0,245,6.9,1964,23:57,124.0,148,0.0,0.0,,5760000,6259239.0
44,Scott Hartnell,LW,77,28,32,60,7.5,20,8,0,2,24,8,0,204,13.7,1332,17:18,38.0,160,7.0,7.0,50.0,4750000,5051630.0
45,P.K. Subban,D,82,15,45,60,12.4,7,8,0,5,32,13,0,170,8.8,2149,26:12,142.0,97,0.0,0.0,,9000000,10133152.0
46,Gabriel Landeskog,LW,82,23,36,59,6.6,15,8,0,2,27,9,0,214,10.7,1517,18:30,73.0,169,16.0,29.0,35.6,5571429,6033773.0
47,David Backes,C,80,26,32,58,7.2,16,10,0,3,26,6,0,183,14.2,1491,18:38,87.0,227,615.0,507.0,54.8,4500000,4752717.0
48,Patrick Marleau,LW,82,19,38,57,5.1,12,7,0,4,21,17,0,233,8.2,1606,19:35,26.0,83,139.0,182.0,43.3,6666667,7343297.0
49,Ryan Nugent-Hopkins,C,76,24,32,56,6.2,22,2,0,2,19,12,1,189,12.7,1569,20:38,37.0,92,620.0,727.0,46.0,6000000,6546195.0
50,Dennis Wideman,D,80,15,41,56,10.1,9,6,0,2,26,15,0,173,8.7,1971,24:39,184.0,94,0.0,0.0,,5250000,5649456.0
51,Patrice Bergeron,C,81,23,32,55,6.4,18,4,1,4,21,10,1,234,9.8,1469,18:08,60.0,57,1175.0,764.0,60.6,6875000,7592391.0
52,John Carlson,D,82,12,43,55,10.0,8,3,1,3,30,13,0,193,6.2,1892,23:04,200.0,74,0.0,0.0,,3966667,4115036.0
53,Matt Duchene,C,82,21,34,55,6.2,19,2,0,4,29,5,0,207,10.1,1523,18:34,74.0,43,635.0,582.0,52.2,6000000,6546195.0
54,Roman Josi,D,81,15,40,55,10.8,12,3,0,4,25,12,3,201,7.5,2144,26:28,209.0,53,0.0,1.0,0.0,4000000,4154891.0
55,Ryan O'Reilly,C,82,17,38,55,5.2,14,2,1,1,27,10,1,171,9.9,1617,19:43,48.0,38,713.0,621.0,53.4,6000000,6546195.0
56,T.J. Oshie,RW,72,19,36,55,6.7,16,3,0,4,26,10,0,162,11.7,1356,18:50,39.0,99,3.0,10.0,23.1,4175000,4364130.0
57,Corey Perry,RW,67,33,22,55,8.4,29,4,0,3,19,3,0,193,17.1,1213,18:06,27.0,64,3.0,9.0,25.0,8625000,9684782.0
58,Derek Stepan,C,68,16,39,55,7.0,11,3,2,3,29,7,3,155,10.3,1236,18:11,27.0,36,545.0,680.0,44.5,3075000,3048913.0
59,Alex Tanguay,LW,80,22,33,55,6.2,19,2,1,4,21,12,0,104,21.2,1453,18:10,39.0,45,12.0,16.0,42.9,3500000,3557065.0
60,Ryan Callahan,RW,77,24,30,54,6.6,14,10,0,4,24,6,0,191,12.6,1366,17:44,48.0,181,12.0,19.0,38.7,5800000,6307065.0
61,Jonathan Huberdeau,LW,79,15,39,54,6.0,15,0,0,0,27,12,0,169,8.9,1323,16:45,24.0,68,2.0,6.0,25.0,894167,441395.0
62,Kris Letang,D,69,11,43,54,10.1,8,2,1,1,21,22,0,197,5.6,1759,25:29,117.0,131,0.0,1.0,0.0,7250000,8040760.0
63,Gustav Nyquist,C,82,27,27,54,6.4,13,14,0,4,17,10,0,195,13.8,1366,16:39,31.0,43,1.0,8.0,11.1,950000,508152.0
64,Jason Pominville,RW,82,18,36,54,6.1,15,3,0,4,25,11,0,252,7.1,1499,18:17,32.0,44,39.0,47.0,45.3,5600000,6067934.0
65,Bobby Ryan,RW,78,18,36,54,6.0,14,4,0,5,26,10,0,221,8.1,1363,17:28,33.0,110,4.0,7.0,36.4,5100000,5470108.0
66,Eric Staal,C,77,23,31,54,6.2,16,7,0,4,21,10,0,244,9.4,1451,18:51,27.0,65,343.0,326.0,51.3,8250000,9236413.0
67,Tyson Barrie,D,80,12,41,53,9.4,10,2,0,0,27,14,0,139,8.6,1709,21:22,90.0,80,0.0,0.0,,2600000,2480978.0
68,Bryan Little,C,70,24,28,52,6.6,14,9,1,3,19,9,0,148,16.2,1394,19:55,32.0,55,759.0,780.0,49.3,4700000,4991847.0
69,Brandon Saad,LW,82,23,29,52,6.5,21,2,0,6,21,8,0,203,11.3,1415,17:15,29.0,53,38.0,50.0,43.2,764167,285960.0
70,Mark Streit,D,81,9,43,52,7.5,5,4,0,0,17,26,0,144,6.3,1812,22:22,103.0,63,0.0,0.0,,5250000,5649456.0
71,Thomas Vanek,LW,80,21,31,52,5.9,16,5,0,2,19,12,0,171,12.3,1297,16:13,13.0,32,10.0,10.0,50.0,6500000,7144021.0
72,Keith Yandle,D,84,6,46,52,6.6,4,2,0,2,19,27,0,232,2.6,1925,22:55,101.0,53,0.0,0.0,,5250000,5649456.0
73,Patric Hörnqvist,RW,64,25,26,51,7.2,19,6,0,4,17,9,0,220,11.4,1130,17:39,33.0,87,2.0,5.0,28.6,4250000,4453804.0
74,Kyle Okposo,RW,60,18,33,51,5.3,12,6,0,2,21,12,0,195,9.2,1173,19:33,23.0,53,80.0,81.0,49.7,2800000,2720108.0
75,Andrei Markov,D,81,10,40,50,10.7,6,4,0,1,18,21,1,135,7.4,2018,24:55,173.0,53,0.0,0.0,,5750000,6247282.0
76,Wayne Simmonds,RW,75,28,22,50,6.3,14,14,0,6,12,10,0,188,14.9,1261,16:48,36.0,168,4.0,1.0,80.0,3975000,4125000.0
77,Ryan Strome,C,81,17,33,50,6.3,15,1,1,2,26,7,0,179,9.5,1247,15:24,21.0,92,149.0,170.0,46.7,863333,404528.0
78,Tyler Bozak,C,82,23,26,49,4.2,9,12,2,3,20,6,0,154,14.9,1570,19:09,46.0,83,944.0,831.0,53.2,4200000,4394021.0
79,Justin Faulk,D,82,15,34,49,9.1,6,7,2,4,21,13,0,238,6.3,2003,24:26,114.0,157,0.0,0.0,,4833333,5151267.0
80,Mark Scheifele,C,82,15,34,49,5.2,12,3,0,2,24,10,0,170,8.8,1524,18:35,61.0,98,506.0,659.0,43.4,863333,404528.0
81,Tyler Toffoli,C,76,23,26,49,7.4,15,3,5,3,23,2,1,200,11.5,1109,14:35,11.0,86,4.0,5.0,44.4,716667,229167.0
82,Mats Zuccarello,LW,78,15,34,49,5.6,15,0,0,3,28,6,0,154,9.7,1346,17:16,42.0,117,17.0,20.0,45.9,3500000,3557065.0
83,David Desharnais,C,82,14,34,48,5.6,12,2,0,4,25,9,0,90,15.6,1414,17:15,49.0,43,629.0,560.0,52.9,3500000,3557065.0
84,Valtteri Filppula,C,82,12,36,48,3.2,10,2,0,0,21,15,0,91,13.2,1559,19:01,27.0,23,573.0,567.0,50.3,5000000,5350543.0
85,Mark Giordano,D,61,11,37,48,9.0,8,2,1,2,25,12,0,157,7.0,1536,25:10,128.0,59,0.0,0.0,,4020000,4178804.0
86,Mike Hoffman,LW,79,27,21,48,7.2,26,1,0,4,19,2,0,199,13.6,1150,14:33,33.0,40,7.0,7.0,50.0,750000,269021.0
87,Mikko Koivu,C,80,14,34,48,4.6,10,4,0,4,23,11,0,179,7.8,1542,19:16,41.0,40,989.0,791.0,55.6,6750000,7442934.0
88,Loui Eriksson,RW,81,22,25,47,5.3,16,6,0,4,19,5,1,169,13.0,1497,18:29,23.0,29,4.0,8.0,33.3,4250000,4453804.0
89,Marián Gáborík,RW,69,27,20,47,6.7,16,11,0,2,13,7,0,174,15.5,1167,16:55,6.0,39,1.0,0.0,100.0,4875000,5201086.0
90,Brendan Gallagher,RW,82,24,23,47,6.6,21,3,0,6,18,5,0,254,9.4,1360,16:35,49.0,48,43.0,52.0,45.3,685000,191304.0
91,Jaromír Jágr,RW,77,17,30,47,5.0,13,4,0,5,23,7,0,169,10.1,1353,17:34,14.0,30,1.0,0.0,100.0,3500000,3557065.0
92,Marcus Johansson,C,82,20,27,47,5.4,17,3,0,1,15,12,0,138,14.5,1351,16:29,18.0,69,7.0,9.0,43.8,2000000,1763586.0
93,Ryan Kesler,C,81,20,27,47,4.5,14,5,1,4,19,6,2,205,9.8,1581,19:31,69.0,169,937.0,718.0,56.6,5000000,5350543.0
94,Brayden Schenn,C,82,18,29,47,4.6,11,7,0,6,17,12,0,156,11.5,1401,17:05,38.0,199,86.0,98.0,46.7,2500000,2361413.0
95,Drew Doughty,D,82,7,39,46,8.6,6,1,0,2,22,16,1,219,3.2,2378,29:00,144.0,152,0.0,1.0,0.0,7000000,7741847.0
96,Tyler Ennis,C,78,20,26,46,4.4,13,6,1,2,15,11,0,185,10.8,1491,19:07,35.0,87,67.0,115.0,36.8,4600000,4872282.0
97,Alex Galchenyuk,C,80,20,26,46,5.6,17,3,0,1,17,9,0,163,12.3,1314,16:26,44.0,91,82.0,85.0,49.1,925000,478260.0
98,Chris Kreider,LW,80,21,25,46,6.4,14,7,0,5,24,1,0,180,11.7,1257,15:43,17.0,162,9.0,12.0,42.9,2475000,2331521.0
99,Alex Pietrangelo,D,81,7,39,46,7.5,6,1,0,2,28,11,0,195,3.6,2058,25:25,161.0,70,0.0,0.0,,6500000,7144021.0
100,Paul Stastny,C,74,16,30,46,4.9,9,7,0,7,22,8,0,143,11.2,1304,17:38,30.0,22,671.0,479.0,58.3,7000000,7741847.0
101,Mika Zibanejad,C,80,20,26,46,5.1,16,4,0,0,16,10,0,150,13.3,1315,16:26,26.0,149,615.0,638.0,49.1,894167,441395.0
102,Dustin Byfuglien,D,69,18,27,45,8.8,13,5,0,3,14,12,1,209,8.6,1565,22:41,60.0,204,0.0,3.0,0.0,5200000,5589673.0
103,Mike Green,D,72,10,35,45,8.6,9,1,0,2,19,16,0,159,6.3,1376,19:06,93.0,82,0.0,0.0,,6083333,6645832.0
104,Kevin Hayes,RW,79,17,28,45,5.8,15,1,1,1,24,4,0,111,15.3,1030,13:02,33.0,56,248.0,430.0,36.6,900000,448369.0
105,Duncan Keith,D,80,10,35,45,9.3,7,3,0,2,21,13,1,171,5.8,2045,25:34,113.0,16,0.0,0.0,,5538462,5994356.0
106,Shea Weber,D,78,15,30,45,9.6,9,5,1,2,20,10,0,237,6.3,2057,26:22,147.0,166,0.0,0.0,,7857143,8766692.0
107,Justin Abdelkader,LW,71,23,21,44,5.6,15,8,0,5,15,6,0,154,14.9,1272,17:55,28.0,153,7.0,8.0,46.7,1800000,1524456.0
108,Jussi Jokinen,LW,81,8,36,44,3.5,6,2,0,0,29,7,0,134,6.0,1356,16:44,50.0,52,126.0,124.0,50.4,4000000,4154891.0
109,Niklas Kronwall,D,80,9,35,44,7.2,6,3,0,1,15,20,0,101,8.9,1907,23:50,106.0,91,1.0,0.0,100.0,4750000,5051630.0
110,Jori Lehterä,C,75,14,30,44,5.3,11,2,1,2,24,5,1,103,13.6,1216,16:13,34.0,42,541.0,513.0,51.3,2750000,2660326.0
111,Milan Lucic,LW,81,18,26,44,5.3,16,2,0,4,20,6,0,141,12.8,1325,16:21,23.0,259,34.0,40.0,45.9,6000000,6546195.0
112,Kevin Shattenkirk,D,56,8,36,44,8.5,4,4,0,1,15,21,0,135,5.9,1263,22:34,86.0,42,0.0,0.0,,4250000,4453804.0
113,Craig Smith,C,82,23,21,44,5.8,17,6,0,4,18,3,0,252,9.1,1291,15:44,17.0,77,13.0,18.0,41.9,2000000,1763586.0
114,Carl Söderberg,C,82,13,31,44,4.5,8,5,0,3,28,3,0,163,8.0,1378,16:49,36.0,76,369.0,389.0,48.7,1008333,577898.0
115,Nick Bjugstad,C,72,24,19,43,5.3,17,7,0,3,14,5,0,207,11.6,1194,16:35,29.0,148,486.0,508.0,48.9,900000,448369.0
116,Troy Brouwer,RW,82,21,22,43,5.2,11,8,2,3,16,6,0,145,14.5,1437,17:31,39.0,206,251.0,190.0,56.9,3666667,3756340.0
117,Oliver Ekman-Larsson,D,82,23,20,43,8.8,12,10,1,7,10,10,0,264,8.7,2067,25:13,77.0,167,0.0,0.0,,5500000,5948369.0
118,Adam Henrique,C,75,16,27,43,4.4,11,5,0,3,15,11,1,127,12.6,1331,17:45,46.0,58,260.0,246.0,51.4,4000000,4154891.0
119,Frans Nielsen,C,78,14,29,43,4.4,9,4,1,4,13,14,2,157,8.9,1293,16:35,80.0,48,506.0,543.0,48.2,2750000,2660326.0
120,Patrick Sharp,LW,68,16,27,43,4.5,8,8,0,2,21,6,0,230,7.0,1143,16:49,15.0,74,53.0,55.0,49.1,5900000,6426630.0
121,Drew Stafford,RW,76,18,25,43,4.4,14,4,0,1,19,5,1,147,12.2,1254,16:30,15.0,81,87.0,86.0,50.3,4000000,4154891.0
122,Mike Cammalleri,LW,68,27,15,42,6.0,16,9,2,8,13,2,0,156,17.3,1247,18:20,19.0,29,114.0,157.0,42.1,5000000,5350543.0
123,Michael Frolík,RW,82,19,23,42,4.7,13,3,3,4,19,4,0,206,9.2,1435,17:30,42.0,63,14.0,27.0,34.1,3300000,3317934.0
124,Dougie Hamilton,D,72,10,32,42,7.1,5,5,0,2,22,10,0,188,5.3,1536,21:20,53.0,106,0.0,0.0,,925000,478260.0
125,Brad Marchand,LW,77,24,18,42,5.5,20,2,2,5,17,0,1,180,13.3,1301,16:54,28.0,72,13.0,19.0,40.6,4500000,4752717.0
126,Brock Nelson,C,82,20,22,42,4.9,10,10,0,3,17,5,0,190,10.5,1302,15:53,52.0,99,354.0,445.0,44.3,900000,448369.0
127,Colin Wilson,C,77,20,22,42,5.7,17,3,0,5,18,4,0,172,11.6,1248,16:13,33.0,52,71.0,107.0,39.9,2000000,1763586.0
128,Josh Bailey,LW,70,15,26,41,4.3,13,2,0,1,24,2,0,140,10.7,1175,16:47,36.0,66,30.0,36.0,45.5,3300000,3317934.0
129,Sam Gagner,C,81,15,26,41,3.1,9,6,0,1,20,6,0,183,8.2,1397,17:15,19.0,63,361.0,405.0,47.1,4800000,5111413.0
130,Anders Lee,C,76,25,16,41,5.9,20,5,0,6,15,1,0,197,12.7,1094,14:24,29.0,169,1.0,0.0,100.0,850500,389184.0
131,Matt Moulson,LW,77,13,28,41,3.6,10,3,0,2,20,8,0,156,8.3,1362,17:41,49.0,34,13.0,9.0,59.1,5000000,5350543.0
132,Jake Muzzin,D,76,10,31,41,7.1,6,4,0,3,20,10,1,173,5.8,1725,22:42,108.0,186,0.0,0.0,,1000000,567934.0
133,Mathieu Perreault,C,62,18,23,41,5.3,13,5,0,2,16,7,0,129,14.0,1008,16:15,13.0,75,224.0,210.0,51.6,3000000,2959239.0
134,David Perron,LW,81,17,24,41,3.2,14,3,0,2,18,6,0,196,8.7,1404,17:20,21.0,171,3.0,9.0,25.0,3812500,3930706.0
135,Justin Williams,RW,81,18,23,41,4.9,14,4,0,2,14,9,0,174,10.3,1281,15:49,24.0,29,3.0,3.0,50.0,3825000,3945652.0
136,Cam Atkinson,RW,78,22,18,40,4.5,14,7,1,7,15,3,0,212,10.4,1325,16:59,39.0,55,4.0,5.0,44.4,1150000,747282.0
137,Cody Eakin,C,78,19,21,40,4.0,15,2,2,6,18,2,1,142,13.4,1341,17:12,59.0,62,656.0,636.0,50.8,1900000,1644021.0
138,Jack Johnson,D,79,8,32,40,5.4,5,3,0,1,14,18,0,141,5.7,1909,24:10,131.0,157,0.0,0.0,,4357143,4581910.0
139,John Klingberg,D,65,11,29,40,6.7,9,2,0,3,19,10,0,98,11.2,1420,21:50,77.0,54,0.0,0.0,,713333,225180.0
140,Chris Kunitz,LW,74,17,23,40,4.3,7,9,1,5,16,7,0,170,10.0,1324,17:53,29.0,211,7.0,6.0,53.8,3850000,3975543.0
141,Reilly Smith,RW,81,13,27,40,4.1,12,1,0,0,17,10,0,143,9.1,1247,15:24,39.0,74,2.0,5.0,28.6,1400000,1046195.0
142,Nick Bonino,C,75,15,24,39,4.2,14,1,0,6,20,4,0,149,10.1,1269,16:55,89.0,31,585.0,649.0,47.4,1900000,1644021.0
143,Erik Cole,LW,68,21,18,39,5.0,17,3,1,0,12,6,0,122,17.2,989,14:33,20.0,134,5.0,11.0,31.3,4500000,4752717.0
144,Aaron Ekblad,D,81,12,27,39,8.5,6,6,0,4,20,7,0,170,7.1,1767,21:49,80.0,109,0.0,0.0,,925000,478260.0
145,Mike Fisher,C,59,19,20,39,4.8,11,7,1,1,17,3,0,111,17.1,1088,18:26,60.0,125,601.0,548.0,52.3,4200000,4394021.0
146,Mikael Granlund,C,68,8,31,39,4.1,8,0,0,2,23,8,0,99,8.1,1217,17:54,45.0,47,476.0,508.0,48.4,900000,448369.0
147,Nazem Kadri,C,73,18,21,39,4.1,14,3,1,1,17,4,0,176,10.2,1285,17:36,23.0,118,528.0,616.0,46.2,2900000,2839673.0
148,Torey Krug,D,78,12,27,39,8.3,10,2,0,0,15,12,0,205,5.9,1529,19:36,68.0,75,0.0,0.0,,1400000,1046195.0
149,Elias Lindholm,C,81,17,22,39,3.6,13,4,0,4,11,11,0,170,10.0,1330,16:25,30.0,106,115.0,105.0,52.3,925000,478260.0
150,Jakob Silfverberg,RW,81,13,26,39,4.2,10,2,1,2,22,2,2,189,6.9,1269,15:40,37.0,42,23.0,27.0,46.0,850000,388586.0
151,Anton Strålman,D,82,9,30,39,8.0,7,2,0,0,18,12,0,138,6.5,1800,21:57,79.0,106,0.0,0.0,,4500000,4752717.0
152,Brad Boyes,RW,78,14,24,38,4.3,9,5,0,4,20,4,0,151,9.3,1221,15:39,38.0,60,97.0,76.0,56.1,2625000,2510869.0
153,Trevor Daley,D,68,16,22,38,5.6,8,6,2,2,16,6,0,113,14.2,1556,22:53,123.0,29,0.0,0.0,,3300000,3317934.0
154,Taylor Hall,LW,53,14,24,38,4.3,11,3,0,0,21,3,0,158,8.9,1019,19:13,37.0,67,45.0,52.0,46.4,6000000,6546195.0
155,Victor Hedman,D,59,10,28,38,7.0,7,3,0,2,20,8,0,115,8.7,1338,22:41,111.0,51,0.0,0.0,,4000000,4154891.0
156,Alex Killorn,C,71,15,23,38,4.0,13,1,1,5,21,2,0,130,11.5,1202,16:56,21.0,60,34.0,46.0,42.5,2550000,2421195.0
157,Nathan MacKinnon,C,64,14,24,38,3.7,11,3,0,2,20,4,0,192,7.3,1091,17:03,41.0,43,201.0,227.0,47.0,925000,478260.0
158,Ryan Suter,D,77,2,36,38,7.4,1,1,0,1,25,10,1,150,1.3,2238,29:04,127.0,69,0.0,0.0,,7538462,8385661.0
159,Antoine Vermette,C,82,13,25,38,2.5,7,6,0,1,17,8,0,109,11.9,1463,17:51,50.0,80,872.0,692.0,55.8,3750000,3855978.0
160,Sean Couturier,C,82,15,22,37,3.3,13,1,1,0,16,5,1,148,10.1,1508,18:23,35.0,72,643.0,678.0,48.7,1750000,1464673.0
161,Evgeny Kuznetsov,C,80,11,26,37,4.0,7,4,0,1,17,9,0,127,8.7,1066,13:20,15.0,43,304.0,377.0,44.6,900000,448369.0
162,Nick Leddy,D,78,10,27,37,7.7,9,1,0,1,15,11,1,120,8.3,1588,20:22,90.0,73,0.0,0.0,,2700000,2600543.0
163,James Neal,LW,67,23,14,37,5.2,20,3,0,6,13,1,0,221,10.4,1212,18:05,30.0,71,7.0,10.0,41.2,5000000,5350543.0
164,Nino Niederreiter,RW,80,24,13,37,5.1,17,6,1,5,11,2,0,149,16.1,1164,14:33,32.0,155,2.0,5.0,28.6,2666667,2560688.0
165,Brad Richards,C,76,12,25,37,3.8,10,2,0,3,20,5,0,199,6.0,1131,14:53,27.0,32,399.0,426.0,48.4,2000000,1763586.0
166,Sami Vatanen,D,67,12,25,37,6.7,4,7,1,1,15,10,0,122,9.8,1438,21:28,123.0,75,1.0,1.0,50.0,1262500,881793.0
167,Aleksander Barkov,C,71,16,20,36,3.6,13,3,0,3,16,4,0,123,13.0,1242,17:30,35.0,35,462.0,540.0,46.1,925000,478260.0
168,Shane Doan,RW,79,14,22,36,2.2,9,5,0,0,17,5,0,189,7.4,1492,18:53,26.0,189,3.0,8.0,27.3,5300000,5709239.0
169,Brandon Dubinsky,C,47,13,23,36,4.4,12,0,1,1,16,7,0,100,13.0,849,18:04,11.0,152,436.0,423.0,50.8,4200000,4394021.0
170,Cody Franson,D,78,7,29,36,5.7,2,5,0,0,17,12,0,127,5.5,1531,19:38,132.0,177,0.0,0.0,,3300000,3317934.0
171,Alex Goligoski,D,81,4,32,36,5.2,4,0,0,0,22,8,2,122,3.3,1929,23:49,157.0,100,0.0,0.0,,4600000,4872282.0
172,Chris Higgins,LW,77,12,24,36,3.7,9,3,0,1,22,2,0,171,7.0,1216,15:47,34.0,73,3.0,6.0,33.3,2500000,2361413.0
173,Clarke MacArthur,LW,62,16,20,36,3.8,10,6,0,5,16,4,0,140,11.4,1054,17:00,17.0,70,8.0,13.0,38.1,3250000,3258152.0
174,David Savard,D,82,11,25,36,6.4,8,3,0,3,18,7,0,112,9.8,1881,22:57,105.0,195,1.0,0.0,100.0,1300000,926630.0
