Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
175,Mason Raymond,27,VAN,LW,46,10,12,22,2,16,2.5,6,4,0,1,10,2,0,79,12.7,728,15:49,8,18,17,33,34.0,raymoma01
176,Fedor Tyutin,29,CBJ,D,48,4,18,22,9,28,5.0,4,0,0,1,12,5,1,56,7.1,1157,24:06,58,58,1,0,100.0,tyutife01
177,Dennis Wideman,29,CGY,D,46,6,16,22,-9,12,3.5,2,4,0,1,6,9,1,94,6.4,1151,25:01,100,40,0,1,0.0,widemde01
178,Matt Cooke,34,PIT,LW,48,8,13,21,-2,36,1.7,8,0,0,1,13,0,0,61,13.1,706,14:43,41,97,3,11,21.4,cookema01
179,Michael Del Zotto,22,NYR,D,46,3,18,21,6,18,4.2,2,0,1,0,10,8,0,81,3.7,1066,23:10,64,77,0,0,,delzomi01
180,Mike Fisher,32,NSH,C,38,10,11,21,6,27,2.5,9,1,0,0,6,5,0,68,14.7,740,19:28,46,67,275,288,48.8,fishemi01
181,Michael Grabner,25,NYI,RW,45,16,5,21,4,12,3.1,13,2,1,3,4,1,0,108,14.8,666,14:48,19,16,10,12,45.5,grabnmi01
182,Dany Heatley,32,MIN,RW,36,11,10,21,-12,8,2.0,8,3,0,1,6,4,0,83,13.3,667,18:32,22,26,12,19,38.7,heatlda01
183,Shawn Matthias,24,FLA,C,48,14,7,21,-8,16,2.6,11,2,1,1,6,1,0,106,13.2,729,15:11,21,66,153,194,44.1,matthsh01
184,Andy McDonald,35,STL,C,37,7,14,21,-2,16,2.1,6,1,0,2,8,6,0,86,8.1,638,17:15,13,10,95,103,48.0,mcdonan01
185,Kyle Palmieri,21,ANA,C,42,10,11,21,2,9,2.6,8,2,0,5,10,1,0,92,10.9,518,12:20,10,48,1,11,8.3,palmiky01
186,Antoine Vermette,30,PHX,C,48,13,8,21,-3,36,2.0,10,3,0,3,8,0,0,91,14.3,876,18:15,35,63,482,357,57.4,vermean01
187,Pierre-Marc Bouchard,28,MIN,C,43,8,12,20,3,8,2.3,8,0,0,2,10,2,0,71,11.3,600,13:57,6,12,1,6,14.3,bouchpi02
188,Dan Boyle,36,SJS,D,46,7,13,20,3,27,4.9,2,5,0,0,4,8,1,97,7.2,1049,22:48,81,29,0,0,,boyleda01
189,Brent Burns,27,SJS,D,30,9,11,20,0,20,4.0,7,2,0,0,10,1,0,81,11.1,488,16:17,13,54,4,9,30.8,burnsbr01
190,Brandon Dubinsky,26,CBJ,C,29,2,18,20,2,76,1.7,1,1,0,0,11,6,1,50,4.0,534,18:24,17,64,256,183,58.3,dubinbr01
191,Victor Hedman,22,TBL,D,44,4,16,20,1,31,3.0,4,0,0,0,14,2,0,76,5.3,997,22:40,84,56,0,0,,hedmavi01
192,Aleš Hemský,29,EDM,RW,38,9,11,20,-6,16,2.0,4,5,0,1,7,4,0,82,11.0,597,15:42,9,11,12,12,50.0,hemskal01
193,Clarke MacArthur,27,TOR,LW,40,8,12,20,3,26,2.2,6,2,0,1,10,2,0,62,12.9,596,14:55,15,44,5,1,83.3,macarcl01
194,John Mitchell,28,COL,C,47,10,10,20,5,18,2.2,9,1,0,1,8,2,0,72,13.9,787,16:45,43,99,171,173,49.7,mitchjo01
195,Dave Moss,31,PHX,LW,45,5,15,20,3,21,1.6,3,1,1,0,14,1,0,82,6.1,700,15:33,34,73,9,22,29.0,mossda01
196,Ryan O'Reilly,21,COL,C,29,6,14,20,-3,4,1.9,3,3,0,0,11,3,0,66,9.1,537,18:30,14,7,241,215,52.9,oreilry01
197,T.J. Oshie,26,STL,C,30,7,13,20,-5,15,2.0,4,2,1,1,4,8,1,65,10.8,573,19:06,24,33,5,8,38.5,oshietj01
198,Benoît Pouliot,26,TBL,LW,34,8,12,20,8,15,2.5,8,0,0,1,9,3,0,60,13.3,450,13:14,6,35,10,21,32.3,poulibe01
199,Brent Seabrook,27,CHI,D,47,8,12,20,12,23,4.8,5,3,0,1,8,4,0,65,12.3,1034,22:00,103,106,0,0,,seabrbr01
200,Patrick Sharp,31,CHI,C,28,6,14,20,8,14,2.3,5,1,0,1,8,6,0,88,6.8,527,18:50,12,26,40,22,64.5,sharppa01
201,Joel Ward,32,WSH,RW,39,8,12,20,7,12,2.3,6,1,1,1,10,2,0,52,15.4,590,15:08,28,37,38,27,58.5,wardjo02
202,Travis Zajac,27,NJD,C,48,7,13,20,-5,22,1.6,5,1,1,1,10,3,0,82,8.5,938,19:32,10,33,506,375,57.4,zajactr01
203,Mika Zibanejad,19,OTT,C,42,7,13,20,9,6,2.5,4,3,0,0,12,1,0,90,7.8,570,13:34,19,82,159,184,46.4,zibanmi01
204,Josh Bailey,23,NYI,C,38,11,8,19,7,6,2.6,11,0,0,1,6,2,0,76,14.5,622,16:23,22,24,35,40,46.7,bailejo01
205,Zdeno Chára,35,BOS,D,48,7,12,19,14,70,5.2,4,3,0,2,10,1,1,119,5.9,1197,24:56,64,101,0,1,0.0,charazd01
206,Ryane Clowe,30,TOT,LW,40,3,16,19,1,93,1.6,2,1,0,0,13,3,0,87,3.4,665,16:38,19,99,5,10,33.3,clowery01
207,Nick Foligno,25,CBJ,LW,45,6,13,19,6,28,1.8,5,1,0,2,11,2,0,69,8.7,744,16:31,33,99,3,6,33.3,foligni01
208,Marcel Goc,29,FLA,C,42,9,10,19,-6,8,1.8,5,4,0,1,8,2,0,92,9.8,767,18:16,20,73,410,376,52.2,gocma01
209,Colin Greening,26,OTT,C,47,8,11,19,5,11,2.2,6,2,0,2,9,2,0,80,10.0,692,14:44,24,122,22,25,46.8,greenco01
210,Jack Johnson,26,CBJ,D,44,5,14,19,-5,12,3.6,2,3,0,1,9,5,0,96,5.2,1143,25:58,90,66,0,0,,johnsja02
211,Alex Killorn,23,TBL,C,38,7,12,19,-6,14,1.3,6,1,0,2,10,2,0,82,8.5,639,16:49,22,40,11,17,39.3,killoal01
212,Ryan McDonagh,23,NYR,D,47,4,15,19,13,22,4.7,4,0,0,1,13,1,1,83,4.8,1145,24:21,78,69,0,1,0.0,mcdonry01
213,Jakob Silfverberg,22,OTT,RW,48,10,9,19,9,12,2.4,7,2,1,2,8,1,0,134,7.5,779,16:14,13,38,5,8,38.5,silfvja01
214,Vladimír Sobotka,25,STL,C,48,8,11,19,-4,35,1.8,7,1,0,2,8,3,0,69,11.6,742,15:27,16,98,286,220,56.5,sobotvl01
215,Brandon Sutter,23,PIT,C,48,11,8,19,3,4,1.9,8,3,0,5,7,1,0,82,13.4,788,16:24,32,30,382,379,50.2,suttebr03
216,Vladimir Tarasenko,21,STL,RW,38,8,11,19,1,10,2.3,5,3,0,1,9,2,0,75,10.7,510,13:25,7,28,1,0,100.0,tarasvl01
217,Patrick Wiercioch,22,OTT,D,42,5,14,19,9,39,4.4,2,3,0,0,7,7,0,81,6.2,659,15:42,29,28,0,0,,wiercpa01
218,Colin Wilson,23,NSH,C,25,7,12,19,1,4,2.3,5,2,0,1,8,4,0,26,26.9,414,16:34,13,10,8,13,38.1,wilsoco01
219,Daniel Winnik,27,ANA,C,48,6,13,19,13,16,1.9,6,0,0,1,13,0,0,95,6.3,808,16:50,37,63,16,37,30.2,winnida01
220,Marek Židlický,35,NJD,D,48,4,15,19,-12,38,3.0,3,1,0,0,5,10,0,101,4.0,1008,21:00,42,52,0,0,,zidlima01
221,Artem Anisimov,24,CBJ,C,35,11,7,18,-6,12,2.1,10,1,0,3,7,0,0,68,16.2,574,16:25,24,13,249,260,48.9,anisiar01
222,Nik Antropov,32,WPG,C,40,6,12,18,6,16,1.8,4,2,0,0,11,1,0,56,10.7,638,15:57,27,76,128,176,42.1,antroni01
223,Cam Atkinson,23,CBJ,RW,35,9,9,18,9,4,2.5,8,1,0,1,8,1,0,91,9.9,546,15:35,16,24,0,0,,atkinca01
224,Marcus Foligno,21,BUF,LW,47,5,13,18,-4,41,1.2,4,1,0,0,9,3,1,55,9.1,640,13:38,16,108,45,30,60.0,foligma01
225,Martin Havlát,31,SJS,LW,40,8,10,18,7,30,2.4,7,1,0,1,7,3,0,89,9.0,634,15:51,13,6,1,5,16.7,havlama01
226,Roman Josi,22,NSH,D,48,5,13,18,-7,8,3.2,4,1,0,1,7,6,0,96,5.2,1129,23:32,73,31,0,0,,josiro01
227,Nick Leddy,21,CHI,D,48,6,12,18,15,10,4.5,4,2,0,2,6,6,0,65,9.2,836,17:25,39,38,0,0,,leddyni01
228,Joffrey Lupul,29,TOR,C,16,11,7,18,8,12,3.1,8,3,0,3,7,0,0,42,26.2,258,16:07,7,31,3,5,37.5,lupuljo01
229,Rich Peverley,30,BOS,C,47,6,12,18,-9,16,1.1,4,2,0,0,6,4,2,95,6.3,717,15:15,21,23,211,150,58.4,peverri01
230,Drew Stafford,27,BUF,RW,46,6,12,18,-16,21,0.6,6,0,0,0,9,3,0,121,5.0,783,17:01,9,46,37,47,44.0,staffdr01
231,Jarret Stoll,30,LAK,C,48,7,11,18,1,28,1.5,5,1,1,3,6,4,1,73,9.6,793,16:31,44,107,418,328,56.0,stollja01
232,Raffi Torres,31,TOT,LW,39,7,11,18,0,17,1.9,6,1,0,0,11,0,0,60,11.7,518,13:16,15,87,6,7,46.2,torrera01
233,R.J. Umberger,30,CBJ,C,48,8,10,18,3,16,1.6,6,2,0,0,7,3,0,96,8.3,887,18:29,45,51,54,54,50.0,umberrj01
234,Roman Červenka,27,CGY,C,39,9,8,17,-13,14,1.5,8,1,0,0,5,3,0,51,17.6,512,13:08,4,7,58,67,46.4,cervero01
235,Joe Corvo,35,CAR,D,40,6,11,17,-3,14,2.7,3,3,0,2,6,5,0,71,8.5,750,18:46,38,27,0,0,,corvojo01
236,Eric Fehr,27,WSH,RW,41,9,8,17,14,10,2.4,6,2,1,2,7,1,0,72,12.5,548,13:22,22,36,0,4,0.0,fehrer01
237,Vernon Fiddler,32,DAL,C,46,4,13,17,3,48,1.4,3,1,0,0,11,1,1,56,7.1,591,12:51,28,34,319,300,51.5,fiddlve01
238,Valtteri Filppula,28,DET,C,41,9,8,17,-4,6,1.6,6,3,0,0,8,0,0,78,11.5,729,17:47,12,16,179,144,55.4,filppva01
239,Gabriel Landeskog,20,COL,LW,36,9,8,17,-4,22,1.5,6,0,3,1,6,2,0,109,8.3,696,19:20,32,86,6,12,33.3,landega01
240,Jay McClement,29,TOR,C,48,8,9,17,0,11,1.4,8,0,0,0,9,0,0,48,16.7,732,15:15,39,76,203,190,51.7,mccleja01
241,Colin McDonald,28,NYI,C,45,7,10,17,-1,32,1.7,6,1,0,0,10,0,0,82,8.5,512,11:22,9,120,4,4,50.0,mcdonco01
242,Peter Mueller,24,FLA,C,43,8,9,17,-11,18,1.3,6,2,0,0,7,2,0,131,6.1,699,16:16,10,29,46,58,44.2,muellpe01
243,Daniel Paille,28,BOS,LW,46,10,7,17,3,8,2.2,8,0,2,1,6,1,0,70,14.3,583,12:41,15,45,2,8,20.0,paillda01
244,Mathieu Perreault,25,WSH,C,39,6,11,17,7,20,2.0,4,2,0,1,10,1,0,47,12.8,455,11:40,8,28,168,157,51.7,perrema01
245,Sami Salo,38,TBL,D,46,2,15,17,5,16,2.8,1,1,0,0,9,6,0,48,4.2,965,20:59,65,40,0,0,,salosa01
246,Dennis Seidenberg,31,BOS,D,46,4,13,17,18,10,4.9,4,0,0,2,11,2,0,83,4.8,1094,23:48,115,115,0,0,,seidede01
247,Sheldon Souray,36,ANA,D,44,7,10,17,19,52,4.9,5,2,0,3,7,3,0,80,8.8,921,20:56,58,34,1,0,100.0,sourash01
248,Steve Sullivan,38,TOT,C,42,7,10,17,-12,24,1.1,3,4,0,1,6,4,0,61,11.5,611,14:33,3,12,3,3,50.0,sullist01
249,Mikael Backlund,23,CGY,C,32,8,8,16,-6,29,1.6,6,2,0,1,6,2,0,88,9.1,484,15:07,19,31,194,213,47.7,backlmi01
250,Gabriel Bourque,22,NSH,LW,34,11,5,16,6,4,2.4,7,3,1,2,5,0,0,50,22.0,538,15:50,23,39,4,2,66.7,bourqga01
251,Daniel Brière,35,PHI,C,34,6,10,16,-13,10,1.1,3,3,0,1,7,3,0,87,6.9,546,16:04,6,15,62,73,45.9,brierda01
252,Matt Calvert,23,CBJ,LW,42,9,7,16,-9,32,1.4,8,0,1,2,7,0,0,63,14.3,596,14:11,24,57,2,4,33.3,calvema01
253,Grant Clitsome,27,WPG,D,44,4,12,16,10,18,3.7,2,2,0,0,11,1,0,56,7.1,829,18:50,54,82,0,0,,clitsgr01
254,Patrick Dwyer,29,CAR,RW,46,8,8,16,-7,12,1.1,6,1,1,0,8,0,0,93,8.6,710,15:26,28,57,17,30,36.2,dwyerpa01
255,Simon Gagné,32,TOT,LW,38,5,11,16,-1,8,1.5,3,2,0,0,8,2,1,76,6.6,537,14:08,15,24,2,0,100.0,gagnesi01
256,Jason Garrison,28,VAN,D,47,8,8,16,18,28,5.3,5,3,0,2,5,3,0,94,8.5,1019,21:41,58,36,0,0,,garrija01
257,Mikhail Grabovski,29,TOR,C,48,9,7,16,-10,24,1.0,9,0,0,1,4,3,0,80,11.3,747,15:34,20,34,323,315,50.6,grabomi01
258,Andy Greene,30,NJD,D,48,4,12,16,12,20,4.8,1,2,1,1,8,4,0,63,6.3,1106,23:02,70,47,0,0,,greenan01
259,Dougie Hamilton,19,BOS,D,42,5,11,16,4,14,3.3,3,2,0,0,9,2,0,83,6.0,719,17:08,33,59,0,0,,hamildo01
260,Adam Henrique,22,NJD,C,42,11,5,16,-3,16,1.9,6,3,2,2,3,1,1,78,14.1,769,18:19,21,27,333,347,49.0,henriad01
261,Jake Muzzin,23,LAK,D,45,7,9,16,16,35,4.8,4,3,0,1,5,4,0,77,9.1,805,17:54,29,70,0,0,,muzzija01
262,Magnus Pääjärvi,21,EDM,LW,42,9,7,16,-1,14,1.7,6,2,1,2,7,0,0,75,12.0,593,14:08,23,24,4,8,33.3,paajama01
263,Tom Pyatt,25,TBL,C,43,8,8,16,5,12,1.6,8,0,0,1,8,0,0,60,13.3,584,13:35,36,22,145,145,50.0,pyattto01
264,Steve Bernier,27,NJD,RW,47,8,7,15,-7,17,1.5,6,2,0,1,5,2,0,88,9.1,647,13:46,15,64,5,5,50.0,bernist01
265,Ryan Carter,29,NJD,C,44,6,9,15,-2,31,1.5,5,0,1,1,7,0,2,63,9.5,574,13:03,15,50,43,40,51.8,cartery01
266,Casey Cizikas,21,NYI,C,45,6,9,15,0,14,1.5,6,0,0,1,8,1,0,45,13.3,485,10:47,21,75,144,132,52.2,cizikca01
267,Daniel Cleary,34,DET,LW,48,9,6,15,-6,40,1.2,3,5,1,0,6,0,0,93,9.7,789,16:27,21,56,11,12,47.8,clearda01
268,Sean Couturier,20,PHI,C,46,4,11,15,-8,10,0.6,4,0,0,0,7,4,0,75,5.3,731,15:53,27,31,243,310,43.9,coutuse01
269,Toby Enström,28,WPG,D,22,4,11,15,-8,8,1.8,3,1,0,2,4,6,1,21,19.0,496,22:31,38,9,0,0,,enstrto01
270,Justin Faulk,20,CAR,D,38,5,10,15,1,15,2.8,3,1,1,0,8,2,0,76,6.6,912,24:00,47,63,0,0,,faulkju01
271,Mark Giordano,29,CGY,D,47,4,11,15,-7,40,2.6,2,1,1,1,8,2,1,58,6.9,1089,23:10,93,65,0,0,,giordma01
272,Scott Gomez,33,SJS,C,39,2,13,15,-10,22,0.8,2,0,0,0,5,8,0,58,3.4,528,13:32,11,4,181,143,55.9,gomezsc01
273,Carl Gunnarsson,26,TOR,D,37,1,14,15,5,14,2.7,1,0,0,0,14,0,0,28,3.6,787,21:17,71,78,0,0,,gunnaca01
274,Chris Higgins,29,VAN,C,41,10,5,15,-4,10,1.5,10,0,0,1,5,0,0,77,13.0,673,16:25,22,46,33,58,36.3,higgich01
275,Sergei Kostitsyn,25,NSH,LW,46,3,12,15,-5,11,0.5,2,1,0,0,10,2,0,42,7.1,769,16:43,25,27,3,1,75.0,kostise01
276,Andrew Shaw,21,CHI,C,48,9,6,15,6,38,1.6,7,2,0,2,6,0,0,64,14.1,722,15:03,14,70,201,256,44.0,shawan01
277,Zack Smith,24,OTT,C,48,4,11,15,-9,56,0.6,4,0,0,0,9,2,0,94,4.3,727,15:09,22,97,379,352,51.8,smithza01
278,Jared Spurgeon,23,MIN,D,39,5,10,15,1,4,3.5,1,4,0,2,7,3,0,67,7.5,840,21:33,55,46,0,0,,spurgja01
279,Nate Thompson,28,TBL,C,45,7,8,15,-2,17,1.0,7,0,0,0,8,0,0,58,12.1,645,14:20,31,85,310,295,51.2,thompna01
280,Kyle Wellwood,29,WPG,C,39,6,9,15,0,2,1.4,6,0,0,2,7,2,0,37,16.2,506,12:59,10,10,43,35,55.1,wellwky01
281,Beau Bennett,21,PIT,RW,26,3,11,14,7,6,1.5,2,1,0,2,7,4,0,30,10.0,320,12:18,9,28,1,3,25.0,bennebe01
282,Zach Bogosian,22,WPG,D,33,5,9,14,-5,29,2.2,5,0,0,0,6,3,0,85,5.9,763,23:07,50,79,0,0,,bogosza01
283,Dave Bolland,26,CHI,C,35,7,7,14,-7,22,1.0,6,1,0,1,4,2,1,46,15.2,572,16:20,18,43,239,279,46.1,bollada01
284,T.J. Brodie,22,CGY,D,47,2,12,14,-9,8,2.0,2,0,0,0,6,6,0,44,4.5,950,20:13,74,24,0,0,,broditj01
285,Jason Chimera,33,WSH,LW,47,3,11,14,-5,48,0.5,3,0,0,0,11,0,0,92,3.3,596,12:40,12,73,21,15,58.3,chimeja01
286,Kyle Chipchura,26,PHX,C,46,5,9,14,1,50,1.3,5,0,0,0,9,0,0,37,13.5,446,9:42,7,61,126,135,48.3,chipcky01
287,Kyle Clifford,22,LAK,LW,48,7,7,14,1,51,1.6,7,0,0,1,7,0,0,56,12.5,509,10:36,12,155,1,8,11.1,cliffky01
288,Charlie Coyle,20,MIN,C,37,8,6,14,3,28,1.7,7,1,0,2,6,0,0,50,16.0,557,15:04,9,50,9,17,34.6,coylech01
289,Raphael Diaz,27,MTL,D,23,1,13,14,4,6,2.3,1,0,0,0,5,8,0,34,2.9,473,20:33,44,11,0,0,,diazra01
290,T.J. Galiardi,24,SJS,LW,36,5,9,14,1,14,1.5,4,1,0,0,8,1,0,68,7.4,499,13:52,15,36,5,14,26.3,galiatj01
291,Stephen Gionta,29,NJD,RW,48,4,10,14,2,14,1.3,4,0,0,0,9,0,1,58,6.9,625,13:02,14,87,137,253,35.1,giontst01
292,Dan Girardi,28,NYR,D,46,2,12,14,-1,16,2.7,2,0,0,1,10,2,0,81,2.5,1169,25:25,125,102,0,0,,girarda01
293,Boyd Gordon,29,PHX,RW,48,4,10,14,0,8,0.7,4,0,0,0,7,2,1,59,6.8,721,15:01,44,22,452,337,57.3,gordobo01
294,Jochen Hecht,35,BUF,C,47,5,9,14,6,18,1.2,4,0,1,1,9,0,0,69,7.2,644,13:42,27,24,147,206,41.6,hechtjo01
295,Patric Hörnqvist,26,NSH,RW,24,4,10,14,-1,14,1.3,0,4,0,1,7,3,0,87,4.6,389,16:14,9,29,1,1,50.0,hornqpa01
296,Olli Jokinen,34,WPG,C,45,7,7,14,-19,14,0.2,7,0,0,0,6,1,0,85,8.2,771,17:08,27,91,300,329,47.7,jokinol01
297,Erik Karlsson,22,OTT,D,17,6,8,14,8,8,3.6,3,2,1,2,6,2,0,79,7.6,462,27:09,14,10,0,0,,karlser01
298,Kevin Klein,28,NSH,D,47,3,11,14,-1,9,2.9,3,0,0,0,11,0,0,54,5.6,960,20:25,89,66,0,0,,kleinke01
299,Trevor Lewis,26,LAK,C,48,5,9,14,5,19,1.1,4,0,1,2,8,0,1,92,5.4,730,15:12,31,83,31,33,48.4,lewistr01
300,Milan Michálek,28,OTT,RW,23,4,10,14,8,17,1.7,4,0,0,0,7,2,1,58,6.9,418,18:11,13,6,2,2,50.0,michami01
301,Matt Niskanen,26,PIT,D,40,4,10,14,4,12,2.5,4,0,0,2,8,2,0,67,6.0,814,20:21,47,49,0,0,,niskama01
302,Dustin Penner,30,LAK,RW,33,2,12,14,-2,18,1.0,2,0,0,0,11,1,0,61,3.3,419,12:42,7,59,2,3,40.0,pennedu01
303,Chris Phillips,34,OTT,D,48,5,9,14,-5,43,3.2,4,1,0,0,9,0,0,89,5.6,1010,21:03,78,93,0,0,,phillch02
304,Brandon Prust,28,MTL,LW,38,5,9,14,11,110,1.6,5,0,0,1,9,0,0,39,12.8,518,13:38,26,87,25,30,45.5,prustbr01
305,Antoine Roussel,23,DAL,C,39,7,7,14,3,85,1.8,7,0,0,0,7,0,0,46,15.2,367,9:24,16,75,30,25,54.5,roussan01
306,Ľubomír Višňovský,36,NYI,D,35,3,11,14,12,20,3.6,2,1,0,0,4,7,0,69,4.3,798,22:48,52,20,0,0,,visnolu01
307,James Wisniewski,28,CBJ,D,30,5,9,14,-1,15,2.8,1,4,0,0,7,1,1,62,8.1,685,22:50,48,53,0,0,,wisnija01
308,Justin Abdelkader,25,DET,LW,48,10,3,13,6,34,1.7,10,0,0,0,3,0,0,96,10.4,711,14:49,13,120,65,60,52.0,abdelju01
309,Tyson Barrie,21,COL,D,32,2,11,13,-11,10,1.3,1,1,0,1,7,4,0,58,3.4,691,21:35,24,31,0,0,,barrity01
310,Matt Beleskey,24,ANA,LW,42,8,5,13,2,56,1.5,6,2,0,1,5,0,0,61,13.1,505,12:01,16,103,6,13,31.6,belesma01
311,Nick Bonino,24,ANA,C,27,5,8,13,-3,8,1.1,4,1,0,0,6,2,0,37,13.5,429,15:53,49,11,138,157,46.8,boninni01
312,Rene Bourque,31,MTL,LW,27,7,6,13,-1,32,1.3,5,2,0,1,5,1,0,63,11.1,441,16:20,11,37,0,1,0.0,bourqre01
313,Gregory Campbell,29,BOS,C,48,4,9,13,2,41,0.9,3,0,1,0,8,1,0,52,7.7,658,13:43,28,71,189,212,47.1,campbgr01
314,Erik Cole,34,TOT,LW,47,9,4,13,-6,20,0.8,8,1,0,2,2,2,0,86,10.5,770,16:24,27,101,22,45,32.8,coleer01
315,Trevor Daley,29,DAL,D,44,4,9,13,1,14,2.7,2,2,0,0,7,1,1,58,6.9,942,21:25,69,27,0,0,,daleytr01
316,Jonathan Ericsson,28,DET,D,45,3,10,13,6,29,3.5,3,0,0,1,10,0,0,34,8.8,960,21:19,40,67,0,0,,ericsjo01
317,Ruslan Fedotenko,34,PHI,LW,47,4,9,13,8,12,1.3,4,0,0,1,8,0,1,43,9.3,591,12:34,34,52,67,119,36.0,fedotru01
318,Andrew Ference,33,BOS,D,48,4,9,13,9,35,3.5,4,0,0,0,8,0,1,66,6.1,936,19:29,60,89,0,0,,ferenan01
319,Matt Frattin,25,TOR,RW,25,7,6,13,6,4,1.9,7,0,0,3,6,0,0,42,16.7,331,13:14,11,55,5,3,62.5,frattma01
320,Tom Gilbert,30,MIN,D,43,3,10,13,-11,18,2.0,2,1,0,0,7,3,0,36,8.3,831,19:19,57,24,0,0,,gilbeto01
321,Ron Hainsey,31,WPG,D,47,0,13,13,-8,10,1.5,0,0,0,0,12,1,0,52,0.0,1074,22:52,123,36,0,0,,hainsro01
322,Ryan Kesler,28,VAN,C,17,4,9,13,-5,12,1.2,2,2,0,1,6,3,0,36,11.1,322,18:57,13,30,174,129,57.4,keslery01
323,Jakub Kindl,25,DET,D,41,4,9,13,15,28,4.1,3,1,0,2,7,2,0,76,5.3,761,18:33,33,46,0,0,,kindlja01
324,Marcus Krüger,22,CHI,C,47,4,9,13,3,24,0.8,4,0,0,2,7,2,0,50,8.0,666,14:10,29,12,228,265,46.2,krugema01
325,Stéphane Robidas,35,DAL,D,48,1,12,13,2,56,2.5,1,0,0,0,8,4,0,46,2.2,1067,22:14,93,136,0,0,,robidst01
326,Jaden Schwartz,20,STL,C,45,7,6,13,-4,4,1.2,7,0,0,1,6,0,0,50,14.0,561,12:28,18,34,15,12,55.6,schwaja01
327,Drew Shore,22,FLA,C,43,3,10,13,-10,14,0.4,1,1,1,1,8,2,0,96,3.1,680,15:48,18,37,212,231,47.9,shoredr01
328,Ryan Smyth,36,EDM,LW,47,2,11,13,-5,40,0.3,1,0,1,0,10,1,0,69,2.9,722,15:22,24,41,87,115,43.1,smythry01
329,Nick Spaling,24,NSH,C,47,9,4,13,-10,18,0.8,8,1,0,2,2,1,1,57,15.8,745,15:52,21,38,223,259,46.3,spalini01
330,Ryan Whitney,29,EDM,D,34,4,9,13,-7,23,2.0,4,0,0,0,2,7,0,30,13.3,628,18:29,55,16,0,0,,whitnry01
331,Tommy Wingels,24,SJS,C,42,5,8,13,-9,26,0.8,4,0,1,0,7,1,0,69,7.2,598,14:14,32,115,4,12,25.0,wingeto01
332,Keith Aucoin,34,NYI,C,41,6,6,12,-1,4,1.1,5,1,0,1,6,0,0,50,12.0,512,12:30,21,33,167,177,48.5,aucoike01
333,Kevin Bieksa,31,VAN,D,36,6,6,12,6,48,3.3,4,2,0,1,5,1,0,77,7.8,790,21:56,50,60,0,0,,biekske01
334,Eric Brewer,33,TBL,D,48,4,8,12,3,30,2.3,3,1,0,1,8,0,0,56,7.1,985,20:31,94,88,0,0,,breweer01
335,Kyle Brodziak,28,MIN,C,48,8,4,12,-18,20,0.1,6,1,1,1,3,1,0,88,9.1,833,17:21,18,54,377,386,49.4,brodzky01
336,Blake Comeau,26,TOT,RW,42,6,6,12,-4,20,1.0,5,0,1,1,6,0,0,48,12.5,511,12:10,12,95,40,46,46.5,comeabl01
337,Erik Condra,26,OTT,RW,48,4,8,12,3,34,0.9,4,0,0,0,8,0,0,73,5.5,632,13:10,32,12,8,13,38.1,condrer01
338,Alexei Emelin,26,MTL,D,38,3,9,12,2,33,2.4,3,0,0,0,9,0,0,33,9.1,747,19:40,47,109,0,0,,emelial01
339,Shawn Horcoff,34,EDM,C,31,7,5,12,8,24,1.6,4,3,0,1,4,1,0,41,17.1,523,16:51,20,24,245,255,49.0,horcosh01
340,Matt Irwin,25,SJS,D,38,6,6,12,-1,10,3.0,2,4,0,0,5,1,0,79,7.6,726,19:06,65,39,0,0,,irwinma01
341,Barret Jackman,31,STL,D,46,3,9,12,6,39,3.5,3,0,0,0,9,0,0,39,7.7,889,19:19,89,70,0,0,,jackmba01
342,Ryan Johansen,20,CBJ,C,40,5,7,12,-7,12,0.6,5,0,0,2,6,1,0,84,6.0,643,16:05,14,42,272,257,51.4,johanry01
343,Andrei Loktionov,22,NJD,C,28,8,4,12,-2,4,1.7,7,1,0,0,2,2,0,47,17.0,399,14:15,8,6,80,126,38.8,loktian01
344,Andrew MacDonald,26,NYI,D,48,3,9,12,-2,20,2.4,2,1,0,1,7,2,0,45,6.7,1129,23:31,123,26,0,0,,macdoan01
345,Cody McLeod,28,COL,LW,48,8,4,12,4,83,1.3,8,0,0,0,3,1,0,79,10.1,628,13:05,17,106,7,10,41.2,mcleoco01
346,Chris Neil,33,OTT,RW,48,4,8,12,0,144,0.8,4,0,0,3,5,3,0,87,4.6,665,13:52,10,206,3,3,50.0,neilch01
347,Johnny Oduya,31,CHI,D,48,3,9,12,12,10,3.3,3,0,0,0,7,1,1,52,5.8,985,20:31,79,24,0,0,,oduyajo01
348,Jeff Petry,25,EDM,D,48,3,9,12,1,29,2.9,2,0,1,0,9,0,0,66,4.5,1052,21:55,86,112,0,1,0.0,petryje01
349,Michal Rozsíval,34,CHI,D,27,0,12,12,18,14,3.2,0,0,0,0,11,0,1,13,0.0,489,18:07,28,44,0,2,0.0,rozsimi01
350,Rob Scuderi,34,LAK,D,48,1,11,12,-6,4,2.1,1,0,0,0,10,0,1,33,3.0,1046,21:47,66,30,0,1,0.0,scudero01
