,PLAYER,Pos,GP,G,A,PTS,PS,EV,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CAP HIT,exchange cap
26,Steven Stamkos,C,77,36,28,64,9.2,21,14,1,8,17,9,2,216,16.7,1521,19:45,35,109,463,464,49.9,7500000,8001575.0
27,Loui Eriksson,RW,82,30,33,63,8.2,18,10,2,5,25,7,1,184,16.3,1598,19:29,34,22,12,9,57.1,4250000,4246323.0
28,Ryan Getzlaf,C,77,13,50,63,7.0,7,6,0,5,33,16,1,178,7.3,1502,19:30,61,108,602,617,49.4,8250000,8868172.0
29,Sean Monahan,C,81,27,36,63,6.9,20,7,0,5,23,13,0,197,13.7,1552,19:10,37,38,887,852,51.0,925000,404411.0
30,Jason Spezza,C,75,33,30,63,8.8,24,9,0,7,15,15,0,202,16.3,1239,16:31,20,9,538,443,54.8,7500000,8001575.0
31,Jeff Carter,C,77,24,38,62,8.0,19,4,1,6,29,8,1,242,9.9,1416,18:23,39,89,598,630,48.7,5272727,5428045.0
32,Corey Perry,RW,82,34,28,62,8.9,22,12,0,6,16,12,0,215,15.8,1452,17:42,36,104,2,8,20.0,8625000,9301470.0
33,Roman Josi,D,81,14,47,61,10.4,7,6,1,3,28,18,1,198,7.1,2064,25:29,185,59,0,0,,4000000,3957457.0
34,Brad Marchand,LW,77,37,24,61,9.4,27,6,4,6,20,2,2,250,14.8,1432,18:36,35,65,21,35,37.5,4500000,4535189.0
35,Mark Scheifele,C,71,29,32,61,8.6,22,7,0,3,28,4,0,194,14.9,1317,18:33,36,53,515,651,44.2,863333,333157.0
36,Mark Stone,RW,75,23,38,61,6.7,17,5,1,1,26,10,2,151,15.2,1508,20:06,54,55,8,11,42.1,3500000,3379726.0
37,Mats Zuccarello,RW,81,26,35,61,7.2,19,7,0,4,24,11,0,166,15.7,1497,18:29,69,88,5,6,45.5,4500000,4535189.0
38,Ryan Johansen,C,80,14,46,60,6.3,10,4,0,2,28,18,0,185,7.6,1405,17:34,30,115,652,594,52.3,4000000,3957457.0
39,Jussi Jokinen,LW,81,18,42,60,7.3,12,5,1,1,34,7,1,153,11.8,1482,18:17,50,43,135,127,51.5,4000000,3957457.0
40,Ryan O'Reilly,C,71,21,39,60,6.4,12,8,1,2,25,14,0,157,13.4,1543,21:44,43,17,1024,788,56.5,6000000,6268382.0
41,Wayne Simmonds,RW,81,32,28,60,7.6,19,13,0,5,20,8,0,229,14.0,1396,17:14,44,192,5,2,71.4,3975000,3928571.0
42,Aleksander Barkov,C,66,28,31,59,8.4,18,9,1,8,23,7,1,171,16.4,1282,19:26,39,43,569,587,49.2,925000,404411.0
43,Matt Duchene,C,76,30,29,59,7.2,22,8,0,6,22,7,0,200,15.0,1413,18:35,37,41,428,311,57.9,6000000,6268382.0
44,Mike Hoffman,LW,78,29,30,59,7.6,20,9,0,3,26,4,0,242,12.0,1368,17:33,29,22,8,10,44.4,2000000,1646533.0
45,Jonathan Huberdeau,LW,76,20,39,59,7.3,15,4,1,2,30,9,0,174,11.5,1379,18:09,36,53,7,11,38.9,3250000,3090861.0
46,Phil Kessel,RW,82,26,33,59,7.2,22,4,0,5,20,13,0,274,9.5,1507,18:23,13,9,2,3,40.0,8000000,8579306.0
47,Brayden Schenn,C,80,26,33,59,7.4,15,11,0,5,22,11,0,178,14.6,1352,16:54,30,187,52,64,44.8,2500000,2224264.0
48,Derick Brassard,C,80,27,31,58,7.5,19,8,0,5,17,14,0,182,14.8,1431,17:53,23,103,676,670,50.2,5000000,5112920.0
49,John Klingberg,D,76,10,48,58,10.2,8,2,0,4,28,20,0,171,5.8,1724,22:41,68,44,0,0,,4250000,4246323.0
50,Evgeni Malkin,C,57,27,31,58,7.6,16,11,0,6,15,16,0,162,16.7,1104,19:22,19,27,317,438,42.0,9500000,10312499.0
51,James Neal,RW,82,31,27,58,8.7,27,4,0,3,17,10,0,268,11.6,1564,19:04,31,113,8,19,29.6,5000000,5112920.0
52,Jonathan Toews,C,80,28,30,58,7.7,18,6,4,8,24,3,3,179,15.6,1540,19:15,38,81,921,652,58.6,10500000,11467962.0
53,Tyler Toffoli,C,82,31,27,58,9.1,21,9,1,4,25,2,0,213,14.6,1420,17:19,19,70,0,4,0.0,3250000,3090861.0
54,Kyle Palmieri,RW,82,30,27,57,8.2,19,11,0,4,15,12,0,222,13.5,1460,17:48,51,129,10,17,37.0,1466667,1030287.0
55,Jack Eichel,C,81,24,32,56,6.3,16,8,0,5,19,13,0,238,10.1,1549,19:07,25,43,402,578,41.0,925000,404411.0
56,Alex Galchenyuk,C,82,30,26,56,7.0,21,9,0,4,19,7,0,201,14.9,1333,16:16,36,62,359,390,47.9,2800000,2570903.0
57,Mark Giordano,D,82,21,35,56,9.2,11,9,1,2,23,10,2,212,9.9,2032,24:47,193,65,0,0,,4020000,3980567.0
58,Mikko Koivu,C,82,17,39,56,6.0,6,10,1,2,28,10,1,141,12.1,1634,19:56,57,38,988,771,56.2,6750000,7134978.0
59,Bobby Ryan,RW,81,22,34,56,6.0,16,6,0,2,24,10,0,183,12.0,1391,17:10,24,106,3,8,27.3,7250000,7712710.0
60,Oliver Ekman-Larsson,D,75,21,34,55,9.5,9,12,0,8,19,15,0,228,9.2,1858,24:46,67,154,0,0,,5500000,5690651.0
61,Milan Lucic,LW,81,20,35,55,7.2,18,2,0,5,29,6,0,124,16.1,1396,17:14,22,244,7,13,35.0,6000000,6268382.0
62,Patrick Sharp,LW,76,20,35,55,5.9,13,7,0,6,18,17,0,226,8.8,1339,17:37,24,76,16,17,48.5,5900000,6152836.0
63,Cam Atkinson,RW,81,27,26,53,6.2,21,4,2,3,20,6,0,226,11.9,1442,17:48,40,47,2,2,50.0,3500000,3379726.0
64,Dustin Byfuglien,D,81,19,34,53,9.7,15,3,1,6,19,14,1,247,7.7,2041,25:12,105,222,0,0,,5200000,5344012.0
65,Ryan Kesler,C,79,21,32,53,6.4,15,5,1,4,22,10,0,164,12.8,1543,19:32,92,168,980,695,58.5,5000000,5112920.0
66,Gabriel Landeskog,LW,75,20,33,53,5.6,15,4,1,2,21,10,2,169,11.8,1419,18:56,66,141,31,25,55.4,5571429,5773184.0
67,Zach Parise,LW,70,25,28,53,6.6,18,7,0,7,17,11,0,234,10.7,1350,19:18,42,71,0,4,0.0,7538462,8046017.0
68,Brandon Saad,LW,78,31,22,53,7.2,25,6,0,7,19,2,1,233,13.3,1343,17:13,25,43,19,15,55.9,6000000,6268382.0
69,Derek Stepan,C,72,22,31,53,6.4,14,5,3,5,22,9,0,192,11.5,1278,17:45,39,38,515,589,46.6,6500000,6846113.0
70,Vincent Trocheck,C,76,25,28,53,7.1,20,4,1,4,19,9,0,174,14.4,1351,17:46,41,125,547,559,49.5,661667,100140.0
71,Max Domi,LW,81,18,34,52,5.8,15,3,0,0,21,12,1,156,11.5,1326,16:22,25,34,20,35,36.4,863333,333157.0
72,Nathan MacKinnon,C,72,21,31,52,5.7,14,7,0,6,21,9,1,245,8.6,1358,18:52,53,46,507,540,48.4,925000,404411.0
73,Frans Nielsen,C,81,20,32,52,5.8,11,7,2,2,19,13,0,181,11.0,1435,17:43,92,35,586,583,50.1,2750000,2513130.0
74,Alexander Steen,LW,67,17,35,52,5.8,14,2,1,2,16,19,0,172,9.9,1365,20:22,35,50,159,198,44.5,5800000,6037289.0
75,Justin Williams,RW,82,22,30,52,6.6,19,3,0,3,23,6,1,201,10.9,1366,16:39,43,32,57,52,52.3,3250000,3090861.0
76,Drew Doughty,D,82,14,37,51,11.6,4,9,1,3,21,15,1,197,7.1,2297,28:01,105,125,0,0,,7000000,7423844.0
77,Leon Draisaitl,C,72,19,32,51,5.8,14,5,0,2,28,4,0,133,14.3,1300,18:03,18,38,502,536,48.4,925000,404411.0
78,Patric Hörnqvist,RW,82,22,29,51,6.4,13,9,0,3,23,6,0,257,8.6,1382,16:51,54,160,5,3,62.5,4250000,4246323.0
79,T.J. Oshie,RW,80,26,25,51,6.7,15,11,0,5,19,6,0,185,14.1,1517,18:58,62,134,138,124,52.7,4175000,4159663.0
80,Jeff Skinner,LW,82,28,23,51,7.0,24,4,0,7,20,3,0,258,10.9,1336,16:17,17,21,20,27,42.6,5725000,5950630.0
81,Carl Söderberg,C,82,12,39,51,4.3,8,3,1,0,27,11,1,163,7.4,1477,18:01,71,27,338,381,47.0,4750000,4824054.0
82,Lee Stempniak,RW,82,19,32,51,6.1,15,3,1,4,23,9,0,146,13.0,1471,17:57,34,113,2,11,15.4,850000,317752.0
83,P.K. Subban,D,68,6,45,51,8.3,4,2,0,0,23,22,0,176,3.4,1793,26:22,80,102,0,0,,9000000,9734768.0
84,Ryan Suter,D,82,8,43,51,10.0,4,3,1,2,24,18,1,188,4.3,2345,28:36,142,69,0,0,,7538462,8046017.0
85,Shea Weber,D,78,20,31,51,9.5,6,14,0,1,18,12,1,189,10.6,1979,25:23,160,169,0,0,,7857143,8414240.0
86,Mika Zibanejad,C,81,21,30,51,5.5,17,2,2,7,21,9,0,184,11.4,1439,17:46,43,111,659,647,50.5,2625000,2368697.0
87,Adam Henrique,C,80,30,20,50,7.6,21,7,2,8,14,5,1,149,20.1,1586,19:50,56,66,617,764,44.7,4000000,3957457.0
88,Mike Ribeiro,C,81,7,43,50,4.6,5,2,0,0,30,13,0,76,9.2,1413,17:27,20,61,288,472,37.9,3500000,3379726.0
89,Reilly Smith,RW,82,25,25,50,6.6,20,5,0,3,18,6,1,173,14.5,1526,18:37,39,85,0,2,0.0,3425000,3293067.0
90,Henrik Zetterberg,C,82,13,37,50,3.9,11,2,0,3,17,20,0,214,6.1,1592,19:25,26,54,539,536,50.1,6083333,6364670.0
91,Tyson Barrie,D,78,13,36,49,7.2,9,3,1,5,17,18,1,172,7.6,1810,23:12,84,37,0,0,,2600000,2339810.0
92,Pavel Datsyuk,C,66,16,33,49,5.6,8,8,0,1,21,12,0,181,8.8,1297,19:39,33,70,599,517,53.7,7500000,8001575.0
93,Scott Hartnell,LW,79,23,26,49,5.6,13,10,0,1,24,2,0,150,15.3,1231,15:35,41,131,0,3,0.0,4750000,4824054.0
94,Boone Jenner,C,82,30,19,49,6.0,20,9,1,3,14,5,0,225,13.3,1346,16:25,71,213,156,138,53.1,778333,234943.0
95,Brent Seabrook,D,81,14,35,49,9.2,8,6,0,3,16,19,0,167,8.4,1849,22:49,150,121,0,0,,5800000,6037289.0
96,Ryan Spooner,C,80,13,36,49,4.5,7,6,0,4,25,11,0,162,8.0,1211,15:08,19,53,304,407,42.8,950000,433298.0
97,Paul Stastny,C,64,10,39,49,4.9,8,2,0,2,27,12,0,103,9.7,1226,19:09,40,32,684,536,56.1,7000000,7423844.0
98,Brandon Dubinsky,C,75,17,31,48,4.3,12,5,0,3,26,5,0,158,10.8,1407,18:46,40,235,780,704,52.6,5850000,6095063.0
99,Patrick Marleau,LW,82,25,23,48,4.7,13,11,1,5,9,14,0,216,11.6,1560,19:02,36,64,267,258,50.9,6666667,7038690.0
100,Connor McDavid,C,45,16,32,48,5.8,13,3,0,5,21,11,0,105,15.2,850,18:53,10,12,249,355,41.2,925000,404411.0
101,Victor Rask,C,80,21,27,48,5.6,16,5,0,5,14,13,0,160,13.1,1359,16:59,34,32,479,456,51.2,680833,122286.0
102,Jordan Staal,C,82,20,28,48,5.8,14,6,0,4,22,4,2,151,13.2,1501,18:18,31,165,806,589,57.8,6000000,6268382.0
103,Mikael Backlund,C,82,21,26,47,5.5,15,3,3,4,19,6,1,155,13.5,1347,16:26,51,68,539,604,47.2,3575000,3466386.0
104,Shane Doan,RW,72,28,19,47,6.5,16,12,0,4,14,5,0,170,16.5,1267,17:36,15,115,74,69,51.7,5300000,5459558.0
105,Jordan Eberle,RW,69,25,22,47,5.7,18,7,0,4,18,4,0,173,14.5,1232,17:51,23,28,5,3,62.5,6000000,6268382.0
106,Victor Hedman,D,78,10,37,47,10.1,9,1,0,0,26,10,1,180,5.6,1799,23:04,132,62,0,0,,4000000,3957457.0
107,Keith Yandle,D,82,5,42,47,6.3,3,2,0,1,22,20,0,160,3.1,1637,19:58,68,43,0,0,,5250000,5401785.0
108,Shayne Gostisbehere,D,64,17,29,46,8.9,9,8,0,5,15,14,0,152,11.2,1286,20:05,59,27,1,0,100.0,925000,404411.0
109,Marcus Johansson,LW,74,17,29,46,5.4,11,6,0,7,21,8,0,132,12.9,1231,16:38,24,38,128,150,46.0,3750000,3668592.0
110,Andrew Ladd,LW,78,25,21,46,4.9,13,10,2,3,17,4,0,181,13.8,1475,18:55,42,155,8,5,61.5,4400000,4419642.0
111,David Backes,C,79,21,24,45,5.2,13,8,0,3,19,5,0,168,12.5,1519,19:14,63,239,620,572,52.0,4500000,4535189.0
112,Nazem Kadri,C,76,17,28,45,4.0,13,4,0,2,18,10,0,260,6.5,1389,18:16,43,148,641,663,49.2,4100000,4073004.0
113,Dylan Larkin,C,80,23,22,45,6.0,19,4,0,5,21,1,0,221,10.4,1324,16:33,25,65,41,59,41.0,925000,404411.0
114,Joe Colborne,C,73,19,25,44,4.6,16,3,0,2,23,2,0,100,19.0,1107,15:10,28,122,85,70,54.8,1275000,808823.0
115,Anthony Duclair,LW,81,20,24,44,5.8,12,8,0,2,20,4,0,105,19.0,1164,14:22,27,27,0,1,0.0,772500,228203.0
116,Mikael Granlund,C,82,13,31,44,3.6,10,2,1,3,22,9,0,160,8.1,1486,18:07,56,86,528,556,48.7,3000000,2801995.0
117,Torey Krug,D,81,4,40,44,7.2,3,1,0,1,22,18,0,244,1.6,1751,21:37,94,61,2,0,100.0,3400000,3264180.0
118,Andrei Markov,D,82,5,39,44,6.7,1,4,0,0,26,13,0,117,4.3,1955,23:50,142,57,0,0,,5750000,5979516.0
119,Kevin Shattenkirk,D,72,14,30,44,7.1,8,6,0,1,9,20,1,180,7.8,1614,22:25,113,82,0,0,,4250000,4246323.0
120,Dougie Hamilton,D,82,12,31,43,5.7,7,5,0,3,20,11,0,190,6.3,1621,19:46,106,78,0,0,,5750000,5979516.0
121,Duncan Keith,D,67,9,34,43,8.4,5,4,0,4,19,14,1,130,6.9,1691,25:14,116,16,0,1,0.0,5538462,5735092.0
122,Chris Kreider,LW,79,21,22,43,5.4,16,5,0,3,19,3,0,158,13.3,1261,15:57,33,177,5,1,83.3,2475000,2195378.0
123,J.T. Miller,C,82,22,21,43,5.5,20,2,0,5,19,2,0,135,16.3,1233,15:02,48,174,68,89,43.3,874000,345483.0
124,Nino Niederreiter,RW,82,20,23,43,5.5,18,2,0,1,20,3,0,159,12.6,1275,15:33,19,129,11,16,40.7,2666667,2416842.0
125,Gustav Nyquist,RW,82,17,26,43,4.7,10,7,0,3,21,5,0,161,10.6,1244,15:10,19,58,0,2,0.0,4750000,4824054.0
126,Jean-Gabriel Pageau,C,82,19,24,43,5.3,11,1,7,2,21,1,2,133,14.3,1370,16:42,60,166,614,563,52.2,900000,375525.0
127,Teddy Purcell,RW,76,14,29,43,3.9,12,2,0,2,20,8,1,149,9.4,1279,16:50,15,31,2,4,33.3,4500000,4535189.0
128,Rickard Rakell,C,72,20,23,43,5.4,16,4,0,7,17,6,0,169,11.8,1157,16:04,30,121,197,254,43.7,894167,368785.0
129,Joel Ward,RW,79,21,22,43,4.4,15,5,1,3,14,7,1,138,15.2,1341,16:58,53,68,237,255,48.2,3275000,3119747.0
130,Justin Abdelkader,LW,82,19,23,42,3.8,13,6,0,4,16,7,0,155,12.3,1512,18:26,44,207,5,9,35.7,1800000,1415441.0
131,Artem Anisimov,C,77,20,22,42,4.9,12,5,3,1,16,5,1,121,16.5,1393,18:05,40,53,507,641,44.2,3283333,3129376.0
132,Charlie Coyle,C,82,21,21,42,4.9,19,2,0,4,16,4,1,140,15.0,1419,17:18,60,130,228,274,45.4,3200000,3033088.0
133,Bryan Little,C,57,17,25,42,4.2,13,2,2,2,15,10,0,127,13.4,1117,19:36,22,48,674,640,51.3,4700000,4766281.0
134,Sam Reinhart,C,79,23,19,42,5.2,15,8,0,3,17,2,0,165,13.9,1330,16:50,26,26,36,72,33.3,894167,368785.0
135,Travis Zajac,C,74,14,28,42,4.7,6,6,2,2,16,11,1,111,12.6,1469,19:51,41,65,715,672,51.6,5750000,5979516.0
136,Martin Hanzal,C,64,13,28,41,4.0,9,3,1,2,18,10,0,141,9.2,1139,17:48,28,126,586,462,55.9,3100000,2917542.0
137,Mathieu Perreault,C,71,9,32,41,3.2,3,6,0,1,23,9,0,133,6.8,1175,16:33,33,83,94,109,46.3,3000000,2801995.0
138,Rasmus Ristolainen,D,82,9,32,41,6.7,5,4,0,1,15,17,0,202,4.5,2073,25:17,137,139,0,0,,925000,404411.0
139,Thomas Vanek,LW,74,18,23,41,4.5,12,6,0,5,15,8,0,146,12.3,1155,15:37,17,18,12,26,31.6,6500000,6846113.0
140,Jason Chimera,LW,82,20,20,40,4.7,14,4,2,3,15,5,0,165,12.1,1152,14:03,13,103,8,20,28.6,2000000,1646533.0
141,Brendan Gallagher,RW,53,19,21,40,5.6,12,7,0,0,18,3,0,173,11.0,879,16:35,25,43,12,17,41.4,3750000,3668592.0
142,Bo Horvat,C,82,16,24,40,2.9,12,4,0,4,16,8,0,155,10.3,1405,17:08,53,69,760,733,50.9,894167,368785.0
143,Alex Killorn,C,81,14,26,40,4.6,11,3,0,3,22,3,1,154,9.1,1360,16:48,23,76,31,49,38.8,2550000,2282037.0
144,Chris Kunitz,LW,80,17,23,40,5.2,15,2,0,1,19,4,0,150,11.3,1346,16:49,33,264,5,6,45.5,3850000,3784138.0
145,Nick Leddy,D,81,5,35,40,5.9,2,3,0,1,19,16,0,121,4.1,1832,22:37,87,83,0,0,,5500000,5690651.0
146,Jake Muzzin,D,82,8,32,40,7.8,7,1,0,1,19,12,1,203,3.9,1891,23:04,135,197,0,0,,4000000,3957457.0
147,Brock Nelson,LW,81,26,14,40,5.2,23,3,0,3,12,2,0,165,15.8,1280,15:48,50,59,186,202,47.9,2500000,2224264.0
148,Alexander Wennberg,C,69,8,32,40,3.5,7,1,0,1,21,11,0,97,8.2,1094,15:52,46,32,400,522,43.4,925000,404411.0
149,Troy Brouwer,RW,82,18,21,39,4.3,11,7,0,4,18,3,0,142,12.7,1394,17:00,52,200,65,49,57.0,3666667,3572304.0
150,John Carlson,D,56,8,31,39,7.7,6,2,0,4,18,12,1,124,6.5,1327,23:42,114,46,0,0,,3966667,3918942.0
151,Sean Couturier,C,63,11,28,39,4.0,9,2,0,1,22,5,1,119,9.2,1172,18:36,30,31,537,568,48.6,1750000,1357668.0
152,Carl Hagelin,LW,80,14,25,39,4.3,14,0,0,6,23,0,2,178,7.9,1257,15:42,33,84,6,8,42.9,4000000,3957457.0
153,Elias Lindholm,C,82,11,28,39,2.6,9,2,0,3,14,14,0,176,6.3,1485,18:07,45,112,213,221,49.1,925000,404411.0
154,Jamie McGinn,LW,84,22,17,39,5.0,13,9,0,5,14,3,0,156,14.1,1201,14:18,27,164,4,3,57.1,2950000,2744222.0
155,Jakob Silfverberg,RW,82,20,19,39,5.0,18,2,0,2,16,2,1,215,9.3,1392,16:58,58,87,4,16,20.0,3750000,3668592.0
156,Eric Staal,C,83,13,26,39,3.4,12,1,0,0,20,6,0,199,6.5,1540,18:33,33,74,446,396,53.0,8250000,8868172.0
157,Marc-Édouard Vlasic,D,67,8,31,39,7.9,6,2,0,0,21,8,2,116,6.9,1550,23:08,129,47,0,2,0.0,4250000,4246323.0
158,André Burakovsky,LW,79,17,21,38,4.6,17,0,0,1,17,4,0,126,13.5,1029,13:01,24,37,17,20,45.9,894167,368785.0
159,Mike Cammalleri,LW,42,14,24,38,5.6,11,3,0,1,17,7,0,101,13.9,810,19:17,13,15,7,7,50.0,5000000,5112920.0
160,Nikolaj Ehlers,RW,72,15,23,38,4.1,11,4,0,0,16,7,0,167,9.0,1159,16:06,25,29,0,2,0.0,894167,368785.0
161,Jannik Hansen,RW,67,22,16,38,5.8,20,1,1,5,16,0,0,117,18.8,1101,16:26,19,39,6,15,28.6,2500000,2224264.0
162,Tyler Johnson,C,69,14,24,38,4.2,11,3,0,7,14,10,0,167,8.4,1183,17:08,25,46,479,507,48.6,3333333,3187149.0
163,Drew Stafford,RW,78,21,17,38,3.3,14,6,1,6,12,3,2,187,11.2,1394,17:52,15,59,51,50,50.5,4350000,4361869.0
164,Sami Vatanen,D,71,9,29,38,8.0,5,4,0,2,14,15,0,140,6.4,1513,21:19,105,85,0,0,,1262500,794380.0
165,Antoine Vermette,C,76,17,21,38,3.5,10,6,1,2,11,10,0,123,13.8,1265,16:39,57,55,754,597,55.8,3750000,3668592.0
166,Kris Versteeg,RW,77,15,23,38,4.3,13,2,0,4,16,7,0,156,9.6,1185,15:23,32,20,8,8,50.0,4400000,4419642.0
167,Matt Beleskey,LW,80,15,22,37,3.9,12,3,0,1,18,4,0,168,8.9,1269,15:51,44,260,6,19,24.0,3800000,3726365.0
168,Robby Fabbri,C,72,18,19,37,4.6,16,2,0,3,13,6,0,114,15.8,959,13:19,9,51,6,9,40.0,894167,368785.0
169,Justin Faulk,D,64,16,21,37,6.4,4,12,0,4,16,5,0,184,8.7,1539,24:03,65,109,0,1,0.0,4833333,4920342.0
170,Nick Foligno,LW,72,12,25,37,2.9,12,0,0,2,12,13,0,149,8.1,1216,16:54,46,152,83,93,47.2,5500000,5690651.0
171,Alex Goligoski,D,82,5,32,37,7.2,4,1,0,1,27,4,1,127,3.9,1954,23:50,159,100,0,0,,4600000,4650735.0
172,Alex Pietrangelo,D,73,7,30,37,7.9,6,1,0,1,25,4,1,182,3.8,1920,26:18,136,48,0,0,,6500000,6846113.0
173,Tobias Rieder,RW,82,14,23,37,2.5,12,2,0,1,16,6,1,189,7.4,1419,17:18,43,54,10,19,34.5,853333,321603.0
174,Craig Smith,RW,82,21,16,37,4.7,19,2,0,6,13,3,0,199,10.6,1245,15:11,18,84,76,154,33.0,4250000,4246323.0
175,Sam Bennett,C,77,18,18,36,3.4,15,3,0,2,13,5,0,136,13.2,1166,15:09,32,110,160,187,46.1,925000,404411.0
176,Blake Comeau,LW,81,12,24,36,2.6,8,2,2,3,18,6,0,142,8.5,1428,17:38,35,173,276,290,48.8,2400000,2108718.0
177,Logan Couture,C,52,15,21,36,4.3,10,5,0,4,11,10,0,137,10.9,904,17:23,38,29,271,305,47.0,6000000,6268382.0
178,Joonas Donskoi,RW,76,11,25,36,3.7,8,3,0,1,20,5,0,107,10.3,1076,14:09,46,31,2,1,66.7,925000,404411.0
179,Aaron Ekblad,D,78,15,21,36,8.2,12,3,0,4,15,6,0,182,8.2,1691,21:41,59,87,0,0,,925000,404411.0
180,Kevin Hayes,RW,79,14,22,36,3.9,11,3,0,3,19,3,0,133,10.5,1079,13:40,23,59,137,244,36.0,900000,375525.0
181,Leo Komarov,C,67,19,17,36,3.7,14,4,1,2,14,3,0,130,14.6,1195,17:50,27,283,62,65,48.8,2950000,2744222.0
182,Anders Lee,LW,80,15,21,36,3.7,7,8,0,3,15,6,0,183,8.2,1166,14:35,31,164,1,5,16.7,3750000,3668592.0
183,Rick Nash,LW,60,15,21,36,4.3,11,4,0,4,18,2,1,183,8.2,1016,16:56,24,69,0,1,0.0,7800000,8348214.0
184,Tanner Pearson,LW,79,15,21,36,4.3,13,2,0,4,19,2,0,137,10.9,1142,14:28,34,104,8,17,32.0,1400000,953256.0
185,David Perron,LW,71,12,24,36,3.6,8,4,0,1,16,8,0,147,8.2,1080,15:13,23,142,2,8,20.0,3812500,3740808.0
186,Jason Pominville,RW,75,11,25,36,3.8,8,3,0,2,18,7,0,187,5.9,1227,16:22,31,31,37,45,45.1,5600000,5806197.0
187,Morgan Rielly,D,82,9,27,36,5.6,6,2,1,0,21,6,0,167,5.4,1905,23:14,122,58,0,0,,894167,368785.0
