,PLAYER,Pos,GP,G,A,PTS,PS,EV,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CAP HIT,exchange cap
31,Patrick Sharp,C,82,25,41,66,7.9,19,4,2,4,28,12,1,266,9.4,1486,18:07,24.0,45,241.0,225.0,51.7,3900000,4938380.0
32,Tim Connolly,C,73,17,48,65,6.9,9,7,1,5,27,20,1,206,8.3,1359,18:37,46.0,23,349.0,398.0,46.7,4500000,5809859.0
33,Jussi Jokinen,LW,81,30,35,65,8.0,20,10,0,6,21,14,0,160,18.8,1362,16:49,24.0,55,136.0,129.0,51.3,1700000,1742957.0
34,Antoine Vermette,C,82,27,38,65,7.0,19,6,2,1,32,6,0,156,17.3,1652,20:09,40.0,91,852.0,721.0,54.2,2762500,3286201.0
35,Wojtek Wolski,LW,80,23,42,65,7.6,21,2,0,5,34,8,0,195,11.8,1499,18:44,29.0,33,16.0,20.0,44.4,2800000,3340669.0
36,Bobby Ryan,RW,81,35,29,64,8.4,24,11,0,3,19,10,0,258,13.6,1498,18:29,17.0,127,41.0,52.0,44.1,821667,467209.0
37,Chris Stewart,RW,77,28,36,64,7.6,25,3,0,5,26,10,0,221,12.7,1286,16:42,11.0,100,3.0,5.0,37.5,811667,452685.0
38,Dustin Penner,RW,82,32,31,63,8.0,23,9,0,1,23,8,0,203,15.8,1507,18:23,43.0,53,199.0,219.0,47.6,4250000,5446742.0
39,Jason Pominville,RW,82,24,38,62,7.1,16,8,0,2,26,12,0,252,9.5,1537,18:45,41.0,45,42.0,78.0,35.0,5300000,6971830.0
40,Mike Richards,C,82,31,31,62,7.3,17,13,1,3,12,18,1,237,13.1,1673,20:24,64.0,145,696.0,677.0,50.7,5750000,7625440.0
41,Jeff Carter,C,74,33,28,61,8.0,20,11,2,6,17,11,0,319,10.3,1428,19:18,34.0,60,688.0,626.0,52.4,5000000,6536091.0
42,Jamie Langenbrunner,RW,81,19,42,61,6.5,11,6,2,4,27,13,2,228,8.3,1584,19:33,21.0,108,29.0,31.0,48.3,2800000,3340669.0
43,Stephen Weiss,C,80,28,32,60,6.4,16,12,0,2,21,10,1,180,15.6,1600,20:00,59.0,43,813.0,738.0,52.4,3100000,3776408.0
44,Drew Doughty,D,82,16,43,59,11.9,7,9,0,5,21,22,0,142,11.3,2048,24:59,75.0,155,0.0,0.0,,875000,544674.0
45,Scott Gomez,C,78,12,47,59,5.3,7,5,0,1,33,14,0,180,6.7,1555,19:56,34.0,30,698.0,677.0,50.8,7357143,9959758.0
46,Brooks Laich,C,78,25,34,59,6.4,12,12,1,4,24,9,1,222,11.3,1426,18:17,39.0,92,149.0,178.0,45.6,2066667,2275528.0
47,Rene Bourque,LW,73,27,31,58,7.4,17,6,4,5,24,7,0,215,12.6,1337,18:19,44.0,91,8.0,17.0,32.0,1350000,1234595.0
48,Dan Boyle,D,76,15,43,58,9.9,9,6,0,3,20,23,0,180,8.3,1992,26:13,130.0,51,0.0,3.0,0.0,6666666,8956865.0
49,Ray Whitney,LW,80,21,37,58,5.6,14,7,0,5,25,12,0,171,12.3,1532,19:09,27.0,24,3.0,6.0,33.3,3550000,4430017.0
50,Ryane Clowe,LW,82,19,38,57,5.6,17,2,0,2,25,13,0,189,10.1,1408,17:10,33.0,157,35.0,38.0,47.9,3625000,4538952.0
51,Nathan Horton,C,65,20,37,57,5.9,11,7,2,4,33,4,0,159,12.6,1358,20:53,20.0,34,48.0,37.0,56.5,4000000,5083626.0
52,Andy McDonald,C,79,24,33,57,6.1,18,6,0,3,17,16,0,191,12.6,1432,18:08,28.0,46,241.0,206.0,53.9,4700000,6100352.0
53,Jason Spezza,C,60,23,34,57,6.8,12,11,0,5,21,13,0,165,13.9,1144,19:04,11.0,23,503.0,491.0,50.6,7000000,9441021.0
54,Matt Stajan,C,82,19,38,57,5.2,12,7,0,4,28,8,2,132,14.4,1551,18:55,41.0,75,680.0,637.0,51.6,1750000,1815580.0
55,Dustin Brown,RW,82,24,32,56,5.6,17,7,0,3,22,10,0,248,9.7,1579,19:15,25.0,283,17.0,22.0,43.6,3175000,3885343.0
56,Shane Doan,RW,82,18,37,55,5.5,13,5,0,4,26,11,0,234,7.7,1571,19:10,25.0,154,70.0,83.0,45.8,4550000,5882482.0
57,Matt Duchene,C,81,24,31,55,5.8,13,10,1,2,20,11,0,180,13.3,1436,17:44,28.0,51,479.0,609.0,44.0,900000,580985.0
58,Phil Kessel,RW,70,30,25,55,6.3,22,8,0,5,17,8,0,297,10.1,1368,19:33,13.0,13,59.0,63.0,48.4,5400000,7117077.0
59,James Neal,LW,78,27,28,55,6.1,24,2,1,4,19,8,1,200,13.5,1419,18:12,32.0,174,19.0,41.0,31.7,646667,213028.0
60,Rich Peverley,C,82,22,33,55,4.7,13,7,2,7,21,9,3,166,13.3,1530,18:40,34.0,23,647.0,546.0,54.2,487500,-18155.0
61,R.J. Umberger,C,82,23,32,55,4.9,14,8,1,4,20,12,0,221,10.4,1572,19:10,60.0,107,372.0,332.0,52.8,3750000,4720510.0
62,John Tavares,C,82,24,30,54,5.1,13,11,0,2,16,14,0,186,12.9,1477,18:00,28.0,42,536.0,593.0,47.5,900000,580985.0
63,Daniel Brière,C,75,26,27,53,6.5,18,8,0,1,18,9,0,193,13.5,1244,16:35,17.0,53,53.0,67.0,44.2,6500000,8714788.0
64,Mike Fisher,C,79,25,28,53,6.0,15,10,0,6,23,3,2,212,11.8,1498,18:58,79.0,208,673.0,618.0,52.1,4200000,5374119.0
65,Matthew Lombardi,C,78,19,34,53,5.8,15,4,0,2,22,12,0,174,10.9,1399,17:56,27.0,62,445.0,454.0,49.5,1816667,1912412.0
66,Mason Raymond,LW,82,25,28,53,5.6,17,8,0,4,18,10,0,217,11.5,1421,17:20,19.0,64,8.0,15.0,34.8,693333,280809.0
67,Mike Ribeiro,C,66,19,34,53,5.2,9,8,2,0,17,15,2,155,12.3,1289,19:32,27.0,93,493.0,609.0,44.7,5000000,6536091.0
68,Mikael Samuelsson,RW,74,30,23,53,6.9,23,7,0,4,16,7,0,219,13.7,1271,17:10,16.0,50,11.0,20.0,35.5,2500000,2904929.0
69,Ryan Smyth,LW,67,22,31,53,6.1,11,11,0,3,18,13,0,206,10.7,1319,19:41,24.0,41,30.0,30.0,50.0,6250000,8351672.0
70,Thomas Vanek,LW,71,28,25,53,7.0,18,10,0,6,17,8,0,182,15.4,1190,16:46,15.0,45,0.0,7.0,0.0,7142857,9648515.0
71,Patrice Bergeron,C,73,19,33,52,5.8,18,0,1,4,24,8,1,184,10.3,1380,18:54,45.0,49,768.0,557.0,58.0,4750000,6172975.0
72,Kyle Okposo,RW,80,19,33,52,3.7,15,4,0,4,14,18,1,249,7.6,1643,20:32,44.0,62,33.0,36.0,47.8,821667,467209.0
73,Patric Hörnqvist,RW,80,30,21,51,7.4,20,10,0,8,19,2,0,275,10.9,1255,15:41,26.0,69,5.0,13.0,27.8,583333,121038.0
74,Joe Pavelski,C,67,25,26,51,5.8,21,3,1,5,15,10,1,228,11.0,1305,19:29,60.0,58,478.0,343.0,58.2,1637500,1652178.0
75,Steve Sullivan,C,82,17,34,51,5.0,12,5,0,4,26,8,0,152,11.2,1470,17:55,13.0,26,1.0,9.0,10.0,3750000,4720510.0
76,Mike Cammalleri,C,65,26,24,50,6.5,22,4,0,4,13,11,0,218,11.9,1269,19:31,27.0,18,26.0,25.0,51.0,6000000,7988556.0
77,Toby Enström,D,82,6,44,50,6.9,4,2,0,0,26,17,1,109,5.5,1826,22:16,99.0,20,0.0,0.0,,3750000,4720510.0
78,Sergei Gonchar,D,62,11,39,50,7.4,5,6,0,3,14,24,1,138,8.0,1513,24:24,90.0,64,0.0,0.0,,5000000,6536091.0
79,Olli Jokinen,C,82,15,35,50,4.8,12,3,0,3,23,12,0,236,6.4,1465,17:52,38.0,110,480.0,493.0,49.3,5250000,6899207.0
80,Alexei Ponikarovsky,LW,77,21,29,50,5.2,16,5,0,1,22,7,0,184,11.4,1268,16:28,43.0,146,12.0,26.0,31.6,2105000,2331205.0
81,Martin Erat,LW,74,21,28,49,5.1,16,5,0,2,18,9,1,168,12.5,1331,17:59,36.0,48,24.0,49.0,32.9,4500000,5809859.0
82,Jordan Staal,C,82,21,28,49,5.4,18,1,2,1,23,4,1,195,10.8,1590,19:24,41.0,117,633.0,679.0,48.2,4000000,5083626.0
83,Mark Streit,D,82,11,38,49,8.1,2,9,0,2,25,13,0,187,5.9,2107,25:42,132.0,78,0.0,1.0,0.0,4100000,5228873.0
84,David Backes,RW,79,17,31,48,4.6,12,5,0,3,27,3,1,163,10.4,1446,18:18,60.0,266,504.0,561.0,47.3,2500000,2904929.0
85,Matt Cullen,C,81,16,32,48,4.0,12,2,2,2,21,10,1,195,8.2,1519,18:45,48.0,70,568.0,542.0,51.2,2875000,3449603.0
86,Matt Moulson,LW,82,30,18,48,5.9,22,8,0,5,11,7,0,208,14.4,1364,16:38,52.0,113,3.0,1.0,75.0,575000,108934.0
87,Tyler Myers,D,82,11,37,48,9.8,8,3,0,1,23,13,1,104,10.6,1947,23:44,133.0,89,0.0,0.0,,875000,544674.0
88,T.J. Oshie,C,76,18,30,48,4.9,16,1,1,3,16,14,0,158,11.4,1392,18:19,65.0,149,64.0,89.0,41.8,850000,508362.0
89,Lee Stempniak,RW,80,28,20,48,5.7,18,9,1,2,13,7,0,212,13.2,1386,17:19,25.0,87,17.0,22.0,43.6,2500000,2904929.0
90,Claude Giroux,RW,82,16,31,47,4.3,8,8,0,2,18,13,0,145,11.0,1362,16:37,48.0,76,297.0,303.0,49.5,821667,467209.0
91,Ryan Malone,LW,69,21,26,47,4.8,14,7,0,7,17,8,1,172,12.2,1295,18:46,22.0,174,37.0,57.0,39.4,4500000,5809859.0
92,David Perron,LW,82,20,27,47,4.7,14,5,1,2,18,8,1,166,12.0,1325,16:09,12.0,78,8.0,13.0,38.1,875000,544674.0
93,Alexander Steen,C,68,24,23,47,6.2,15,7,2,4,14,9,0,189,12.7,1107,16:17,39.0,45,30.0,43.0,41.1,1700000,1742957.0
94,Jarret Stoll,C,73,16,31,47,5.1,12,4,0,4,13,17,1,164,9.8,1272,17:25,34.0,189,610.0,481.0,55.9,3600000,4502640.0
95,Jason Arnott,C,63,19,27,46,5.1,13,6,0,3,15,12,0,216,8.8,1178,18:42,17.0,24,526.0,551.0,48.8,4500000,5809859.0
96,Steve Downie,RW,79,22,24,46,5.9,15,7,0,1,20,4,0,116,19.0,1162,14:43,20.0,139,17.0,17.0,50.0,585000,123459.0
97,Brian Gionta,RW,61,28,18,46,6.2,18,10,0,3,12,6,0,237,11.8,1266,20:45,33.0,36,7.0,6.0,53.8,5000000,6536091.0
98,Brenden Morrow,LW,76,20,26,46,4.3,10,9,1,2,16,10,0,155,12.9,1457,19:10,48.0,230,9.0,22.0,29.0,4100000,5228873.0
99,Bill Guerin,RW,78,21,24,45,4.2,10,11,0,4,17,7,0,227,9.3,1367,17:32,13.0,77,14.0,14.0,50.0,2000000,2178697.0
100,Niclas Bergfors,RW,81,21,23,44,4.5,12,9,0,6,17,6,0,217,9.7,1249,15:25,6.0,18,9.0,10.0,47.4,511667,16945.0
101,Todd Bertuzzi,RW,82,18,26,44,4.2,14,4,0,4,19,7,0,216,8.3,1375,16:46,19.0,104,11.0,12.0,47.8,1500000,1452464.0
102,Brandon Dubinsky,C,69,20,24,44,5.2,12,6,2,5,20,4,0,165,12.1,1349,19:33,36.0,129,347.0,328.0,51.4,1850000,1960827.0
103,Christian Ehrhoff,D,80,14,30,44,10.2,8,6,0,3,13,17,0,181,7.7,1823,22:47,82.0,54,0.0,0.0,,3100000,3776408.0
104,Niklas Hagman,LW,82,25,19,44,4.9,21,4,0,2,15,4,0,216,11.6,1322,16:07,29.0,34,11.0,26.0,29.7,3000000,3631161.0
105,Scott Hartnell,RW,81,14,30,44,4.0,6,8,0,4,24,6,0,171,8.2,1273,15:43,30.0,138,1.0,4.0,20.0,4200000,5374119.0
106,Kris Versteeg,RW,79,20,24,44,4.8,13,4,3,4,16,7,1,184,10.9,1242,15:44,26.0,35,77.0,106.0,42.1,3083333,3752200.0
107,Michael Frolík,C,82,21,22,43,4.3,16,5,0,1,17,5,0,219,9.6,1433,17:29,32.0,72,13.0,22.0,37.1,850000,508362.0
108,Bryan McCabe,D,82,8,35,43,7.1,5,3,0,1,19,16,0,169,4.7,1913,23:20,106.0,113,0.0,0.0,,5750000,7625440.0
109,Radim Vrbata,RW,82,24,19,43,5.3,17,7,0,4,12,7,0,266,9.0,1330,16:13,22.0,17,2.0,5.0,28.6,3000000,3631161.0
110,Shea Weber,D,78,16,27,43,8.2,9,7,0,3,14,13,0,222,7.2,1807,23:10,106.0,165,0.0,0.0,,4500000,5809859.0
111,Brad Boyes,C,82,14,28,42,3.9,12,2,0,3,20,8,0,197,7.1,1377,16:47,18.0,76,138.0,173.0,44.4,4000000,5083626.0
112,Alexander Edler,D,76,5,37,42,5.9,3,2,0,0,20,17,0,161,3.1,1721,22:39,115.0,84,0.0,2.0,0.0,3250000,3994278.0
113,Kurtis Foster,D,71,8,34,42,6.2,5,3,0,1,11,23,0,165,4.8,1220,17:11,68.0,59,0.0,0.0,,600000,145246.0
114,Antti Miettinen,RW,79,20,22,42,4.4,15,5,0,4,15,6,1,175,11.4,1426,18:03,30.0,87,35.0,48.0,42.2,2333333,2662851.0
115,Brian Rafalski,D,78,8,34,42,9.7,3,5,0,1,20,14,0,134,6.0,1890,24:14,101.0,39,0.0,0.0,,6000000,7988556.0
116,Jamie Benn,LW,82,22,19,41,4.6,20,2,0,3,14,5,0,182,12.1,1206,14:42,39.0,186,109.0,127.0,46.2,630000,188820.0
117,Jason Blake,C,82,16,25,41,3.3,10,6,0,2,21,4,0,239,6.7,1304,15:54,26.0,70,31.0,50.0,38.3,4000000,5083626.0
118,Sam Gagner,C,68,15,26,41,3.8,9,6,0,1,15,11,0,170,8.8,1108,16:17,16.0,30,336.0,373.0,47.4,875000,544674.0
119,Keith Yandle,D,82,12,29,41,9.0,7,5,0,2,18,11,0,145,8.3,1659,20:14,81.0,36,0.0,0.0,,1200000,1016725.0
120,Troy Brouwer,RW,78,22,18,40,4.6,14,7,1,7,12,6,0,116,19.0,1277,16:22,46.0,189,5.0,4.0,55.6,1025000,762544.0
121,Guillaume Latendresse,RW,78,27,13,40,5.3,20,7,0,4,12,1,0,160,16.9,1166,14:57,20.0,157,1.0,8.0,11.1,803250,440459.0
122,Wayne Simmonds,RW,78,16,24,40,4.9,16,0,0,2,24,0,0,127,12.6,1129,14:29,32.0,123,3.0,7.0,30.0,556667,82306.0
123,Brandon Sutter,C,72,21,19,40,4.4,16,5,0,3,14,5,0,168,12.5,1191,16:33,45.0,55,489.0,508.0,49.0,875000,544674.0
124,Eric Fehr,RW,69,21,18,39,5.3,18,3,0,3,15,3,0,145,14.5,837,12:08,21.0,39,1.0,1.0,50.0,771750,394707.0
125,Erik Johnson,D,79,10,29,39,7.4,4,6,0,2,20,9,0,186,5.4,1694,21:27,77.0,70,0.0,0.0,,850000,508362.0
126,Kimmo Timonen,D,82,6,33,39,6.9,3,1,2,1,14,18,1,121,5.0,1876,22:53,168.0,75,0.0,0.0,,6333333,8472710.0
127,Ryan Whitney,D,81,7,32,39,6.7,4,3,0,1,18,14,0,151,4.6,2005,24:45,115.0,89,0.0,1.0,0.0,4000000,5083626.0
128,Brian Campbell,D,68,7,31,38,7.7,4,3,0,2,22,8,1,131,5.3,1579,23:13,79.0,37,0.0,0.0,,7142875,9648542.0
129,Pascal Dupuis,LW,81,18,20,38,4.1,18,0,0,5,20,0,0,157,11.5,1149,14:11,48.0,85,13.0,20.0,39.4,1400000,1307218.0
130,Pavel Kubina,D,76,6,32,38,5.9,4,2,0,1,23,8,1,159,3.8,1720,22:38,111.0,94,0.0,0.0,,5000000,6536091.0
131,Andrew Ladd,LW,82,17,21,38,3.8,17,0,0,1,20,1,0,148,11.5,1123,13:42,33.0,104,5.0,7.0,41.7,1550000,1525088.0
132,David Legwand,C,82,11,27,38,2.5,10,0,1,3,21,6,0,151,7.3,1534,18:42,46.0,38,538.0,586.0,47.9,4500000,5809859.0
133,Frans Nielsen,C,76,12,26,38,3.2,11,0,1,1,17,8,1,136,8.8,1308,17:13,41.0,39,583.0,582.0,50.0,525000,36311.0
134,Blake Wheeler,RW,82,18,20,38,3.9,14,3,1,2,14,5,1,159,11.3,1295,15:47,32.0,70,13.0,14.0,48.1,875000,544674.0
135,Ian White,D,83,13,25,38,8.0,10,3,0,1,19,6,0,173,7.5,1891,22:47,134.0,54,0.0,0.0,,850000,508362.0
136,Ryan Callahan,RW,77,19,18,37,3.2,10,9,0,3,6,11,1,204,9.3,1494,19:24,81.0,285,17.0,18.0,48.6,2300000,2614436.0
137,Alex Goligoski,D,69,8,29,37,6.5,6,2,0,0,14,15,0,98,8.2,1478,21:25,93.0,48,0.0,0.0,,1833333,1936619.0
138,Andy Greene,D,78,6,31,37,8.0,2,4,0,4,19,11,1,86,7.0,1836,23:32,155.0,55,0.0,0.0,,737500,344960.0
139,Peter Mueller,C,69,13,24,37,3.7,9,4,0,2,17,7,0,124,10.5,965,13:59,12.0,39,18.0,25.0,41.9,850000,508362.0
140,Brian Rolston,C,80,20,17,37,4.2,13,7,0,3,11,6,0,232,8.6,1354,16:56,19.0,91,32.0,31.0,50.8,5062500,6626870.0
141,Cory Stillman,LW,58,15,22,37,3.7,12,3,0,4,16,6,0,126,11.9,1019,17:34,22.0,66,18.0,11.0,62.1,3533333,4405809.0
142,Ryan Suter,D,82,4,33,37,6.8,2,2,0,1,18,15,0,125,3.2,1966,23:59,112.0,55,0.0,1.0,0.0,3500000,4357394.0
143,Alex Tanguay,LW,80,10,27,37,2.8,7,3,0,2,23,4,0,91,11.0,1263,15:47,30.0,42,11.0,13.0,45.8,2500000,2904929.0
144,Derick Brassard,C,79,9,27,36,2.0,5,4,0,0,21,6,0,125,7.2,1180,14:57,11.0,97,210.0,293.0,41.7,821667,467209.0
145,Shawn Horcoff,C,77,13,23,36,1.5,9,4,0,1,15,6,2,123,10.6,1496,19:26,62.0,33,609.0,707.0,46.3,5500000,7262323.0
146,Jack Johnson,D,80,8,28,36,5.4,5,3,0,0,18,10,0,130,6.2,1809,22:37,85.0,143,0.0,0.0,,1425000,1343529.0
147,Nikolai Kulemin,LW,78,16,20,36,3.2,15,0,1,3,18,2,0,145,11.0,1277,16:22,41.0,136,27.0,39.0,40.9,850000,508362.0
148,Steve Ott,C,73,22,14,36,3.5,13,8,1,2,10,3,1,146,15.1,1202,16:28,19.0,251,200.0,152.0,56.8,1425000,1343529.0
149,Devin Setoguchi,RW,70,20,16,36,4.0,12,8,0,4,14,2,0,165,12.1,1071,15:18,18.0,124,3.0,7.0,30.0,821667,467209.0
150,Raffi Torres,LW,74,19,17,36,3.7,12,7,0,3,14,3,0,120,15.8,1001,13:32,15.0,84,18.0,32.0,36.0,2250000,2541813.0
151,Josh Bailey,C,73,16,19,35,3.7,12,3,1,2,12,7,0,112,14.3,1106,15:09,36.0,67,171.0,255.0,40.1,875000,544674.0
152,Blake Comeau,RW,61,17,18,35,3.8,16,0,1,2,12,3,3,133,12.8,940,15:25,31.0,111,10.0,11.0,47.6,650000,217869.0
153,Valtteri Filppula,C,55,11,24,35,3.2,9,1,1,1,16,7,1,114,9.6,1003,18:14,25.0,34,292.0,266.0,52.3,3000000,3631161.0
154,Mikhail Grabovski,C,59,10,25,35,3.1,7,2,1,3,22,3,0,126,7.9,991,16:48,27.0,26,366.0,369.0,49.8,2900000,3485915.0
155,Clarke MacArthur,LW,81,16,19,35,2.7,11,4,1,3,15,4,0,129,12.4,1190,14:42,32.0,61,66.0,85.0,43.7,1400000,1307218.0
156,Tuomo Ruutu,C,54,14,21,35,3.6,9,5,0,1,14,7,0,122,11.5,885,16:23,12.0,152,19.0,28.0,40.4,3800000,4793133.0
157,Dustin Byfuglien,D,82,17,17,34,6.1,11,6,0,3,12,5,0,211,8.1,1346,16:25,38.0,215,1.0,1.0,50.0,3000000,3631161.0
158,Jason Chimera,LW,78,15,19,34,3.0,14,1,0,1,19,0,0,160,9.4,1068,13:42,16.0,78,22.0,18.0,55.0,1875000,1997139.0
159,Daniel Cleary,LW,64,15,19,34,3.4,13,2,0,2,14,5,0,140,10.7,1103,17:14,25.0,119,59.0,60.0,49.6,2800000,3340669.0
160,Ed Jovanovski,D,66,10,24,34,5.5,5,5,0,2,13,9,2,117,8.5,1428,21:38,106.0,105,0.0,1.0,0.0,6500000,8714788.0
161,Bryan Little,C,79,13,21,34,2.4,10,3,0,1,18,3,0,165,7.9,1244,15:45,18.0,45,68.0,86.0,44.2,850000,508362.0
162,Andrei Markov,D,45,6,28,34,6.6,2,4,0,1,15,12,1,85,7.1,1071,23:48,61.0,47,0.0,0.0,,5750000,7625440.0
163,Patrick O'Sullivan,C,73,11,23,34,1.2,7,3,1,3,14,9,0,191,5.8,1279,17:31,51.0,32,71.0,124.0,36.4,2925000,3522227.0
164,Drew Stafford,RW,71,14,20,34,3.5,9,5,0,1,14,6,0,181,7.7,1027,14:28,15.0,59,41.0,45.0,47.7,1900000,2033450.0
165,Anton Strålman,D,73,6,28,34,4.4,2,4,0,0,10,18,0,121,5.0,1496,20:29,55.0,63,0.0,0.0,,615000,167033.0
166,Joel Ward,RW,71,13,21,34,2.8,9,3,1,1,20,1,0,134,9.7,1246,17:33,62.0,42,31.0,50.0,38.3,1500000,1452464.0
167,Curtis Glencross,LW,67,15,18,33,4.0,10,2,3,2,15,2,1,117,12.8,1053,15:43,28.0,78,9.0,14.0,39.1,1200000,1016725.0
168,Martin Hanzal,C,81,11,22,33,2.3,9,2,0,0,18,4,0,147,7.5,1497,18:29,41.0,171,552.0,536.0,50.7,850000,508362.0
169,Andrei Kostitsyn,LW,59,15,18,33,3.8,9,6,0,2,15,3,0,136,11.0,943,15:59,17.0,102,1.0,5.0,16.7,3250000,3994278.0
170,Manny Malhotra,C,71,14,19,33,3.7,12,2,0,4,13,6,0,111,12.6,1109,15:37,38.0,66,415.0,249.0,62.5,700000,290492.0
171,Michael Ryder,RW,82,18,15,33,3.7,11,7,0,1,12,3,0,191,9.4,1254,15:18,24.0,108,2.0,13.0,13.3,4000000,5083626.0
172,Marc Savard,C,41,10,23,33,3.6,4,6,0,2,12,11,0,90,11.1,762,18:35,11.0,13,307.0,320.0,49.0,5000000,6536091.0
173,Kyle Brodziak,C,82,9,23,32,2.3,9,0,0,3,20,3,0,140,6.4,1257,15:20,52.0,69,484.0,517.0,48.4,1150000,944102.0
