,PLAYER,Pos,GP,G,A,PTS,PS,EV,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CAP HIT,exchange cap
58,Ryan Johansen,C,80,14,50,64,5.6,13,0,1,6,33,16,1,136,10.3,1564,19:33,23,95,782,679,53.5,8000000,7627358.0
59,Joe Pavelski,C,75,38,26,64,7.3,25,12,1,6,17,9,0,188,20.2,1428,19:03,61,69,526,463,53.2,6000000,5551886.0
60,Jeff Skinner,C,82,40,23,63,8.0,32,8,0,7,15,8,0,268,14.9,1518,18:31,24,31,157,144,52.2,5725000,5266509.0
61,Mathew Barzal,C,82,18,44,62,5.6,15,3,0,3,29,15,0,179,10.1,1470,17:55,56,25,241,339,41.6,863333,221383.0
62,Keith Yandle,D,82,9,53,62,7.5,2,7,0,2,21,32,0,199,4.5,1840,22:27,76,47,0,0,,6350000,5915094.0
63,Pierre-Luc Dubois,LW,82,27,34,61,7.2,25,2,0,5,27,7,0,174,15.5,1453,17:43,52,115,455,592,43.5,894166,253379.0
64,Bo Horvat,C,82,27,34,61,6.2,18,7,2,3,22,11,1,227,11.9,1709,20:50,63,62,1083,935,53.7,5500000,5033018.0
65,Zach Parise,LW,74,28,33,61,6.9,18,10,0,5,25,6,2,229,12.2,1381,18:40,71,49,9,25,26.5,7538462,7148403.0
66,Erik Gustafsson,D,79,17,43,60,7.7,13,4,0,3,29,14,0,160,10.6,1784,22:35,115,100,0,0,,1200000,570754.0
67,Gustav Nyquist,RW,81,22,38,60,5.8,20,2,0,3,28,10,0,204,10.8,1419,17:31,23,36,11,11,50.0,4750000,4254716.0
68,Tyson Barrie,D,78,14,45,59,8.4,12,2,0,2,22,23,0,218,6.4,1699,21:47,93,48,0,0,,5500000,5033018.0
69,Jonathan Marchessault,C,82,25,34,59,6.3,20,5,0,6,23,11,0,278,9.0,1488,18:09,22,98,92,155,37.2,5000000,4514150.0
70,Dylan Strome,C,78,20,37,57,5.1,14,6,0,3,27,10,0,145,13.8,1260,16:09,46,13,434,463,48.4,863333,221383.0
71,Josh Bailey,C,82,16,40,56,5.4,13,2,1,4,28,12,0,126,12.7,1380,16:50,32,19,140,132,51.5,5000000,4514150.0
72,Brock Boeser,RW,69,26,30,56,6.3,20,6,0,3,21,9,0,209,12.4,1322,19:10,22,14,39,51,43.3,925000,285377.0
73,Ryan Dzingel,C,78,26,30,56,5.7,21,5,0,5,24,6,0,159,16.4,1312,16:49,38,54,39,56,41.1,1800000,1193396.0
74,Roman Josi,D,82,15,41,56,9.9,13,2,0,4,30,10,1,274,5.5,2064,25:10,144,53,0,1,0.0,4000000,3476415.0
75,Evander Kane,LW,75,30,26,56,5.8,24,5,1,1,19,6,1,268,11.2,1381,18:25,25,173,92,120,43.4,7000000,6589622.0
76,William Karlsson,C,82,24,32,56,5.7,16,7,1,5,23,7,2,169,14.2,1545,18:51,55,51,588,646,47.6,5250000,4773584.0
77,Kevin Labanc,RW,82,17,39,56,5.1,15,2,0,4,21,18,0,130,13.1,1150,14:01,16,66,9,14,39.1,717500,70047.0
78,Kris Letang,D,65,16,40,56,9.0,13,2,1,3,22,17,1,206,7.8,1687,25:58,111,116,0,0,,7250000,6849056.0
79,Thomas Chabot,D,70,14,41,55,7.5,12,1,1,2,26,15,0,185,7.6,1700,24:17,112,71,0,0,,863333,221383.0
80,Kevin Hayes,RW,71,19,36,55,5.3,14,3,2,2,27,8,1,156,12.2,1298,18:17,15,58,483,498,49.2,5175000,4695754.0
81,Andreas Athanasiou,C,76,30,24,54,5.9,27,3,0,4,16,8,0,216,13.9,1290,16:58,26,33,171,228,42.9,3000000,2438679.0
82,Mikael Granlund,C,79,16,38,54,4.7,12,2,2,5,20,18,0,189,8.5,1449,18:21,40,46,129,159,44.8,5750000,5292452.0
83,Victor Hedman,D,70,12,42,54,8.9,10,2,0,4,18,23,1,182,6.6,1594,22:46,97,59,0,1,0.0,7875000,7497641.0
84,T.J. Oshie,C,69,25,29,54,5.6,18,6,1,4,21,8,0,143,17.5,1284,18:37,55,133,84,121,41.0,5750000,5292452.0
85,Brayden Schenn,C,72,17,37,54,5.2,13,4,0,5,29,8,0,159,10.7,1338,18:35,31,111,323,357,47.5,5125000,4643867.0
86,Jamie Benn,LW,78,27,26,53,6.6,19,8,0,2,23,3,0,189,14.3,1422,18:14,71,142,205,213,49.0,9500000,9183962.0
87,Phillip Danault,LW,81,12,41,53,4.6,12,0,0,1,35,4,2,132,9.1,1440,17:47,60,95,882,706,55.5,3083333,2525156.0
88,Jonathan Drouin,LW,81,18,35,53,4.4,15,3,0,3,22,13,0,190,9.5,1371,16:56,23,55,37,51,42.0,5500000,5033018.0
89,Torey Krug,D,64,6,47,53,7.1,4,2,0,2,19,28,0,151,4.0,1363,21:18,60,53,0,0,,5250000,4773584.0
90,Brock Nelson,C,82,25,28,53,6.3,22,2,1,3,22,6,0,181,13.8,1474,17:58,55,51,594,652,47.7,4250000,3735849.0
91,Nino Niederreiter,RW,82,23,30,53,5.6,17,6,0,3,21,9,0,184,12.5,1330,16:14,20,94,37,30,55.2,5250000,4773584.0
92,Reilly Smith,RW,74,19,34,53,5.7,14,4,1,1,21,10,3,178,10.7,1352,18:16,33,39,5,2,71.4,5000000,4514150.0
93,Justin Williams,RW,82,23,30,53,5.3,14,9,0,5,25,5,0,237,9.7,1430,17:27,32,55,92,150,38.0,4500000,3995283.0
94,Brendan Gallagher,RW,82,33,19,52,6.5,29,4,0,4,16,3,0,302,10.9,1345,16:24,31,126,23,28,45.1,3750000,3216981.0
95,Chris Kreider,C,79,28,24,52,6.0,21,7,0,2,19,5,0,201,13.9,1375,17:24,49,159,27,45,37.5,4625000,4125000.0
96,Eric Staal,C,81,22,30,52,5.1,15,7,0,6,21,8,1,215,10.2,1468,18:08,28,41,642,615,51.1,3500000,2957547.0
97,Alex Tuch,RW,74,20,32,52,5.9,17,3,0,6,29,3,0,180,11.1,1238,16:44,40,92,43,69,38.4,925000,285377.0
98,Dustin Brown,RW,72,22,29,51,4.7,12,9,1,3,25,3,1,180,12.2,1469,20:24,29,150,1,16,5.9,5875000,5422169.0
99,Anders Lee,LW,82,28,23,51,6.5,18,10,0,5,17,6,0,204,13.7,1401,17:05,51,103,75,80,48.4,3750000,3216981.0
100,Joe Thornton,C,73,16,35,51,4.8,13,3,0,4,23,12,0,90,17.8,1135,15:33,14,17,356,319,52.7,5000000,4514150.0
101,Filip Forsberg,C,64,28,22,50,6.3,19,7,2,4,19,3,0,217,12.9,1191,18:37,29,100,1,6,14.3,6000000,5551886.0
102,Patrik Laine,RW,82,30,20,50,4.7,15,15,0,3,12,8,0,245,12.2,1413,17:14,44,70,11,19,36.7,925000,285377.0
103,Kyle Palmieri,RW,74,27,23,50,5.6,16,11,0,2,16,7,0,224,12.1,1343,18:09,35,98,24,62,27.9,4650000,4150943.0
104,Jacob Trouba,D,82,8,42,50,7.5,4,3,1,1,25,15,2,162,4.9,1876,22:53,171,112,0,0,,5500000,5033018.0
105,Travis Konecny,C,82,24,25,49,4.9,20,4,0,3,21,4,0,182,13.2,1251,15:16,45,65,7,15,31.8,894167,253380.0
106,Carl Söderberg,C,82,23,26,49,4.7,18,2,3,2,18,8,0,188,12.2,1431,17:27,67,99,528,542,49.3,4750000,4254716.0
107,Viktor Arvidsson,LW,58,34,14,48,7.0,29,3,2,7,12,1,1,195,17.4,1110,19:09,23,18,2,15,11.8,4250000,3735849.0
108,Ryan Getzlaf,C,67,14,34,48,3.7,13,1,0,2,24,10,0,133,10.5,1304,19:28,74,150,551,463,54.3,8250000,7886792.0
109,Yanni Gourde,C,80,22,26,48,4.9,16,5,1,5,21,4,1,130,16.9,1267,15:50,30,83,151,132,53.4,1000000,363207.0
110,Anthony Mantha,RW,67,25,23,48,5.0,18,7,0,1,17,6,0,198,12.6,1194,17:50,23,67,22,28,44.0,3300000,2750000.0
111,Chris Tierney,C,81,9,39,48,2.5,9,0,0,1,29,10,0,116,7.8,1379,17:02,54,30,531,512,50.9,2937500,2373820.0
112,Josh Anderson,RW,82,27,20,47,6.2,22,3,2,5,15,4,1,230,11.7,1396,17:01,40,214,12,26,31.6,1850000,1245283.0
114,Mikael Backlund,C,77,21,26,47,5.4,19,1,1,4,24,1,1,205,10.2,1378,17:54,26,52,511,520,49.6,5350000,4877358.0
115,Tyler Bertuzzi,LW,73,21,26,47,5.2,18,3,0,4,23,3,0,131,16.0,1206,16:31,39,76,10,20,33.3,1400000,778301.0
116,Nico Hischier,C,69,17,30,47,4.8,14,3,0,3,22,8,0,160,10.6,1249,18:06,44,53,437,529,45.2,925000,285377.0
117,Tyler Johnson,C,80,29,18,47,5.7,27,1,1,4,11,7,0,163,17.8,1276,15:57,32,50,230,243,48.6,5000000,4514150.0
118,Clayton Keller,C,82,14,33,47,3.6,13,1,0,5,15,18,0,200,7.0,1495,18:14,21,16,28,56,33.3,885833,244732.0
119,J.T. Miller,C,75,13,34,47,4.2,9,4,0,4,18,16,0,108,12.0,1100,14:40,23,115,259,265,49.4,5250000,4773584.0
120,Brandon Saad,LW,80,23,24,47,3.9,15,5,3,3,23,1,0,195,11.8,1415,17:41,25,52,24,38,38.7,6000000,5551886.0
121,Andrew Shaw,C,63,19,28,47,5.5,16,3,0,3,25,3,0,135,14.1,1003,15:55,36,128,181,203,47.1,3900000,3372641.0
122,Ryan Suter,D,82,7,40,47,8.3,3,3,1,2,27,12,1,136,5.1,2189,26:42,109,78,1,0,100.0,7538462,7148403.0
123,Jakub Vrána,LW,82,24,23,47,5.6,23,1,0,4,20,3,0,161,14.9,1151,14:02,32,47,4,6,40.0,863333,221383.0
124,Brett Connolly,RW,81,22,24,46,5.2,21,1,0,5,23,1,0,139,15.8,1080,13:20,25,53,9,22,29.0,1500000,882075.0
125,Seth Jones,D,75,9,37,46,7.5,9,0,0,4,24,10,3,184,4.9,1937,25:49,133,106,0,0,,5400000,4929245.0
126,Ryan McDonagh,D,82,9,37,46,8.9,9,0,0,1,31,3,3,128,7.0,1811,22:05,161,98,0,0,,4700000,4202830.0
127,David Perron,LW,57,23,23,46,5.5,16,7,0,1,16,7,0,112,20.5,974,17:06,13,52,15,18,45.5,4000000,3476415.0
128,Jeff Petry,D,82,13,33,46,6.8,10,3,0,4,24,8,1,172,7.6,1896,23:07,123,190,0,1,0.0,5500000,5033018.0
129,Travis Zajac,C,80,19,27,46,3.5,12,5,2,3,20,7,0,120,15.8,1542,19:16,38,66,841,605,58.2,5750000,5292452.0
130,Drew Doughty,D,82,8,37,45,5.7,1,7,0,1,19,17,1,154,5.2,2181,26:36,120,168,0,0,,7000000,6589622.0
131,Erik Karlsson,D,53,3,42,45,6.0,1,2,0,1,24,18,0,169,1.8,1298,24:29,69,44,1,1,50.0,6500000,6070754.0
132,John Klingberg,D,64,10,35,45,8.5,5,5,0,5,20,15,0,153,6.5,1570,24:32,77,42,0,0,,4250000,3735849.0
133,Brady Tkachuk,LW,71,22,23,45,4.4,18,4,0,3,17,6,0,214,10.3,1138,16:01,26,174,73,76,49.0,925000,285377.0
134,Rasmus Dahlin,D,82,9,35,44,6.6,4,5,0,4,20,15,0,177,5.1,1735,21:09,66,97,0,0,,925000,285377.0
135,Mattias Ekholm,D,80,8,36,44,9.2,6,2,0,3,29,5,2,146,5.5,1869,23:22,107,68,0,0,,3750000,3216981.0
136,Oliver Ekman-Larsson,D,81,14,30,44,7.9,8,5,1,2,14,14,2,176,8.0,1915,23:38,52,162,0,0,,5500000,5033018.0
137,Nazem Kadri,C,73,16,28,44,3.7,12,4,0,5,19,9,0,184,8.7,1182,16:11,13,85,403,327,55.2,4500000,3995283.0
138,Kasperi Kapanen,RW,78,20,24,44,4.4,17,1,2,3,22,2,0,174,11.5,1296,16:37,19,92,5,4,55.6,863333,221383.0
139,Andreas Johnsson,LW,73,20,23,43,4.9,17,3,0,3,20,3,0,130,15.4,998,13:40,36,60,7,12,36.8,787500,142688.0
140,Rickard Rakell,RW,69,18,25,43,3.9,12,6,0,2,18,7,0,194,9.3,1275,18:29,38,82,17,31,35.4,3789444,3257913.0
141,Rasmus Ristolainen,D,78,5,38,43,4.3,4,1,0,2,22,16,0,182,2.7,1922,24:38,121,235,0,0,,5400000,4929245.0
142,Jakob Silfverberg,LW,73,24,19,43,4.7,19,3,2,4,10,8,1,163,14.7,1248,17:06,43,38,19,32,37.3,3750000,3216981.0
143,Jared Spurgeon,D,82,14,29,43,8.8,10,4,0,0,21,7,1,152,9.2,1980,24:09,145,91,1,0,100.0,5187500,4708726.0
144,Jake DeBrusk,LW,68,27,15,42,5.2,19,8,0,4,12,3,0,156,17.3,1099,16:10,24,45,8,30,21.1,863333,221383.0
145,Adam Henrique,C,82,18,24,42,4.0,10,8,0,3,18,5,1,122,14.8,1349,16:27,71,78,571,511,52.8,4000000,3476415.0
146,Alexander Kerfoot,C,78,15,27,42,3.4,11,4,0,1,15,12,0,116,12.9,1161,14:53,29,22,274,215,56.0,925000,285377.0
147,Bobby Ryan,LW,78,15,27,42,2.5,8,7,0,1,18,9,0,160,9.4,1223,15:41,49,77,8,18,30.8,7250000,6849056.0
148,Paul Stastny,C,50,13,29,42,4.7,11,1,1,2,25,3,1,103,12.6,905,18:06,15,35,463,384,54.7,6500000,6070754.0
149,Jason Zucker,LW,81,21,21,42,4.1,14,7,0,5,14,7,0,214,9.8,1383,17:05,38,87,2,11,15.4,5500000,5033018.0
150,Cody Eakin,C,78,22,19,41,5.2,18,1,3,3,16,3,0,120,18.3,1200,15:23,35,88,479,461,51.0,3850000,3320754.0
151,Ryan Ellis,D,82,7,34,41,8.4,5,1,1,2,30,4,0,149,4.7,1969,24:01,154,71,0,0,,2500000,1919811.0
152,Alex Galchenyuk,C,72,19,22,41,4.1,10,9,0,4,10,12,0,159,11.9,1133,15:44,34,62,188,223,45.7,4900000,4410377.0
153,Zach Hyman,C,71,21,20,41,4.5,20,0,1,4,20,0,0,144,14.6,1227,17:17,39,102,112,126,47.1,2250000,1660377.0
154,Bryan Little,RW,82,15,26,41,2.9,11,4,0,5,21,3,2,126,11.9,1298,15:50,29,62,526,476,52.5,5291667,4816824.0
155,Darnell Nurse,D,82,10,31,41,6.6,9,1,0,1,22,8,1,196,5.1,1953,23:49,146,162,0,0,,3200000,2646226.0
156,Alex Pietrangelo,D,71,13,28,41,7.3,10,3,0,2,15,12,1,168,7.7,1709,24:05,139,62,0,1,0.0,6500000,6070754.0
157,Colin White,C,71,14,27,41,2.6,9,5,0,2,24,3,0,123,11.4,1150,16:12,35,23,379,420,47.4,925000,285377.0
158,Micheal Ferland,LW,71,17,23,40,4.7,11,6,0,3,16,7,0,156,10.9,1001,14:06,19,182,23,50,31.5,1750000,1141509.0
159,Duncan Keith,D,82,6,34,40,6.0,6,0,0,1,30,3,1,141,4.3,1887,23:01,144,42,0,0,,5538462,5072932.0
160,Alex Killorn,C,82,18,22,40,4.3,15,2,1,2,18,3,1,153,11.8,1220,14:52,23,88,2,8,20.0,4450000,3943396.0
161,Max Pacioretty,LW,66,22,18,40,4.1,18,4,0,5,14,4,0,191,11.5,1122,17:00,20,119,21,31,40.4,4500000,3995283.0
162,Tom Wilson,RW,63,22,18,40,4.4,17,3,2,2,16,2,0,130,16.9,1143,18:09,52,200,29,24,54.7,5166667,4687107.0
163,Mats Zuccarello,LW,48,12,28,40,3.4,9,3,0,1,16,12,0,104,11.5,953,19:51,43,57,10,20,33.3,4500000,3995283.0
164,Anthony Cirelli,C,82,19,20,39,4.4,14,0,5,5,18,1,1,123,15.4,1217,14:51,49,94,502,449,52.8,728333,81288.0
165,Kevin Fiala,LW,83,13,26,39,2.4,11,2,0,2,17,9,0,174,7.5,1298,15:38,20,42,3,5,37.5,863333,221383.0
166,Dougie Hamilton,D,82,18,21,39,7.6,16,2,0,2,16,5,0,259,6.9,1613,19:40,91,160,0,1,0.0,5750000,5292452.0
167,Vinnie Hinostroza,C,72,16,23,39,4.2,13,3,0,3,21,2,0,152,10.5,1099,15:16,41,69,39,64,37.9,1500000,882075.0
168,Damon Severson,D,82,11,28,39,5.4,8,3,0,0,18,9,1,146,7.5,1808,22:03,87,83,0,0,,4166666,3649370.0
169,Frank Vatrano,LW,81,24,15,39,4.0,22,2,0,1,9,6,0,208,11.5,1188,14:40,74,139,15,23,39.5,925000,285377.0
170,Tyler Bozak,C,72,13,25,38,3.2,11,2,0,3,19,6,0,141,9.2,1177,16:21,33,52,451,379,54.3,5000000,4514150.0
171,Pavel Buchnevich,LW,64,21,17,38,4.0,14,7,0,1,12,5,0,119,17.6,971,15:10,20,60,7,18,28.0,925000,285377.0
172,Alex Chiasson,RW,73,22,16,38,4.0,13,8,1,1,8,7,1,123,17.9,1239,16:58,31,85,7,15,31.8,650000,0.0
173,Boone Jenner,C,77,16,22,38,3.6,14,1,1,3,20,2,0,170,9.4,1314,17:04,70,158,626,531,54.1,3750000,3216981.0
174,Derek Ryan,C,81,13,25,38,3.7,11,2,0,1,16,5,4,103,12.6,1118,13:48,19,19,440,316,58.2,3125000,2568396.0
175,Craig Smith,C,76,21,17,38,4.5,17,4,0,2,13,4,0,205,10.2,1150,15:08,33,77,26,28,48.1,4250000,3735849.0
176,Artem Anisimov,C,78,15,22,37,2.6,13,1,1,1,19,3,0,142,10.6,1275,16:21,33,25,332,394,45.7,4550000,4047169.0
177,Joonas Donskoi,RW,80,14,23,37,3.4,13,1,0,4,21,2,0,115,12.2,1074,13:25,36,36,1,9,10.0,1900000,1297169.0
178,Jordan Eberle,RW,78,19,18,37,3.4,12,7,0,5,13,5,0,160,11.9,1289,16:32,35,36,9,11,45.0,6000000,5551886.0
179,Nikolaj Ehlers,LW,62,21,16,37,4.2,19,2,0,4,11,5,0,158,13.3,977,15:46,16,27,1,1,50.0,6000000,5551886.0
180,Aaron Ekblad,D,82,13,24,37,6.8,8,5,0,1,19,5,0,180,7.2,1939,23:39,88,114,0,0,,7500000,7108490.0
181,Shayne Gostisbehere,D,78,9,28,37,4.2,5,4,0,2,18,10,0,180,5.0,1533,19:40,102,46,0,0,,4500000,3995283.0
182,Taylor Hall,LW,33,11,26,37,3.8,10,1,0,3,15,11,0,113,9.7,650,19:41,29,22,26,32,44.8,6000000,5551886.0
183,Patric Hörnqvist,RW,69,18,19,37,3.6,12,6,0,2,13,6,0,197,9.1,1068,15:29,34,150,9,9,50.0,5300000,4825471.0
184,Dominik Kahun,C,82,13,24,37,3.1,12,1,0,2,23,1,0,137,9.5,1160,14:09,27,13,22,39,36.1,925000,285377.0
185,Patrick Marleau,C,82,16,21,37,2.5,12,4,0,3,15,6,0,161,9.9,1340,16:21,41,74,104,99,51.2,6250000,5811320.0
186,Jake Muzzin,D,80,9,28,37,7.8,8,1,0,1,23,4,1,141,6.4,1707,21:20,134,172,0,0,,4000000,3476415.0
187,Ryan Pulock,D,82,9,28,37,8.3,6,3,0,3,22,6,0,180,5.0,1834,22:22,148,143,0,0,,2000000,1400943.0
188,Andrei Svechnikov,RW,82,20,17,37,3.9,20,0,0,3,12,5,0,189,10.6,1201,14:39,26,123,1,6,14.3,925000,285377.0
