,PLAYER,Pos,GP,G,A,PTS,PS,EV,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CAP HIT,exchange cap
173,Troy Brouwer,RW,82,18,15,33,2.7,15,3,0,5,12,2,1,133,13.5,1408,17:11,60.0,247,38.0,45.0,45.8,2350000,2341562.0
174,Daniel Cleary,LW,75,12,21,33,2.8,10,2,0,0,20,1,0,199,6.0,1199,15:59,33.0,90,21.0,30.0,41.2,2800000,2918934.0
175,Toby Enström,D,62,6,27,33,5.8,4,2,0,1,18,9,0,94,6.4,1478,23:51,84.0,24,0.0,0.0,,3750000,4137830.0
176,Jason Garrison,D,77,16,17,33,8.3,7,9,0,3,13,3,1,168,9.5,1825,23:42,124.0,127,1.0,1.0,50.0,675000,192457.0
177,Ryan Jones,LW,79,17,16,33,3.3,12,3,2,2,12,3,1,137,12.4,1219,15:26,61.0,119,3.0,12.0,20.0,1500000,1250972.0
178,Tyler Kennedy,C,60,11,22,33,3.8,11,0,0,1,19,3,0,195,5.6,862,14:22,10.0,70,42.0,47.0,47.2,2000000,1892496.0
179,Alexei Ponikarovsky,LW,82,14,19,33,3.3,10,4,0,2,16,3,0,156,9.0,1209,14:45,36.0,143,4.0,8.0,33.3,1500000,1250972.0
180,Josh Bailey,C,80,13,19,32,2.7,9,1,3,1,16,3,0,104,12.5,1218,15:13,35.0,64,323.0,413.0,43.9,1050000,673600.0
181,John Carlson,D,82,9,23,32,4.8,5,4,0,0,19,3,1,152,5.9,1792,21:52,153.0,83,0.0,1.0,0.0,845833,411644.0
182,Christian Ehrhoff,D,66,5,27,32,5.6,4,1,0,3,15,10,2,136,3.7,1522,23:03,82.0,47,0.0,0.0,,4000000,4458592.0
183,Oliver Ekman-Larsson,D,82,13,19,32,6.7,10,2,1,2,13,6,0,147,8.8,1813,22:07,92.0,140,0.0,0.0,,900000,481143.0
184,Michael Grabner,RW,78,20,12,32,3.1,18,1,1,3,11,1,0,174,11.5,1212,15:33,30.0,16,3.0,2.0,60.0,3000000,3175544.0
185,Nathan Horton,C,46,17,15,32,4.1,11,6,0,3,13,2,0,90,18.9,733,15:56,11.0,32,2.0,1.0,66.7,4000000,4458592.0
186,Filip Kuba,D,73,6,26,32,7.1,3,3,0,2,16,8,2,78,7.7,1724,23:37,149.0,53,0.0,0.0,,3700000,4073678.0
187,Chad Larose,RW,67,19,13,32,3.4,15,3,1,5,9,4,0,199,9.5,1123,16:46,15.0,131,18.0,25.0,41.9,1700000,1507581.0
188,Ryan McDonagh,D,82,7,25,32,8.7,7,0,0,1,23,2,0,123,5.7,2029,24:44,182.0,118,1.0,1.0,50.0,875000,449066.0
189,Nikita Nikitin,D,61,7,25,32,5.1,4,3,0,3,18,6,1,103,6.8,1415,23:12,114.0,47,0.0,0.0,,600000,96228.0
190,Brandon Sutter,C,82,17,15,32,3.2,12,2,3,0,14,1,0,171,9.9,1427,17:24,85.0,53,654.0,641.0,50.5,2066667,1978033.0
191,Ian White,D,77,7,25,32,7.5,7,0,0,0,15,10,0,196,3.6,1770,22:59,92.0,49,0.0,0.0,,2875000,3015163.0
192,Mikael Samuelsson,RW,54,14,17,31,3.7,7,7,0,1,11,6,0,138,10.1,861,15:57,11.0,79,12.0,21.0,36.4,2500000,2534020.0
193,Zach Bogosian,D,65,5,25,30,4.6,4,1,0,0,19,6,0,150,3.3,1516,23:19,109.0,117,0.0,0.0,,2500000,2534020.0
194,David Booth,LW,62,16,14,30,3.2,13,3,0,1,9,5,0,159,10.1,926,14:56,13.0,81,9.0,9.0,50.0,4250000,4779354.0
195,Jake Gardiner,D,75,7,23,30,5.2,6,1,0,0,17,6,0,79,8.9,1619,21:35,90.0,52,0.0,0.0,,875000,449066.0
196,Alex Goligoski,D,71,9,21,30,5.7,7,2,0,1,13,7,1,140,6.4,1617,22:46,93.0,49,0.0,0.0,,1833333,1678654.0
197,Mathieu Perreault,C,64,16,14,30,4.3,14,2,0,4,14,0,0,60,26.7,770,12:02,29.0,49,229.0,222.0,50.8,525000,0.0
198,Chris Stewart,RW,79,15,15,30,3.3,13,2,0,1,13,2,0,166,9.0,1220,15:26,21.0,112,3.0,10.0,23.1,2875000,3015163.0
199,Jordin Tootoo,RW,77,6,24,30,2.0,5,1,0,1,23,1,0,136,4.4,1013,13:09,17.0,151,4.0,8.0,33.3,1250000,930209.0
200,Jay Bouwmeester,D,82,5,24,29,4.8,3,2,0,1,16,8,0,107,4.7,2129,25:57,118.0,69,0.0,0.0,,6680000,7897161.0
201,Cam Fowler,D,82,5,24,29,3.6,3,2,0,0,15,9,0,123,4.1,1907,23:16,93.0,43,1.0,0.0,100.0,900000,481143.0
202,Dan Girardi,D,82,5,24,29,7.2,4,1,0,2,14,9,1,122,4.1,2152,26:15,185.0,211,0.0,0.0,,3325000,3592534.0
203,Kyle Turris,C,55,12,17,29,3.2,11,1,0,2,13,4,0,142,8.5,927,16:51,14.0,23,338.0,385.0,46.7,1400000,1122667.0
204,Alexander Burmistrov,C,76,13,15,28,2.4,11,1,1,0,13,2,0,123,10.6,1266,16:40,15.0,118,248.0,316.0,44.0,900000,481143.0
205,Matt Duchene,C,58,14,14,28,2.8,9,5,0,2,10,4,0,132,10.6,945,16:17,41.0,43,200.0,191.0,51.2,900000,481143.0
206,Lars Eller,C,79,16,12,28,2.9,12,2,2,2,10,1,1,129,12.4,1210,15:19,55.0,72,319.0,366.0,46.6,845833,411644.0
207,Matt Halischuk,RW,73,15,13,28,3.8,15,0,0,2,13,0,0,96,15.6,822,11:15,33.0,41,11.0,19.0,36.7,712500,240571.0
208,Nikolai Kulemin,LW,70,7,21,28,2.0,6,1,0,1,16,4,1,107,6.5,1066,15:13,43.0,97,32.0,46.0,41.0,2350000,2341562.0
209,Dmitry Kulikov,D,58,4,24,28,4.8,2,2,0,1,16,8,0,104,3.8,1268,21:51,74.0,104,0.0,0.0,,900000,481143.0
210,Chris Neil,RW,72,13,15,28,2.3,11,2,0,0,11,4,0,127,10.2,921,12:48,20.0,271,0.0,2.0,0.0,2000000,1892496.0
211,Alexander Steen,C,43,15,13,28,4.7,12,3,0,3,11,2,0,134,11.2,822,19:08,29.0,24,53.0,42.0,55.8,3362500,3640649.0
212,Lee Stempniak,RW,61,14,14,28,3.2,12,2,0,2,11,3,0,130,10.8,990,16:14,22.0,55,7.0,19.0,26.9,1900000,1764191.0
213,Cal Clutterbuck,RW,74,15,12,27,2.8,8,3,4,2,8,4,0,161,9.3,1210,16:21,31.0,288,5.0,10.0,33.3,1400000,1122667.0
214,Sean Couturier,C,77,13,14,27,3.1,11,0,2,4,13,1,0,116,11.2,1089,14:08,33.0,82,378.0,426.0,47.0,925000,513219.0
215,Mark Giordano,D,61,9,18,27,5.9,4,5,0,0,12,5,1,125,7.2,1404,23:01,127.0,84,0.0,0.0,,4020000,4484253.0
216,Marcel Goc,C,57,11,16,27,2.9,8,3,0,1,15,1,0,97,11.3,1004,17:37,23.0,38,505.0,473.0,51.6,1700000,1507581.0
217,John-Michael Liles,D,66,7,20,27,3.7,3,4,0,0,11,9,0,106,6.6,1409,21:21,111.0,68,0.0,0.0,,4200000,4715202.0
218,Paul Martin,D,73,2,25,27,4.6,2,0,0,0,20,4,1,93,2.2,1679,23:00,117.0,24,0.0,0.0,,5000000,5741640.0
219,Jamie McBain,D,76,8,19,27,5.1,3,5,0,1,13,6,0,127,6.3,1505,19:48,106.0,15,0.0,0.0,,685000,205287.0
220,James Wisniewski,D,48,6,21,27,3.9,4,2,0,2,11,10,0,99,6.1,1190,24:48,74.0,50,0.0,1.0,0.0,5500000,6383164.0
221,Brian Boyle,C,82,11,15,26,2.2,11,0,0,2,13,1,1,165,6.7,1250,15:14,83.0,236,629.0,586.0,51.8,1700000,1507581.0
222,Andrew Cogliano,C,82,13,13,26,2.2,11,2,0,2,12,1,0,115,11.3,1206,14:42,41.0,88,162.0,224.0,42.0,2390000,2392884.0
223,Joey Crabb,RW,67,11,15,26,2.5,9,0,2,4,15,0,0,75,14.7,901,13:27,34.0,101,1.0,9.0,10.0,750000,288685.0
224,Darren Helm,C,68,9,17,26,2.2,9,0,0,2,17,0,0,124,7.3,987,14:31,27.0,97,403.0,374.0,51.9,912500,497181.0
225,Erik Johnson,D,73,4,22,26,4.6,3,1,0,1,11,11,0,155,2.6,1521,20:50,94.0,123,0.0,0.0,,2600000,2662325.0
226,Marcus Krüger,C,71,9,17,26,2.2,9,0,0,1,14,3,0,89,10.1,1093,15:24,36.0,26,284.0,335.0,45.9,735000,269440.0
227,Brenden Morrow,LW,57,11,15,26,2.4,6,5,0,2,13,2,0,88,12.5,971,17:02,33.0,130,11.0,16.0,40.7,4100000,4586897.0
228,Kyle Quincey,D,72,7,19,26,5.3,3,4,0,1,11,6,2,168,4.2,1574,21:52,94.0,101,0.0,1.0,0.0,3125000,3335925.0
229,Zack Smith,C,81,14,12,26,2.3,11,1,2,3,11,0,1,134,10.4,1140,14:04,43.0,168,484.0,506.0,48.9,700000,224533.0
230,Raffi Torres,LW,79,15,11,26,3.1,14,1,0,1,11,0,0,99,15.2,898,11:22,21.0,128,7.0,8.0,46.7,1750000,1571734.0
231,Fedor Tyutin,D,66,5,21,26,3.4,4,1,0,0,9,11,1,124,4.0,1593,24:09,91.0,100,0.0,0.0,,2843750,2975068.0
232,Erik Condra,RW,81,8,17,25,1.8,6,0,2,1,15,0,2,140,5.7,1147,14:10,69.0,16,11.0,16.0,40.7,625000,128304.0
233,Joe Corvo,D,75,4,21,25,4.7,3,1,0,1,13,8,0,168,2.4,1411,18:49,56.0,27,0.0,0.0,,2250000,2213258.0
234,Trevor Daley,D,79,4,21,25,4.9,3,1,0,2,16,5,0,134,3.0,1710,21:39,115.0,45,0.0,0.0,,3300000,3560458.0
235,Nathan Gerbe,C,62,6,19,25,2.0,6,0,0,2,17,1,1,137,4.4,881,14:12,13.0,53,7.0,12.0,36.8,1450000,1186819.0
236,Ville Leino,LW,71,8,17,25,1.6,7,1,0,1,17,0,0,78,10.3,1131,15:55,28.0,41,95.0,135.0,41.3,4500000,5100116.0
237,Mark Letestu,C,62,11,14,25,2.0,7,4,0,0,10,4,0,114,9.6,970,15:39,19.0,60,375.0,347.0,51.9,625000,128304.0
238,Drew Miller,LW,80,14,11,25,2.6,14,0,0,4,11,0,0,131,10.7,1030,12:52,66.0,79,5.0,20.0,20.0,837500,400952.0
239,Dominic Moore,C,79,4,21,25,0.2,3,0,1,1,18,3,0,103,3.9,1227,15:32,23.0,52,419.0,343.0,55.0,1100000,737752.0
240,Jeff Petry,D,73,2,23,25,4.1,1,1,0,0,18,5,0,111,1.8,1589,21:46,126.0,126,0.0,0.0,,850000,416990.0
241,Sami Salo,D,69,9,16,25,5.5,2,7,0,3,9,7,0,136,6.6,1411,20:27,77.0,29,0.0,0.0,,2000000,1892496.0
242,Bryan Bickell,LW,71,9,15,24,1.8,9,0,0,0,15,0,0,84,10.7,862,12:08,23.0,128,0.0,1.0,0.0,541667,21384.0
243,Rene Bourque,LW,76,18,6,24,1.8,14,3,1,1,3,3,0,158,11.4,1355,17:50,25.0,86,12.0,8.0,60.0,3333333,3603226.0
244,Tim Brent,C,79,12,12,24,2.4,8,3,1,3,8,4,0,71,16.9,860,10:53,33.0,64,278.0,293.0,48.7,750000,288685.0
245,Braydon Coburn,D,81,4,20,24,4.7,4,0,0,0,18,0,2,113,3.5,1786,22:03,119.0,164,0.0,1.0,0.0,3200000,3432153.0
246,Andrew Ference,D,72,6,18,24,4.7,6,0,0,1,15,2,1,107,5.6,1360,18:53,81.0,68,1.0,0.0,100.0,2250000,2213258.0
247,Travis Hamonic,D,73,2,22,24,5.6,1,1,0,0,17,5,0,124,1.6,1637,22:26,157.0,170,0.0,0.0,,875000,449066.0
248,Jamie Langenbrunner,RW,70,6,18,24,2.1,6,0,0,3,18,0,0,127,4.7,1023,14:37,19.0,70,10.0,17.0,37.0,2500000,2534020.0
249,Jordan Leopold,D,79,10,14,24,6.0,9,1,0,0,10,4,0,110,9.1,1767,22:22,128.0,54,0.0,0.0,,3000000,3175544.0
250,Shawn Matthias,C,79,10,14,24,2.0,9,1,0,1,13,1,0,133,7.5,1091,13:49,38.0,60,295.0,302.0,49.4,851625,419075.0
251,Willie Mitchell,D,76,5,19,24,7.9,5,0,0,2,11,5,3,104,4.8,1689,22:14,136.0,74,0.0,1.0,0.0,3500000,3817068.0
252,Brian Rolston,C,70,7,17,24,1.6,6,1,0,2,14,3,0,151,4.6,1000,14:17,21.0,86,37.0,40.0,48.1,5062500,5821831.0
253,Luca Sbisa,D,80,5,19,24,4.5,5,0,0,0,16,3,0,88,5.7,1434,17:56,97.0,184,0.0,0.0,,2175000,2117029.0
254,Sean Bergenheim,LW,62,17,6,23,2.6,11,5,1,2,6,0,0,185,9.2,1018,16:25,21.0,109,3.0,8.0,27.3,2750000,2854782.0
255,Brad Boyes,C,65,8,15,23,2.0,6,2,0,0,9,6,0,100,8.0,856,13:10,24.0,29,126.0,141.0,47.2,4000000,4458592.0
256,Boyd Gordon,RW,75,8,15,23,1.7,7,0,1,2,13,0,2,114,7.0,1194,15:56,86.0,48,669.0,508.0,56.8,1325000,1026438.0
257,Niklas Hagman,LW,71,9,14,23,1.6,7,2,0,2,14,0,0,125,7.2,1035,14:35,29.0,49,8.0,12.0,40.0,3000000,3175544.0
258,Jay Harrison,D,72,9,14,23,4.5,7,2,0,2,11,3,0,128,7.0,1480,20:33,153.0,117,0.0,0.0,,700000,224533.0
259,Victor Hedman,D,61,5,18,23,2.9,5,0,0,0,13,4,1,82,6.1,1409,23:06,127.0,96,0.0,0.0,,900000,481143.0
260,Tyler Myers,D,55,8,15,23,5.2,5,3,0,1,11,4,0,84,9.5,1237,22:29,70.0,78,0.0,0.0,,875000,449066.0
261,Dennis Seidenberg,D,80,5,18,23,5.2,5,0,0,2,8,8,2,174,2.9,1923,24:02,151.0,154,0.0,0.0,,3250000,3496306.0
262,Andrew Shaw,C,37,12,11,23,2.7,12,0,0,2,7,4,0,74,16.2,563,15:12,21.0,82,41.0,47.0,46.6,573333,62013.0
263,Jared Spurgeon,D,70,3,20,23,5.0,1,2,0,1,10,10,0,92,3.3,1512,21:36,95.0,36,0.0,0.0,,526667,2138.0
264,Marc-Édouard Vlasic,D,82,4,19,23,5.9,4,0,0,1,17,1,1,119,3.4,1899,23:09,171.0,45,0.0,0.0,,3100000,3303849.0
265,Daniel Winnik,C,84,8,15,23,0.8,7,0,1,1,14,0,1,184,4.3,1402,16:42,50.0,95,33.0,33.0,50.0,950000,545295.0
266,Justin Abdelkader,LW,81,8,14,22,1.6,8,0,0,1,14,0,0,121,6.6,997,12:19,42.0,148,239.0,213.0,52.9,787500,336800.0
267,Pierre-Marc Bouchard,C,37,9,13,22,2.6,7,2,0,3,8,5,0,84,10.7,604,16:19,9.0,3,4.0,12.0,25.0,4080000,4561236.0
268,Justin Faulk,D,66,8,14,22,3.8,3,5,0,2,7,7,0,101,7.9,1508,22:51,85.0,113,0.0,0.0,,840000,404160.0
269,Tom Gilbert,D,67,3,19,22,4.1,1,2,0,1,15,4,0,72,4.2,1612,24:04,115.0,65,0.0,0.0,,4000000,4458592.0
270,Andy McDonald,C,25,10,12,22,3.1,7,3,0,2,9,3,0,64,15.6,463,18:32,5.0,3,66.0,50.0,56.9,4700000,5356726.0
271,Luke Schenn,D,79,2,20,22,3.1,2,0,0,0,18,1,1,81,2.5,1267,16:02,115.0,270,0.0,0.0,,3600000,3945373.0
272,Nick Spaling,C,77,10,12,22,1.1,10,0,0,3,11,0,1,107,9.3,1210,15:43,38.0,43,448.0,446.0,50.1,1050000,673600.0
273,Eric Brewer,D,82,1,20,21,2.7,1,0,0,0,16,3,1,83,1.2,1908,23:16,176.0,197,0.0,0.0,,3875000,4298211.0
274,Vernon Fiddler,C,82,8,13,21,0.6,8,0,0,1,12,0,1,123,6.5,1147,13:59,67.0,82,534.0,515.0,50.9,1800000,1635886.0
275,Cody Franson,D,57,5,16,21,3.5,3,2,0,0,11,5,0,65,7.7,923,16:11,53.0,102,0.0,0.0,,800000,352838.0
276,Paul Gaustad,C,70,7,14,21,1.3,7,0,0,3,13,0,1,75,9.3,1034,14:46,47.0,114,659.0,491.0,57.3,2300000,2277410.0
277,Ryan Johansen,C,67,9,12,21,1.9,6,3,0,3,11,1,0,99,9.1,853,12:44,24.0,68,97.0,118.0,45.1,870000,442651.0
278,Kevin Klein,D,66,4,17,21,3.4,4,0,0,2,15,1,1,91,4.4,1316,19:56,151.0,84,0.0,0.0,,1350000,1058514.0
279,Matt Niskanen,D,75,4,17,21,4.1,1,3,0,0,12,5,0,118,3.4,1345,17:56,69.0,105,0.0,0.0,,1500000,1250972.0
280,Eric Nystrom,LW,74,16,5,21,1.8,16,0,0,1,5,0,0,102,15.7,1017,13:45,38.0,176,14.0,15.0,48.3,1400000,1122667.0
281,Corey Potter,D,62,4,17,21,2.7,3,1,0,0,7,10,0,98,4.1,1237,19:57,79.0,90,0.0,0.0,,525000,0.0
282,Jim Slater,C,78,13,8,21,1.3,12,0,1,1,8,0,0,118,11.0,1152,14:46,73.0,163,634.0,531.0,54.4,1000000,609447.0
283,Sheldon Souray,D,64,6,15,21,5.1,3,2,1,1,11,4,0,179,3.4,1310,20:28,90.0,55,0.0,0.0,,1650000,1443429.0
284,Jarret Stoll,C,78,6,15,21,1.3,5,1,0,0,8,7,0,133,4.5,1301,16:41,46.0,165,652.0,537.0,54.8,3600000,3945373.0
285,Brad Stuart,D,81,6,15,21,5.5,4,1,1,2,15,0,0,96,6.3,1705,21:03,115.0,177,0.0,0.0,,3750000,4137830.0
286,Ryan Wilson,D,59,1,20,21,4.8,1,0,0,0,16,4,0,63,1.6,1105,18:44,70.0,97,0.0,1.0,0.0,1275000,962286.0
287,Luke Adam,LW,52,10,10,20,2.0,10,0,0,0,7,3,0,89,11.2,645,12:24,15.0,26,114.0,145.0,44.0,737500,272647.0
288,Derek Dorsett,RW,77,12,8,20,1.2,9,2,1,1,7,1,0,137,8.8,1131,14:42,40.0,199,14.0,14.0,50.0,562500,48114.0
289,Shane O'Brien,D,76,3,17,20,4.5,2,1,0,0,15,1,1,114,2.6,1461,19:13,86.0,138,0.0,0.0,,1100000,737752.0
290,Mason Raymond,LW,55,10,10,20,1.9,8,1,1,2,10,0,0,125,8.0,857,15:35,13.0,32,7.0,18.0,28.0,2550000,2598172.0
291,Vladimír Sobotka,C,73,5,15,20,1.6,4,0,1,1,14,1,0,117,4.3,1157,15:51,29.0,152,281.0,220.0,56.1,1300000,994362.0
292,Anthony Stewart,C,77,9,11,20,2.2,9,0,0,1,9,2,0,64,14.1,626,8:07,15.0,92,3.0,14.0,17.6,900000,481143.0
293,Slava Voynov,D,54,8,12,20,5.9,5,3,0,2,9,3,0,86,9.3,1001,18:32,47.0,73,0.0,0.0,,762500,304723.0
294,Ryan Whitney,D,51,3,17,20,2.3,1,2,0,0,9,8,0,41,7.3,1069,20:58,85.0,18,0.0,0.0,,4000000,4458592.0
295,Gabriel Bourque,LW,43,7,12,19,1.9,7,0,0,1,12,0,0,59,11.9,550,12:47,19.0,66,0.0,1.0,0.0,618333,119750.0
296,Adam Burish,C,65,6,13,19,1.5,6,0,0,1,11,2,0,82,7.3,831,12:47,36.0,69,217.0,172.0,55.8,1150000,801905.0
297,Carlo Colaiacovo,D,64,2,17,19,4.6,2,0,0,2,9,8,0,68,2.9,1216,19:00,81.0,73,0.0,0.0,,2125000,2052877.0
298,Carl Gunnarsson,D,76,4,15,19,3.0,4,0,0,0,9,6,0,89,4.5,1649,21:42,152.0,114,0.0,1.0,0.0,1325000,1026438.0
299,Jan Hejda,D,81,5,14,19,3.3,5,0,0,1,14,0,0,78,6.4,1675,20:41,134.0,142,1.0,0.0,100.0,3250000,3496306.0
300,Maxim Lapierre,C,82,9,10,19,1.3,9,0,0,0,10,0,0,103,8.7,921,11:14,24.0,244,251.0,231.0,52.1,1000000,609447.0
301,Andrew MacDonald,D,75,5,14,19,4.6,4,1,0,0,13,1,0,71,7.0,1753,23:22,185.0,48,0.0,0.0,,550000,32076.0
302,Torrey Mitchell,C,76,9,10,19,1.2,9,0,0,0,10,0,0,100,9.0,945,12:26,33.0,94,36.0,47.0,43.4,1366667,1079899.0
303,Dmitry Orlov,D,60,3,16,19,3.4,3,0,0,1,14,2,0,51,5.9,1012,16:52,54.0,99,0.0,1.0,0.0,690000,211702.0
304,Chris Phillips,D,80,5,14,19,4.3,1,4,0,1,12,0,2,85,5.9,1529,19:07,137.0,134,0.0,0.0,,3083333,3282464.0
305,Tom Pyatt,C,74,12,7,19,0.5,11,1,0,1,7,0,0,95,12.6,1095,14:48,52.0,40,128.0,153.0,45.6,525000,0.0
306,Craig Adams,RW,82,5,13,18,0.6,5,0,0,0,10,0,3,76,6.6,925,11:17,45.0,162,132.0,160.0,45.2,675000,192457.0
307,Nick Bonino,C,50,5,13,18,1.6,5,0,0,0,12,1,0,63,7.9,624,12:29,39.0,18,195.0,259.0,43.0,693000,215552.0
308,Matt D'Agostini,RW,55,9,9,18,2.4,6,3,0,3,9,0,0,101,8.9,771,14:01,18.0,48,8.0,21.0,27.6,1650000,1443429.0
309,Tim Gleason,D,82,1,17,18,5.1,1,0,0,0,14,2,1,65,1.5,1698,20:43,112.0,129,0.0,0.0,,2750000,2854782.0
310,Adam Larsson,D,65,2,16,18,3.4,2,0,0,0,11,4,1,68,2.9,1340,20:37,67.0,94,0.0,0.0,,925000,513219.0
311,Matthew Lombardi,C,62,8,10,18,0.5,7,0,1,2,10,0,0,101,7.9,841,13:34,34.0,58,151.0,155.0,49.3,3500000,3817068.0
312,Manny Malhotra,C,78,7,11,18,0.5,7,0,0,2,11,0,0,60,11.7,963,12:21,45.0,44,536.0,380.0,58.5,2500000,2534020.0
313,Johnny Oduya,D,81,3,15,18,2.8,3,0,0,1,15,0,0,82,3.7,1657,20:28,140.0,64,0.0,0.0,,3500000,3817068.0
314,Brooks Orpik,D,73,2,16,18,4.5,2,0,0,0,15,0,1,44,4.5,1646,22:33,139.0,259,0.0,0.0,,3750000,4137830.0
315,Brayden Schenn,C,54,12,6,18,1.5,8,4,0,3,5,1,0,97,12.4,763,14:07,26.0,136,201.0,235.0,46.1,870000,442651.0
316,Matt Stajan,C,61,8,10,18,1.6,8,0,0,1,8,2,0,77,10.4,794,13:01,33.0,49,331.0,308.0,51.8,3500000,3817068.0
317,Anton Strålman,D,53,2,16,18,4.0,2,0,0,0,12,4,0,55,3.6,906,17:06,71.0,76,0.0,0.0,,900000,481143.0
318,Joel Ward,RW,73,6,12,18,1.7,6,0,0,0,12,0,0,79,7.6,907,12:26,41.0,75,29.0,23.0,55.8,3000000,3175544.0
319,Yannick Weber,D,60,4,14,18,3.0,0,4,0,0,10,4,0,88,4.5,937,15:37,47.0,49,0.0,0.0,,850000,416990.0
320,Karl Alzner,D,82,1,16,17,4.4,1,0,0,0,15,1,0,56,1.8,1712,20:52,139.0,74,0.0,0.0,,1285000,975116.0
321,Grant Clitsome,D,63,4,13,17,2.6,3,1,0,1,8,4,1,87,4.6,1071,17:00,61.0,85,0.0,1.0,0.0,1250000,930209.0
322,Jared Cowen,D,82,5,12,17,2.7,5,0,0,1,10,1,1,58,8.6,1549,18:54,74.0,217,0.0,0.0,,870000,442651.0
323,Andrew Desjardins,C,76,4,13,17,1.2,4,0,0,3,12,0,1,80,5.0,728,9:35,49.0,93,192.0,170.0,53.0,540000,19245.0
324,Deryk Engelland,D,73,4,13,17,3.7,4,0,0,1,13,0,0,86,4.7,1179,16:09,77.0,174,0.0,0.0,,566667,53460.0
325,Mark Fayne,D,82,4,13,17,4.2,4,0,0,1,10,2,1,94,4.3,1656,20:11,88.0,84,0.0,0.0,,542500,22453.0
326,Jay McClement,C,80,10,7,17,1.0,9,0,1,1,7,0,0,95,10.5,1100,13:45,54.0,72,448.0,425.0,51.3,1450000,1186819.0
327,Dustin Penner,RW,65,7,10,17,1.1,6,1,0,0,10,0,0,119,5.9,931,14:19,16.0,90,14.0,18.0,43.8,4250000,4779354.0
328,Brandon Prust,LW,82,5,12,17,0.8,3,0,2,2,12,0,0,68,7.4,979,11:57,51.0,144,3.0,2.0,60.0,800000,352838.0
329,Bobby Butler,LW,56,6,10,16,1.5,6,0,0,4,10,0,0,86,7.0,643,11:29,13.0,34,3.0,0.0,100.0,1050000,673600.0
330,Gregory Campbell,C,78,8,8,16,0.5,8,0,0,0,8,0,0,74,10.8,998,12:48,53.0,107,344.0,334.0,50.7,1100000,737752.0
331,Kyle Chipchura,C,53,3,13,16,1.2,3,0,0,0,13,0,0,43,7.0,558,10:32,14.0,67,173.0,190.0,47.7,550000,32076.0
332,Raphael Diaz,D,59,3,13,16,2.8,3,0,0,1,7,4,2,61,4.9,1062,18:00,102.0,40,1.0,1.0,50.0,900000,481143.0
333,Tanner Glass,LW,78,5,11,16,-0.1,5,0,0,1,11,0,0,86,5.8,1047,13:25,51.0,246,29.0,44.0,39.7,750000,288685.0
334,Josh Gorges,D,82,2,14,16,5.4,2,0,0,1,14,0,0,59,3.4,1856,22:38,250.0,131,0.0,0.0,,2500000,2534020.0
335,Andy Greene,D,56,1,15,16,3.6,1,0,0,0,14,1,0,53,1.9,1092,19:30,96.0,35,0.0,0.0,,3000000,3175544.0
336,Jeff Halpern,C,69,4,12,16,0.7,4,0,0,1,12,0,0,63,6.3,870,12:36,44.0,55,365.0,260.0,58.4,825000,384914.0
337,Aaron Johnson,D,56,3,13,16,2.1,2,1,0,0,12,1,0,63,4.8,924,16:30,72.0,99,0.0,0.0,,550000,32076.0
338,Roman Josi,D,52,5,11,16,3.4,4,1,0,0,8,3,0,64,7.8,956,18:23,98.0,33,0.0,0.0,,875000,449066.0
339,Brian Lee,D,55,1,15,16,1.5,1,0,0,0,15,0,0,32,3.1,854,15:32,62.0,127,0.0,0.0,,875000,449066.0
340,Travis Moen,LW,48,9,7,16,1.5,8,0,1,0,7,0,0,45,20.0,754,15:43,41.0,75,5.0,7.0,41.7,1500000,1250972.0
341,Peter Mueller,C,32,7,9,16,1.7,6,1,0,1,5,4,0,82,8.5,469,14:39,10.0,14,6.0,4.0,60.0,2000000,1892496.0
342,Mike Weaver,D,82,0,16,16,3.7,0,0,0,0,15,0,1,51,0.0,1667,20:20,137.0,114,0.0,0.0,,900000,481143.0
343,Matt Beleskey,LW,70,4,11,15,0.9,4,0,0,0,10,1,0,75,5.3,719,10:16,20.0,100,11.0,15.0,42.3,737500,272647.0
344,Johnny Boychuk,D,77,5,10,15,5.2,5,0,0,2,10,0,0,171,2.9,1587,20:37,133.0,145,0.0,0.0,,1875000,1732115.0
345,Chris Butler,D,68,2,13,15,3.0,2,0,0,0,10,3,0,62,3.2,1469,21:36,115.0,70,0.0,0.0,,1250000,930209.0
346,Jordan Caron,RW,48,7,8,15,1.4,7,0,0,0,8,0,0,57,12.3,553,11:32,15.0,64,1.0,1.0,50.0,886667,464036.0
347,Blake Comeau,RW,74,5,10,15,0.0,5,0,0,0,10,0,0,137,3.6,1143,15:27,22.0,144,29.0,62.0,31.9,2500000,2534020.0
348,Brett Connolly,RW,68,4,11,15,0.2,3,1,0,2,9,2,0,94,4.3,780,11:28,19.0,58,20.0,32.0,38.5,900000,481143.0
349,Matt Frattin,RW,56,8,7,15,1.0,8,0,0,2,6,1,0,92,8.7,737,13:10,12.0,81,2.0,6.0,25.0,875000,449066.0
350,Michael Frolík,C,63,5,10,15,0.2,5,0,0,0,9,0,1,117,4.3,811,12:52,32.0,56,16.0,32.0,33.3,2333333,2320178.0
351,Brian Gionta,RW,31,8,7,15,1.4,6,2,0,0,6,1,0,75,10.7,602,19:26,13.0,35,14.0,19.0,42.4,5000000,5741640.0
