,PLAYER,Pos,GP,G,A,PTS,PS,EV,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CAP HIT,exchange cap
12,Marián Gáborík,RW,82,41,35,76,11.2,31,10,0,7,24,11,0,276,14.9,1600,19:31,40.0,63,0.0,2.0,0.0,7500000,8949261.0
13,Jason Pominville,RW,82,30,43,73,8.4,20,8,2,5,24,18,1,235,12.8,1614,19:41,52.0,30,179.0,196.0,47.7,5300000,6126555.0
14,Loui Eriksson,LW,82,26,45,71,8.6,19,5,2,3,37,7,1,187,13.9,1620,19:46,40.0,20,7.0,9.0,43.8,4250000,4779354.0
15,Eric Staal,C,82,24,46,70,7.1,14,7,3,3,28,16,2,262,9.2,1767,21:33,35.0,48,882.0,799.0,52.5,8250000,9911547.0
16,Matt Moulson,LW,82,36,33,69,9.3,22,14,0,5,23,10,0,219,16.4,1583,19:18,40.0,33,2.0,2.0,50.0,3133333,3346616.0
17,Zach Parise,C,82,31,38,69,8.6,21,7,3,3,27,7,4,293,10.6,1762,21:29,39.0,65,30.0,33.0,47.6,6000000,7024688.0
18,Patrick Sharp,C,74,33,36,69,9.7,25,7,1,8,26,10,0,282,11.7,1473,19:54,18.0,80,139.0,152.0,47.8,3900000,4330287.0
19,Henrik Zetterberg,C,82,22,47,69,7.6,19,3,0,4,34,11,2,267,8.2,1627,19:50,26.0,45,548.0,567.0,49.1,6083333,7131609.0
20,Pavel Datsyuk,C,70,19,48,67,7.9,15,4,0,5,29,19,0,164,11.6,1370,19:34,31.0,76,702.0,547.0,56.2,6700000,7922822.0
21,Scott Hartnell,RW,82,37,30,67,9.6,21,16,0,6,23,7,0,232,15.9,1458,17:47,37.0,188,20.0,43.0,31.7,4200000,4715202.0
22,Joffrey Lupul,C,66,25,42,67,8.1,17,8,0,3,29,13,0,191,13.1,1228,18:37,25.0,110,21.0,37.0,36.2,4250000,4779354.0
23,Tyler Seguin,C,81,29,38,67,9.7,24,5,0,7,28,10,0,242,12.0,1372,16:56,17.0,26,46.0,60.0,43.4,900000,481143.0
24,Valtteri Filppula,C,81,23,43,66,7.9,19,3,1,1,35,8,0,144,16.0,1479,18:16,23.0,42,193.0,180.0,51.7,3000000,3175544.0
25,Patrick Kane,RW,82,23,43,66,6.9,19,4,0,5,35,8,0,253,9.1,1656,20:12,27.0,19,240.0,329.0,42.2,6300000,7409603.0
26,Brad Richards,C,82,25,41,66,7.5,18,7,0,9,24,17,0,229,10.9,1662,20:16,49.0,51,682.0,634.0,51.8,6666666,7880053.0
27,Logan Couture,C,80,31,34,65,8.2,18,11,2,5,19,15,0,245,12.7,1485,18:34,76.0,42,468.0,442.0,51.4,816667,374222.0
28,Alex Ovechkin,LW,78,38,27,65,8.7,25,13,0,3,17,10,0,303,12.5,1544,19:48,42.0,215,6.0,9.0,40.0,9538462,11564706.0
29,Max Pacioretty,LW,79,33,32,65,9.0,29,4,0,5,23,9,0,286,11.5,1443,18:16,39.0,104,1.0,4.0,20.0,1625000,1411353.0
30,Teddy Purcell,RW,81,24,41,65,7.9,16,8,0,3,30,11,0,152,15.8,1307,16:08,11.0,17,3.0,14.0,17.6,2362500,2357601.0
31,Patrice Bergeron,C,81,22,42,64,8.3,15,5,2,3,32,9,1,191,11.5,1505,18:35,67.0,73,973.0,668.0,59.3,5000000,5741640.0
32,Patrick Marleau,C,82,30,34,64,8.0,20,10,0,8,19,15,0,251,12.0,1679,20:29,33.0,84,243.0,224.0,52.0,6900000,8179432.0
33,Blake Wheeler,RW,80,17,47,64,6.4,11,6,0,3,38,9,0,208,8.2,1526,19:05,46.0,113,4.0,6.0,40.0,2550000,2598172.0
34,Jamie Benn,LW,71,26,37,63,8.2,23,2,1,7,29,8,0,203,12.8,1283,18:04,52.0,136,347.0,404.0,46.2,630000,134720.0
35,Mike Ribeiro,C,74,18,45,63,6.5,16,2,0,5,32,13,0,142,12.7,1484,20:03,46.0,113,341.0,467.0,42.2,5000000,5741640.0
36,Michael Ryder,RW,82,35,27,62,8.9,28,7,0,6,24,3,0,211,16.6,1425,17:23,50.0,86,34.0,37.0,47.9,3500000,3817068.0
37,Radim Vrbata,RW,77,35,27,62,9.3,25,9,1,12,19,8,0,232,15.1,1435,18:39,16.0,57,27.0,40.0,40.3,3000000,3175544.0
38,Erik Cole,LW,82,35,26,61,9.0,24,11,0,6,23,3,0,241,14.5,1519,18:32,30.0,186,24.0,32.0,42.9,4500000,5100116.0
39,Olli Jokinen,C,82,23,38,61,6.7,14,9,0,5,23,15,0,223,10.3,1555,18:58,31.0,53,620.0,713.0,46.5,3000000,3175544.0
40,Chris Kunitz,LW,82,26,35,61,7.6,20,6,0,3,23,12,0,230,11.3,1502,18:19,28.0,180,20.0,18.0,52.6,3725000,4105754.0
41,Milan Lucic,LW,81,26,35,61,7.5,19,7,0,1,31,4,0,149,17.4,1379,17:02,26.0,201,14.0,16.0,46.7,4083333,4565512.0
42,Joe Pavelski,C,82,31,30,61,8.1,22,8,1,2,20,10,0,269,11.5,1690,20:37,84.0,50,507.0,357.0,58.7,4000000,4458592.0
43,Thomas Vanek,LW,78,26,35,61,7.2,16,10,0,5,21,14,0,204,12.7,1321,16:56,22.0,34,3.0,3.0,50.0,7142857,8491029.0
44,David Desharnais,C,81,16,44,60,6.7,13,3,0,2,27,17,0,98,16.3,1490,18:24,48.0,33,678.0,693.0,49.5,850000,416990.0
45,Corey Perry,RW,80,37,23,60,7.9,22,14,1,6,13,9,1,277,13.4,1710,21:23,45.0,65,19.0,29.0,39.6,5325000,6158631.0
46,Pascal Dupuis,LW,82,25,34,59,7.6,22,0,3,8,33,1,0,214,11.7,1388,16:56,44.0,111,51.0,64.0,44.3,1500000,1250972.0
47,Rick Nash,LW,82,30,29,59,6.6,22,6,2,2,16,13,0,306,9.8,1565,19:05,21.0,104,6.0,13.0,31.6,7800000,9334175.0
48,Justin Williams,RW,82,22,37,59,7.6,13,9,0,2,27,10,0,241,9.1,1406,17:09,37.0,36,11.0,12.0,47.8,3825000,4234059.0
49,Martin Erat,LW,71,19,39,58,6.8,13,5,1,3,26,13,0,107,17.8,1312,18:29,37.0,52,60.0,66.0,47.6,4500000,5100116.0
50,Ryan Getzlaf,C,82,11,46,57,4.3,7,4,0,4,26,19,1,185,5.9,1771,21:36,72.0,177,628.0,709.0,47.0,5325000,6158631.0
51,Evander Kane,C,74,30,27,57,7.8,24,6,0,4,24,3,0,287,10.5,1296,17:31,31.0,173,15.0,29.0,34.1,900000,481143.0
52,Bobby Ryan,RW,82,31,26,57,7.5,26,3,2,3,18,8,0,204,15.2,1505,18:21,24.0,111,19.0,48.0,28.4,5100000,5869945.0
53,Jonathan Toews,C,59,29,28,57,7.9,23,5,1,4,19,7,2,185,15.7,1230,20:51,14.0,32,675.0,462.0,59.4,6300000,7409603.0
54,Stephen Weiss,C,80,20,37,57,6.2,14,5,1,6,25,12,0,149,13.4,1641,20:31,61.0,92,781.0,688.0,53.2,3100000,3303849.0
55,Brad Marchand,C,76,28,27,55,8.1,22,5,1,3,24,1,2,167,16.8,1339,17:37,21.0,72,5.0,4.0,55.6,2500000,2534020.0
56,Ryan O'Reilly,C,81,18,37,55,5.7,14,4,0,3,26,11,0,189,9.5,1582,19:32,50.0,62,762.0,681.0,52.8,880000,455482.0
57,David Backes,RW,82,24,30,54,7.0,14,8,2,4,20,9,1,234,10.3,1640,20:00,72.0,226,658.0,695.0,48.6,4500000,5100116.0
58,Dustin Brown,RW,82,22,32,54,7.0,12,9,1,6,23,7,2,214,10.3,1654,20:10,32.0,291,17.0,22.0,43.6,3175000,3400077.0
59,Ryan Callahan,RW,76,29,25,54,6.4,15,13,1,9,19,4,2,235,12.3,1599,21:02,88.0,271,10.0,10.0,50.0,4275000,4811430.0
60,Jaromír Jágr,RW,73,19,35,54,6.0,11,8,0,2,23,12,0,170,11.2,1193,16:20,12.0,14,0.0,1.0,0.0,3300000,3560458.0
61,T.J. Oshie,C,80,19,35,54,6.6,15,3,1,3,21,13,1,188,10.1,1562,19:32,45.0,130,24.0,29.0,45.3,2350000,2341562.0
62,Alexander Semin,LW,77,21,33,54,6.7,19,2,0,1,24,9,0,183,11.5,1293,16:47,19.0,31,1.0,10.0,9.1,6700000,7922822.0
63,Kris Versteeg,RW,71,23,31,54,6.6,14,8,1,5,21,10,0,181,12.7,1414,19:55,19.0,52,21.0,44.0,32.3,3083333,3282464.0
64,Dustin Byfuglien,D,66,12,41,53,7.6,8,4,0,3,25,15,1,223,5.4,1592,24:07,57.0,112,0.0,0.0,,5200000,5998250.0
65,Brian Campbell,D,82,4,49,53,8.4,3,1,0,0,19,30,0,131,3.1,2206,26:54,118.0,46,0.0,0.0,,7142875,8491052.0
66,Taylor Hall,LW,61,27,26,53,7.1,14,13,0,7,18,8,0,207,13.0,1111,18:13,34.0,44,23.0,34.0,40.4,900000,481143.0
67,Dany Heatley,RW,82,24,29,53,6.3,16,8,0,3,18,11,0,238,10.1,1717,20:57,45.0,70,36.0,31.0,53.7,7500000,8949261.0
68,David Legwand,C,78,19,34,53,5.7,14,5,0,2,19,14,1,140,13.6,1445,18:31,29.0,31,512.0,597.0,46.2,4500000,5100116.0
69,Paul Stastny,C,79,21,32,53,5.7,14,7,0,2,20,12,0,190,11.1,1488,18:50,49.0,40,789.0,635.0,55.4,6600000,7794517.0
70,Alexandre Burrows,LW,80,28,24,52,7.2,23,3,2,7,20,4,0,198,14.1,1478,18:28,38.0,87,7.0,13.0,35.0,2000000,1892496.0
71,Gabriel Landeskog,LW,82,22,30,52,6.8,16,6,0,5,22,6,2,270,8.1,1526,18:37,58.0,219,8.0,28.0,22.2,925000,513219.0
72,Ryan Nugent-Hopkins,C,62,18,34,52,6.0,15,3,0,2,14,20,0,134,13.4,1092,17:36,33.0,38,227.0,378.0,37.5,925000,513219.0
73,Mike Fisher,C,72,24,27,51,6.4,19,5,0,7,17,9,1,157,15.3,1389,19:18,76.0,116,588.0,629.0,48.3,4200000,4715202.0
74,Mikhail Grabovski,C,74,23,28,51,5.9,18,5,0,2,23,5,0,163,14.1,1303,17:36,32.0,56,466.0,439.0,51.5,2900000,3047239.0
75,Adam Henrique,C,74,16,35,51,6.0,12,0,4,3,24,8,3,130,12.3,1344,18:10,57.0,83,501.0,525.0,48.8,575000,64152.0
76,Alex Pietrangelo,D,81,12,39,51,11.2,6,6,0,6,20,18,1,202,5.9,2003,24:44,133.0,90,0.0,0.0,,816667,374222.0
77,Derek Stepan,C,82,17,34,51,5.7,13,4,0,4,22,12,0,169,10.1,1554,18:57,44.0,137,386.0,481.0,44.5,820833,379568.0
78,Shane Doan,RW,79,22,28,50,5.0,17,5,0,5,18,9,1,226,9.7,1548,19:36,27.0,205,33.0,26.0,55.9,4550000,5164269.0
79,Andrew Ladd,LW,82,28,22,50,5.4,24,4,0,6,14,8,0,265,10.6,1604,19:34,25.0,76,32.0,27.0,54.2,4400000,4971811.0
80,Jordan Staal,C,62,25,25,50,6.6,17,5,3,0,21,2,2,149,16.8,1243,20:03,23.0,101,591.0,567.0,51.0,4000000,4458592.0
81,Drew Stafford,RW,80,20,30,50,5.6,16,3,1,4,26,4,0,226,8.8,1412,17:39,22.0,102,45.0,41.0,52.3,4000000,4458592.0
82,Daniel Brière,C,70,16,33,49,5.1,12,4,0,3,20,13,0,174,9.2,1215,17:22,16.0,48,406.0,425.0,48.9,6500000,7666213.0
83,Alexander Edler,D,82,11,38,49,8.3,5,5,1,0,21,17,0,228,4.8,1957,23:52,145.0,143,0.0,3.0,0.0,3250000,3496306.0
84,Ryan Kesler,C,77,22,27,49,5.5,13,8,1,1,15,11,1,222,9.9,1547,20:06,59.0,108,724.0,627.0,53.6,5000000,5741640.0
85,Vincent Lecavalier,C,64,22,27,49,5.6,17,5,0,5,21,6,0,182,12.1,1212,18:56,31.0,103,556.0,606.0,47.8,7727272,9240862.0
86,Wayne Simmonds,RW,82,28,21,49,6.0,17,11,0,4,16,5,0,197,14.2,1305,15:55,34.0,140,7.0,10.0,41.2,1750000,1571734.0
87,Alex Tanguay,LW,64,13,36,49,5.5,11,1,1,3,21,14,1,84,15.5,1219,19:03,47.0,22,25.0,42.0,37.3,3500000,3817068.0
88,Shea Weber,D,78,19,30,49,11.4,7,10,2,1,18,12,0,230,8.3,2041,26:10,140.0,177,0.0,0.0,,7500000,8949261.0
89,Dan Boyle,D,81,9,39,48,9.4,6,3,0,2,25,14,0,252,3.6,2072,25:35,137.0,58,0.0,0.0,,6666666,7880053.0
90,Curtis Glencross,LW,67,26,22,48,6.0,17,8,1,3,16,5,1,110,23.6,1208,18:01,49.0,81,41.0,41.0,50.0,2550000,2598172.0
91,Ryan Malone,LW,68,20,28,48,4.9,14,5,1,2,18,10,0,144,13.9,1203,17:41,36.0,142,29.0,50.0,36.7,4500000,5100116.0
92,Steve Sullivan,C,79,17,31,48,4.9,12,5,0,1,15,16,0,140,12.1,1213,15:22,16.0,38,4.0,5.0,44.4,1500000,1250972.0
93,Tyler Bozak,C,73,18,29,47,4.4,14,4,0,1,20,8,1,109,16.5,1375,18:51,34.0,117,631.0,567.0,52.7,1500000,1250972.0
94,Nick Foligno,LW,82,15,32,47,4.6,14,1,0,3,29,3,0,153,9.8,1201,14:39,30.0,196,62.0,87.0,41.6,1200000,866057.0
95,Sam Gagner,C,75,18,29,47,5.4,12,6,0,0,23,6,0,149,12.1,1289,17:11,23.0,21,334.0,367.0,47.6,2275000,2245334.0
96,Frans Nielsen,C,82,17,30,47,4.8,12,5,0,1,20,10,0,133,12.8,1431,17:27,66.0,29,523.0,633.0,45.2,525000,0.0
97,Matt Read,RW,79,24,23,47,5.9,18,4,2,6,15,7,1,155,15.5,1348,17:04,58.0,82,142.0,204.0,41.0,900000,481143.0
98,Mark Streit,D,82,7,40,47,6.3,4,3,0,1,20,20,0,149,4.7,1917,23:23,115.0,110,0.0,1.0,0.0,4100000,4586897.0
99,Kyle Wellwood,C,77,18,29,47,5.3,14,4,0,1,23,6,0,93,19.4,1151,14:57,13.0,10,135.0,115.0,54.0,700000,224533.0
100,David Clarkson,RW,80,30,16,46,6.4,22,8,0,7,8,8,0,228,13.2,1309,16:22,19.0,169,102.0,141.0,42.0,2666667,2747862.0
101,Marcus Johansson,C,80,14,32,46,4.3,13,1,0,3,25,7,0,90,15.6,1344,16:48,28.0,61,307.0,403.0,43.2,900000,481143.0
102,Jussi Jokinen,LW,79,12,34,46,4.3,7,3,2,3,19,15,0,118,10.2,1396,17:40,48.0,41,459.0,373.0,55.2,3000000,3175544.0
103,Bryan Little,C,74,24,22,46,4.6,18,6,0,6,14,7,1,162,14.8,1496,20:13,13.0,44,733.0,746.0,49.6,2383333,2384330.0
104,Ryan Smyth,LW,82,19,27,46,4.5,15,4,0,4,23,4,0,194,9.8,1565,19:05,31.0,53,66.0,84.0,44.0,6250000,7345451.0
105,Ryan Suter,D,79,7,39,46,9.2,3,3,1,1,16,22,1,134,5.2,2094,26:30,116.0,46,0.0,1.0,0.0,3500000,3817068.0
106,Dennis Wideman,D,82,11,35,46,7.4,7,4,0,3,19,16,0,175,6.3,1960,23:54,132.0,113,0.0,0.0,,3937500,4378402.0
107,Ryane Clowe,LW,76,17,28,45,4.3,13,4,0,2,17,11,0,180,9.4,1358,17:52,36.0,109,6.0,14.0,30.0,3625000,3977449.0
108,Kyle Okposo,RW,79,24,21,45,5.0,21,3,0,2,18,3,0,152,15.8,1348,17:04,33.0,51,68.0,74.0,47.9,2800000,2918934.0
109,Nicklas Bäckström,C,42,14,30,44,5.1,11,3,0,4,14,16,0,95,14.7,805,19:10,25.0,31,353.0,338.0,51.1,6700000,7922822.0
110,Kevin Bieksa,D,78,8,36,44,8.3,6,2,0,2,28,8,0,166,4.8,1844,23:38,106.0,159,0.0,1.0,0.0,4600000,5228421.0
111,Kyle Brodziak,C,82,22,22,44,4.6,17,5,0,0,16,6,0,160,13.8,1563,19:04,62.0,81,707.0,722.0,49.5,1150000,801905.0
112,Mikko Koivu,C,55,12,32,44,5.1,9,2,1,2,16,13,3,129,9.3,1174,21:21,21.0,62,587.0,536.0,52.3,6750000,7986975.0
113,Dion Phaneuf,D,82,12,32,44,7.0,5,7,0,1,16,15,1,202,5.9,2074,25:17,127.0,214,0.0,0.0,,6500000,7666213.0
114,Mike Richards,C,74,18,26,44,5.2,11,3,4,1,15,11,0,171,10.5,1398,18:53,38.0,111,532.0,520.0,50.6,5750000,6703926.0
115,Derek Roy,C,80,17,27,44,3.8,10,6,1,2,21,6,0,176,9.7,1546,19:19,50.0,35,672.0,657.0,50.6,4000000,4458592.0
116,Jeff Skinner,RW,64,20,24,44,5.1,16,4,0,5,15,9,0,210,9.5,1192,18:37,15.0,44,67.0,92.0,42.1,900000,481143.0
117,Dainius Zubrus,RW,82,17,27,44,5.0,10,4,3,2,23,2,2,109,15.6,1532,18:41,41.0,102,191.0,250.0,43.3,3400000,3688763.0
118,Chris Higgins,C,71,18,25,43,5.1,16,1,1,4,18,7,0,165,10.9,1158,16:19,29.0,61,12.0,18.0,40.0,1900000,1764191.0
119,Patric Hörnqvist,RW,76,27,16,43,6.2,19,8,0,3,14,2,0,230,11.7,1165,15:20,28.0,62,6.0,3.0,66.7,3083333,3282464.0
120,Sergei Kostitsyn,LW,75,17,26,43,4.9,15,1,1,3,18,8,0,97,17.5,1235,16:28,27.0,44,0.0,6.0,0.0,2500000,2534020.0
121,Clarke MacArthur,LW,73,20,23,43,5.1,17,3,0,4,17,6,0,148,13.5,1157,15:51,21.0,60,5.0,6.0,45.5,3250000,3496306.0
122,Kevin Shattenkirk,D,81,9,34,43,10.0,4,5,0,2,20,13,1,178,5.1,1750,21:36,103.0,72,1.0,3.0,25.0,875000,449066.0
123,Kimmo Timonen,D,76,4,39,43,6.6,0,4,0,0,22,17,0,130,3.1,1614,21:14,129.0,68,1.0,0.0,100.0,6333333,7452371.0
124,Keith Yandle,D,82,11,32,43,8.1,11,0,0,2,21,11,0,196,5.6,1832,22:20,77.0,31,0.0,0.0,,5250000,6062402.0
125,Kris Letang,D,51,10,32,42,8.1,5,4,1,3,20,11,1,142,7.0,1267,24:50,86.0,83,0.0,0.0,,3500000,3817068.0
126,David Perron,LW,57,21,21,42,6.4,15,5,1,4,15,5,1,114,18.4,1042,18:17,13.0,32,2.0,8.0,20.0,2150000,2084953.0
127,Rich Peverley,C,57,11,31,42,5.0,10,1,0,1,19,10,2,112,9.8,963,16:54,13.0,23,203.0,129.0,61.1,1325000,1026438.0
128,Derick Brassard,C,74,14,27,41,3.3,9,5,0,3,17,10,0,125,11.2,1209,16:20,16.0,137,278.0,339.0,45.1,3200000,3432153.0
129,Mike Cammalleri,C,66,20,21,41,4.7,17,3,0,4,12,9,0,175,11.4,1195,18:07,19.0,17,104.0,124.0,45.6,6000000,7024688.0
130,Steve Downie,RW,75,14,27,41,3.8,12,2,0,2,23,4,0,140,10.0,1195,15:56,25.0,105,40.0,47.0,46.0,1850000,1700038.0
131,Cody Hodgson,C,83,19,22,41,4.7,12,7,0,3,15,7,0,154,12.3,1147,13:49,29.0,37,329.0,381.0,46.3,816667,374222.0
132,Brooks Laich,C,82,16,25,41,3.5,10,5,1,5,21,4,0,191,8.4,1517,18:30,92.0,120,664.0,730.0,47.6,4500000,5100116.0
133,Duncan Keith,D,74,4,36,40,7.1,3,1,0,1,22,12,2,162,2.5,1990,26:54,121.0,45,0.0,0.0,,5538462,6432513.0
134,R.J. Umberger,C,77,20,20,40,4.0,15,5,0,3,14,5,1,200,10.0,1401,18:11,70.0,102,150.0,156.0,49.0,3750000,4137830.0
135,Jason Chimera,LW,82,20,19,39,4.8,17,1,2,5,19,0,0,205,9.8,1184,14:26,27.0,132,30.0,32.0,48.4,1875000,1732115.0
136,Jannik Hansen,LW,82,16,23,39,4.7,15,0,1,1,21,0,2,137,11.7,1222,14:54,24.0,118,12.0,17.0,41.4,1350000,1058514.0
137,Chris Kelly,C,82,20,19,39,5.7,17,1,2,6,19,0,0,122,16.4,1208,14:44,56.0,79,419.0,390.0,51.8,2125000,2052877.0
138,Steve Ott,C,74,11,28,39,3.3,7,4,0,2,22,4,2,108,10.2,1357,18:21,27.0,278,561.0,450.0,55.5,2950000,3111391.0
139,Patrik Berglund,C,82,19,19,38,4.4,17,0,2,3,15,4,0,188,10.1,1473,17:58,36.0,97,567.0,601.0,48.5,2250000,2213258.0
140,Todd Bertuzzi,RW,71,14,24,38,4.7,14,0,0,1,20,4,0,118,11.9,1104,15:33,23.0,96,5.0,8.0,38.5,1937500,1812305.0
141,Matt Cooke,LW,82,19,19,38,4.2,16,1,2,4,12,5,2,147,12.9,1286,15:41,41.0,160,18.0,15.0,54.5,1800000,1635886.0
142,Carl Hagelin,LW,64,14,24,38,5.2,12,0,2,2,24,0,0,131,10.7,963,15:03,23.0,78,1.0,5.0,16.7,637500,144342.0
143,Jack Johnson,D,82,12,26,38,8.0,7,5,0,5,14,12,0,176,6.8,1949,23:46,129.0,103,0.0,0.0,,4357143,4916824.0
144,Dave Bolland,C,76,19,18,37,3.7,9,7,3,2,13,5,0,126,15.1,1254,16:30,38.0,58,582.0,621.0,48.4,3375000,3656687.0
145,Brent Burns,D,81,11,26,37,7.9,6,5,0,2,15,11,0,201,5.5,1826,22:32,117.0,68,0.0,0.0,,3550000,3881220.0
146,Sidney Crosby,C,22,8,29,37,5.0,6,2,0,3,20,9,0,75,10.7,406,18:28,7.0,11,227.0,226.0,50.1,8700000,10488919.0
147,Sergei Gonchar,D,74,5,32,37,5.0,3,2,0,1,19,12,1,131,3.8,1647,22:15,115.0,48,0.0,0.0,,5500000,6383164.0
148,Colin Greening,C,82,17,20,37,3.3,13,4,0,0,16,4,0,184,9.2,1278,15:35,48.0,189,26.0,36.0,41.9,816666,374221.0
149,Dan Hamhuis,D,82,4,33,37,8.6,3,1,0,0,21,10,2,140,2.9,1921,23:26,99.0,103,0.0,0.0,,4500000,5100116.0
150,Lauri Korpikoski,LW,82,17,20,37,3.7,14,0,3,3,18,2,0,146,11.6,1405,17:08,43.0,91,23.0,64.0,26.4,1800000,1635886.0
151,Nick Leddy,D,82,3,34,37,4.3,3,0,0,0,23,11,0,94,3.2,1811,22:05,78.0,67,0.0,0.0,,900000,481143.0
152,Jamie McGinn,LW,78,20,17,37,4.5,14,6,0,2,15,2,0,159,12.6,1049,13:27,37.0,159,6.0,1.0,85.7,680000,198872.0
153,Antoine Vermette,C,82,11,26,37,2.4,6,4,1,4,20,5,1,149,7.4,1411,17:12,48.0,124,645.0,495.0,56.6,3750000,4137830.0
154,Artem Anisimov,C,79,16,20,36,4.4,11,4,1,1,20,0,0,132,12.1,1217,15:24,46.0,75,161.0,184.0,46.7,1875000,1732115.0
155,Tim Connolly,C,70,13,23,36,2.7,11,2,0,3,20,3,0,104,12.5,1190,17:00,76.0,29,383.0,403.0,48.7,4750000,5420878.0
156,Drew Doughty,D,77,10,26,36,8.3,7,3,0,3,16,10,0,168,6.0,1917,24:54,70.0,122,0.0,0.0,,7000000,8307737.0
157,Andrei Kostitsyn,LW,72,16,20,36,4.1,11,5,0,5,19,1,0,122,13.1,1088,15:07,9.0,112,3.0,14.0,17.6,3250000,3496306.0
158,Niklas Kronwall,D,82,15,21,36,6.7,8,7,0,4,13,7,1,141,10.6,1875,22:52,177.0,133,0.0,0.0,,3000000,3175544.0
159,Devin Setoguchi,RW,69,19,17,36,3.7,12,7,0,2,11,6,0,174,10.9,1214,17:36,23.0,73,3.0,8.0,27.3,3000000,3175544.0
160,Craig Smith,C,72,14,22,36,3.4,8,6,0,1,15,7,0,172,8.1,1022,14:11,17.0,44,173.0,220.0,44.0,715000,243779.0
161,P.K. Subban,D,81,7,29,36,7.9,2,5,0,0,19,9,1,205,3.4,1968,24:18,113.0,105,0.0,0.0,,875000,449066.0
162,Matt Cullen,C,73,14,21,35,3.1,10,4,0,0,16,5,0,164,8.5,1382,18:56,39.0,46,627.0,551.0,53.2,3500000,3817068.0
163,Colin Wilson,C,68,15,20,35,3.9,10,5,0,5,13,7,0,114,13.2,1097,16:08,21.0,43,39.0,38.0,50.6,875000,449066.0
164,Jason Arnott,C,72,17,17,34,4.8,11,6,0,3,9,8,0,142,12.0,1014,14:05,13.0,24,387.0,382.0,50.3,2500000,2534020.0
165,Jeff Carter,C,55,21,13,34,4.0,11,10,0,2,10,3,0,184,11.4,1055,19:11,17.0,16,393.0,381.0,50.8,5272727,6091562.0
166,Brandon Dubinsky,C,77,10,24,34,3.6,9,0,1,1,20,2,2,140,7.1,1253,16:16,36.0,207,205.0,190.0,51.9,4200000,4715202.0
167,Tyler Ennis,C,48,15,19,34,4.6,13,2,0,1,17,2,0,82,18.3,776,16:10,18.0,26,145.0,171.0,45.9,875000,449066.0
168,Martin Hanzal,C,64,8,26,34,3.1,5,3,0,2,18,8,0,145,5.5,1180,18:27,32.0,239,571.0,526.0,52.1,1800000,1635886.0
169,Shawn Horcoff,C,81,13,21,34,1.7,8,5,0,0,13,8,0,123,10.6,1586,19:35,47.0,62,728.0,747.0,49.4,5500000,6383164.0
170,Tuomo Ruutu,C,72,18,16,34,3.9,15,3,0,2,14,2,0,156,11.5,1185,16:28,24.0,151,44.0,80.0,35.5,3800000,4201982.0
171,Brent Seabrook,D,78,9,25,34,7.5,7,2,0,3,22,2,1,156,5.8,1929,24:43,165.0,198,0.0,0.0,,5800000,6768079.0
172,Maxime Talbot,C,81,19,15,34,3.6,16,1,2,2,13,1,1,115,16.5,1296,16:00,58.0,150,284.0,356.0,44.4,1800000,1635886.0
