,PLAYER,Pos,GP,G,A,PTS,PS,EV,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CAP HIT,exchange cap
41,Robert Thomas,C,72,20,57,77,7.3,15,3,2,6,45,11,1,115,17.4,1352,18:46,25,13,562,565,49.9,2800000,2075153.0
42,Pavel Buchnevich,LW,73,30,46,76,8.7,20,8,2,3,33,11,2,199,15.1,1336,18:18,15,57,13,26,33.3,5800000,5111963.0
43,Timo Meier,RW,77,35,41,76,8.7,23,12,0,8,35,6,0,326,10.7,1475,19:09,61,162,18,19,48.6,6000000,5314417.0
44,John Tavares,C,79,27,49,76,6.9,17,10,0,3,33,16,0,237,11.4,1428,18:04,44,90,813,529,60.6,11000000,10375766.0
45,Jordan Kyrou,C,74,27,48,75,7.8,22,5,0,4,33,14,1,188,14.4,1227,16:35,23,6,6,9,40.0,2800000,2075153.0
46,Adam Fox,D,78,11,63,74,11.8,10,0,1,2,29,33,1,158,7.0,1865,23:54,128,30,0,0,,925000,177147.0
47,Jesper Bratt,W,76,26,47,73,7.4,23,3,0,6,32,15,0,197,13.2,1325,17:26,30,26,0,3,0.0,2750000,2024539.0
48,Roope Hintz,LW,80,37,35,72,8.9,25,9,3,7,19,15,1,213,17.4,1443,18:02,53,82,357,317,53.0,3150000,2429447.0
49,John Carlson,D,78,17,54,71,11.0,10,7,0,2,33,18,3,195,8.7,1857,23:49,112,73,0,0,,8000000,7338957.0
50,Mark Scheifele,C,67,29,41,70,6.6,22,7,0,3,29,12,0,159,18.2,1416,21:08,47,36,430,418,50.7,6125000,5440950.0
51,Nikita Kucherov,RW,47,25,44,69,7.4,16,9,0,1,23,21,0,156,16.0,939,19:59,7,32,1,0,100.0,9500000,8857361.0
52,Dylan Larkin,C,71,31,38,69,6.8,25,6,0,4,30,7,1,212,14.6,1396,19:39,28,76,630,574,52.3,6100000,5415644.0
53,Andrei Svechnikov,RW,78,30,39,69,7.9,21,9,0,5,26,13,0,249,12.0,1346,17:16,15,189,0,6,0.0,7750000,7085889.0
54,Quinn Hughes,D,76,8,60,68,10.1,8,0,0,1,27,31,2,150,5.3,1919,25:15,56,19,0,0,,7850000,7187116.0
55,Kris Letang,D,78,10,58,68,10.6,8,2,0,3,38,20,0,214,4.7,2011,25:47,122,171,0,0,,7250000,6579754.0
56,Elias Pettersson,C,80,32,36,68,7.4,20,10,2,3,19,17,0,192,16.7,1488,18:36,43,49,238,302,44.1,7350000,6680981.0
57,Morgan Rielly,D,82,10,58,68,9.4,8,2,0,3,34,21,3,221,4.5,1947,23:44,87,92,0,0,,5000000,4302147.0
58,Tage Thompson,C,78,38,30,68,7.7,26,10,2,4,24,6,0,253,15.0,1395,17:53,25,66,393,582,40.3,1400000,657975.0
59,Troy Terry,C,75,37,30,67,7.7,29,8,0,7,23,7,0,192,19.3,1368,18:14,27,6,1,8,11.1,1450000,708588.0
60,Brady Tkachuk,LW,79,30,37,67,7.1,21,9,0,3,29,8,0,288,10.4,1485,18:48,25,270,218,217,50.1,8330674,7673688.0
61,Jonathan Marchessault,C,76,30,36,66,7.2,25,5,0,4,21,15,0,251,12.0,1335,17:34,17,61,43,57,43.0,5000000,4302147.0
62,Patrice Bergeron,C,73,25,40,65,7.6,17,8,0,4,22,15,3,293,8.5,1326,18:10,45,78,991,609,61.9,6875000,6200153.0
63,Claude Giroux,C,75,21,44,65,5.9,16,5,0,0,26,18,0,205,10.2,1430,19:04,16,68,733,483,60.3,8275000,7617331.0
64,Ryan Hartman,RW,82,34,31,65,7.6,33,1,0,7,24,7,0,239,14.2,1491,18:11,48,72,513,631,44.8,1700000,961656.0
65,Teuvo Teräväinen,F,77,22,43,65,6.9,11,9,2,2,20,22,1,202,10.9,1363,17:42,30,15,24,20,54.5,5400000,4707055.0
66,Mikael Granlund,C,80,11,53,64,4.1,8,3,0,3,28,25,0,117,9.4,1633,20:25,45,92,569,637,47.2,5000000,4302147.0
67,Chandler Stephenson,C,79,21,43,64,5.9,14,6,1,3,34,8,1,125,16.8,1526,19:19,44,68,653,602,52.0,2750000,2024539.0
68,Michael Bunting,LW,79,23,40,63,6.9,21,2,0,2,37,3,0,175,13.1,1228,15:33,21,85,8,8,50.0,950000,202453.0
69,Ryan Johansen,C,79,26,37,63,6.2,15,11,0,6,24,13,0,118,22.0,1309,16:34,35,72,691,622,52.6,8000000,7338957.0
70,Clayton Keller,C,67,28,35,63,6.7,22,5,1,2,28,6,1,177,15.8,1349,20:08,31,17,29,39,42.6,7150000,6478527.0
71,Jeff Skinner,LW,80,33,30,63,6.9,28,5,0,4,24,6,0,262,12.6,1368,17:06,20,29,91,133,40.6,9000000,8351226.0
72,Tyler Bertuzzi,LW,68,30,32,62,6.4,23,6,1,5,23,8,1,180,16.7,1351,19:52,41,65,6,17,26.1,4750000,4049079.0
73,André Burakovsky,LW,80,22,39,61,5.9,18,4,0,5,32,7,0,149,14.8,1301,16:16,34,49,8,12,40.0,4900000,4200920.0
74,Taylor Hall,LW,81,20,41,61,6.2,13,7,0,3,33,8,0,217,9.2,1329,16:25,36,55,18,21,46.2,6000000,5314417.0
75,Nick Suzuki,C,82,21,40,61,4.2,12,8,1,4,26,12,2,186,11.3,1682,20:31,62,89,699,711,49.6,863333,114723.0
76,Trevor Zegras,C,75,23,38,61,5.4,14,9,0,5,30,8,0,181,12.7,1343,17:54,27,56,217,327,39.9,925000,177147.0
77,Ivan Barbashev,C,81,26,34,60,5.9,21,4,1,2,28,5,1,111,23.4,1332,16:26,28,160,131,197,39.9,2250000,1518404.0
78,Pierre-Luc Dubois,LW,81,28,32,60,5.8,13,15,0,6,28,4,0,233,12.0,1533,18:55,43,112,532,603,46.9,5000000,4302147.0
79,Nico Hischier,C,70,21,39,60,5.6,17,4,0,2,29,8,2,153,13.7,1354,19:21,48,50,730,672,52.1,7250000,6579754.0
80,Blake Wheeler,RW,65,17,43,60,4.8,14,3,0,2,26,17,0,167,10.2,1270,19:32,37,62,4,17,19.0,8250000,7592024.0
81,Mathew Barzal,C,73,15,44,59,4.9,14,1,0,1,25,19,0,161,9.3,1315,18:01,17,36,234,271,46.3,7000000,6326687.0
82,Alex Killorn,C,82,25,34,59,5.4,19,6,0,2,26,8,0,164,15.2,1533,18:42,26,88,2,10,16.7,4450000,3745398.0
83,Gabriel Landeskog,LW,51,30,29,59,7.5,23,7,0,5,21,8,0,150,20.0,1036,20:19,34,94,241,198,54.9,7000000,6326687.0
84,Brock Nelson,C,72,37,22,59,7.5,26,11,0,5,19,3,0,171,21.6,1273,17:41,43,31,476,488,49.4,6000000,5314417.0
85,Nick Schmaltz,C,63,23,36,59,6.1,19,4,0,4,32,4,0,123,18.7,1150,18:15,28,15,114,125,47.7,5850000,5162576.0
86,Anthony Duclair,LW,74,31,27,58,6.9,22,9,0,5,15,12,0,167,18.6,1110,15:00,16,38,1,1,50.0,3000000,2277607.0
87,Ryan O'Reilly,C,78,21,37,58,5.2,12,9,0,0,29,7,1,168,12.5,1488,19:05,38,20,900,685,56.8,7500000,6832822.0
88,Brayden Point,C,66,28,30,58,5.8,18,10,0,4,18,12,0,176,15.9,1284,19:28,27,75,366,351,51.0,6750000,6073619.0
89,Bryan Rust,RW,60,24,34,58,6.2,15,9,0,1,22,12,0,180,13.3,1126,18:46,24,43,1,5,16.7,3500000,2783742.0
90,Brayden Schenn,C,62,24,34,58,6.5,17,7,0,3,24,10,0,111,21.6,1103,17:47,17,119,284,295,49.1,6500000,5820552.0
91,Tim Stützle,LW,79,22,36,58,4.8,14,7,1,4,17,19,0,176,12.5,1455,18:25,52,125,180,293,38.1,925000,177147.0
92,Oliver Bjorkstrand,RW,80,28,29,57,4.4,19,9,0,1,19,10,0,215,13.0,1436,17:57,31,85,10,13,43.5,5400000,4707055.0
93,Aaron Ekblad,D,61,15,42,57,9.5,12,3,0,2,22,17,3,180,8.3,1520,24:55,69,62,0,0,,7500000,6832822.0
94,David Perron,LW,67,27,30,57,6.2,16,11,0,2,15,15,0,177,15.3,1138,16:59,11,80,1,3,25.0,4000000,3289877.0
95,Lucas Raymond,LW,82,23,34,57,4.2,18,5,0,2,21,13,0,184,12.5,1489,18:09,24,62,12,19,38.7,925000,177147.0
96,Devon Toews,D,66,13,44,57,11.2,11,2,0,3,34,10,0,158,8.2,1674,25:22,85,54,0,0,,4100000,3391104.0
97,Logan Couture,C,77,23,33,56,5.4,16,5,2,3,20,12,1,199,11.6,1458,18:56,58,92,621,654,48.7,8000000,7338957.0
98,Jack Hughes,C,49,26,30,56,5.8,20,6,0,2,22,8,0,165,15.8,959,19:34,15,6,122,231,34.6,925000,177147.0
99,Patrik Laine,RW,56,26,30,56,5.8,21,5,0,7,21,9,0,167,15.6,1054,18:50,13,34,14,24,36.8,7500000,6832822.0
100,Charlie McAvoy,D,78,10,46,56,10.8,5,4,1,5,29,17,0,166,6.0,1922,24:38,130,155,0,0,,4900000,4200920.0
101,Nikolaj Ehlers,LW,62,28,27,55,6.8,24,4,0,2,22,5,0,245,11.4,1120,18:04,27,32,2,1,66.7,6000000,5314417.0
102,Andrew Mangiapane,LW,82,35,20,55,7.2,25,8,2,8,16,3,1,185,18.9,1290,15:44,32,73,21,34,38.2,2425000,1695552.0
103,Joshua Norris,C,66,35,20,55,6.8,19,16,0,8,13,7,0,172,20.3,1226,18:35,44,79,529,507,51.1,925000,177147.0
104,Carter Verhaeghe,C,78,24,31,55,5.8,24,0,0,4,28,3,0,167,14.4,1252,16:03,16,50,19,10,65.5,1000000,253067.0
105,Brent Burns,D,82,10,44,54,8.5,6,4,0,0,29,14,1,203,4.9,2144,26:09,150,55,0,1,0.0,8000000,7338957.0
106,Zach Hyman,C,76,27,27,54,4.8,21,5,1,4,19,5,3,213,12.7,1479,19:28,31,74,41,44,48.2,5500000,4808282.0
107,Adrian Kempe,LW,78,35,19,54,6.5,26,6,3,7,9,10,0,247,14.2,1450,18:35,28,111,25,25,50.0,2000000,1265337.0
108,Ryan Strome,C,74,21,33,54,5.7,15,5,1,5,24,9,0,161,13.0,1356,18:19,19,41,363,455,44.4,4500000,3796012.0
109,Andrew Copp,C,72,21,32,53,5.4,16,3,2,5,24,7,1,183,11.5,1381,19:11,41,45,377,332,53.2,3640000,2925460.0
110,Rasmus Dahlin,D,80,13,40,53,7.1,10,3,0,3,21,18,1,170,7.6,1921,24:01,91,121,0,0,,6000000,5314417.0
111,Gustav Nyquist,RW,82,18,35,53,3.8,10,4,4,0,29,6,0,122,14.8,1463,17:50,51,41,14,16,46.7,5500000,4808282.0
112,Conor Garland,RW,77,19,33,52,5.6,18,1,0,3,31,2,0,203,9.4,1263,16:24,22,52,5,5,50.0,4950000,4251533.0
113,Bo Horvat,C,70,31,21,52,6.0,17,13,1,4,15,6,0,194,16.0,1366,19:31,45,96,841,634,57.0,5500000,4808282.0
114,Phil Kessel,RW,82,8,44,52,2.7,6,2,0,0,32,12,0,175,4.6,1368,16:41,21,6,4,8,33.3,8000000,7338957.0
115,Travis Konecny,C,79,16,36,52,3.8,13,3,0,3,29,7,0,220,7.3,1391,17:37,34,80,13,18,41.9,5500000,4808282.0
116,Valeri Nichushkin,RW,62,25,27,52,5.9,18,5,2,5,23,4,0,180,13.9,1180,19:02,27,89,0,5,0.0,2500000,1771472.0
117,Shea Theodore,D,78,14,38,52,8.2,13,1,0,5,27,11,0,205,6.8,1804,23:08,97,37,0,0,,5200000,4504601.0
118,Tom Wilson,RW,78,24,28,52,5.5,18,4,2,5,21,6,1,151,15.9,1449,18:35,55,240,22,30,42.3,5166667,4470859.0
119,Phillip Danault,C,79,27,24,51,6.1,25,2,0,5,19,2,3,194,13.9,1432,18:08,49,74,676,586,53.6,5500000,4808282.0
120,Noah Dobson,D,80,13,38,51,8.3,10,3,0,4,19,19,0,190,6.8,1717,21:28,154,78,0,0,,894167,145935.0
121,Shayne Gostisbehere,D,82,14,37,51,6.6,12,2,0,2,20,17,0,151,9.3,1820,22:11,115,60,0,0,,4500000,3796012.0
122,Seth Jones,D,78,5,46,51,5.4,5,0,0,0,26,19,1,194,2.6,2045,26:13,155,99,0,0,,5400000,4707055.0
123,Alexander Kerfoot,C,82,13,38,51,4.5,13,0,0,1,34,1,3,117,11.1,1248,15:13,65,75,76,102,42.7,3500000,2783742.0
124,Vincent Trocheck,C,81,21,30,51,5.3,15,6,0,3,24,6,0,168,12.5,1448,17:52,46,185,680,565,54.6,4750000,4049079.0
125,Rasmus Andersson,D,82,4,46,50,8.6,2,2,0,1,28,17,1,152,2.6,1859,22:40,125,63,0,0,,4550000,3846625.0
126,Cam Atkinson,RW,73,23,27,50,5.1,18,2,3,6,24,3,0,215,10.7,1332,18:15,45,20,5,12,29.4,5875000,5187883.0
127,Jared McCann,C,74,27,23,50,4.8,18,8,1,1,14,9,0,199,13.6,1194,16:08,29,65,224,268,45.5,2940000,2216871.0
128,Ryan Nugent-Hopkins,C,63,11,39,50,3.8,7,1,3,1,15,22,2,154,7.1,1217,19:19,34,42,178,259,40.7,5125000,4428680.0
129,Moritz Seider,D,82,7,43,50,6.7,5,2,0,4,22,19,2,187,3.7,1889,23:02,161,151,0,0,,863333,114723.0
130,Viktor Arvidsson,LW,66,20,29,49,5.2,16,4,0,3,25,4,0,227,8.8,1121,16:59,45,23,12,21,36.4,4250000,3542944.0
131,Sam Bennett,C,71,28,21,49,5.8,23,5,0,7,16,4,1,241,11.6,1203,16:57,27,119,411,466,46.9,4425000,3720092.0
132,Victor Olofsson,RW,72,20,29,49,4.5,13,7,0,6,23,5,1,164,12.2,1108,15:23,15,10,0,1,0.0,3050000,2328220.0
133,Brandon Saad,LW,78,24,25,49,5.0,15,8,1,1,18,5,2,158,15.2,1269,16:16,20,20,8,11,42.1,4500000,3796012.0
134,Tyler Seguin,C,81,24,25,49,4.2,21,3,0,2,15,10,0,218,11.0,1443,17:49,33,96,464,364,56.0,9850000,9211656.0
135,Tyler Toffoli,C,74,20,29,49,4.5,10,8,2,1,20,8,1,195,10.3,1206,16:18,24,81,18,16,52.9,4250000,3542944.0
136,Yanni Gourde,C,74,21,27,48,4.2,17,3,1,3,20,4,3,127,16.5,1368,18:29,31,77,444,453,49.5,5166666,4470858.0
137,Noah Hanifin,D,81,10,38,48,8.7,9,1,0,1,25,12,1,189,5.3,1726,21:18,84,63,0,0,,4950000,4251533.0
138,Trevor Moore,LW,81,17,31,48,5.2,11,1,5,1,29,1,1,202,8.4,1271,15:41,32,69,28,39,41.8,1875000,1138803.0
139,Dylan Strome,C,69,22,26,48,4.7,17,5,0,2,15,11,0,126,17.5,1203,17:26,33,11,460,419,52.3,3000000,2277607.0
140,Justin Faulk,D,76,16,31,47,9.8,15,1,0,6,25,6,0,167,9.6,1763,23:12,101,149,0,0,,6500000,5820552.0
141,John Klingberg,D,74,6,41,47,5.4,5,1,0,2,22,19,0,139,4.3,1643,22:13,77,57,0,0,,4250000,3542944.0
142,Mason Marchment,F,54,18,29,47,5.7,17,1,0,2,28,1,0,121,14.9,762,14:07,9,114,11,29,27.5,800000,50613.0
143,Jamie Benn,LW,82,18,28,46,3.7,14,3,1,2,20,8,0,182,9.9,1373,16:45,60,143,492,399,55.2,9500000,8857361.0
144,Brock Boeser,RW,71,23,23,46,4.4,12,11,0,6,16,6,1,195,11.8,1321,18:36,26,35,27,26,50.9,5875000,5187883.0
145,Anders Lee,LW,76,28,18,46,5.1,19,9,0,3,14,4,0,159,17.6,1264,16:38,30,94,65,69,48.5,7000000,6326687.0
146,Damon Severson,D,80,11,35,46,6.3,6,5,0,0,23,11,1,158,7.0,1888,23:36,92,91,0,0,,4166666,3458588.0
147,Yegor Sharangovich,C,76,24,22,46,4.2,20,2,2,3,21,1,0,168,14.3,1255,16:30,26,30,89,131,40.5,2000000,1265337.0
148,Jeff Carter,C,76,19,26,45,3.6,15,3,1,2,23,3,0,200,9.5,1343,17:40,50,99,648,489,57.0,5272727,4578220.0
149,Kyle Okposo,RW,74,21,24,45,4.1,11,8,2,1,18,6,0,174,12.1,1241,16:47,19,59,92,93,49.7,6000000,5314417.0
150,Jack Roslovic,C,81,22,23,45,4.5,18,4,0,4,20,3,0,131,16.8,1157,14:17,25,60,372,483,43.5,1838362,1101716.0
151,Paul Stastny,C,71,21,24,45,4.8,17,4,0,2,20,4,0,141,14.9,1263,17:47,27,27,267,205,56.6,3750000,3036809.0
152,Josh Bailey,C,74,14,30,44,3.7,12,2,0,1,21,9,0,87,16.1,1250,16:53,26,19,43,67,39.1,5000000,4302147.0
153,Drake Batherson,C,46,17,27,44,4.9,14,3,0,3,16,11,0,110,15.5,871,18:56,15,89,18,25,41.9,4975000,4276840.0
154,Charlie Coyle,C,82,16,28,44,3.4,13,3,0,5,21,6,1,131,12.2,1427,17:24,39,84,540,560,49.1,5250000,4555214.0
155,Jordan Eberle,RW,79,21,23,44,3.2,17,4,0,2,18,5,0,164,12.8,1418,17:57,40,48,6,14,30.0,5500000,4808282.0
156,Frédérick Gaudreau,C,76,14,30,44,3.4,13,1,0,4,26,2,2,132,10.6,1240,16:19,43,48,461,461,50.0,1200000,455521.0
157,Brandon Hagel,LW,77,25,19,44,4.0,20,4,1,3,15,2,2,125,20.0,1259,16:21,32,63,24,33,42.1,1500000,759202.0
158,Erik Haula,LW,78,18,26,44,4.9,16,2,0,3,24,2,0,141,12.8,1177,15:06,36,129,434,372,53.8,2375000,1644938.0
159,Boone Jenner,C,59,23,21,44,3.9,15,8,0,3,19,2,0,160,14.4,1207,20:28,56,80,642,556,53.6,3750000,3036809.0
160,Anton Lundell,C,65,18,26,44,5.0,16,1,1,4,20,3,3,125,14.4,1023,15:44,56,26,334,414,44.7,925000,177147.0
161,Nino Niederreiter,RW,75,24,20,44,5.7,20,4,0,5,19,1,0,144,16.7,1113,14:50,17,119,19,20,48.7,5250000,4555214.0
162,Alex Pietrangelo,D,80,13,31,44,7.5,9,3,1,0,18,10,3,227,5.7,1972,24:39,164,66,0,0,,8800000,8148773.0
163,MacKenzie Weegar,D,80,8,36,44,7.7,6,1,1,2,33,2,1,203,3.9,1870,23:22,156,179,0,0,,3250000,2530674.0
164,Evan Bouchard,D,81,12,31,43,7.0,10,2,0,1,25,5,1,205,5.9,1604,19:48,112,80,0,0,,863333,114723.0
165,Cole Caufield,RW,67,23,20,43,3.7,18,5,0,3,12,8,0,188,12.2,1118,16:41,7,18,5,5,50.0,880833,132438.0
166,Anthony Cirelli,C,76,17,26,43,3.9,13,3,1,4,21,5,0,146,11.6,1392,18:19,67,75,441,507,46.5,4800000,4099693.0
167,Torey Krug,D,64,9,34,43,7.2,5,3,1,1,18,16,0,119,7.6,1316,20:34,70,53,0,0,,6500000,5820552.0
168,Evan Rodrigues,C,82,19,24,43,3.9,12,7,0,2,23,1,0,243,7.8,1299,15:50,30,89,183,203,47.4,1000000,253067.0
169,Conor Sheary,LW,71,19,24,43,4.2,17,2,0,5,20,4,0,129,14.7,1085,15:17,44,45,11,16,40.7,1500000,759202.0
170,Jake DeBrusk,LW,77,25,17,42,4.9,22,3,0,8,16,1,0,184,13.6,1158,15:02,25,62,10,12,45.5,3675000,2960889.0
171,Marcus Foligno,LW,74,23,19,42,4.6,18,5,0,3,17,2,0,98,23.5,1214,16:24,42,238,12,8,60.0,3100000,2378834.0
172,Cam Fowler,D,76,9,33,42,6.6,3,6,0,1,21,12,0,124,7.3,1856,24:25,116,37,0,0,,6500000,5820552.0
173,Adam Henrique,C,58,19,23,42,4.4,13,6,0,0,18,5,0,141,13.5,1010,17:25,47,22,276,221,55.5,5825000,5137269.0
174,Evgeni Malkin,C,41,20,22,42,4.3,11,9,0,5,11,11,0,129,15.5,752,18:20,18,21,164,212,43.6,9500000,8857361.0
175,Dawson Mercer,C,82,17,25,42,2.6,14,2,1,2,21,3,1,154,11.0,1356,16:32,35,26,209,381,35.4,894167,145935.0
176,Jaccob Slavin,D,79,4,38,42,8.9,3,1,0,0,30,6,2,165,2.4,1859,23:32,121,50,0,0,,5300000,4605828.0
177,Tyson Barrie,D,73,7,34,41,5.7,4,3,0,0,15,18,1,149,4.7,1384,18:58,73,27,0,0,,4500000,3796012.0
178,Tanner Jeannot,F,81,24,17,41,4.1,21,2,1,5,16,1,0,124,19.4,1295,15:59,64,318,10,14,41.7,800000,50613.0
179,Rickard Rakell,RW,70,20,21,41,4.0,15,5,0,2,16,5,0,184,10.9,1259,17:59,44,99,36,43,45.6,3789444,3076737.0
180,Kailer Yamamoto,RW,81,20,21,41,3.4,16,3,1,4,17,3,1,114,17.5,1367,16:52,36,114,2,4,33.3,1175000,430214.0
181,Seth Jarvis,C,68,17,23,40,4.3,15,2,0,4,19,4,0,110,15.5,944,13:53,21,69,11,14,44.0,894167,145935.0
182,Corey Perry,RW,82,19,21,40,4.1,13,6,0,4,19,2,0,153,12.4,1109,13:31,28,73,2,2,50.0,1000000,253067.0
183,Jared Spurgeon,D,65,10,30,40,7.2,10,0,0,2,16,14,0,116,8.6,1375,21:09,83,44,0,0,,7575000,6908742.0
184,Mikael Backlund,C,82,12,27,39,3.0,12,0,0,1,20,7,0,214,5.6,1404,17:07,27,62,621,608,50.5,5350000,4656441.0
185,Alexander Barabanov,F,70,10,29,39,3.0,8,2,0,1,23,6,0,103,9.7,1203,17:11,39,53,0,1,0.0,1000000,253067.0
186,Connor Brown,RW,64,10,29,39,2.4,9,0,1,0,17,9,3,121,8.3,1284,20:03,37,14,48,85,36.1,3600000,2884969.0
187,Ross Colton,C,79,22,17,39,4.2,21,1,0,4,13,4,0,159,13.8,1011,12:48,36,153,303,278,52.2,1125000,379601.0
188,Max Domi,LW,72,11,28,39,3.6,11,0,0,1,24,4,0,104,10.6,939,13:02,9,24,39,47,45.3,5300000,4605828.0
189,Evander Kane,LW,43,22,17,39,5.3,17,3,2,3,15,1,1,152,14.5,836,19:27,11,135,9,11,45.0,7000000,6326687.0
