,PLAYER,Pos,GP,G,A,PTS,PS,EV,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CAP HIT,exchange cap
37,Ilya Kovalchuk,LW,81,31,29,60,6.8,22,9,0,9,17,12,0,245,12.7,1828,22:34,12,28,9,22,29.0,6666666,8564813.0
38,Pavel Datsyuk,C,56,23,36,59,7.3,16,6,1,5,24,12,0,137,16.8,1082,19:19,20,54,429,356,54.6,6700000,8611111.0
39,Andrew Ladd,LW,81,29,30,59,6.5,18,9,2,2,20,9,1,195,14.9,1626,20:04,43,68,15,28,34.9,2350000,2569444.0
40,Keith Yandle,D,82,11,48,59,9.9,8,3,0,0,24,23,1,199,5.5,1999,24:23,103,30,0,0,,1200000,972222.0
41,Mikhail Grabovski,C,81,29,29,58,7.4,19,10,0,4,24,5,0,239,12.1,1568,19:22,25,44,642,684,48.4,2900000,3333333.0
42,Patrice Bergeron,C,80,22,35,57,6.7,17,3,2,4,26,8,1,211,10.4,1431,17:53,56,45,815,624,56.6,4750000,5902777.0
43,Dustin Brown,RW,82,28,29,57,7.5,21,7,0,2,21,8,0,228,12.3,1588,19:22,29,300,18,19,48.6,3175000,3715277.0
44,Nikolai Kulemin,LW,82,30,27,57,7.4,24,5,1,5,19,8,0,173,17.3,1421,17:19,48,101,60,51,54.1,2350000,2569444.0
45,Tuomo Ruutu,C,82,19,38,57,6.0,12,7,0,1,29,9,0,148,12.8,1380,16:50,38,307,256,369,41.0,3800000,4583333.0
46,Jason Spezza,C,62,21,36,57,6.6,14,7,0,2,25,10,1,188,11.2,1252,20:12,24,14,681,529,56.3,7000000,9027777.0
47,Paul Stastny,C,74,22,35,57,5.6,17,4,1,3,20,15,0,181,12.2,1460,19:44,31,74,810,714,53.1,6600000,8472222.0
48,R.J. Umberger,C,82,25,32,57,6.1,14,8,3,3,27,5,0,220,11.4,1576,19:13,70,114,111,109,50.5,3750000,4513888.0
49,Ray Whitney,LW,75,17,40,57,5.6,14,3,0,1,17,23,0,156,10.9,1272,16:57,15,29,45,55,45.0,3000000,3472222.0
50,Justin Williams,RW,73,22,35,57,7.3,17,5,0,3,27,8,0,213,10.3,1259,17:15,29,51,7,7,50.0,3500000,4166666.0
51,Jamie Benn,LW,69,22,34,56,6.3,12,6,4,3,27,5,2,177,12.4,1243,18:01,41,124,84,111,43.1,630000,180555.0
52,Logan Couture,C,79,32,24,56,7.8,22,10,0,8,20,4,0,253,12.6,1408,17:49,66,60,474,414,53.4,816667,439815.0
53,Brenden Morrow,LW,82,33,23,56,7.1,23,9,1,5,19,4,0,209,15.8,1577,19:14,43,225,1,10,9.1,4100000,5000000.0
54,Brad Boyes,C,83,17,38,55,6.0,11,6,0,3,31,7,0,178,9.6,1410,17:00,33,67,136,184,42.5,4000000,4861111.0
55,Brandon Dubinsky,C,77,24,30,54,5.9,18,4,2,2,21,7,2,202,11.9,1557,20:14,31,141,459,416,52.5,1850000,1875000.0
56,Olli Jokinen,C,79,17,37,54,4.5,12,5,0,1,23,14,0,208,8.2,1404,17:47,35,56,552,613,47.4,3000000,3472222.0
57,Vincent Lecavalier,C,65,25,29,54,6.4,13,12,0,5,13,16,0,210,11.9,1200,18:27,25,93,591,570,50.9,7727272,10037877.0
58,Alexander Semin,LW,65,28,26,54,8.0,21,6,1,4,14,12,0,196,14.3,1175,18:04,6,27,4,8,33.3,6000000,7638888.0
59,Dustin Byfuglien,D,81,20,33,53,9.6,12,8,0,6,17,16,0,347,5.8,1888,23:18,71,138,0,0,,3000000,3472222.0
60,Nathan Horton,C,80,26,27,53,7.4,20,6,0,2,25,2,0,188,13.8,1303,16:17,14,74,8,11,42.1,4000000,4861111.0
61,Ville Leino,LW,81,19,34,53,5.9,14,5,0,2,28,6,0,117,16.2,1297,16:01,40,35,78,58,57.4,800000,416666.0
62,Matt Moulson,LW,82,31,22,53,6.2,22,9,0,3,16,6,0,237,13.1,1547,18:52,47,84,5,4,55.6,2450000,2708333.0
63,Chris Stewart,RW,62,28,25,53,6.7,16,12,0,5,21,4,0,162,17.3,1084,17:29,18,56,13,19,40.6,2875000,3298611.0
64,Patrik Berglund,C,81,22,30,52,5.6,14,8,0,1,20,9,1,175,12.6,1392,17:11,33,116,450,524,46.2,821667,446759.0
65,Erik Cole,LW,82,26,26,52,5.9,22,3,1,9,20,5,1,201,12.9,1514,18:27,34,223,7,27,20.6,2900000,3333333.0
66,Michael Grabner,RW,76,34,18,52,8.1,26,2,6,3,15,2,1,228,14.9,1146,15:05,24,22,2,4,33.3,793333,407406.0
67,Jussi Jokinen,LW,70,19,33,52,5.8,11,8,0,1,23,10,0,136,14.0,1206,17:13,36,43,166,148,52.9,1700000,1666666.0
68,Jason Pominville,RW,73,22,30,52,5.8,16,5,1,2,21,9,0,215,10.2,1325,18:09,50,35,67,88,43.2,5300000,6666666.0
69,Drew Stafford,RW,62,31,21,52,7.8,20,11,0,4,13,8,0,179,17.3,1025,16:32,5,53,17,39,30.4,1900000,1944444.0
70,Toby Enström,D,72,10,41,51,7.4,4,6,0,0,18,22,1,113,8.8,1705,23:41,137,30,0,0,,3750000,4513888.0
71,Teddy Purcell,RW,81,17,34,51,5.7,14,3,0,1,16,18,0,196,8.7,1142,14:06,16,21,12,25,32.4,750000,347222.0
72,Alexander Steen,C,72,20,31,51,5.3,17,1,2,5,22,9,0,218,9.2,1408,19:33,28,39,41,65,38.7,3362500,3975694.0
73,James Wisniewski,D,75,10,41,51,7.6,3,7,0,2,19,22,0,158,6.3,1721,22:56,119,105,0,0,,3250000,3819444.0
74,Rene Bourque,LW,80,27,23,50,5.1,20,6,1,6,12,9,2,218,12.4,1420,17:45,26,90,7,17,29.2,3333333,3935184.0
75,Dan Boyle,D,76,9,41,50,8.3,5,4,0,2,18,23,0,199,4.5,1994,26:14,139,55,0,2,0.0,6666666,8564813.0
76,Christian Ehrhoff,D,79,14,36,50,10.4,8,6,0,3,13,22,1,209,6.7,1895,23:59,108,54,0,0,,3100000,3611111.0
77,Martin Erat,LW,64,17,33,50,5.9,10,7,0,3,25,8,0,135,12.6,1158,18:06,21,57,19,25,43.2,4500000,5555555.0
78,Sergei Kostitsyn,LW,77,23,27,50,6.4,18,4,1,2,18,9,0,93,24.7,1170,15:11,15,41,1,5,16.7,550000,69444.0
79,Kris Letang,D,82,8,42,50,9.8,4,4,0,2,21,20,1,236,3.4,1971,24:02,109,167,1,0,100.0,3500000,4166666.0
80,Andy McDonald,C,58,20,30,50,6.5,14,5,1,3,18,12,0,180,11.1,1162,20:02,27,40,207,142,59.3,4700000,5833333.0
81,Mikael Samuelsson,RW,75,18,32,50,5.5,13,5,0,2,18,14,0,215,8.4,1247,16:38,21,76,9,19,32.1,2500000,2777777.0
82,Tyler Ennis,C,82,20,29,49,5.3,15,5,0,1,20,9,0,210,9.5,1285,15:40,27,42,2,7,22.2,875000,520833.0
83,Scott Hartnell,RW,82,24,25,49,5.9,20,4,0,4,19,6,0,177,13.6,1362,16:36,38,168,5,5,50.0,4200000,5138888.0
84,Stephen Weiss,C,76,21,28,49,4.9,16,3,2,1,12,16,0,172,12.2,1528,20:06,44,52,689,590,53.9,3100000,3611111.0
85,Alexandre Burrows,LW,72,26,22,48,6.9,24,1,1,4,21,0,1,152,17.1,1226,17:02,24,84,6,8,42.9,2000000,2083333.0
86,Ryan Callahan,RW,60,23,25,48,5.6,13,10,0,5,18,5,2,179,12.8,1194,19:54,77,224,2,15,11.8,2300000,2500000.0
87,Marián Gáborík,RW,62,22,26,48,6.2,15,7,0,4,17,9,0,192,11.5,1121,18:05,22,46,0,0,,7500000,9722222.0
88,Patric Hörnqvist,RW,79,21,27,48,5.9,15,6,0,5,19,8,0,265,7.9,1242,15:44,36,86,22,23,48.9,3083333,3587962.0
89,Chris Kunitz,LW,66,23,25,48,6.5,15,7,1,2,20,4,1,133,17.3,1206,18:17,14,155,4,4,50.0,3725000,4479166.0
90,Brooks Laich,C,82,16,32,48,5.1,11,4,1,3,21,9,2,207,7.7,1511,18:25,54,112,268,254,51.3,2066667,2175926.0
91,Bryan Little,C,76,18,30,48,5.3,14,2,2,1,21,8,1,158,11.4,1403,18:27,30,40,607,704,46.3,2383333,2615740.0
92,Brian Rafalski,D,63,4,44,48,7.4,4,0,0,0,27,17,0,106,3.8,1287,20:25,54,49,0,0,,6000000,7638888.0
93,Brent Seabrook,D,82,9,39,48,7.7,4,5,0,1,22,15,2,135,6.7,2000,24:23,154,227,0,0,,3500000,4166666.0
94,Radim Vrbata,RW,79,19,29,48,5.0,9,10,0,2,22,7,0,240,7.9,1293,16:22,22,42,2,5,28.6,3000000,3472222.0
95,Shea Weber,D,82,16,32,48,10.1,9,6,1,3,21,11,0,254,6.3,2076,25:19,113,211,0,0,,4500000,5555555.0
96,Derick Brassard,C,74,17,30,47,4.1,11,6,0,3,20,10,0,183,9.3,1260,17:02,14,121,414,474,46.6,3200000,3750000.0
97,Mike Cammalleri,C,67,19,28,47,5.4,12,7,0,2,14,14,0,193,9.8,1238,18:29,19,17,33,41,44.6,6000000,7638888.0
98,Ryan Smyth,LW,82,23,24,47,5.3,14,9,0,2,19,5,0,195,11.8,1479,18:02,18,25,57,75,43.2,6250000,7986111.0
99,Antoine Vermette,C,82,19,28,47,4.3,15,3,1,3,21,7,0,183,10.4,1543,18:49,47,123,856,684,55.6,3750000,4513888.0
100,Brent Burns,D,80,17,29,46,8.6,9,8,0,3,22,6,1,170,10.0,2004,25:03,106,133,1,1,50.0,3550000,4236111.0
101,Daniel Cleary,LW,68,26,20,46,5.6,21,5,0,8,17,3,0,192,13.5,1131,16:38,25,112,35,56,38.5,2800000,3194444.0
102,Blake Comeau,RW,77,24,22,46,4.6,18,5,1,3,15,7,0,182,13.2,1439,18:41,32,118,34,77,30.6,650000,208333.0
103,Matt D'Agostini,RW,82,21,25,46,5.6,15,6,0,5,17,8,0,163,12.9,1210,14:46,36,70,21,34,38.2,550000,69444.0
104,Brian Gionta,RW,82,29,17,46,5.8,20,7,2,6,13,4,0,298,9.7,1609,19:37,31,87,19,40,32.2,5000000,6250000.0
105,Alex Goligoski,D,83,14,32,46,10.2,7,7,0,4,15,17,0,162,8.6,1846,22:14,106,75,0,0,,1833333,1851851.0
106,John-Michael Liles,D,76,6,40,46,6.1,3,3,0,0,25,15,0,163,3.7,1673,22:01,153,59,0,0,,4200000,5138888.0
107,Kris Versteeg,RW,80,21,25,46,4.4,14,6,1,0,17,8,0,180,11.7,1418,17:44,56,45,63,67,48.5,3083333,3587962.0
108,Todd Bertuzzi,RW,81,16,29,45,3.8,14,2,0,2,24,5,0,138,11.6,1293,15:57,21,110,18,22,45.0,1937500,1996527.0
109,David Jones,RW,77,27,18,45,5.2,21,6,0,4,14,3,1,153,17.6,1361,17:41,38,93,10,11,47.6,837500,468750.0
110,Erik Karlsson,D,75,13,32,45,6.7,9,4,0,4,14,17,1,182,7.1,1764,23:31,74,32,0,0,,875000,520833.0
111,Duncan Keith,D,82,7,38,45,7.2,3,3,1,1,19,19,0,173,4.0,2205,26:53,149,45,0,0,,5538462,6997863.0
112,Tyler Kennedy,C,80,21,24,45,5.4,14,7,0,2,17,7,0,234,9.0,1162,14:32,23,95,27,33,45.0,725000,312500.0
113,Andrei Kostitsyn,LW,81,20,25,45,5.2,15,5,0,6,19,6,0,196,10.2,1287,15:53,26,140,0,2,0.0,3250000,3819444.0
114,James Neal,LW,79,22,23,45,5.4,17,5,0,3,18,5,0,212,10.4,1382,17:30,26,159,8,15,34.8,2875000,3298611.0
115,Dustin Penner,RW,81,23,22,45,4.4,16,6,1,3,20,2,0,173,13.3,1468,18:07,30,90,131,175,42.8,4250000,5208333.0
116,Derek Stepan,C,82,21,24,45,5.4,18,3,0,3,17,7,0,166,12.7,1348,16:27,26,83,277,442,38.5,820833,445601.0
117,Artem Anisimov,C,82,18,26,44,4.8,15,3,0,2,21,5,0,190,9.5,1329,16:12,45,74,306,382,44.5,821667,446759.0
118,Frans Nielsen,C,71,13,31,44,4.7,6,0,7,1,22,8,1,156,8.3,1261,17:46,62,22,439,512,46.2,525000,34722.0
119,Blake Wheeler,RW,81,18,26,44,4.8,18,0,0,2,21,5,0,179,10.1,1316,16:15,47,74,52,96,35.1,2200000,2361111.0
120,Travis Zajac,C,82,13,31,44,4.1,10,2,1,1,22,8,1,173,7.5,1622,19:47,31,55,707,571,55.3,3887500,4704861.0
121,Jordan Eberle,C,69,18,25,43,4.0,12,4,2,5,18,7,0,158,11.4,1220,17:41,17,32,11,15,42.3,875000,520833.0
122,Mark Giordano,D,82,8,35,43,6.4,3,5,0,1,15,20,0,165,4.8,1898,23:08,193,140,0,0,,891667,543981.0
123,Curtis Glencross,LW,79,24,19,43,5.3,19,3,2,4,16,2,1,149,16.1,1283,16:15,54,105,57,84,40.4,1200000,972222.0
124,Evander Kane,C,73,19,24,43,4.1,15,4,0,2,20,4,0,234,8.1,1304,17:52,30,151,26,38,40.6,900000,555555.0
125,Alex Pietrangelo,D,79,11,32,43,8.9,7,4,0,1,21,10,1,161,6.8,1738,22:00,121,57,0,0,,816667,439815.0
126,Kevin Shattenkirk,D,72,9,34,43,6.5,6,3,0,2,22,12,0,108,8.3,1429,19:50,96,66,0,0,,875000,520833.0
127,Jarret Stoll,C,82,20,23,43,4.5,15,4,1,5,13,8,2,187,10.7,1407,17:10,41,164,753,557,57.5,3600000,4305555.0
128,Tim Connolly,C,68,13,29,42,3.5,7,6,0,3,16,13,0,151,8.6,1150,16:55,53,24,445,524,45.9,4500000,5555555.0
129,Sam Gagner,C,68,15,27,42,3.4,11,3,1,2,21,6,0,138,10.9,1207,17:45,29,24,410,525,43.9,2275000,2465277.0
130,Taylor Hall,LW,65,22,20,42,4.5,14,8,0,4,17,3,0,186,11.8,1184,18:13,37,48,42,63,40.0,900000,555555.0
131,Jack Johnson,D,82,5,37,42,6.2,2,3,0,0,11,25,1,153,3.3,1902,23:12,133,84,0,0,,1425000,1284722.0
132,David Legwand,C,64,17,24,41,4.8,15,0,2,3,20,4,0,130,13.1,1204,18:48,20,36,395,442,47.2,4500000,5555555.0
133,Brad Marchand,C,77,21,20,41,5.8,14,2,5,2,18,1,1,149,14.1,1077,13:59,30,89,8,17,32.0,590000,125000.0
134,Rich Peverley,C,82,18,23,41,3.1,10,6,2,3,16,6,1,201,9.0,1497,18:15,40,32,643,512,55.7,1325000,1145833.0
135,Michael Ryder,RW,79,18,23,41,4.2,10,8,0,6,17,6,0,165,10.9,1144,14:29,19,70,5,3,62.5,4000000,4861111.0
136,Mike Santorelli,C,82,20,21,41,3.8,14,5,1,1,14,7,0,193,10.4,1368,16:41,22,60,518,514,50.2,600000,138888.0
137,Devin Setoguchi,RW,72,22,19,41,4.8,18,4,0,5,13,6,0,199,11.1,1095,15:12,25,138,5,6,45.5,1800000,1805555.0
138,David Booth,LW,82,23,17,40,3.1,15,8,0,3,15,2,0,280,8.2,1550,18:54,25,129,24,24,50.0,4250000,5208333.0
139,Joe Corvo,D,82,11,29,40,6.2,5,5,1,1,11,18,0,191,5.8,2032,24:47,116,53,0,1,0.0,2250000,2430555.0
140,Drew Doughty,D,76,11,29,40,9.6,6,5,0,3,19,10,0,139,7.9,1949,25:39,101,137,0,0,,875000,520833.0
141,Cam Fowler,D,76,10,30,40,5.0,4,6,0,3,13,17,0,123,8.1,1682,22:08,93,45,0,0,,900000,555555.0
142,Lauri Korpikoski,LW,79,19,21,40,4.8,17,0,2,4,18,1,2,103,18.4,1227,15:32,50,87,107,137,43.9,700000,277777.0
143,Dennis Wideman,D,75,10,30,40,6.2,1,9,0,1,17,13,0,160,6.3,1799,23:59,126,95,1,0,100.0,3937500,4774305.0
144,Matt Cullen,C,78,12,27,39,2.7,3,5,4,2,11,16,0,150,8.0,1406,18:02,36,39,473,370,56.1,3500000,4166666.0
145,Valtteri Filppula,C,71,16,23,39,3.6,12,4,0,5,19,4,0,115,13.9,1187,16:43,25,30,478,450,51.5,3000000,3472222.0
146,Mason Raymond,LW,70,15,24,39,4.2,12,2,1,5,20,4,0,197,7.6,1106,15:48,14,38,26,39,40.0,2550000,2847222.0
147,Anthony Stewart,C,80,14,25,39,3.3,9,5,0,2,20,5,0,141,9.9,1198,14:58,35,97,7,11,38.9,632500,184027.0
148,Cory Stillman,LW,65,12,27,39,4.0,9,3,0,2,18,9,0,116,10.3,1099,16:55,30,64,17,20,45.9,3533333,4212962.0
149,Ryan Suter,D,70,4,35,39,8.5,3,1,0,1,18,16,1,115,3.5,1764,25:12,84,64,0,1,0.0,3500000,4166666.0
150,Pierre-Marc Bouchard,C,59,12,26,38,3.8,12,0,0,2,16,10,0,98,12.2,927,15:43,10,15,17,26,39.5,4080000,4972222.0
151,Michael Frolík,C,80,11,27,38,3.3,10,1,0,1,22,5,0,251,4.4,1247,15:36,37,52,48,71,40.3,850000,486111.0
152,Scott Gomez,C,80,7,31,38,1.9,4,3,0,2,16,14,1,157,4.5,1485,18:34,24,32,575,622,48.0,7357143,9523809.0
153,Ryan Malone,LW,54,14,24,38,4.1,5,9,0,1,15,9,0,149,9.4,866,16:02,19,125,56,87,39.2,4500000,5555555.0
154,Lee Stempniak,RW,82,19,19,38,4.0,17,2,0,0,15,4,0,199,9.5,1251,15:15,21,124,18,27,40.0,1900000,1944444.0
155,P.K. Subban,D,77,14,24,38,7.3,5,9,0,3,15,9,0,197,7.1,1715,22:16,106,110,0,0,,875000,520833.0
156,Bryan Bickell,LW,78,17,20,37,4.1,15,2,0,2,19,1,0,130,13.1,1079,13:50,13,178,3,9,25.0,541667,57870.0
157,Dave Bolland,C,61,15,22,37,4.1,11,4,0,1,14,8,0,102,14.7,1076,17:39,35,41,455,553,45.1,3375000,3993055.0
158,Kyle Brodziak,C,80,16,21,37,3.6,13,2,1,1,16,2,3,126,12.7,1262,15:47,55,52,532,556,48.9,1150000,902777.0
159,John Carlson,D,82,7,30,37,8.8,6,1,0,3,25,5,0,144,4.9,1857,22:39,158,70,0,0,,845833,480323.0
160,Pascal Dupuis,LW,81,17,20,37,4.3,13,0,4,3,19,0,1,171,9.9,1366,16:52,55,117,6,22,21.4,1400000,1250000.0
161,Niklas Kronwall,D,77,11,26,37,6.7,6,5,0,3,18,8,0,131,8.4,1761,22:52,129,113,0,0,,3000000,3472222.0
162,Evgeni Malkin,C,43,15,22,37,4.1,10,5,0,3,13,9,0,182,8.2,852,19:49,11,32,77,123,38.5,8700000,11388888.0
163,Tyler Myers,D,80,10,27,37,6.5,7,3,0,5,16,11,0,122,8.2,1797,22:27,98,107,0,0,,875000,520833.0
164,Kimmo Timonen,D,82,6,31,37,6.3,3,1,2,0,16,15,0,147,4.1,1843,22:28,175,96,0,1,0.0,6333333,8101851.0
165,Niclas Bergfors,RW,72,12,24,36,3.1,9,3,0,1,18,6,0,152,7.9,1062,14:45,13,12,4,5,44.4,900000,555555.0
166,Troy Brouwer,RW,79,17,19,36,3.5,10,7,0,5,13,6,0,122,13.9,1193,15:06,36,262,12,13,48.0,1025000,729166.0
167,Mike Fisher,C,82,19,17,36,3.0,15,4,0,2,7,10,0,192,9.9,1506,18:22,89,135,602,644,48.3,4200000,5138888.0
168,Anton Babchuk,D,82,11,24,35,7.3,4,6,1,2,16,7,1,132,8.3,1340,16:21,154,19,0,0,,1400000,1250000.0
169,Brian Boyle,C,82,21,14,35,4.2,16,4,1,2,11,0,3,218,9.6,1291,15:44,86,240,534,567,48.5,525000,34722.0
170,Andrew Cogliano,C,82,11,24,35,2.0,10,0,1,3,17,5,2,129,8.5,1415,17:15,46,89,461,647,41.6,1000000,694444.0
171,Jordan Leopold,D,71,13,22,35,5.6,8,5,0,1,16,6,0,134,9.7,1656,23:20,123,49,0,0,,3000000,3472222.0
172,Antti Miettinen,RW,73,16,19,35,3.4,8,8,0,4,13,6,0,168,9.5,1243,17:02,14,109,36,64,36.0,2333333,2546295.0
173,Derek Roy,C,35,10,25,35,3.7,8,2,0,1,13,12,0,89,11.2,684,19:32,16,16,245,283,46.4,4000000,4861111.0
174,Wojtek Wolski,LW,73,12,23,35,3.5,11,1,0,1,20,3,0,135,8.9,1064,14:35,12,47,15,16,48.4,3800000,4583333.0
175,Cal Clutterbuck,RW,76,19,15,34,3.6,15,4,0,3,13,1,1,191,9.9,1204,15:51,32,336,3,8,27.3,1400000,1250000.0
176,Nick Foligno,LW,82,14,20,34,2.7,9,5,0,3,15,5,0,149,9.4,1277,15:35,41,119,65,73,47.1,1200000,972222.0
177,T.J. Oshie,C,49,12,22,34,3.9,8,3,1,3,16,6,0,103,11.7,940,19:11,40,71,100,127,44.1,850000,486111.0
178,Magnus Pääjärvi,LW,80,15,19,34,2.6,12,3,0,0,13,6,0,180,8.3,1231,15:23,25,22,1,4,20.0,900000,555555.0
179,Brian Rolston,C,65,14,20,34,3.7,8,6,0,4,14,5,1,168,8.3,1144,17:36,20,67,52,83,38.5,5062500,6336805.0
180,Scottie Upshall,RW,82,22,12,34,3.6,20,2,0,2,11,1,0,191,11.5,1151,14:02,26,108,8,17,32.0,2250000,2430555.0
181,Colin Wilson,C,82,16,18,34,4.0,14,2,0,2,14,4,0,101,15.8,1090,13:18,24,38,108,120,47.4,875000,520833.0
182,Alexander Edler,D,51,8,25,33,6.8,3,5,0,1,13,12,0,121,6.6,1239,24:17,86,83,0,2,0.0,3250000,3819444.0
183,Jason Blake,C,76,16,16,32,3.1,13,3,0,3,12,4,0,187,8.6,1122,14:46,27,76,1,4,20.0,4000000,4861111.0
184,Tyler Bozak,C,82,15,17,32,1.1,8,6,1,4,12,5,0,120,12.5,1581,19:17,48,85,787,654,54.6,875000,520833.0
185,Steve Downie,RW,57,10,22,32,3.5,8,2,0,1,19,3,0,83,12.0,828,14:31,21,94,43,53,44.8,1850000,1875000.0
186,Darren Helm,C,82,12,20,32,3.0,10,0,2,2,19,0,1,177,6.8,1091,13:18,30,128,493,445,52.6,912500,572916.0
187,Jamie Langenbrunner,RW,70,9,23,32,2.0,8,1,0,3,17,6,0,153,5.9,1221,17:26,25,96,11,17,39.3,2800000,3194444.0
