,PLAYER,Pos,GP,G,A,PTS,PS,EV,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CAP HIT,exchange cap
28,Rick Nash,LW,80,38,31,69,9.4,24,10,4,6,19,12,0,329,11.6,1639,20:29,30.0,67,14.0,30.0,31.8,5400000,8077783.0
29,Brad Boyes,RW,82,43,22,65,9.3,32,11,0,9,14,8,0,207,20.8,1471,17:57,20.0,55,105.0,131.0,44.5,1500000,1681163.0
30,Sergei Gonchar,D,78,12,53,65,11.1,4,8,0,2,15,38,0,173,6.9,2005,25:42,126.0,56,0.0,0.0,,5000000,7421719.0
31,Zach Parise,LW,81,32,33,65,8.9,21,10,1,8,20,13,0,266,12.0,1463,18:04,30.0,76,50.0,54.0,48.1,3125000,4346421.0
32,Thomas Vanek,LW,82,36,28,64,7.8,17,19,0,9,23,5,0,240,15.0,1382,16:51,24.0,45,6.0,7.0,46.2,7142857,10936345.0
33,Pierre-Marc Bouchard,RW,81,13,50,63,6.3,7,6,0,4,31,19,0,129,10.1,1364,16:51,15.0,10,4.0,6.0,40.0,0,-779075.0
34,Brian Campbell,D,83,8,54,62,10.0,3,5,0,0,26,28,0,142,5.6,2084,25:06,96.0,61,0.0,0.0,,1500000,1681163.0
35,Nathan Horton,RW,82,27,35,62,7.7,18,9,0,3,25,10,0,212,12.7,1537,18:44,24.0,81,29.0,44.0,39.7,4000000,5781560.0
36,Brad Richards,C,74,20,42,62,5.0,9,9,2,4,22,19,1,249,8.0,1736,23:28,22.0,12,514.0,539.0,48.8,7800000,12014165.0
37,Patrick Sharp,LW,80,36,26,62,8.9,20,9,7,7,19,5,2,209,17.2,1502,18:47,27.0,50,305.0,289.0,51.3,775000,492047.0
38,Mark Streit,D,81,13,49,62,8.9,6,7,0,3,22,27,0,165,7.9,1419,17:31,62.0,59,0.0,1.0,0.0,600000,205019.0
39,Ray Whitney,LW,66,25,36,61,6.6,19,6,0,4,12,24,0,204,12.3,1250,18:56,23.0,13,3.0,2.0,60.0,3550000,5043489.0
40,Nikolai Zherdev,RW,82,26,35,61,6.8,19,7,0,3,19,15,1,254,10.2,1589,19:22,18.0,37,12.0,17.0,41.4,2500000,3321322.0
41,Dustin Brown,RW,78,33,27,60,6.8,19,12,2,4,15,10,2,219,15.1,1583,20:18,23.0,311,20.0,20.0,50.0,1175000,1148111.0
42,Dion Phaneuf,D,82,17,43,60,11.2,6,10,1,4,20,23,0,263,6.5,2149,26:12,88.0,194,0.0,0.0,,785333,508995.0
43,Brian Rolston,LW,81,31,28,59,6.9,19,11,1,8,11,17,0,289,10.7,1626,20:04,24.0,59,67.0,98.0,40.6,0,-779075.0
44,Chris Drury,C,82,25,33,58,6.2,13,12,0,7,14,17,2,220,11.4,1623,19:48,76.0,46,745.0,613.0,54.9,7050000,10784045.0
45,Andrei Markov,D,82,16,42,58,9.9,5,10,1,2,18,22,2,145,11.0,2048,24:58,127.0,59,0.0,0.0,,5750000,8651838.0
46,Alexander Radulov,RW,81,26,32,58,6.9,22,4,0,2,30,2,0,183,14.2,1328,16:24,36.0,17,0.0,1.0,0.0,885766,673721.0
47,Alex Tanguay,LW,78,18,40,58,6.1,13,3,2,3,27,12,1,121,14.9,1463,18:46,24.0,42,7.0,13.0,35.0,5250000,7831759.0
48,Keith Tkachuk,C,79,27,31,58,6.9,14,12,1,1,24,7,0,177,15.3,1331,16:51,17.0,92,552.0,566.0,49.4,4000000,5781560.0
49,Martin Erat,RW,76,23,34,57,5.9,19,4,0,6,23,11,0,163,14.1,1418,18:39,16.0,49,15.0,26.0,36.6,1675000,1968190.0
50,Mike Green,D,82,18,38,56,10.0,10,8,0,4,23,15,0,234,7.7,1922,23:27,68.0,94,0.0,1.0,0.0,833333,587723.0
51,Radim Vrbata,RW,76,27,29,56,7.0,17,7,3,5,18,9,2,246,11.0,1383,18:12,19.0,13,7.0,12.0,36.8,1225000,1230119.0
52,Brian Rafalski,D,73,13,42,55,11.7,3,10,0,1,21,21,0,175,7.4,1757,24:04,70.0,38,0.0,0.0,,6000000,9061878.0
53,Robert Lang,C,76,21,33,54,6.0,14,7,0,3,23,10,0,172,12.2,1400,18:25,22.0,25,591.0,524.0,53.0,4000000,5781560.0
54,Peter Mueller,C,81,22,32,54,5.4,15,7,0,3,17,15,0,201,10.9,1398,17:16,12.0,30,105.0,146.0,41.8,850000,615059.0
55,Corey Perry,RW,70,29,25,54,7.5,18,11,0,4,19,6,0,200,14.5,1257,17:57,11.0,95,3.0,13.0,18.8,614333,228528.0
56,Jonathan Toews,C,64,24,30,54,6.8,17,7,0,4,13,15,2,144,16.7,1195,18:40,13.0,27,509.0,447.0,53.2,850000,615059.0
57,Jeff Carter,C,82,29,24,53,6.6,20,7,2,5,12,11,1,260,11.2,1545,18:51,53.0,52,657.0,721.0,47.7,942400,766610.0
58,Brian Gionta,RW,82,22,31,53,5.9,13,8,1,4,18,13,0,257,8.6,1498,18:16,14.0,52,30.0,25.0,54.5,4000000,5781560.0
59,Antoine Vermette,LW,81,24,29,53,5.5,17,4,3,3,20,6,3,175,13.7,1424,17:35,25.0,49,687.0,524.0,56.7,1000000,861083.0
60,Jason Blake,LW,82,15,37,52,4.2,13,2,0,0,27,10,0,332,4.5,1461,17:49,14.0,55,14.0,14.0,50.0,4000000,5781560.0
61,Chris Higgins,LW,82,27,25,52,5.9,15,12,0,5,11,13,1,241,11.2,1472,17:57,65.0,76,22.0,40.0,35.5,1700000,2009194.0
62,Andy McDonald,C,82,18,34,52,4.3,15,3,0,1,20,14,0,182,9.9,1465,17:52,20.0,46,527.0,421.0,55.6,3333333,4688120.0
63,Rod Brind'Amour,C,59,19,32,51,4.9,13,6,0,4,20,12,0,151,12.6,1325,22:27,38.0,55,851.0,609.0,58.3,3600000,5125497.0
64,Erik Cole,RW,73,22,29,51,5.3,12,10,0,4,22,7,0,216,10.2,1413,19:22,24.0,186,9.0,29.0,23.7,4000000,5781560.0
65,Ed Jovanovski,D,80,12,39,51,7.9,4,8,0,2,19,19,1,240,5.0,1804,22:33,63.0,114,0.0,0.0,,6500000,9881958.0
66,Ryan Malone,LW,77,27,24,51,6.2,14,11,2,6,18,5,1,159,17.0,1469,19:05,34.0,138,12.0,26.0,31.6,0,-779075.0
67,Shawn Horcoff,C,53,21,29,50,5.7,15,6,0,2,19,10,0,115,18.3,1178,22:13,30.0,15,487.0,476.0,50.6,3600000,5125497.0
68,Chris Kunitz,LW,82,21,29,50,5.8,13,7,1,6,22,6,1,196,10.7,1386,16:54,19.0,159,16.0,33.0,32.7,1056250,953342.0
69,R.J. Umberger,C,74,13,37,50,4.6,9,4,0,3,24,8,5,173,7.5,1322,17:52,59.0,64,45.0,72.0,38.5,1150000,1107107.0
70,Mike Comrie,C,76,21,28,49,4.5,17,4,0,3,11,17,0,194,10.8,1458,19:11,23.0,47,562.0,662.0,45.9,0,-779075.0
71,Matt Cullen,C,59,13,36,49,4.8,5,8,0,1,20,15,1,137,9.5,996,16:52,30.0,33,364.0,285.0,56.1,2875000,3936381.0
72,Sam Gagner,C,79,13,36,49,3.7,9,4,0,1,24,12,0,135,9.6,1239,15:41,31.0,18,125.0,174.0,41.8,875000,656063.0
73,Joe Corvo,D,74,13,35,48,8.5,7,6,0,3,13,22,0,167,7.8,1380,18:39,41.0,31,0.0,0.0,,2625000,3526341.0
74,Patrick Marleau,C,78,19,29,48,4.5,12,7,0,2,10,19,0,185,10.3,1422,18:14,10.0,83,317.0,288.0,52.4,4166667,6054921.0
75,Wojtek Wolski,LW,77,18,30,48,5.2,14,4,0,6,29,1,0,158,11.4,1227,15:56,21.0,54,24.0,24.0,50.0,942800,767266.0
76,Mike Cammalleri,LW,63,19,28,47,4.5,9,10,0,1,19,9,0,210,9.0,1170,18:35,14.0,31,206.0,173.0,54.4,3350000,4715457.0
77,Mike Fisher,C,79,23,24,47,3.9,15,6,2,4,20,1,3,215,10.7,1561,19:46,73.0,234,618.0,610.0,50.3,1500000,1681163.0
78,Dustin Penner,LW,82,23,24,47,4.7,10,13,0,4,15,9,0,201,11.4,1411,17:12,37.0,99,104.0,85.0,55.0,4250000,6191600.0
79,Joffrey Lupul,RW,56,20,26,46,5.6,13,7,0,3,12,14,0,176,11.4,1020,18:13,20.0,79,3.0,1.0,75.0,2311667,3012425.0
80,Andrew Cogliano,C,82,18,27,45,5.0,15,1,2,5,20,6,1,98,18.4,1120,13:40,31.0,25,214.0,328.0,39.5,850000,615059.0
81,Bill Guerin,RW,81,23,21,44,4.5,16,7,0,5,14,7,0,227,10.1,1408,17:23,20.0,62,12.0,6.0,66.7,4500000,6601640.0
82,David Legwand,C,65,15,29,44,4.1,11,4,0,1,19,9,1,144,10.4,1171,18:01,21.0,7,305.0,395.0,43.6,1875000,2296222.0
83,Kimmo Timonen,D,80,8,36,44,7.4,4,3,1,1,9,26,1,125,6.4,1886,23:35,129.0,64,0.0,0.0,,6333333,9608597.0
84,Brent Burns,D,82,15,28,43,9.6,7,8,0,4,16,11,1,158,9.5,1894,23:06,73.0,99,1.0,0.0,100.0,825000,574055.0
85,Scott Hartnell,LW,80,24,19,43,5.2,13,10,1,6,16,2,1,176,13.6,1294,16:11,32.0,110,13.0,19.0,40.6,4200000,6109592.0
86,John Madden,C,80,20,23,43,4.5,14,3,3,3,22,0,1,185,10.8,1556,19:27,50.0,49,786.0,677.0,53.7,2938500,4040531.0
87,Daniel Cleary,RW,63,20,22,42,5.7,15,5,0,3,14,7,1,177,11.3,1095,17:23,14.0,82,56.0,54.0,50.9,662500,307529.0
88,Jeff Halpern,C,83,20,22,42,4.4,15,4,1,2,17,4,1,132,15.2,1393,16:47,46.0,81,381.0,352.0,52.0,2000000,2501242.0
89,Jussi Jokinen,LW,72,16,26,42,4.0,10,6,0,2,18,8,0,131,12.2,1041,14:27,21.0,16,178.0,163.0,52.2,1812500,2193712.0
90,Mikko Koivu,C,57,11,31,42,4.2,9,2,0,2,20,10,1,144,7.6,1191,20:53,21.0,40,542.0,490.0,52.5,3250000,4551441.0
91,Alexander Semin,LW,63,26,16,42,4.8,16,10,0,2,6,10,0,185,14.1,1065,16:55,14.0,20,4.0,7.0,36.4,1300000,1353131.0
92,Alexander Steen,LW,76,15,27,42,3.5,12,2,1,2,20,7,0,169,8.9,1375,18:05,36.0,62,59.0,120.0,33.0,770200,484174.0
93,Stephen Weiss,C,74,13,29,42,4.3,9,4,0,4,20,9,0,132,9.8,1301,17:35,26.0,26,613.0,585.0,51.2,3100000,4305417.0
94,Niklas Hagman,LW,82,27,14,41,5.4,19,4,4,8,10,3,1,178,15.2,1279,15:36,13.0,40,2.0,17.0,10.5,0,-779075.0
95,Jamie Langenbrunner,RW,64,13,28,41,4.0,7,5,1,2,16,11,1,152,8.6,1171,18:18,15.0,58,10.0,8.0,55.6,2800000,3813369.0
96,Robert Nilsson,LW,71,10,31,41,4.2,7,3,0,0,26,5,0,102,9.8,989,13:56,14.0,20,7.0,8.0,46.7,0,-779075.0
97,Todd Bertuzzi,LW,68,14,26,40,4.4,10,4,0,2,21,5,0,121,11.6,1119,16:27,21.0,66,50.0,60.0,45.5,4000000,5781560.0
98,David Booth,LW,73,22,18,40,5.3,21,1,0,6,17,1,0,228,9.6,1181,16:10,29.0,113,13.0,25.0,34.2,600000,205019.0
99,Tim Connolly,C,48,7,33,40,3.4,3,3,1,3,20,12,1,111,6.3,896,18:41,36.0,18,217.0,237.0,47.8,2900000,3977385.0
100,Brandon Dubinsky,C,82,14,26,40,4.2,13,1,0,0,20,6,0,157,8.9,1189,14:30,30.0,196,512.0,483.0,51.5,633333,259691.0
101,Pavel Kubina,D,72,11,29,40,7.1,5,6,0,4,16,12,1,136,8.1,1722,23:55,166.0,121,0.0,1.0,0.0,5000000,7421719.0
102,Joe Pavelski,C,82,19,21,40,4.8,10,8,1,4,11,10,0,207,9.2,1157,14:07,59.0,67,270.0,231.0,53.9,780000,500248.0
103,Mikael Samuelsson,RW,73,11,29,40,4.4,8,3,0,1,21,8,0,249,4.4,1187,16:16,21.0,74,6.0,8.0,42.9,1200000,1189115.0
104,Ryan Whitney,D,76,12,28,40,6.9,4,7,1,1,13,15,0,119,10.1,1706,22:27,117.0,30,0.0,0.0,,4000000,5781560.0
105,Mathieu Schneider,D,65,12,27,39,9.3,7,5,0,2,15,12,0,139,8.6,1449,22:18,56.0,78,0.0,0.0,,5625000,8446819.0
106,Toby Enström,D,82,5,33,38,6.0,1,4,0,0,11,22,0,105,4.8,2007,24:28,106.0,21,0.0,0.0,,750000,451043.0
107,Wade Redden,D,80,6,32,38,6.1,2,4,0,1,19,12,1,136,4.4,1777,22:13,94.0,88,0.0,0.0,,6500000,9881958.0
108,Michal Rozsíval,D,80,13,25,38,8.4,5,6,2,0,13,12,0,127,10.2,1964,24:33,129.0,93,0.0,0.0,,2100000,2665258.0
109,Drew Stafford,RW,64,16,22,38,4.2,15,1,0,5,20,2,0,103,15.5,866,13:32,20.0,62,8.0,13.0,38.1,984200,835168.0
110,Lee Stempniak,RW,80,13,25,38,3.4,10,3,0,2,18,7,0,162,8.0,1271,15:53,13.0,103,4.0,7.0,36.4,2500000,3321322.0
111,Dainius Zubrus,C,82,13,25,38,3.7,9,4,0,2,21,4,0,128,10.2,1287,15:42,17.0,77,80.0,64.0,55.6,3400000,4797465.0
112,Jay Bouwmeester,D,82,15,22,37,7.5,11,4,0,0,12,10,0,182,8.2,2235,27:15,118.0,105,0.0,0.0,,2175000,2788270.0
113,Jonathan Cheechoo,RW,69,23,14,37,5.4,13,10,0,4,9,5,0,220,10.5,1145,16:36,26.0,123,4.0,16.0,20.0,3000000,4141401.0
114,Ryan Kesler,C,80,21,16,37,3.9,15,4,2,2,12,4,0,177,11.9,1524,19:03,71.0,78,720.0,636.0,53.1,1750000,2091202.0
115,Phil Kessel,RW,82,19,18,37,3.6,14,5,0,3,16,2,0,213,8.9,1249,15:14,17.0,11,137.0,187.0,42.3,850000,615059.0
116,Brooks Laich,C,82,21,16,37,4.1,11,8,2,4,14,2,0,122,17.2,1152,14:03,56.0,83,281.0,315.0,47.1,725000,410039.0
117,Brett McLean,C,67,14,23,37,3.5,10,3,1,1,13,10,0,140,10.0,1088,16:14,30.0,22,296.0,328.0,47.4,1700000,2009194.0
118,Michael Nylander,C,40,11,26,37,3.1,6,5,0,1,13,13,0,77,14.3,766,19:09,10.0,4,263.0,272.0,49.2,4875000,7216699.0
119,Ryan Smyth,LW,55,14,23,37,3.3,12,2,0,3,17,6,0,168,8.3,1079,19:37,8.0,31,13.0,20.0,39.4,6250000,9471918.0
120,Dustin Byfuglien,D,67,19,17,36,6.2,12,7,0,4,7,10,0,163,11.7,1141,17:02,30.0,137,0.0,1.0,0.0,608333,218687.0
121,Braydon Coburn,D,78,9,27,36,7.9,4,5,0,2,16,10,1,113,8.0,1656,21:14,79.0,79,0.0,0.0,,746100,444647.0
122,Valtteri Filppula,C,78,19,17,36,4.3,16,3,0,3,12,5,0,122,15.6,1323,16:58,26.0,35,314.0,307.0,50.6,733333,423707.0
123,Paul Gaustad,C,82,10,26,36,2.0,5,5,0,2,22,3,1,136,7.4,1407,17:10,48.0,195,631.0,518.0,54.9,712500,389537.0
124,Matthew Lombardi,C,82,14,22,36,2.6,10,2,2,4,18,3,1,181,7.7,1420,17:19,53.0,72,455.0,500.0,47.6,1816667,2200547.0
125,Michel Ouellet,RW,64,17,19,36,4.8,12,5,0,0,13,6,0,132,12.9,872,13:38,19.0,56,19.0,23.0,45.2,1250000,1271123.0
126,Jarret Stoll,C,81,14,22,36,2.0,3,8,3,1,8,13,1,187,7.5,1453,17:56,61.0,122,677.0,552.0,55.1,2200000,2829274.0
127,Dennis Wideman,D,81,13,23,36,8.2,4,9,0,1,12,11,0,171,7.6,2005,24:45,108.0,60,0.0,0.0,,600000,205019.0
128,Jason Williams,RW,43,13,23,36,4.0,7,6,0,4,10,13,0,101,12.9,713,16:35,8.0,27,9.0,6.0,60.0,1600000,1845178.0
129,Colby Armstrong,RW,72,13,22,35,3.2,12,1,0,3,20,1,1,113,11.5,1157,16:04,31.0,85,3.0,12.0,20.0,1200000,1189115.0
130,Martin Hanzal,C,72,8,27,35,2.4,6,1,1,3,16,11,0,111,7.2,1206,16:45,35.0,98,470.0,549.0,46.1,850000,615059.0
131,Niklas Kronwall,D,65,7,28,35,8.3,7,0,0,0,20,8,0,108,6.5,1372,21:06,79.0,93,0.0,0.0,,3000000,4141401.0
132,Daniel Paille,LW,77,19,16,35,4.2,16,0,3,2,16,0,0,110,17.3,1022,13:16,24.0,60,15.0,26.0,36.6,585200,180745.0
133,Alexei Ponikarovsky,LW,66,18,17,35,3.8,17,1,0,1,11,6,0,150,12.0,1054,15:58,21.0,77,1.0,3.0,25.0,2105000,2673459.0
134,Craig Rivet,D,74,5,30,35,7.4,3,2,0,0,11,18,1,105,4.8,1569,21:12,79.0,73,0.0,0.0,,3500000,4961481.0
135,Craig Conroy,C,79,12,22,34,2.8,11,1,0,4,19,3,0,116,10.3,1355,17:09,55.0,98,726.0,685.0,51.5,1795500,2165830.0
136,Antti Miettinen,RW,69,15,19,34,3.9,10,5,0,3,16,3,0,136,11.0,965,13:59,8.0,65,14.0,9.0,60.9,0,-779075.0
137,Darcy Tucker,RW,74,18,16,34,2.9,11,7,0,3,13,3,0,152,11.8,1216,16:26,52.0,126,13.0,12.0,52.0,3000000,4141401.0
138,Travis Zajac,C,82,14,20,34,2.7,9,5,0,1,11,9,0,155,9.0,1372,16:44,15.0,57,528.0,504.0,51.2,984200,835168.0
139,Sean Avery,LW,57,15,18,33,4.0,13,2,0,4,15,2,1,125,12.0,903,15:50,11.0,119,11.0,17.0,39.3,0,-779075.0
140,Tom Gilbert,D,82,13,20,33,6.4,10,3,0,1,12,6,2,98,13.3,1820,22:12,159.0,27,0.0,0.0,,782500,504348.0
141,Erik Johnson,D,69,5,28,33,4.8,1,4,0,3,14,14,0,105,4.8,1255,18:11,64.0,87,0.0,1.0,0.0,850000,615059.0
142,Glen Metropolit,C,82,11,22,33,2.2,10,1,0,5,19,2,1,141,7.8,1347,16:26,34.0,65,604.0,622.0,49.3,0,-779075.0
143,Jeremy Roenick,C,69,14,19,33,3.5,7,7,0,10,14,5,0,89,15.7,949,13:45,22.0,96,83.0,105.0,44.1,0,-779075.0
144,Matt Stajan,C,82,16,17,33,1.8,13,2,1,3,11,6,0,127,12.6,1550,18:54,47.0,89,614.0,678.0,47.5,875000,656063.0
145,Steve Bernier,RW,76,16,16,32,3.6,12,4,0,0,11,5,0,131,12.2,1014,13:20,34.0,156,6.0,9.0,40.0,850000,615059.0
146,Vernon Fiddler,LW,79,11,21,32,2.5,8,2,1,1,18,3,0,97,11.3,1101,13:56,23.0,52,193.0,191.0,50.3,850000,615059.0
147,Ron Hainsey,D,78,8,24,32,6.2,0,8,0,0,8,15,1,161,5.0,1760,22:34,91.0,51,0.0,0.0,,737500,430541.0
148,Duncan Keith,D,82,12,20,32,8.7,10,1,1,0,13,5,2,148,8.1,2080,25:22,115.0,67,0.0,0.0,,1475000,1640159.0
149,John-Michael Liles,D,81,6,26,32,5.7,1,5,0,1,11,15,0,163,3.7,1593,19:40,121.0,59,0.0,0.0,,1325000,1394135.0
150,Paul Martin,D,73,5,27,32,8.1,3,2,0,2,14,12,1,93,5.4,1743,23:53,76.0,52,0.0,0.0,,3833333,5508200.0
151,Tuomo Ruutu,LW,77,10,22,32,2.4,6,4,0,1,22,0,0,100,10.0,1224,15:54,19.0,171,28.0,38.0,42.4,1875000,2296222.0
152,Brent Seabrook,D,82,9,23,32,6.7,5,4,0,2,14,8,1,152,5.9,1763,21:30,106.0,167,0.0,1.0,0.0,942400,766610.0
153,Scott Walker,RW,58,14,18,32,2.9,8,4,2,4,12,6,0,122,11.5,964,16:37,33.0,98,21.0,27.0,43.8,2500000,3321322.0
154,David Backes,RW,72,13,18,31,2.6,10,3,0,2,14,4,0,129,10.1,1057,14:41,13.0,240,30.0,37.0,44.8,765000,475646.0
155,Kyle Brodziak,C,80,14,17,31,2.9,13,0,1,3,15,0,2,125,11.2,1033,12:55,38.0,40,153.0,144.0,51.5,497500,36903.0
156,Alexandre Burrows,LW,82,12,19,31,3.1,8,1,3,3,18,0,1,126,9.5,1238,15:06,45.0,80,13.0,24.0,35.1,483333,13667.0
157,Jason Chimera,LW,81,14,17,31,2.6,12,1,1,3,13,4,0,198,7.1,1417,17:30,15.0,73,16.0,19.0,45.7,875000,656063.0
158,Loui Eriksson,LW,69,14,17,31,3.5,10,4,0,0,15,2,0,120,11.7,968,14:02,14.0,24,2.0,11.0,15.4,641667,273360.0
159,Filip Kuba,D,75,6,25,31,5.4,4,2,0,0,15,9,1,113,5.3,1872,24:57,129.0,69,0.0,2.0,0.0,3000000,4141401.0
160,Paul Ranger,D,72,10,21,31,5.4,9,0,1,0,16,5,0,105,9.5,1816,25:13,117.0,105,0.0,0.0,,933333,751739.0
161,Michael Ryder,RW,70,14,17,31,3.0,13,1,0,2,5,12,0,134,10.4,927,13:15,15.0,122,5.0,13.0,27.8,2950000,4059393.0
162,Ryan Suter,D,76,7,24,31,5.8,6,1,0,1,14,10,0,138,5.1,1564,20:35,75.0,57,0.0,0.0,,785333,508995.0
163,Chris Kelly,C,75,11,19,30,2.0,10,0,1,1,16,1,2,124,8.9,1245,16:36,35.0,64,86.0,76.0,53.1,1262500,1291625.0
164,Andrew Ladd,LW,63,14,16,30,3.8,13,1,0,1,12,4,0,131,10.7,804,12:46,14.0,138,4.0,4.0,50.0,984200,835168.0
165,Glen Murray,RW,63,17,13,30,2.9,10,7,0,2,9,4,0,158,10.8,1147,18:13,10.0,42,6.0,13.0,31.6,4150000,6027584.0
166,Mark Parrish,RW,66,16,14,30,3.4,9,7,0,0,9,5,0,95,16.8,986,14:56,43.0,32,4.0,6.0,40.0,2650000,3567345.0
167,Ruslan Salei,D,82,6,24,30,5.4,5,1,0,1,16,7,1,111,5.4,1841,22:27,135.0,162,0.0,1.0,0.0,3025000,4182405.0
168,Scottie Upshall,RW,61,14,16,30,3.5,11,3,0,1,13,3,0,128,10.9,814,13:20,14.0,86,2.0,5.0,28.6,1225000,1230119.0
169,Justin Williams,RW,37,9,21,30,2.9,7,2,0,0,15,6,0,106,8.5,714,19:18,23.0,43,5.0,8.0,38.5,3500000,4961481.0
170,Nigel Dawes,LW,61,14,15,29,3.8,11,3,0,4,14,1,0,121,11.6,792,12:59,26.0,86,1.0,1.0,50.0,0,-779075.0
171,Manny Malhotra,C,71,11,18,29,2.5,9,2,0,2,16,1,1,112,9.8,1169,16:28,40.0,64,683.0,475.0,59.0,1200000,1189115.0
172,Randy Robitaille,C,68,10,19,29,2.5,9,1,0,1,16,3,0,99,10.1,922,13:34,13.0,23,82.0,60.0,57.7,0,-779075.0
173,Dan Girardi,D,82,10,18,28,6.6,5,5,0,1,11,6,1,147,6.8,1738,21:12,123.0,179,0.0,1.0,0.0,537500,102509.0
174,Jordan Staal,C,82,12,16,28,1.3,9,3,0,4,11,4,1,183,6.6,1498,18:16,57.0,86,507.0,695.0,42.2,850000,615059.0
