,PLAYER,Pos,GP,G,A,PTS,PS,EV,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CAP HIT,exchange cap
175,Pascal Dupuis,LW,78,12,15,27,2.1,9,0,3,1,14,0,1,143,8.4,1185,15:12,32.0,84,5.0,11.0,31.3,880000,664264.0
176,Dan Hamhuis,D,80,4,23,27,4.8,3,1,0,1,13,7,3,127,3.1,1819,22:44,69.0,162,0.0,0.0,,2000000,2501242.0
177,Sergei Kostitsyn,LW,52,9,18,27,2.9,5,3,1,0,16,2,0,49,18.4,746,14:21,23.0,54,8.0,15.0,34.8,565000,147614.0
178,Guillaume Latendresse,RW,73,16,11,27,3.0,14,2,0,3,9,2,0,116,13.8,895,12:15,27.0,134,2.0,6.0,25.0,850000,615059.0
179,Milan Lucic,LW,77,8,19,27,2.1,7,1,0,4,17,2,0,88,9.1,933,12:07,28.0,179,4.0,4.0,50.0,618333,235088.0
180,Jamal Mayers,RW,80,12,15,27,1.3,11,0,1,3,14,0,1,153,7.8,1275,15:56,38.0,101,384.0,299.0,56.2,1333333,1407802.0
181,David Perron,LW,62,13,14,27,3.7,10,3,0,1,12,2,0,68,19.1,778,12:33,7.0,65,5.0,9.0,35.7,875000,656063.0
182,Toni Lydman,D,82,4,22,26,4.3,1,3,0,0,21,0,1,86,4.7,1776,21:40,144.0,155,0.0,1.0,0.0,2875000,3936381.0
183,Matt Niskanen,D,78,7,19,26,7.2,5,2,0,0,13,6,0,99,7.1,1598,20:30,62.0,47,0.0,0.0,,675000,328031.0
184,Johnny Oduya,D,75,6,20,26,7.7,4,2,0,0,14,6,0,63,9.5,1427,19:02,79.0,71,0.0,0.0,,600000,205019.0
185,Rostislav Olesz,LW,56,14,12,26,2.8,9,5,0,2,8,4,0,139,10.1,956,17:04,25.0,69,7.0,3.0,70.0,0,-779075.0
186,Peter Schaefer,LW,63,9,17,26,2.3,9,0,0,0,11,6,0,91,9.9,943,14:58,16.0,32,3.0,4.0,42.9,2100000,2665258.0
187,Maxime Talbot,C,63,12,14,26,2.6,10,0,2,1,13,1,0,80,15.0,974,15:28,37.0,66,231.0,282.0,45.0,675000,328031.0
188,Daniel Winnik,C,79,11,15,26,2.1,11,0,0,1,12,1,2,122,9.0,1114,14:06,46.0,75,65.0,89.0,42.2,523333,79273.0
189,James Wisniewski,D,68,7,19,26,5.4,5,1,1,0,15,4,0,82,8.5,1156,17:00,67.0,113,0.0,0.0,,650000,287027.0
190,Dan Boyle,D,37,4,21,25,1.9,2,2,0,1,9,12,0,74,5.4,979,26:27,68.0,49,0.0,0.0,,3333333,4688120.0
191,Curtis Glencross,LW,62,15,10,25,3.6,14,1,0,1,9,1,0,104,14.4,705,11:22,12.0,94,13.0,12.0,52.0,522500,77907.0
192,Kamil Kreps,C,76,8,17,25,2.3,7,1,0,2,14,3,0,99,8.1,986,12:59,30.0,45,411.0,352.0,53.9,0,-779075.0
193,Derek Morris,D,82,8,17,25,6.3,6,2,0,0,9,8,0,135,5.9,1781,21:43,115.0,81,0.0,1.0,0.0,3916667,5644881.0
194,Sami Salo,D,63,8,17,25,6.1,2,6,0,1,5,11,1,122,6.6,1490,23:39,79.0,36,0.0,0.0,,3500000,4961481.0
195,Bryan Smolinski,C,64,8,17,25,1.8,7,1,0,2,11,6,0,89,9.0,840,13:08,36.0,45,382.0,356.0,51.8,0,-779075.0
196,Doug Weight,C,67,10,15,25,2.4,8,2,0,1,7,8,0,96,10.4,979,14:37,21.0,48,290.0,324.0,47.2,0,-779075.0
197,Rene Bourque,LW,62,10,14,24,2.2,5,0,5,2,11,1,2,103,9.7,947,15:16,22.0,72,2.0,6.0,25.0,825000,574055.0
198,Daniel Carcillo,LW,57,13,11,24,2.9,10,3,0,1,6,5,0,106,12.3,725,12:43,10.0,109,4.0,1.0,80.0,516667,68340.0
199,Erik Christensen,C,59,11,13,24,1.9,9,2,0,0,7,6,0,132,8.3,788,13:21,2.0,35,277.0,197.0,58.4,750000,451043.0
200,Trevor Daley,D,82,5,19,24,4.8,5,0,0,1,13,5,1,87,5.7,1624,19:48,63.0,32,1.0,0.0,100.0,787500,512549.0
201,Hal Gill,D,81,3,21,24,4.6,3,0,0,0,20,0,1,86,3.5,1620,20:00,143.0,127,0.0,0.0,,2075000,2624254.0
202,Jeff Hamilton,RW,58,9,15,24,2.0,2,7,0,1,6,9,0,116,7.8,626,10:48,12.0,17,38.0,41.0,48.1,800000,533051.0
203,Jay Pandolfo,LW,54,12,12,24,2.9,12,0,0,1,12,0,0,78,15.4,933,17:17,32.0,32,3.0,4.0,42.9,836000,592097.0
204,Tom Preissing,D,77,8,16,24,4.3,2,6,0,1,12,4,0,93,8.6,1377,17:53,42.0,22,2.0,7.0,22.2,2750000,3731361.0
205,Christoph Schubert,D,82,8,16,24,4.3,7,1,0,0,10,6,0,137,5.8,1113,13:34,36.0,187,1.0,3.0,25.0,883333,669731.0
206,Matt Cooke,LW,78,10,13,23,1.9,9,0,1,1,11,2,0,86,11.6,1027,13:10,38.0,198,12.0,16.0,42.9,1508333,1694830.0
207,Chad Larose,LW,58,11,12,23,2.3,10,0,1,2,10,1,1,117,9.4,815,14:03,15.0,73,6.0,13.0,31.6,0,-779075.0
208,Bryan McCabe,D,54,5,18,23,3.8,1,4,0,2,6,12,0,107,4.7,1367,25:19,96.0,109,0.0,0.0,,5750000,8651838.0
209,Brad Stuart,D,72,6,17,23,3.8,4,2,0,1,9,8,0,132,4.5,1523,21:10,95.0,118,0.0,4.0,0.0,3500000,4961481.0
210,Sean Bergenheim,LW,78,10,12,22,2.0,9,1,0,1,11,1,0,155,6.5,878,11:15,20.0,138,9.0,6.0,60.0,500000,41003.0
211,Eric Brewer,D,77,1,21,22,3.2,1,0,0,0,11,10,0,101,1.0,1896,24:38,123.0,92,0.0,0.0,,4250000,6191600.0
212,David Clarkson,RW,81,9,13,22,1.9,9,0,0,1,11,2,0,151,6.0,975,12:02,12.0,150,6.0,9.0,40.0,538333,103876.0
213,Christian Ehrhoff,D,77,1,21,22,6.2,0,1,0,1,16,4,1,97,1.0,1673,21:44,108.0,92,0.0,0.0,,850000,615059.0
214,Dan Fritsche,C,69,10,12,22,2.3,8,1,1,4,12,0,0,109,9.2,852,12:21,27.0,65,59.0,62.0,48.8,0,-779075.0
215,Dean McAmmond,LW,68,9,13,22,1.8,6,0,3,1,11,0,2,67,13.4,785,11:32,18.0,43,112.0,147.0,43.2,875000,656063.0
216,Jay McClement,C,81,9,13,22,0.8,9,0,0,2,13,0,0,110,8.2,1128,13:55,41.0,62,366.0,334.0,52.3,675000,328031.0
217,Steve Ott,C,73,11,11,22,1.9,10,0,1,2,8,1,2,89,12.4,1056,14:28,26.0,182,183.0,128.0,58.8,787500,512549.0
218,Keith Ballard,D,82,6,15,21,5.5,3,2,1,1,13,2,0,105,5.7,1744,21:16,162.0,169,0.0,0.0,,2275000,2952286.0
219,Chris Gratton,C,60,10,11,21,1.8,9,1,0,1,8,3,0,92,10.9,762,12:42,16.0,84,326.0,277.0,54.1,0,-779075.0
220,Scott Hannan,D,82,2,19,21,3.8,2,0,0,0,17,1,1,79,2.5,1844,22:29,153.0,58,1.0,0.0,100.0,4500000,6601640.0
221,Shane O'Brien,D,77,4,17,21,4.3,4,0,0,1,15,1,1,69,5.8,1634,21:13,97.0,125,0.0,0.0,,950000,779075.0
222,Mason Raymond,LW,49,9,12,21,2.3,8,1,0,0,7,5,0,80,11.3,614,12:31,8.0,23,24.0,39.0,38.1,693333,358100.0
223,Kyle Wellwood,C,59,8,13,21,1.2,3,5,0,1,6,7,0,57,14.0,746,12:39,18.0,5,178.0,147.0,54.8,875000,656063.0
224,Ian White,D,81,5,16,21,3.1,5,0,0,2,15,1,0,116,4.3,1523,18:48,79.0,96,0.0,0.0,,850000,615059.0
225,Alexander Edler,D,75,8,12,20,5.5,4,4,0,0,6,6,0,124,6.5,1600,21:20,76.0,58,1.0,0.0,100.0,550000,123011.0
226,Torrey Mitchell,C,82,10,10,20,1.5,7,1,2,0,9,0,1,110,9.1,1174,14:19,66.0,113,342.0,350.0,49.4,715000,393638.0
227,Chris Neil,RW,68,6,14,20,0.9,6,0,0,1,14,0,0,78,7.7,868,12:46,10.0,204,0.0,0.0,,1100000,1025099.0
228,Robyn Regehr,D,82,5,15,20,5.0,3,1,1,0,12,2,1,93,5.4,1750,21:20,88.0,154,0.0,0.0,,1374800,1475815.0
229,Brent Sopel,D,58,1,19,20,3.8,1,0,0,0,14,1,4,56,1.8,1178,20:18,122.0,35,0.0,0.0,,0,-779075.0
230,Fedor Tyutin,D,82,5,15,20,5.6,4,1,0,0,9,5,1,131,3.8,1676,20:27,112.0,218,0.0,0.0,,987500,840581.0
231,Shea Weber,D,54,6,14,20,3.3,1,5,0,2,9,5,0,152,3.9,1053,19:30,44.0,115,0.0,0.0,,610333,221967.0
232,Tim Gleason,D,80,3,16,19,3.6,3,0,0,0,13,1,2,98,3.1,1491,18:38,107.0,151,0.0,0.0,,1175000,1148111.0
233,Kent Huskins,D,76,4,15,19,6.1,3,1,0,2,15,0,0,46,8.7,1222,16:05,49.0,65,0.0,0.0,,625000,246023.0
234,Tyler Kennedy,C,55,10,9,19,1.9,9,1,0,4,6,3,0,104,9.6,672,12:13,10.0,48,2.0,6.0,25.0,541667,109344.0
235,James Sheppard,C,78,4,15,19,1.1,4,0,0,1,12,3,0,57,7.0,828,10:37,22.0,40,272.0,383.0,41.5,850000,615059.0
236,Cam Barker,D,45,6,12,18,2.9,4,2,0,0,10,2,0,42,14.3,774,17:12,33.0,46,0.0,0.0,,885767,673723.0
237,Matt Bradley,RW,77,7,11,18,1.4,5,1,1,2,11,0,0,111,6.3,770,10:00,17.0,126,14.0,18.0,43.8,700000,369035.0
238,Gregory Campbell,C,81,5,13,18,0.2,3,0,2,1,12,0,1,113,4.4,1008,12:27,35.0,156,235.0,225.0,51.1,500000,41003.0
239,Chris Campoli,D,46,4,14,18,3.4,1,2,1,0,5,9,0,68,5.9,881,19:09,47.0,51,0.0,0.0,,633333,259691.0
240,Denis Grebeshkov,D,71,3,15,18,3.7,2,1,0,0,13,2,0,34,8.8,1198,16:53,55.0,41,0.0,0.0,,950000,779075.0
241,Rostislav Klesla,D,82,6,12,18,5.7,3,3,0,1,9,3,0,130,4.6,1903,23:13,110.0,107,4.0,1.0,80.0,1600000,1845178.0
242,Maxim Lapierre,C,53,7,11,18,1.6,7,0,0,0,10,0,1,68,10.3,698,13:10,35.0,101,259.0,268.0,49.1,583333,177683.0
243,Chris Phillips,D,81,5,13,18,4.1,4,1,0,1,10,0,3,80,6.3,1821,22:29,151.0,126,0.0,1.0,0.0,3500000,4961481.0
244,Jeff Schultz,D,72,5,13,18,4.4,5,0,0,0,13,0,0,36,13.9,1303,18:05,90.0,61,1.0,0.0,100.0,750000,451043.0
245,Chris Thorburn,RW,73,5,13,18,1.2,5,0,0,1,13,0,0,72,6.9,652,8:56,19.0,89,12.0,8.0,60.0,560000,139413.0
246,Jordin Tootoo,RW,63,11,7,18,1.7,11,0,0,1,7,0,0,98,11.2,624,9:54,5.0,64,2.0,2.0,50.0,600000,205019.0
247,Dave Bolland,C,39,4,13,17,1.5,4,0,0,0,12,1,0,49,8.2,535,13:43,21.0,55,179.0,206.0,46.5,845833,608225.0
248,Chad Kilger,LW,53,10,7,17,1.8,10,0,0,0,7,0,0,74,13.5,617,11:38,22.0,137,34.0,36.0,48.6,0,-779075.0
249,Ville Koistinen,D,48,4,13,17,4.1,2,2,0,1,4,9,0,60,6.7,806,16:48,30.0,37,0.0,0.0,,0,-779075.0
250,Mike Komisarek,D,75,4,13,17,4.4,4,0,0,1,12,0,1,75,5.3,1587,21:09,227.0,266,0.0,1.0,0.0,1700000,2009194.0
251,Kris Letang,D,63,6,11,17,3.4,5,1,0,3,3,8,0,68,8.8,1144,18:10,75.0,79,0.0,0.0,,623333,243289.0
252,Paul Mara,D,61,1,16,17,3.6,1,0,0,0,10,6,0,80,1.3,1091,17:53,74.0,74,0.0,1.0,0.0,0,-779075.0
253,Dominic Moore,C,68,5,12,17,0.5,4,1,0,0,12,0,0,100,5.0,904,13:18,29.0,40,362.0,342.0,51.4,700000,369035.0
254,Joel Perrault,C,49,7,10,17,1.0,4,3,0,2,6,4,0,87,8.0,707,14:26,16.0,42,294.0,305.0,49.1,495000,32803.0
255,Devin Setoguchi,RW,44,11,6,17,2.4,8,3,0,2,6,0,0,105,10.5,627,14:15,17.0,64,11.0,6.0,64.7,821667,568589.0
256,Jim Vandermeer,D,75,3,14,17,3.8,1,2,0,0,10,1,3,72,4.2,1473,19:38,67.0,124,0.0,0.0,,1225000,1230119.0
257,Bryan Allen,D,73,2,14,16,3.9,2,0,0,0,11,2,1,67,3.0,1554,21:17,119.0,112,0.0,0.0,,2900000,3977385.0
258,Adam Foote,D,75,1,15,16,4.3,0,0,1,0,12,2,1,66,1.5,1754,23:23,148.0,93,0.0,0.0,,4600000,6765656.0
259,Boyd Gordon,C,67,7,9,16,0.8,6,0,1,0,9,0,0,100,7.0,1054,15:44,50.0,19,504.0,400.0,55.8,650000,287027.0
260,Andy Hilbert,C,70,8,8,16,1.2,8,0,0,0,8,0,0,127,6.3,943,13:29,50.0,39,99.0,121.0,45.0,675000,328031.0
261,Barret Jackman,D,78,2,14,16,3.0,1,1,0,0,11,2,1,80,2.5,1747,22:24,124.0,135,0.0,0.0,,2200000,2829274.0
262,Bryan Little,C,48,6,10,16,1.0,4,2,0,1,10,0,0,76,7.9,749,15:37,8.0,15,224.0,271.0,45.3,850000,615059.0
263,Jerred Smithson,C,81,7,9,16,0.3,5,0,2,2,5,1,3,61,11.5,979,12:05,44.0,128,298.0,274.0,52.1,500000,41003.0
264,Blake Comeau,LW,51,8,7,15,1.6,7,1,0,1,6,1,0,67,11.9,595,11:40,6.0,60,8.0,19.0,29.6,691667,355368.0
265,Patrick Eaves,RW,37,5,10,15,1.1,3,2,0,1,8,2,0,81,6.2,473,12:46,12.0,42,1.0,2.0,33.3,942133,766172.0
266,Andrew Ference,D,59,1,14,15,1.8,1,0,0,0,9,4,1,71,1.4,1312,22:15,65.0,79,1.0,0.0,100.0,1400000,1517147.0
267,Clarke MacArthur,LW,37,8,7,15,1.5,8,0,0,1,7,0,0,51,15.7,539,14:34,11.0,36,4.0,10.0,28.6,608333,218687.0
268,Gary Roberts,LW,38,3,12,15,0.9,2,1,0,0,10,2,0,41,7.3,507,13:20,5.0,43,5.0,2.0,71.4,0,-779075.0
269,Nick Schultz,D,81,2,13,15,4.6,2,0,0,0,12,0,1,52,3.8,1634,20:10,147.0,101,0.0,0.0,,1850000,2255218.0
270,Dennis Seidenberg,D,47,0,15,15,2.6,0,0,0,0,8,7,0,80,0.0,885,18:50,81.0,110,1.0,0.0,100.0,800000,533051.0
271,Anton Volchenkov,D,67,1,14,15,3.2,1,0,0,1,11,0,3,71,1.4,1374,20:31,209.0,153,0.0,0.0,,2500000,3321322.0
272,Mike Commodore,D,67,3,11,14,1.8,3,0,0,0,10,0,1,97,3.1,1220,18:13,95.0,144,0.0,0.0,,1250000,1271123.0
273,Niclas Hävelid,D,81,1,13,14,3.1,1,0,0,0,12,0,1,54,1.9,1661,20:30,183.0,34,0.0,0.0,,2700000,3649353.0
274,Brett Lebda,D,78,3,11,14,3.3,3,0,0,1,8,3,0,110,2.7,1285,16:29,38.0,46,0.0,1.0,0.0,650000,287027.0
275,Yanic Perreault,C,53,9,5,14,1.3,9,0,0,0,3,1,1,58,15.5,610,11:30,12.0,17,294.0,162.0,64.5,0,-779075.0
276,Brian Pothier,D,38,5,9,14,3.0,4,1,0,1,6,3,0,65,7.7,710,18:42,34.0,25,0.0,0.0,,2500000,3321322.0
277,Marc-Édouard Vlasic,D,82,2,12,14,3.9,1,1,0,0,8,4,0,72,2.8,1772,21:37,85.0,24,0.0,0.0,,735000,426441.0
278,Jason Ward,RW,79,8,6,14,0.0,6,1,1,0,5,0,1,85,9.4,991,12:33,50.0,46,18.0,27.0,40.0,675000,328031.0
279,Mike York,LW,63,6,8,14,0.6,2,4,0,1,6,2,0,85,7.1,755,11:59,17.0,24,104.0,101.0,50.7,0,-779075.0
280,Ryan Callahan,RW,52,8,5,13,1.5,7,0,1,1,5,0,0,92,8.7,643,12:22,25.0,139,1.0,4.0,20.0,575000,164015.0
281,Todd Fedoruk,LW,69,6,7,13,0.9,4,2,0,0,7,0,0,57,10.5,712,10:19,16.0,76,0.0,4.0,0.0,875000,656063.0
282,Bruno Gervais,D,60,0,13,13,2.5,0,0,0,0,9,4,0,59,0.0,1200,20:00,72.0,35,0.0,0.0,,477333,3826.0
283,Jan Hejda,D,81,0,13,13,5.4,0,0,0,0,11,0,2,71,0.0,1711,21:08,90.0,148,0.0,0.0,,1000000,861083.0
284,Tom Kostopoulos,RW,67,7,6,13,0.6,4,0,3,1,6,0,0,98,7.1,755,11:16,34.0,128,8.0,20.0,28.6,900000,697067.0
285,Martin Lapointe,RW,70,6,7,13,0.6,5,1,0,0,6,1,0,63,9.5,658,9:24,12.0,79,9.0,14.0,39.1,0,-779075.0
286,Georges Laraque,RW,71,4,9,13,0.8,4,0,0,2,9,0,0,29,13.8,547,7:42,9.0,87,0.0,1.0,0.0,0,-779075.0
287,Jordan Leopold,D,43,5,8,13,3.0,3,2,0,1,8,0,0,35,14.3,687,15:59,40.0,26,0.0,0.0,,1500000,1681163.0
288,Matt Pettinger,LW,76,6,7,13,-0.4,5,1,0,3,5,2,0,127,4.7,1087,14:18,35.0,75,11.0,8.0,57.9,1000000,861083.0
289,Geoff Sanderson,LW,41,3,10,13,0.7,3,0,0,0,8,1,1,40,7.5,416,10:09,7.0,8,12.0,11.0,52.2,0,-779075.0
290,Jim Slater,C,69,8,5,13,0.6,6,0,2,0,5,0,0,95,8.4,717,10:24,28.0,84,188.0,165.0,53.3,775000,492047.0
291,Darryl Sydor,D,74,1,12,13,2.7,0,1,0,0,9,3,0,59,1.7,1299,17:33,102.0,36,0.0,0.0,,2500000,3321322.0
292,Aaron Ward,D,65,5,8,13,4.0,5,0,0,3,5,3,0,68,7.4,1348,20:45,117.0,141,0.0,0.0,,0,-779075.0
293,Kevin Bieksa,D,34,2,10,12,1.6,1,1,0,1,5,5,0,64,3.1,795,23:24,33.0,52,0.0,0.0,,525000,82007.0
294,Dustin Boyd,C,48,7,5,12,0.8,7,0,0,1,5,0,0,46,15.2,471,9:49,14.0,39,65.0,64.0,50.4,625000,246023.0
295,Nick Boynton,D,79,3,9,12,2.4,2,0,1,0,9,0,0,94,3.2,1344,17:01,93.0,93,0.0,0.0,,2950000,4059393.0
296,Steve Downie,RW,32,6,6,12,1.5,5,0,1,1,6,0,0,25,24.0,315,9:51,7.0,29,5.0,10.0,33.3,585000,180417.0
297,Andreas Lilja,D,79,2,10,12,3.1,2,0,0,2,10,0,0,72,2.8,1440,18:14,114.0,133,0.0,1.0,0.0,1000000,861083.0
298,Willie Mitchell,D,72,2,10,12,4.0,2,0,0,1,9,1,0,65,3.1,1670,23:12,109.0,49,0.0,0.0,,3500000,4961481.0
299,David Steckel,C,67,5,7,12,0.2,5,0,0,1,6,0,1,66,7.6,909,13:34,42.0,91,507.0,393.0,56.3,512500,61505.0
300,Zack Stortini,RW,66,3,9,12,0.8,3,0,0,0,9,0,0,38,7.9,539,8:10,17.0,99,3.0,4.0,42.9,534333,97315.0
301,Keith Yandle,D,43,5,7,12,1.6,1,4,0,0,3,4,0,72,6.9,605,14:04,33.0,13,0.0,0.0,,610000,221421.0
302,Craig Adams,RW,75,4,7,11,-0.6,3,0,1,1,7,0,0,63,6.3,810,10:48,43.0,117,19.0,22.0,46.3,600000,205019.0
303,Kyle Chipchura,C,36,4,7,11,0.8,4,0,0,0,6,0,1,36,11.1,409,11:22,18.0,21,139.0,178.0,43.8,942800,767266.0
304,T.J. Hensick,C,31,6,5,11,1.0,2,4,0,1,3,2,0,52,11.5,372,11:59,6.0,4,108.0,148.0,42.2,706667,379970.0
305,Jack Johnson,D,74,3,8,11,1.4,3,0,0,0,8,0,0,81,3.7,1605,21:42,136.0,84,3.0,2.0,60.0,850000,615059.0
306,Brooks Orpik,D,78,1,10,11,3.4,1,0,0,0,9,0,1,50,2.0,1323,16:58,125.0,239,0.0,0.0,,1037500,922589.0
307,Bryce Salvador,D,64,1,10,11,3.8,1,0,0,1,9,0,1,29,3.4,1267,19:48,104.0,75,0.0,1.0,0.0,1400000,1517147.0
308,Raffi Torres,LW,32,5,6,11,0.6,4,1,0,2,5,1,0,87,5.7,544,17:01,10.0,55,13.0,7.0,65.0,2250000,2911282.0
309,Craig Weller,RW,59,3,8,11,0.2,3,0,0,1,8,0,0,72,4.2,613,10:23,10.0,123,0.0,2.0,0.0,0,-779075.0
310,Mark Bell,LW,35,4,6,10,0.8,4,0,0,0,6,0,0,42,9.5,341,9:45,9.0,28,74.0,105.0,41.3,0,-779075.0
311,Jared Boll,RW,75,5,5,10,0.6,5,0,0,3,5,0,0,63,7.9,601,8:01,13.0,135,2.0,4.0,33.3,555000,131212.0
312,Andy Greene,D,59,2,8,10,2.9,0,2,0,0,4,3,1,50,4.0,1151,19:30,77.0,30,0.0,0.0,,600000,205019.0
313,Shaone Morrisonn,D,76,1,9,10,2.6,1,0,0,1,8,0,1,47,2.1,1540,20:16,89.0,94,1.0,0.0,100.0,900000,697067.0
314,Douglas Murray,D,66,1,9,10,4.9,1,0,0,0,8,0,1,48,2.1,1153,17:28,83.0,127,1.0,1.0,50.0,550000,123011.0
315,Eric Nystrom,LW,44,3,7,10,0.3,3,0,0,0,7,0,0,42,7.1,506,11:30,17.0,68,7.0,7.0,50.0,693500,358374.0
316,Rich Peverley,C,33,5,5,10,1.2,5,0,0,2,5,0,0,43,11.6,341,10:20,5.0,12,61.0,71.0,46.2,470000,-8200.0
317,Wayne Primeau,C,43,3,7,10,0.4,3,0,0,0,7,0,0,39,7.7,475,11:03,20.0,36,51.0,43.0,54.3,1400000,1517147.0
318,Kris Russell,D,67,2,8,10,1.6,1,1,0,1,5,3,0,90,2.2,991,14:47,64.0,31,0.0,0.0,,550000,123011.0
319,Bobby Ryan,RW,23,5,5,10,1.2,2,3,0,0,4,1,0,37,13.5,259,11:16,5.0,20,1.0,0.0,100.0,821667,568589.0
320,Jason Smith,D,77,1,9,10,2.1,1,0,0,0,9,0,0,58,1.7,1381,17:56,204.0,142,1.0,0.0,100.0,1976000,2461878.0
321,Sheldon Souray,D,26,3,7,10,1.5,1,2,0,1,4,3,0,71,4.2,633,24:21,24.0,29,0.0,0.0,,5400000,8077783.0
322,Marc Staal,D,80,2,8,10,3.7,2,0,0,0,7,0,1,78,2.6,1504,18:48,62.0,124,0.0,0.0,,793333,522116.0
323,Nick Tarnasky,C,80,6,4,10,0.0,5,1,0,1,4,0,0,91,6.6,660,8:15,45.0,118,4.0,5.0,44.4,525000,82007.0
324,Colin White,D,57,2,8,10,2.4,2,0,0,1,8,0,0,27,7.4,1121,19:40,73.0,106,0.0,0.0,,3000000,4141401.0
325,Eric Boulton,LW,74,4,5,9,0.0,4,0,0,0,5,0,0,64,6.3,551,7:27,18.0,55,1.0,3.0,25.0,525000,82007.0
326,John Erskine,D,51,2,7,9,1.8,2,0,0,1,6,0,1,48,4.2,801,15:43,60.0,102,0.0,0.0,,537500,102509.0
327,Nick Foligno,LW,45,6,3,9,0.8,6,0,0,0,3,0,0,44,13.6,412,9:10,11.0,51,22.0,27.0,44.9,676667,330765.0
328,Josh Gorges,D,62,0,9,9,1.8,0,0,0,0,9,0,0,41,0.0,1013,16:20,101.0,76,0.0,0.0,,495000,32803.0
329,Mikhail Grabovski,C,24,3,6,9,0.6,3,0,0,1,5,1,0,23,13.0,269,11:14,9.0,7,51.0,103.0,33.1,687500,348533.0
330,Jay McKee,D,66,2,7,9,2.7,2,0,0,2,7,0,0,42,4.8,1181,17:54,164.0,73,0.0,0.0,,4000000,5781560.0
331,Cody McLeod,LW,49,4,5,9,0.2,4,0,0,0,5,0,0,60,6.7,496,10:07,7.0,98,0.0,3.0,0.0,477500,4100.0
332,Matt Moulson,LW,22,5,4,9,1.1,5,0,0,0,4,0,0,35,14.3,266,12:05,21.0,14,1.0,3.0,25.0,477500,4100.0
333,Mike Rupp,C,64,3,6,9,0.2,2,1,0,0,5,1,0,69,4.3,516,8:04,7.0,104,75.0,80.0,48.4,500000,41003.0
334,Anton Strålman,D,50,3,6,9,0.9,3,0,0,0,4,2,0,40,7.5,641,12:49,23.0,32,0.0,0.0,,615000,229622.0
335,Francis Bouillon,D,74,2,6,8,2.9,2,0,0,0,6,0,0,60,3.3,1285,17:22,116.0,168,0.0,0.0,,1875000,2296222.0
336,Donald Brashear,LW,80,5,3,8,0.0,5,0,0,0,3,0,0,59,8.5,629,7:52,12.0,133,0.0,1.0,0.0,0,-779075.0
337,Adam Burish,RW,81,4,4,8,-1.0,3,0,1,1,4,0,0,69,5.8,952,11:45,66.0,89,111.0,153.0,42.0,575000,164015.0
338,Ryan Carter,C,34,4,4,8,0.6,4,0,0,1,4,0,0,56,7.1,356,10:29,7.0,40,184.0,115.0,61.5,560000,139413.0
339,Ryane Clowe,LW,15,3,5,8,0.9,1,2,0,0,5,0,0,22,13.6,214,14:17,5.0,31,5.0,9.0,35.7,541667,109344.0
340,Matt Ellis,LW,54,3,5,8,0.5,2,0,1,1,5,0,0,66,4.5,429,7:57,16.0,28,53.0,61.0,46.5,475000,0.0
341,Marcel Goc,C,51,5,3,8,0.0,5,0,0,0,3,0,0,87,5.7,545,10:41,16.0,45,107.0,101.0,51.4,787500,512549.0
342,Shane Hnidy,D,76,2,6,8,2.1,1,0,1,0,6,0,0,49,4.1,1066,14:02,81.0,66,0.0,0.0,,757500,463344.0
343,Marcel Hossa,LW,50,1,7,8,-0.1,1,0,0,0,6,1,0,66,1.5,689,13:46,15.0,94,3.0,12.0,20.0,0,-779075.0
344,Sami Kapanen,RW,74,5,3,8,-0.8,4,0,1,1,3,0,0,76,6.6,986,13:19,44.0,51,13.0,18.0,41.9,0,-779075.0
345,Travis Moen,LW,77,3,5,8,-1.2,2,0,1,1,5,0,0,98,3.1,1219,15:50,28.0,154,8.0,17.0,32.0,912500,717569.0
346,Andrej Sekera,D,37,2,6,8,1.9,2,0,0,1,3,3,0,28,7.1,726,19:37,50.0,19,0.0,0.0,,650000,287027.0
347,Mark Stuart,D,82,4,4,8,2.6,4,0,0,1,3,1,0,60,6.7,1261,15:22,74.0,99,0.0,0.0,,942400,766610.0
348,Andy Sutton,D,58,1,7,8,1.8,1,0,0,1,6,1,0,57,1.8,1053,18:10,99.0,86,0.0,0.0,,3000000,4141401.0
349,Niclas Wallin,D,66,2,6,8,0.3,2,0,0,0,6,0,0,60,3.3,1197,18:08,91.0,134,0.0,1.0,0.0,1725000,2050198.0
350,Alexei Zhitnik,D,65,3,5,8,1.5,3,0,0,1,2,2,1,79,3.8,1236,19:01,52.0,65,0.0,0.0,,3503750,4967631.0
351,Patrice Bergeron,C,10,3,4,7,0.8,1,2,0,0,3,1,0,24,12.5,182,18:10,5.0,6,88.0,87.0,50.3,4750000,7011679.0
352,Garnet Exelby,D,79,2,5,7,0.4,2,0,0,0,5,0,0,37,5.4,1492,18:53,135.0,175,0.0,0.0,,0,-779075.0
353,Nicklas Grossmann,D,62,0,7,7,2.6,0,0,0,0,7,0,0,34,0.0,964,15:33,43.0,87,0.0,0.0,,591667,191352.0
354,Brad Lukowich,D,59,1,6,7,0.7,1,0,0,0,5,0,1,28,3.6,980,16:36,105.0,151,0.0,0.0,,1566667,1790507.0
355,Steve McCarthy,D,55,1,6,7,-0.4,1,0,0,0,5,1,0,41,2.4,869,15:47,69.0,99,0.0,0.0,,0,-779075.0
