Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
66,Bobby Ryan,24,ANA,RW,82,31,26,57,1,53,7.5,26,3,2,3,18,8,0,204,15.2,1505,18:21,24,111,19,48,28.4,ryanbo01
67,Jonathan Toews,23,CHI,C,59,29,28,57,17,28,7.9,23,5,1,4,19,7,2,185,15.7,1230,20:51,14,32,675,462,59.4,toewsjo01
68,Stephen Weiss,28,FLA,C,80,20,37,57,5,60,6.2,14,5,1,6,25,12,0,149,13.4,1641,20:31,61,92,781,688,53.2,weissst01
69,Johan Franzén,32,DET,C,77,29,27,56,23,40,7.9,18,11,0,10,25,2,0,211,13.7,1363,17:42,30,60,79,100,44.1,franzjo01
70,Brad Marchand,23,BOS,C,76,28,27,55,31,87,8.1,22,5,1,3,24,1,2,167,16.8,1339,17:37,21,72,5,4,55.6,marchbr03
71,Ryan O'Reilly,20,COL,C,81,18,37,55,-1,12,5.7,14,4,0,3,26,11,0,189,9.5,1582,19:32,50,62,762,681,52.8,oreilry01
72,Vinny Prospal,36,CBJ,C,82,16,39,55,-11,36,5.1,13,3,0,0,27,12,0,165,9.7,1467,17:53,39,59,9,13,40.9,prospva01
73,David Backes,27,STL,RW,82,24,30,54,15,101,7.0,14,8,2,4,20,9,1,234,10.3,1640,20:00,72,226,658,695,48.6,backeda01
74,Dustin Brown,27,LAK,RW,82,22,32,54,18,53,7.0,12,9,1,6,23,7,2,214,10.3,1654,20:10,32,291,17,22,43.6,browndu01
75,Ryan Callahan,26,NYR,RW,76,29,25,54,-8,61,6.4,15,13,1,9,19,4,2,235,12.3,1599,21:02,88,271,10,10,50.0,callary01
76,Jaromír Jágr,39,PHI,RW,73,19,35,54,5,30,6.0,11,8,0,2,23,12,0,170,11.2,1193,16:20,12,14,0,1,0.0,jagrja01
77,T.J. Oshie,25,STL,C,80,19,35,54,15,50,6.6,15,3,1,3,21,13,1,188,10.1,1562,19:32,45,130,24,29,45.3,oshietj01
78,Alexander Semin,27,WSH,LW,77,21,33,54,9,56,6.7,19,2,0,1,24,9,0,183,11.5,1293,16:47,19,31,1,10,9.1,seminal01
79,Kris Versteeg,25,FLA,RW,71,23,31,54,4,49,6.6,14,8,1,5,21,10,0,181,12.7,1414,19:55,19,52,21,44,32.3,verstkr01
80,Dustin Byfuglien,26,WPG,D,66,12,41,53,-8,72,7.6,8,4,0,3,25,15,1,223,5.4,1592,24:07,57,112,0,0,,byfugdu01
81,Brian Campbell,32,FLA,D,82,4,49,53,-9,6,8.4,3,1,0,0,19,30,0,131,3.1,2206,26:54,118,46,0,0,,campbbr02
82,Taylor Hall,20,EDM,LW,61,27,26,53,-3,36,7.1,14,13,0,7,18,8,0,207,13.0,1111,18:13,34,44,23,34,40.4,hallta02
83,Dany Heatley,31,MIN,RW,82,24,29,53,2,28,6.3,16,8,0,3,18,11,0,238,10.1,1717,20:57,45,70,36,31,53.7,heatlda01
84,David Legwand,31,NSH,C,78,19,34,53,3,26,5.7,14,5,0,2,19,14,1,140,13.6,1445,18:31,29,31,512,597,46.2,legwada01
85,Paul Stastny,26,COL,C,79,21,32,53,-8,34,5.7,14,7,0,2,20,12,0,190,11.1,1488,18:50,49,40,789,635,55.4,stastpa01
86,Alexandre Burrows,30,VAN,LW,80,28,24,52,24,90,7.2,23,3,2,7,20,4,0,198,14.1,1478,18:28,38,87,7,13,35.0,burroal01
87,Zdeno Chára,34,BOS,D,79,12,40,52,33,86,10.9,4,8,0,0,29,10,1,224,5.4,1975,25:00,87,166,0,1,0.0,charazd01
88,Gabriel Landeskog,19,COL,LW,82,22,30,52,20,51,6.8,16,6,0,5,22,6,2,270,8.1,1526,18:37,58,219,8,28,22.2,landega01
89,Ryan Nugent-Hopkins,18,EDM,C,62,18,34,52,-2,16,6.0,15,3,0,2,14,20,0,134,13.4,1092,17:36,33,38,227,378,37.5,nugenry01
90,Tomáš Plekanec,29,MTL,C,81,17,35,52,-15,56,4.5,9,5,3,2,19,13,3,220,7.7,1681,20:45,57,67,824,854,49.1,plekato01
91,Mike Fisher,31,NSH,C,72,24,27,51,11,33,6.4,19,5,0,7,17,9,1,157,15.3,1389,19:18,76,116,588,629,48.3,fishemi01
92,Mikhail Grabovski,28,TOR,C,74,23,28,51,0,51,5.9,18,5,0,2,23,5,0,163,14.1,1303,17:36,32,56,466,439,51.5,grabomi01
93,Adam Henrique,21,NJD,C,74,16,35,51,8,7,6.0,12,0,4,3,24,8,3,130,12.3,1344,18:10,57,83,501,525,48.8,henriad01
94,Alex Pietrangelo,22,STL,D,81,12,39,51,16,36,11.2,6,6,0,6,20,18,1,202,5.9,2003,24:44,133,90,0,0,,pietral01
95,Derek Stepan,21,NYR,C,82,17,34,51,14,22,5.7,13,4,0,4,22,12,0,169,10.1,1554,18:57,44,137,386,481,44.5,stepade01
96,Shane Doan,35,PHX,RW,79,22,28,50,-8,48,5.0,17,5,0,5,18,9,1,226,9.7,1548,19:36,27,205,33,26,55.9,doansh01
97,Jiří Hudler,28,DET,C,81,25,25,50,10,42,6.4,23,2,0,2,17,8,0,127,19.7,1269,15:40,15,48,2,5,28.6,hudleji01
98,Andrew Ladd,26,WPG,LW,82,28,22,50,-8,64,5.4,24,4,0,6,14,8,0,265,10.6,1604,19:34,25,76,32,27,54.2,laddan01
99,Jordan Staal,23,PIT,C,62,25,25,50,11,34,6.6,17,5,3,0,21,2,2,149,16.8,1243,20:03,23,101,591,567,51.0,staaljo01
100,Drew Stafford,26,BUF,RW,80,20,30,50,5,46,5.6,16,3,1,4,26,4,0,226,8.8,1412,17:39,22,102,45,41,52.3,staffdr01
101,Daniel Brière,34,PHI,C,70,16,33,49,5,69,5.1,12,4,0,3,20,13,0,174,9.2,1215,17:22,16,48,406,425,48.9,brierda01
102,Alexander Edler,25,VAN,D,82,11,38,49,0,34,8.3,5,5,1,0,21,17,0,228,4.8,1957,23:52,145,143,0,3,0.0,edleral01
103,Ryan Kesler,27,VAN,C,77,22,27,49,11,56,5.5,13,8,1,1,15,11,1,222,9.9,1547,20:06,59,108,724,627,53.6,keslery01
104,Vincent Lecavalier,31,TBL,C,64,22,27,49,-2,50,5.6,17,5,0,5,21,6,0,182,12.1,1212,18:56,31,103,556,606,47.8,lecavvi01
105,Wayne Simmonds,23,PHI,RW,82,28,21,49,-1,114,6.0,17,11,0,4,16,5,0,197,14.2,1305,15:55,34,140,7,10,41.2,simmowa01
106,Alex Tanguay,32,CGY,LW,64,13,36,49,7,28,5.5,11,1,1,3,21,14,1,84,15.5,1219,19:03,47,22,25,42,37.3,tangual01
107,Jakub Voráček,22,PHI,RW,78,18,31,49,11,32,5.5,18,0,0,2,20,11,0,190,9.5,1271,16:17,18,44,7,16,30.4,voracja01
108,Shea Weber,26,NSH,D,78,19,30,49,21,46,11.4,7,10,2,1,18,12,0,230,8.3,2041,26:10,140,177,0,0,,webersh01
109,Dan Boyle,35,SJS,D,81,9,39,48,10,57,9.4,6,3,0,2,25,14,0,252,3.6,2072,25:35,137,58,0,0,,boyleda01
110,Curtis Glencross,29,CGY,LW,67,26,22,48,-13,62,6.0,17,8,1,3,16,5,1,110,23.6,1208,18:01,49,81,41,41,50.0,glenccu01
111,Ryan Malone,32,TBL,LW,68,20,28,48,-11,82,4.9,14,5,1,2,18,10,0,144,13.9,1203,17:41,36,142,29,50,36.7,malonry01
112,Steve Sullivan,37,PIT,C,79,17,31,48,-3,20,4.9,12,5,0,1,15,16,0,140,12.1,1213,15:22,16,38,4,5,44.4,sullist01
113,Tyler Bozak,25,TOR,C,73,18,29,47,-7,22,4.4,14,4,0,1,20,8,1,109,16.5,1375,18:51,34,117,631,567,52.7,bozakty01
114,Nick Foligno,24,OTT,LW,82,15,32,47,2,124,4.6,14,1,0,3,29,3,0,153,9.8,1201,14:39,30,196,62,87,41.6,foligni01
115,Sam Gagner,22,EDM,C,75,18,29,47,5,36,5.4,12,6,0,0,23,6,0,149,12.1,1289,17:11,23,21,334,367,47.6,gagnesa01
116,Frans Nielsen,27,NYI,C,82,17,30,47,-3,6,4.8,12,5,0,1,20,10,0,133,12.8,1431,17:27,66,29,523,633,45.2,nielsfr01
117,Matt Read,25,PHI,RW,79,24,23,47,13,12,5.9,18,4,2,6,15,7,1,155,15.5,1348,17:04,58,82,142,204,41.0,readma01
118,Mark Streit,34,NYI,D,82,7,40,47,-27,46,6.3,4,3,0,1,20,20,0,149,4.7,1917,23:23,115,110,0,1,0.0,streima01
119,Kyle Wellwood,28,WPG,C,77,18,29,47,3,4,5.3,14,4,0,1,23,6,0,93,19.4,1151,14:57,13,10,135,115,54.0,wellwky01
120,David Clarkson,27,NJD,RW,80,30,16,46,-8,138,6.4,22,8,0,7,8,8,0,228,13.2,1309,16:22,19,169,102,141,42.0,clarkda03
121,Marcus Johansson,21,WSH,C,80,14,32,46,-5,8,4.3,13,1,0,3,25,7,0,90,15.6,1344,16:48,28,61,307,403,43.2,johanma03
122,Jussi Jokinen,28,CAR,LW,79,12,34,46,-2,54,4.3,7,3,2,3,19,15,0,118,10.2,1396,17:40,48,41,459,373,55.2,jokinju01
123,Bryan Little,24,WPG,C,74,24,22,46,-11,26,4.6,18,6,0,6,14,7,1,162,14.8,1496,20:13,13,44,733,746,49.6,littlbr01
124,Ryan Smyth,35,EDM,LW,82,19,27,46,-5,82,4.5,15,4,0,4,23,4,0,194,9.8,1565,19:05,31,53,66,84,44.0,smythry01
125,Ryan Suter,27,NSH,D,79,7,39,46,15,30,9.2,3,3,1,1,16,22,1,134,5.2,2094,26:30,116,46,0,1,0.0,suterry01
126,Dennis Wideman,28,WSH,D,82,11,35,46,-8,46,7.4,7,4,0,3,19,16,0,175,6.3,1960,23:54,132,113,0,0,,widemde01
127,Ryane Clowe,29,SJS,LW,76,17,28,45,-5,97,4.3,13,4,0,2,17,11,0,180,9.4,1358,17:52,36,109,6,14,30.0,clowery01
128,Kyle Okposo,23,NYI,RW,79,24,21,45,-15,46,5.0,21,3,0,2,18,3,0,152,15.8,1348,17:04,33,51,68,74,47.9,okposky01
129,Nicklas Bäckström,24,WSH,C,42,14,30,44,-4,24,5.1,11,3,0,4,14,16,0,95,14.7,805,19:10,25,31,353,338,51.1,backsni02
130,Kevin Bieksa,30,VAN,D,78,8,36,44,12,94,8.3,6,2,0,2,28,8,0,166,4.8,1844,23:38,106,159,0,1,0.0,biekske01
131,Kyle Brodziak,27,MIN,C,82,22,22,44,-15,66,4.6,17,5,0,0,16,6,0,160,13.8,1563,19:04,62,81,707,722,49.5,brodzky01
132,Mikko Koivu,28,MIN,C,55,12,32,44,10,28,5.1,9,2,1,2,16,13,3,129,9.3,1174,21:21,21,62,587,536,52.3,koivumi01
133,Dion Phaneuf,26,TOR,D,82,12,32,44,-10,92,7.0,5,7,0,1,16,15,1,202,5.9,2074,25:17,127,214,0,0,,phanedi01
134,Mike Richards,26,LAK,C,74,18,26,44,3,71,5.2,11,3,4,1,15,11,0,171,10.5,1398,18:53,38,111,532,520,50.6,richami02
135,Derek Roy,28,BUF,C,80,17,27,44,-7,54,3.8,10,6,1,2,21,6,0,176,9.7,1546,19:19,50,35,672,657,50.6,royde01
136,Jeff Skinner,19,CAR,RW,64,20,24,44,-8,56,5.1,16,4,0,5,15,9,0,210,9.5,1192,18:37,15,44,67,92,42.1,skinnje01
137,Petr Sýkora,35,NJD,RW,82,21,23,44,4,40,5.6,17,4,0,6,21,2,0,170,12.4,1304,15:54,16,19,10,8,55.6,sykorpe01
138,Dainius Zubrus,33,NJD,RW,82,17,27,44,7,34,5.0,10,4,3,2,23,2,2,109,15.6,1532,18:41,41,102,191,250,43.3,zubruda01
139,Chris Higgins,28,VAN,C,71,18,25,43,11,16,5.1,16,1,1,4,18,7,0,165,10.9,1158,16:19,29,61,12,18,40.0,higgich01
140,Patric Hörnqvist,25,NSH,RW,76,27,16,43,9,28,6.2,19,8,0,3,14,2,0,230,11.7,1165,15:20,28,62,6,3,66.7,hornqpa01
141,Sergei Kostitsyn,24,NSH,LW,75,17,26,43,8,34,4.9,15,1,1,3,18,8,0,97,17.5,1235,16:28,27,44,0,6,0.0,kostise01
142,Clarke MacArthur,26,TOR,LW,73,20,23,43,3,37,5.1,17,3,0,4,17,6,0,148,13.5,1157,15:51,21,60,5,6,45.5,macarcl01
143,Kevin Shattenkirk,23,STL,D,81,9,34,43,20,60,10.0,4,5,0,2,20,13,1,178,5.1,1750,21:36,103,72,1,3,25.0,shattke01
144,Viktor Stålberg,26,CHI,LW,79,22,21,43,6,34,5.3,22,0,0,6,21,0,0,215,10.2,1112,14:04,24,91,5,6,45.5,stalbvi01
145,Kimmo Timonen,36,PHI,D,76,4,39,43,8,46,6.6,0,4,0,0,22,17,0,130,3.1,1614,21:14,129,68,1,0,100.0,timonki01
146,Keith Yandle,25,PHX,D,82,11,32,43,5,51,8.1,11,0,0,2,21,11,0,196,5.6,1832,22:20,77,31,0,0,,yandlke01
147,Kris Letang,24,PIT,D,51,10,32,42,21,34,8.1,5,4,1,3,20,11,1,142,7.0,1267,24:50,86,83,0,0,,letankr01
148,David Perron,23,STL,LW,57,21,21,42,19,28,6.4,15,5,1,4,15,5,1,114,18.4,1042,18:17,13,32,2,8,20.0,perroda01
149,Rich Peverley,29,BOS,C,57,11,31,42,20,22,5.0,10,1,0,1,19,10,2,112,9.8,963,16:54,13,23,203,129,61.1,peverri01
150,Derick Brassard,24,CBJ,C,74,14,27,41,-20,42,3.3,9,5,0,3,17,10,0,125,11.2,1209,16:20,16,137,278,339,45.1,brassde01
151,Mike Cammalleri,29,TOT,C,66,20,21,41,-10,26,4.7,17,3,0,4,12,9,0,175,11.4,1195,18:07,19,17,104,124,45.6,cammami01
152,Michael Del Zotto,21,NYR,D,77,10,31,41,20,36,9.3,8,1,1,2,16,13,2,113,8.8,1728,22:26,95,156,0,0,,delzomi01
153,Steve Downie,24,TOT,RW,75,14,27,41,-6,137,3.8,12,2,0,2,23,4,0,140,10.0,1195,15:56,25,105,40,47,46.0,downist01
154,Cody Hodgson,21,TOT,C,83,19,22,41,1,10,4.7,12,7,0,3,15,7,0,154,12.3,1147,13:49,29,37,329,381,46.3,hodgsco01
155,Brooks Laich,28,WSH,C,82,16,25,41,-8,34,3.5,10,5,1,5,21,4,0,191,8.4,1517,18:30,92,120,664,730,47.6,laichbr01
156,Duncan Keith,28,CHI,D,74,4,36,40,15,42,7.1,3,1,0,1,22,12,2,162,2.5,1990,26:54,121,45,0,0,,keithdu01
157,R.J. Umberger,29,CBJ,C,77,20,20,40,-10,27,4.0,15,5,0,3,14,5,1,200,10.0,1401,18:11,70,102,150,156,49.0,umberrj01
158,Jason Chimera,32,WSH,LW,82,20,19,39,4,78,4.8,17,1,2,5,19,0,0,205,9.8,1184,14:26,27,132,30,32,48.4,chimeja01
159,Jannik Hansen,25,VAN,LW,82,16,23,39,18,34,4.7,15,0,1,1,21,0,2,137,11.7,1222,14:54,24,118,12,17,41.4,hanseja01
160,Chris Kelly,31,BOS,C,82,20,19,39,33,41,5.7,17,1,2,6,19,0,0,122,16.4,1208,14:44,56,79,419,390,51.8,kellych01
161,Steve Ott,29,DAL,C,74,11,28,39,5,156,3.3,7,4,0,2,22,4,2,108,10.2,1357,18:21,27,278,561,450,55.5,ottst01
162,Patrik Berglund,23,STL,C,82,19,19,38,4,30,4.4,17,0,2,3,15,4,0,188,10.1,1473,17:58,36,97,567,601,48.5,berglpa01
163,Todd Bertuzzi,36,DET,RW,71,14,24,38,23,64,4.7,14,0,0,1,20,4,0,118,11.9,1104,15:33,23,96,5,8,38.5,bertuto01
164,Matt Carle,27,PHI,D,82,4,34,38,4,36,5.8,1,3,0,0,25,9,0,132,3.0,1888,23:01,164,55,0,0,,carlema01
165,Matt Cooke,33,PIT,LW,82,19,19,38,5,44,4.2,16,1,2,4,12,5,2,147,12.9,1286,15:41,41,160,18,15,54.5,cookema01
166,Carl Hagelin,23,NYR,LW,64,14,24,38,21,24,5.2,12,0,2,2,24,0,0,131,10.7,963,15:03,23,78,1,5,16.7,hagelca01
167,Jack Johnson,25,TOT,D,82,12,26,38,-7,39,8.0,7,5,0,5,14,12,0,176,6.8,1949,23:46,129,103,0,0,,johnsja02
168,Saku Koivu,37,ANA,C,74,11,27,38,7,50,3.6,11,0,0,1,21,6,0,107,10.3,1341,18:08,24,54,635,579,52.3,koivusa01
169,Dave Bolland,25,CHI,C,76,19,18,37,0,47,3.7,9,7,3,2,13,5,0,126,15.1,1254,16:30,38,58,582,621,48.4,bollada01
170,Brent Burns,26,SJS,D,81,11,26,37,8,34,7.9,6,5,0,2,15,11,0,201,5.5,1826,22:32,117,68,0,0,,burnsbr01
171,Sidney Crosby,24,PIT,C,22,8,29,37,15,14,5.0,6,2,0,3,20,9,0,75,10.7,406,18:28,7,11,227,226,50.1,crosbsi01
172,Sergei Gonchar,37,OTT,D,74,5,32,37,-4,55,5.0,3,2,0,1,19,12,1,131,3.8,1647,22:15,115,48,0,0,,gonchse01
