Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
25,Mikko Koivu,26,MIN,C,80,22,49,71,-2,50,7.4,13,8,1,2,29,20,0,246,8.9,1660,20:45,52,50,864,654,56.9,koivumi01
26,Pavel Datsyuk,31,DET,C,80,27,43,70,17,18,8.6,18,9,0,3,27,16,0,203,13.3,1628,20:21,33,85,589,478,55.2,datsypa01
27,Vincent Lecavalier,29,TBL,C,82,24,46,70,-16,63,6.7,19,5,0,3,26,20,0,295,8.1,1623,19:47,21,80,762,675,53.0,lecavvi01
28,Tomáš Plekanec,27,MTL,C,82,25,45,70,5,50,7.9,21,3,1,4,24,21,0,216,11.6,1637,19:58,63,51,791,824,49.0,plekato01
29,Eric Staal,25,CAR,C,70,29,41,70,4,68,8.3,16,13,0,5,31,10,0,277,10.5,1450,20:43,17,74,479,667,41.8,staaler01
30,Henrik Zetterberg,29,DET,C,74,23,47,70,12,26,8.2,20,3,0,6,27,19,1,309,7.4,1485,20:04,34,44,536,543,49.7,zettehe01
31,Ryan Getzlaf,24,ANA,C,66,19,50,69,4,79,7.2,11,8,0,5,36,14,0,149,12.8,1430,21:40,49,178,533,591,47.4,getzlry01
32,Jarome Iginla*,32,CGY,RW,82,32,37,69,-2,58,8.2,22,10,0,5,26,11,0,257,12.5,1689,20:36,36,86,151,170,47.0,iginlja01
33,Duncan Keith,26,CHI,D,82,14,55,69,21,51,12.6,10,3,1,1,38,13,4,213,6.6,2181,26:36,143,46,0,0,,keithdu01
34,Derek Roy,26,BUF,C,80,26,43,69,9,48,7.9,15,10,1,6,28,15,0,215,12.1,1551,19:23,47,27,610,603,50.3,royde01
35,Jonathan Toews,21,CHI,C,76,25,43,68,22,47,8.0,15,9,1,3,27,13,3,202,12.4,1520,20:00,33,56,801,596,57.3,toewsjo01
36,Nik Antropov,29,ATL,C,76,24,43,67,13,44,7.6,16,8,0,4,30,13,0,126,19.0,1385,18:14,35,82,481,627,43.4,antroni01
37,Alexandre Burrows,28,VAN,LW,82,35,32,67,34,121,9.5,26,4,5,3,28,2,2,209,16.7,1465,17:52,54,97,14,20,41.2,burroal01
38,Rick Nash,25,CBJ,LW,76,33,34,67,-2,58,7.8,21,10,2,6,20,12,2,254,13.0,1591,20:56,25,121,11,11,50.0,nashri01
39,Travis Zajac,24,NJD,C,82,25,42,67,22,24,8.3,19,6,0,4,26,15,1,210,11.9,1658,20:13,29,64,726,647,52.9,zajactr01
40,Patrick Sharp,28,CHI,C,82,25,41,66,24,28,7.9,19,4,2,4,28,12,1,266,9.4,1486,18:07,24,45,241,225,51.7,sharppa01
41,Tim Connolly,28,BUF,C,73,17,48,65,10,28,6.9,9,7,1,5,27,20,1,206,8.3,1359,18:37,46,23,349,398,46.7,connoti01
42,Jussi Jokinen,26,CAR,LW,81,30,35,65,3,36,8.0,20,10,0,6,21,14,0,160,18.8,1362,16:49,24,55,136,129,51.3,jokinju01
43,Antoine Vermette,27,CBJ,C,82,27,38,65,2,32,7.0,19,6,2,1,32,6,0,156,17.3,1652,20:09,40,91,852,721,54.2,vermean01
44,Wojtek Wolski,23,TOT,LW,80,23,42,65,21,27,7.6,21,2,0,5,34,8,0,195,11.8,1499,18:44,29,33,16,20,44.4,wolskwo01
45,Bobby Ryan,22,ANA,RW,81,35,29,64,9,81,8.4,24,11,0,3,19,10,0,258,13.6,1498,18:29,17,127,41,52,44.1,ryanbo01
46,Chris Stewart,22,COL,RW,77,28,36,64,4,73,7.6,25,3,0,5,26,10,0,221,12.7,1286,16:42,11,100,3,5,37.5,stewach02
47,Kristian Huselius,31,CBJ,LW,74,23,40,63,-4,36,6.6,14,8,1,5,25,15,0,162,14.2,1361,18:24,16,15,4,10,28.6,huselkr01
48,Dustin Penner,27,EDM,RW,82,32,31,63,6,38,8.0,23,9,0,1,23,8,0,203,15.8,1507,18:23,43,53,199,219,47.6,pennedu01
49,Jason Pominville,27,BUF,RW,82,24,38,62,13,22,7.1,16,8,0,2,26,12,0,252,9.5,1537,18:45,41,45,42,78,35.0,pominja01
50,Mike Richards,24,PHI,C,82,31,31,62,-2,79,7.3,17,13,1,3,12,18,1,237,13.1,1673,20:24,64,145,696,677,50.7,richami02
51,Maxim Afinogenov,30,ATL,RW,82,24,37,61,-17,46,5.7,18,6,0,3,25,12,0,181,13.3,1426,17:24,21,32,1,2,33.3,afinoma01
52,Andrew Brunette,36,MIN,LW,82,25,36,61,-5,12,6.9,13,12,0,3,23,13,0,129,19.4,1396,17:02,20,33,5,5,50.0,brunean01
53,Jeff Carter,25,PHI,C,74,33,28,61,2,38,8.0,20,11,2,6,17,11,0,319,10.3,1428,19:18,34,60,688,626,52.4,carteje01
54,Jamie Langenbrunner,34,NJD,RW,81,19,42,61,6,44,6.5,11,6,2,4,27,13,2,228,8.3,1584,19:33,21,108,29,31,48.3,langeja01
55,Stephen Weiss,26,FLA,C,80,28,32,60,-7,40,6.4,16,12,0,2,21,10,1,180,15.6,1600,20:00,59,43,813,738,52.4,weissst01
56,Drew Doughty,20,LAK,D,82,16,43,59,20,54,11.9,7,9,0,5,21,22,0,142,11.3,2048,24:59,75,155,0,0,,doughdr01
57,Scott Gomez,30,MTL,C,78,12,47,59,1,60,5.3,7,5,0,1,33,14,0,180,6.7,1555,19:56,34,30,698,677,50.8,gomezsc01
58,Brooks Laich,26,WSH,C,78,25,34,59,16,34,6.4,12,12,1,4,24,9,1,222,11.3,1426,18:17,39,92,149,178,45.6,laichbr01
59,Rene Bourque,28,CGY,LW,73,27,31,58,7,88,7.4,17,6,4,5,24,7,0,215,12.6,1337,18:19,44,91,8,17,32.0,bourqre01
60,Dan Boyle,33,SJS,D,76,15,43,58,6,70,9.9,9,6,0,3,20,23,0,180,8.3,1992,26:13,130,51,0,3,0.0,boyleda01
61,Vinny Prospal,34,NYR,C,75,20,38,58,8,32,6.4,13,6,1,4,25,13,0,180,11.1,1508,20:06,29,95,327,312,51.2,prospva01
62,Ray Whitney,37,CAR,LW,80,21,37,58,-6,26,5.6,14,7,0,5,25,12,0,171,12.3,1532,19:09,27,24,3,6,33.3,whitnra01
63,Ryane Clowe,27,SJS,LW,82,19,38,57,0,131,5.6,17,2,0,2,25,13,0,189,10.1,1408,17:10,33,157,35,38,47.9,clowery01
64,Nathan Horton,24,FLA,C,65,20,37,57,-1,42,5.9,11,7,2,4,33,4,0,159,12.6,1358,20:53,20,34,48,37,56.5,hortona01
65,Andy McDonald,32,STL,C,79,24,33,57,-9,18,6.1,18,6,0,3,17,16,0,191,12.6,1432,18:08,28,46,241,206,53.9,mcdonan01
66,Jason Spezza,26,OTT,C,60,23,34,57,0,20,6.8,12,11,0,5,21,13,0,165,13.9,1144,19:04,11,23,503,491,50.6,spezzja01
67,Matt Stajan,26,TOT,C,82,19,38,57,-6,32,5.2,12,7,0,4,28,8,2,132,14.4,1551,18:55,41,75,680,637,51.6,stajama01
68,Dustin Brown,25,LAK,RW,82,24,32,56,-6,41,5.6,17,7,0,3,22,10,0,248,9.7,1579,19:15,25,283,17,22,43.6,browndu01
69,Shane Doan,33,PHX,RW,82,18,37,55,3,41,5.5,13,5,0,4,26,11,0,234,7.7,1571,19:10,25,154,70,83,45.8,doansh01
70,Matt Duchene,19,COL,C,81,24,31,55,1,16,5.8,13,10,1,2,20,11,0,180,13.3,1436,17:44,28,51,479,609,44.0,duchema01
71,Phil Kessel,22,TOR,RW,70,30,25,55,-8,21,6.3,22,8,0,5,17,8,0,297,10.1,1368,19:33,13,13,59,63,48.4,kesseph01
72,James Neal,22,DAL,LW,78,27,28,55,-5,64,6.1,24,2,1,4,19,8,1,200,13.5,1419,18:12,32,174,19,41,31.7,nealja01
73,Rich Peverley,27,ATL,C,82,22,33,55,-14,36,4.7,13,7,2,7,21,9,3,166,13.3,1530,18:40,34,23,647,546,54.2,peverri01
74,Chris Pronger*,35,PHI,D,82,10,45,55,22,79,11.4,5,5,0,2,23,21,1,175,5.7,2126,25:56,189,104,0,0,,prongch01
75,R.J. Umberger,27,CBJ,C,82,23,32,55,-16,40,4.9,14,8,1,4,20,12,0,221,10.4,1572,19:10,60,107,372,332,52.8,umberrj01
76,Martin Havlát,28,MIN,LW,73,18,36,54,-19,34,5.0,14,4,0,3,22,14,0,169,10.7,1309,17:56,17,21,6,6,50.0,havlama01
77,John Tavares,19,NYI,C,82,24,30,54,-15,22,5.1,13,11,0,2,16,14,0,186,12.9,1477,18:00,28,42,536,593,47.5,tavarjo01
78,Daniel Brière,32,PHI,C,75,26,27,53,-2,71,6.5,18,8,0,1,18,9,0,193,13.5,1244,16:35,17,53,53,67,44.2,brierda01
79,Mike Fisher,29,OTT,C,79,25,28,53,1,59,6.0,15,10,0,6,23,3,2,212,11.8,1498,18:58,79,208,673,618,52.1,fishemi01
80,Mike Knuble,37,WSH,RW,69,29,24,53,23,59,7.1,23,6,0,5,17,7,0,151,19.2,1164,16:53,34,71,0,6,0.0,knublmi01
81,Matthew Lombardi,27,PHX,C,78,19,34,53,8,36,5.8,15,4,0,2,22,12,0,174,10.9,1399,17:56,27,62,445,454,49.5,lombama01
82,Mason Raymond,24,VAN,LW,82,25,28,53,0,48,5.6,17,8,0,4,18,10,0,217,11.5,1421,17:20,19,64,8,15,34.8,raymoma01
83,Mike Ribeiro,29,DAL,C,66,19,34,53,-5,38,5.2,9,8,2,0,17,15,2,155,12.3,1289,19:32,27,93,493,609,44.7,ribeimi01
84,Mikael Samuelsson,33,VAN,RW,74,30,23,53,10,64,6.9,23,7,0,4,16,7,0,219,13.7,1271,17:10,16,50,11,20,35.5,samuemi01
85,Ryan Smyth,33,LAK,LW,67,22,31,53,8,42,6.1,11,11,0,3,18,13,0,206,10.7,1319,19:41,24,41,30,30,50.0,smythry01
86,Thomas Vanek,26,BUF,LW,71,28,25,53,9,42,7.0,18,10,0,6,17,8,0,182,15.4,1190,16:46,15,45,0,7,0.0,vanekth01
87,Patrice Bergeron,24,BOS,C,73,19,33,52,6,28,5.8,18,0,1,4,24,8,1,184,10.3,1380,18:54,45,49,768,557,58.0,bergepa01
88,Saku Koivu,35,ANA,C,71,19,33,52,14,36,5.9,13,5,1,6,20,11,2,124,15.3,1319,18:35,17,59,571,538,51.5,koivusa01
89,David Krejčí,23,BOS,C,79,17,35,52,8,26,5.6,11,6,0,3,25,8,2,156,10.9,1441,18:15,37,81,547,538,50.4,krejcda01
90,Kyle Okposo,21,NYI,RW,80,19,33,52,-22,34,3.7,15,4,0,4,14,18,1,249,7.6,1643,20:32,44,62,33,36,47.8,okposky01
91,Tomáš Fleischmann,25,WSH,LW,69,23,28,51,9,28,5.8,16,7,0,4,15,13,0,121,19.0,1106,16:02,17,36,152,204,42.7,fleisto01
92,Alex Frolov,27,LAK,LW,81,19,32,51,-1,26,4.9,14,5,0,1,24,8,0,182,10.4,1493,18:26,14,58,7,5,58.3,froloal01
93,Patric Hörnqvist,23,NSH,RW,80,30,21,51,18,40,7.4,20,10,0,8,19,2,0,275,10.9,1255,15:41,26,69,5,13,27.8,hornqpa01
94,Marián Hossa*,31,CHI,RW,57,24,27,51,24,18,7.0,17,2,5,2,21,5,1,199,12.1,1067,18:44,14,41,0,1,0.0,hossama01
95,Joe Pavelski,25,SJS,C,67,25,26,51,1,26,5.8,21,3,1,5,15,10,1,228,11.0,1305,19:29,60,58,478,343,58.2,paveljo01
96,Steve Sullivan,35,NSH,C,82,17,34,51,2,35,5.0,12,5,0,4,26,8,0,152,11.2,1470,17:55,13,26,1,9,10.0,sullist01
97,Mike Cammalleri,27,MTL,C,65,26,24,50,7,16,6.5,22,4,0,4,13,11,0,218,11.9,1269,19:31,27,18,26,25,51.0,cammami01
98,Toby Enström,25,ATL,D,82,6,44,50,-5,30,6.9,4,2,0,0,26,17,1,109,5.5,1826,22:16,99,20,0,0,,enstrto01
99,Sergei Gonchar,35,PIT,D,62,11,39,50,-4,49,7.4,5,6,0,3,14,24,1,138,8.0,1513,24:24,90,64,0,0,,gonchse01
100,Olli Jokinen,31,TOT,C,82,15,35,50,3,75,4.8,12,3,0,3,23,12,0,236,6.4,1465,17:52,38,110,480,493,49.3,jokinol01
101,Alexei Ponikarovsky,29,TOT,LW,77,21,29,50,-1,61,5.2,16,5,0,1,22,7,0,184,11.4,1268,16:28,43,146,12,26,31.6,ponikal01
102,Jakub Voráček,20,CBJ,RW,81,16,34,50,-7,26,4.5,12,4,0,1,25,9,0,154,10.4,1265,15:37,17,63,2,4,33.3,voracja01
103,Martin Erat,28,NSH,LW,74,21,28,49,-7,50,5.1,16,5,0,2,18,9,1,168,12.5,1331,17:59,36,48,24,49,32.9,eratma01
104,Tomáš Kaberle,31,TOR,D,82,7,42,49,-16,24,6.2,4,3,0,1,19,22,1,158,4.4,1833,22:21,98,44,0,0,,kaberto01
105,Alex Kovalev,36,OTT,RW,77,18,31,49,-8,54,4.6,14,4,0,5,21,10,0,165,10.9,1398,18:10,19,33,1,2,33.3,kovalal01
106,Nicklas Lidström*,39,DET,D,82,9,40,49,22,24,10.7,4,5,0,1,22,15,3,194,4.6,2085,25:26,82,56,0,0,,lidstni01
107,Jordan Staal,21,PIT,C,82,21,28,49,19,57,5.4,18,1,2,1,23,4,1,195,10.8,1590,19:24,41,117,633,679,48.2,staaljo01
108,Mark Streit,32,NYI,D,82,11,38,49,0,48,8.1,2,9,0,2,25,13,0,187,5.9,2107,25:42,132,78,0,1,0.0,streima01
109,David Backes,25,STL,RW,79,17,31,48,-4,106,4.6,12,5,0,3,27,3,1,163,10.4,1446,18:18,60,266,504,561,47.3,backeda01
110,Matt Cullen,33,TOT,C,81,16,32,48,-7,34,4.0,12,2,2,2,21,10,1,195,8.2,1519,18:45,48,70,568,542,51.2,cullema01
111,Patrik Eliáš,33,NJD,LW,58,19,29,48,18,40,6.4,15,3,1,4,21,8,0,145,13.1,1022,17:37,16,30,205,252,44.9,eliaspa01
112,Matt Moulson,26,NYI,LW,82,30,18,48,-1,16,5.9,22,8,0,5,11,7,0,208,14.4,1364,16:38,52,113,3,1,75.0,moulsma01
113,Tyler Myers,19,BUF,D,82,11,37,48,13,32,9.8,8,3,0,1,23,13,1,104,10.6,1947,23:44,133,89,0,0,,myersty01
114,Scott Niedermayer*,36,ANA,D,80,10,38,48,-9,38,7.2,5,5,0,2,15,22,1,168,6.0,2120,26:30,80,58,0,1,0.0,niedesc01
115,T.J. Oshie,23,STL,C,76,18,30,48,-1,36,4.9,16,1,1,3,16,14,0,158,11.4,1392,18:19,65,149,64,89,41.8,oshietj01
116,Teemu Selänne*,39,ANA,RW,54,27,21,48,3,16,6.6,13,14,0,5,8,13,0,173,15.6,935,17:19,13,14,62,69,47.3,selante01
117,Lee Stempniak,26,TOT,RW,80,28,20,48,0,26,5.7,18,9,1,2,13,7,0,212,13.2,1386,17:19,25,87,17,22,43.6,stemple01
118,Claude Giroux,22,PHI,RW,82,16,31,47,-9,23,4.3,8,8,0,2,18,13,0,145,11.0,1362,16:37,48,76,297,303,49.5,giroucl01
119,Ryan Malone,30,TBL,LW,69,21,26,47,-8,68,4.8,14,7,0,7,17,8,1,172,12.2,1295,18:46,22,174,37,57,39.4,malonry01
120,David Perron,21,STL,LW,82,20,27,47,-10,60,4.7,14,5,1,2,18,8,1,166,12.0,1325,16:09,12,78,8,13,38.1,perroda01
121,Alexander Steen,25,STL,C,68,24,23,47,6,30,6.2,15,7,2,4,14,9,0,189,12.7,1107,16:17,39,45,30,43,41.1,steenal01
122,Jarret Stoll,27,LAK,C,73,16,31,47,13,40,5.1,12,4,0,4,13,17,1,164,9.8,1272,17:25,34,189,610,481,55.9,stollja01
123,Jason Arnott,35,NSH,C,63,19,27,46,0,26,5.1,13,6,0,3,15,12,0,216,8.8,1178,18:42,17,24,526,551,48.8,arnotja01
124,Steve Downie,22,TBL,RW,79,22,24,46,14,208,5.9,15,7,0,1,20,4,0,116,19.0,1162,14:43,20,139,17,17,50.0,downist01
125,Brian Gionta,31,MTL,RW,61,28,18,46,3,26,6.2,18,10,0,3,12,6,0,237,11.8,1266,20:45,33,36,7,6,53.8,giontbr01
126,Brenden Morrow,31,DAL,LW,76,20,26,46,-3,69,4.3,10,9,1,2,16,10,0,155,12.9,1457,19:10,48,230,9,22,29.0,morrobr01
127,Joni Pitkänen,26,CAR,D,71,6,40,46,-11,72,6.6,5,1,0,1,22,18,0,161,3.7,1944,27:23,122,66,0,0,,pitkajo01
128,J.P. Dumont,31,NSH,RW,74,17,28,45,8,20,5.2,13,3,1,3,18,10,0,112,15.2,1093,14:46,19,20,0,0,,dumonjp01
129,Bill Guerin,39,PIT,RW,78,21,24,45,-9,75,4.2,10,11,0,4,17,7,0,227,9.3,1367,17:32,13,77,14,14,50.0,gueribi01
130,Tomas Holmström,37,DET,LW,68,25,20,45,5,60,6.1,12,13,0,5,11,9,0,131,19.1,1075,15:49,6,69,0,1,0.0,holmsto01
131,Ľubomír Višňovský,33,TOT,D,73,15,30,45,-10,20,7.2,10,5,0,2,12,18,0,131,11.5,1599,21:54,105,37,0,0,,visnolu01
132,Niclas Bergfors,22,TOT,RW,81,21,23,44,-10,10,4.5,12,9,0,6,17,6,0,217,9.7,1249,15:25,6,18,9,10,47.4,bergfni01
133,Todd Bertuzzi,34,DET,RW,82,18,26,44,-7,80,4.2,14,4,0,4,19,7,0,216,8.3,1375,16:46,19,104,11,12,47.8,bertuto01
134,Zdeno Chára,32,BOS,D,80,7,37,44,19,87,10.2,3,4,0,1,24,12,1,242,2.9,2030,25:22,102,149,1,1,50.0,charazd01
135,Brandon Dubinsky,23,NYR,C,69,20,24,44,9,54,5.2,12,6,2,5,20,4,0,165,12.1,1349,19:33,36,129,347,328,51.4,dubinbr01
136,Christian Ehrhoff,27,VAN,D,80,14,30,44,36,42,10.2,8,6,0,3,13,17,0,181,7.7,1823,22:47,82,54,0,0,,ehrhoch01
137,Niklas Hagman,30,TOT,LW,82,25,19,44,-4,25,4.9,21,4,0,2,15,4,0,216,11.6,1322,16:07,29,34,11,26,29.7,hagmani01
138,Scott Hartnell,27,PHI,RW,81,14,30,44,-6,155,4.0,6,8,0,4,24,6,0,171,8.2,1273,15:43,30,138,1,4,20.0,hartnsc01
139,Milan Hejduk,33,COL,RW,56,23,21,44,6,10,5.4,15,8,0,4,12,9,0,153,15.0,1065,19:01,21,30,4,10,28.6,hejdumi01
140,Kris Versteeg,23,CHI,RW,79,20,24,44,8,35,4.8,13,4,3,4,16,7,1,184,10.9,1242,15:44,26,35,77,106,42.1,verstkr01
141,Michael Frolík,21,FLA,C,82,21,22,43,-4,43,4.3,16,5,0,1,17,5,0,219,9.6,1433,17:29,32,72,13,22,37.1,frolimi01
142,Paul Kariya*,35,STL,LW,75,18,25,43,-7,36,4.3,15,3,0,2,16,9,0,221,8.1,1287,17:09,25,36,4,6,40.0,kariypa01
143,Bryan McCabe,34,FLA,D,82,8,35,43,-4,83,7.1,5,3,0,1,19,16,0,169,4.7,1913,23:20,106,113,0,0,,mccabbr01
144,Mark Recchi*,41,BOS,RW,81,18,25,43,4,34,4.6,10,8,0,2,20,5,0,152,11.8,1381,17:03,22,84,54,92,37.0,recchma01
145,Radim Vrbata,28,PHX,RW,82,24,19,43,6,24,5.3,17,7,0,4,12,7,0,266,9.0,1330,16:13,22,17,2,5,28.6,vrbatra01
146,Shea Weber,24,NSH,D,78,16,27,43,0,36,8.2,9,7,0,3,14,13,0,222,7.2,1807,23:10,106,165,0,0,,webersh01
147,Marek Židlický,32,MIN,D,78,6,37,43,-16,67,6.3,2,4,0,3,17,20,0,116,5.2,1885,24:10,128,80,0,0,,zidlima01
148,Brad Boyes,27,STL,C,82,14,28,42,1,26,3.9,12,2,0,3,20,8,0,197,7.1,1377,16:47,18,76,138,173,44.4,boyesbr01
149,Alexander Edler,23,VAN,D,76,5,37,42,0,40,5.9,3,2,0,0,20,17,0,161,3.1,1721,22:39,115,84,0,2,0.0,edleral01
150,Kurtis Foster,28,TBL,D,71,8,34,42,-5,48,6.2,5,3,0,1,11,23,0,165,4.8,1220,17:11,68,59,0,0,,fosteku01
151,Michal Handzuš,32,LAK,C,81,20,22,42,4,38,4.2,14,5,1,6,16,5,1,117,17.1,1483,18:18,60,75,691,661,51.1,handzmi01
152,Jochen Hecht,32,BUF,C,79,21,21,42,14,35,5.0,18,3,0,2,21,0,0,224,9.4,1358,17:11,43,44,143,172,45.4,hechtjo01
153,Antti Miettinen,29,MIN,RW,79,20,22,42,-2,44,4.4,15,5,0,4,15,6,1,175,11.4,1426,18:03,30,87,35,48,42.2,miettan01
154,Brendan Morrison,34,WSH,C,74,12,30,42,23,40,4.0,9,3,0,3,25,5,0,105,11.4,1164,15:44,31,33,499,471,51.4,morribr01
155,Brian Rafalski,36,DET,D,78,8,34,42,23,26,9.7,3,5,0,1,20,14,0,134,6.0,1890,24:14,101,39,0,0,,rafalbr01
156,Éric Bélanger,32,TOT,C,77,15,26,41,2,32,4.1,12,3,0,3,20,6,0,151,9.9,1194,15:31,29,47,521,403,56.4,belaner01
157,Jamie Benn,20,DAL,LW,82,22,19,41,-1,45,4.6,20,2,0,3,14,5,0,182,12.1,1206,14:42,39,186,109,127,46.2,bennja01
158,Jason Blake,36,TOT,C,82,16,25,41,-10,36,3.3,10,6,0,2,21,4,0,239,6.7,1304,15:54,26,70,31,50,38.3,blakeja01
159,Sam Gagner,20,EDM,C,68,15,26,41,-8,33,3.8,9,6,0,1,15,11,0,170,8.8,1108,16:17,16,30,336,373,47.4,gagnesa01
160,Stéphane Robidas,32,DAL,D,82,10,31,41,-10,70,6.1,3,7,0,1,19,12,0,199,5.0,2008,24:29,177,269,0,0,,robidst01
161,Keith Yandle,23,PHX,D,82,12,29,41,16,45,9.0,7,5,0,2,18,11,0,145,8.3,1659,20:14,81,36,0,0,,yandlke01
162,Troy Brouwer,24,CHI,RW,78,22,18,40,9,66,4.6,14,7,1,7,12,6,0,116,19.0,1277,16:22,46,189,5,4,55.6,brouwtr01
163,Simon Gagné,29,PHI,LW,58,17,23,40,-1,47,4.4,12,5,0,4,9,14,0,183,9.3,1080,18:37,26,38,1,3,25.0,gagnesi01
164,Guillaume Latendresse,22,TOT,RW,78,27,13,40,-3,16,5.3,20,7,0,4,12,1,0,160,16.9,1166,14:57,20,157,1,8,11.1,latengu01
165,Wayne Simmonds,21,LAK,RW,78,16,24,40,22,116,4.9,16,0,0,2,24,0,0,127,12.6,1129,14:29,32,123,3,7,30.0,simmowa01
166,Brandon Sutter,20,CAR,C,72,21,19,40,-1,2,4.4,16,5,0,3,14,5,0,168,12.5,1191,16:33,45,55,489,508,49.0,suttebr03
167,Eric Fehr,24,WSH,RW,69,21,18,39,18,24,5.3,18,3,0,3,15,3,0,145,14.5,837,12:08,21,39,1,1,50.0,fehrer01
168,T.J. Galiardi,21,COL,LW,70,15,24,39,6,28,3.6,12,2,1,3,21,0,3,120,12.5,1273,18:11,43,87,165,162,50.5,galiatj01
169,Erik Johnson,21,STL,D,79,10,29,39,1,79,7.4,4,6,0,2,20,9,0,186,5.4,1694,21:27,77,70,0,0,,johnser01
170,Kimmo Timonen,34,PHI,D,82,6,33,39,-2,50,6.9,3,1,2,1,14,18,1,121,5.0,1876,22:53,168,75,0,0,,timonki01
171,Ryan Whitney,26,TOT,D,81,7,32,39,1,70,6.7,4,3,0,1,18,14,0,151,4.6,2005,24:45,115,89,0,1,0.0,whitnry01
172,Brian Campbell,30,CHI,D,68,7,31,38,18,18,7.7,4,3,0,2,22,8,1,131,5.3,1579,23:13,79,37,0,0,,campbbr02
